Parent Airline,Airline,Aircraft Type,Current,Future,Historic,Total,Orders,Unit Cost,Total Cost (Current),Average Age
Turkish Airlines,Turkish Airlines,Boeing 737,92.0,,50.0,142.0,75.0,$74,"$6,806",6.4
Turkish Airlines,Anadolujet (100%),Boeing 737,34.0,,36.0,70.0,,$74,"$2,515",13.0
Turkish Airlines,Turkish Airlines,Boeing 777,32.0,1.0,6.0,39.0,2.0,$295,"$9,426",3.2
Turkish Airlines,Turkish Airlines,British Aerospace BAe 146/Avro RJ,,,14.0,14.0,,$14,$0,
Turkish Airlines,Anadolujet (100%),Embraer ERJ-190,,,6.0,6.0,,$46,$0,
Turkish Airlines,Turkish Airlines,McDonnell Douglas DC-10,,,4.0,4.0,,$145,$0,
Turkish Airlines,Turkish Airlines,McDonnell Douglas DC-9,,,11.0,11.0,,$45,$0,
Turkish Airlines,Turkish Airlines,McDonnell Douglas MD-80,,,3.0,3.0,,$45,$0,
Turkish Airlines,Turkish Airlines,McDonnell Douglas MD-90,,,2.0,2.0,,$45,$0,
United Airlines,United Airlines,Airbus A319,59.0,20.0,,80.0,3.0,$90,"$5,286",16.5
United Airlines,United Airlines,Airbus A320,97.0,,1.0,98.0,,$98,"$9,506",18.6
United Airlines,United Airlines,Airbus A350,,,,35.0,,$312,$0,
United Airlines,United Airlines,Boeing 727,,,3.0,3.0,,$4,$0,
United Airlines,United Airlines,Boeing 737,321.0,2.0,295.0,620.0,103.0,$74,"$23,748",10.1
United Airlines,United Airlines,Boeing 747,21.0,,67.0,88.0,,$316,"$6,632",21.2
United Airlines,United Airlines,Boeing 757,77.0,,83.0,160.0,,$73,"$5,583",18.9
United Airlines,United Airlines,Boeing 767,51.0,,31.0,82.0,,$187,"$9,532",19.5
United Airlines,United Airlines,Boeing 777,74.0,14.0,8.0,96.0,14.0,$295,"$21,797",17.5
United Airlines,United Airlines,Boeing 787 Dreamliner,30.0,2.0,,32.0,29.0,$265,"$7,953",2.2
United Airlines,United Airlines,Embraer E175,,,,,24.0,$39,$0,
United Airlines,United Airlines,McDonnell Douglas DC-10,,,59.0,59.0,,$145,$0,
United Airlines,United Airlines,McDonnell Douglas DC-8,,,117.0,117.0,,$6,$0,
UPS Airlines,UPS,Airbus A300,52.0,,1.0,53.0,,$75,"$3,900",13.9
UPS Airlines,UPS,Boeing 747,13.0,,27.0,40.0,14.0,$316,"$4,105",15.0
UPS Airlines,UPS,Boeing 757,75.0,,,75.0,,$73,"$5,438",23.3
UPS Airlines,UPS,Boeing 767,59.0,,,59.0,,$187,"$11,027",12.8
UPS Airlines,UPS,McDonnell Douglas DC-8,,,53.0,53.0,,$6,$0,
UPS Airlines,UPS,McDonnell Douglas MD-11,37.0,,1.0,38.0,,$175,"$6,475",23.2
Utair,Utair,Airbus A321,,,12.0,12.0,,$115,$0,
Utair,UTair-Cargo,Antonov An-2,11.0,,,,,$2,$17,
Utair,Vostok Aviation Company,Antonov An-28,5.0,,,,,$3,$15,
Utair,Vostok Aviation Company,Antonov An-38,3.0,,,,,$2,$5,
Utair,UTair-Cargo,Antonov An-74-200,6.0,,,,,$19,$111,
Utair,Utair,ATR 42/72,15.0,,15.0,30.0,,$22,$332,5.3
Utair,Utair,Boeing 737,47.0,,8.0,55.0,,$74,"$3,477",18.1
Utair,Utair,Boeing 757,,,9.0,9.0,,$73,$0,
Utair,Utair,Boeing 767,3.0,,6.0,9.0,,$187,$561,15.5
Utair,Utair,Canadair CRJ-100 Series,,,15.0,15.0,,$32,$0,
Utair,Vostok Aviation Company,Mil Mi-8MTV-1,9.0,,,,,,$0,
Utair,Vostok Aviation Company,Mil Mi-8T,6.0,,,,,,$0,
Utair,Utair,Tupolev Tu-134,,,1.0,1.0,,$16,$0,
Utair,Utair,Tupolev Tu-154,,,2.0,2.0,,$16,$0,
Vietnam Airlines,Vietnam Airlines,Airbus A300,,,2.0,2.0,,$75,$0,
Vietnam Airlines,Vietnam Airlines,Airbus A310,,,2.0,2.0,,$75,$0,
Vietnam Airlines,Cambodia Angkor Air,Airbus A320,1.0,1.0,,2.0,1.0,$98,$98,0.1
Vietnam Airlines,Jetstar Pacific Airlines,Airbus A320,13.0,1.0,4.0,18.0,10.0,$98,"$1,274",7.0
Vietnam Airlines,Vietnam Airlines,Airbus A320,,,19.0,19.0,,$98,$0,
Vietnam Airlines,Vietnam Airlines,Airbus A321,56.0,,5.0,61.0,12.0,$115,"$6,434",5.8
Vietnam Airlines,Cambodia Angkor Air,Airbus A321,2.0,,4.0,6.0,,$115,$230,7.9
Vietnam Airlines,Jetstar Pacific Airlines,Airbus A321,,,2.0,2.0,,$115,$0,
Vietnam Airlines,Vietnam Airlines,Airbus A330,8.0,,5.0,13.0,,$240,"$1,920",9.6
Vietnam Airlines,Vietnam Airlines,Airbus A350 XWB,5.0,2.0,,7.0,19.0,$312,"$1,560",1.1
Vietnam Airlines,Cambodia Angkor Air,ATR 42/72,3.0,,2.0,5.0,,$22,$66,7.0
Vietnam Airlines,Vietnam Air Service Company,ATR 42/72,4.0,,1.0,5.0,,$22,$88,11.0
Vietnam Airlines,Vietnam Airlines,ATR 42/72,,,24.0,24.0,,$22,$0,
Vietnam Airlines,Vietnam Airlines,Boeing 737,,,5.0,5.0,,$74,$0,
Vietnam Airlines,Jetstar Pacific Airlines,Boeing 737,,,5.0,5.0,,$74,$0,
Vietnam Airlines,Vietnam Airlines,Boeing 767,,,17.0,17.0,,$187,$0,
Vietnam Airlines,Vietnam Airlines,Boeing 777,4.0,,6.0,10.0,,$295,"$1,178",12.8
Vietnam Airlines,Vietnam Airlines,Boeing 787 Dreamliner,10.0,1.0,,11.0,9.0,$265,"$2,651",0.9
Vietnam Airlines,Vietnam Airlines,Fokker F70 / F100,,,2.0,2.0,,$20,$0,
Virgin America,Virgin America,Airbus A319,10.0,,,10.0,,$90,$896,9.2
Virgin America,Virgin America,Airbus A320,53.0,,,53.0,30.0,$98,"$5,194",6.3
Virgin America,Virgin America,Airbus A321,,,,,10.0,$115,$0,
Virgin Atlantic Airways,Virgin Atlantic Airways,Airbus A320,,,6.0,6.0,,$98,$0,
Virgin Atlantic Airways,Virgin Atlantic Airways,Airbus A321,,,1.0,1.0,,$115,$0,
Virgin Atlantic Airways,Virgin Atlantic Airways,Airbus A330,10.0,,,10.0,,$240,"$2,400",5.1
Virgin Atlantic Airways,Virgin Atlantic Airways,Airbus A340,8.0,,21.0,29.0,,$216,"$1,724",10.5
Virgin Atlantic Airways,Virgin Atlantic Airways,Boeing 747,8.0,,22.0,30.0,,$316,"$2,526",17.1
Virgin Atlantic Airways,Virgin Atlantic Airways,Boeing 767,,,1.0,1.0,,$187,$0,
Virgin Atlantic Airways,Virgin Atlantic Airways,Boeing 787 Dreamliner,13.0,4.0,,17.0,,$265,"$3,446",1.3
Virgin Australia,Virgin Australia Regional,Airbus A320,2.0,,,2.0,,$98,$196,18.8
Virgin Australia,Tigerair Australia,Airbus A320,14.0,,,14.0,,$98,"$1,372",7.2
Virgin Australia,Virgin Australia,Airbus A330,6.0,,2.0,8.0,,$240,"$1,440",3.9
Virgin Australia,Virgin Australia,ATR 42/72,14.0,,,14.0,,$22,$309,4.4
Virgin Australia,Virgin Australia Regional,ATR 42/72,,,14.0,14.0,,$22,$0,
Virgin Australia,Virgin Australia,Boeing 737,75.0,,26.0,101.0,40.0,$74,"$5,549",6.7
Virgin Australia,Virgin Samoa,Boeing 737,1.0,,1.0,2.0,,$74,$74,5.1
Virgin Australia,Tigerair Australia,Boeing 737,3.0,1.0,,4.0,,$74,$222,12.5
Virgin Australia,Virgin Australia,Boeing 777,5.0,,,5.0,,$295,"$1,473",7.4
Virgin Australia,Virgin Australia,Embraer ERJ-170,,,4.0,4.0,,$39,$0,
Virgin Australia,Virgin Australia,Embraer ERJ-190,13.0,,5.0,18.0,,$46,$601,7.6
Virgin Australia,Virgin Australia Regional,Fokker F50 / F60,,,8.0,8.0,,$18,$0,
Virgin Australia,Virgin Australia Regional,Fokker F70 / F100,14.0,,,14.0,,$20,$280,24.6
Volaris,Volaris,Airbus A319,15.0,,9.0,24.0,,$90,"$1,344",9.7
Volaris,Volaris,Airbus A320,44.0,3.0,1.0,48.0,42.0,$98,"$4,312",3.3
Volaris,Volaris,Airbus A321,9.0,1.0,,10.0,,$115,"$1,034",0.6
WestJet,WestJet,Boeing 737,114.0,1.0,40.0,155.0,,$74,"$8,434",8.3
WestJet,WestJet,Boeing 757,,,1.0,1.0,,$73,$0,
WestJet,WestJet,Boeing 767,4.0,,,4.0,,$187,$748,24.5
WestJet,WestJet Encore,De Havilland Canada DHC-8 Dash 8,33.0,,,33.0,9.0,$31,"$1,033",2.0
Wizz Air,Wizz Air,Airbus A320,63.0,,9.0,72.0,8.0,$98,"$6,174",5.1
Wizz Air,Wizz Air,Airbus A321,11.0,4.0,,15.0,129.0,$115,"$1,264",0.6
