indicator_name,indicator_code,country_name,country_code,value,year
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Chile, Los Rios",CHL_Los_Rios_CL.LR_896_5_CHL015,18.8,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Chile, Magallanes",CHL_Magallanes_CL.MA_891_CHL009,6.3,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Chile, Maule",CHL_Maule_CL.MU_892_CHL010,17.7,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Chile, Metropolitana",CHL_Metropolitana_CL.ME_893_CHL011,10.6,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Chile, Tarapaca",CHL_Tarapaca_CL.TA_895_CHL013,11.8,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Chile, Valparaiso",CHL_Valparaiso_CL.VA_896_CHL014,15.3,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Dominican Republic,DOM,44.2,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Dominican Republic, Cibao Nordeste",DOM_Cibao_Nordeste_AGG029,49.1,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Dominican Republic, Cibao Noroeste",DOM_Cibao_Noroeste_AGG230.1,59.8,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Dominican Republic, Cibao Norte",DOM_Cibao_Norte_AGG030,41.3,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Dominican Republic, Cibao Sur",DOM_Cibao_Sur_AGG031,45.1,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Dominican Republic, El Valle",DOM_El_Valle_AGG032,68.7,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Dominican Republic, Enriquillo",DOM_Enriquillo_AGG033,75.2,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Dominican Republic, Higuamo",DOM_Higuamo_AGG034,58.5,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Dominican Republic, Ozama",DOM_Ozama_AGG035,30.7,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Dominican Republic, Valdesia",DOM_Valdesia_AGG036,51.2,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Dominican Republic, Yuma",DOM_Yuma_AGG037,39.9,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,El Salvador,SLV,30.7,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"El Salvador, Ahuachapan",SLV_Ahuachapan_SV.AH_1184_SLV001,38.8,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"El Salvador, Cabanas",SLV_Cabanas_SV.CA_1185_SLV002,43.7,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"El Salvador, Chalatenango",SLV_Chalatenango_SV.CH_1186_SLV003,31.9,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"El Salvador, Cuscatlan",SLV_Cuscatlan_SV.CU_1187_SLV004,43.7,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"El Salvador, La Libertad",SLV_La_Libertad_SV.LL_1188_SLV005,25.9,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"El Salvador, La Paz",SLV_La_Paz_SV.LP_1189_SLV006,35.8,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"El Salvador, La Union",SLV_La_Union_SV.UN_1190_SLV007,30.8,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"El Salvador, Morazan",SLV_Morazan_SV.MO_1191_SLV008,52.0,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"El Salvador, San Miguel",SLV_San_Miguel_SV.SM_1192_SLV009,34.8,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"El Salvador, San Salvador",SLV_San_Salvador_SV.SS_1193_SLV010,23.7,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"El Salvador, San Vicente",SLV_San_Vicente_SV.SV_1194_SLV011,42.1,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"El Salvador, Santa Ana",SLV_Santa_Ana_SV.SA_1195_SLV012,33.8,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"El Salvador, Sonsonate",SLV_Sonsonate_SV.SO_1196_SLV013,31.0,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"El Salvador, Usulutan",SLV_Usulutan_SV.US_1197_SLV014,37.2,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Guatemala,GTM,51.0,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Guatemala, Central",GTM_Central_AGG096,47.5,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Guatemala, Metropolitana",GTM_Metropolitana_AGG097,16.3,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Guatemala, Noroccidental",GTM_Noroccidental_AGG098,75.6,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Guatemala, Nororiental",GTM_Nororiental_AGG099,53.2,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Guatemala, Norte",GTM_Norte_AGG100,77.1,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Guatemala, Petén",GTM_Peten_AGG101,57.0,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Guatemala, Suroccidental",GTM_Suroccidental_AGG102,59.4,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Guatemala, Suroriental",GTM_Suroriental_AGG103,54.4,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Indonesia, Bali, Prop.",IDN_Bali_ID.BA_1513_IDN002,7.0842823070000005,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Indonesia, Banten, Prop.",IDN_Banten_ID.BT_73610_IDN031,9.789225281,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Indonesia, Bengkulu, Prop.",IDN_Bengkulu_ID.BE_1514_IDN003,23.00375225,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Indonesia, DI Yogyakarta, Prop.",IDN_D_I_Yogyakarta_ID.DY_1515_IDN005,19.15,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Indonesia, DKI Jakarta, Prop.",IDN_Dki_Jakarta_ID.DJ_1516_IDN007,4.57,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Indonesia, Gorontalo, Prop.",IDN_Gorontalo_ID.GO_73611_IDN034,29.12853934,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Indonesia, Jambi, Prop.",IDN_Jambi_ID.JA_1518_IDN006,11.37112207,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Indonesia, Jawa Barat, Prop.",IDN_Jawa_Barat_ID.JB_73613_IDN035,14.49493546,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Indonesia, Jawa Tengah, Prop.",IDN_Jawa_Tengah_ID.JT_1520_IDN008,22.19116924,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Indonesia, Jawa Timur, Prop.",IDN_Jawa_Timur_ID.TI_1521_IDN009,21.09398343,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Indonesia, Kalimantan Barat, Prop.",IDN_Kalimantan_Barat_ID.KB_1522_IDN010,15.24149099,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Indonesia, Kalimantan selatan, Prop.",IDN_Kalimantan_Selatan_ID.KS_1523_IDN011,8.324629927,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Indonesia, Kalimantan Tengah, Prop.",IDN_Kalimantan_Tengah_ID.KT_1524_IDN012,10.99603211,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Indonesia, Kalimantan Timur, Prop.",IDN_Kalimantan_Timur_ID.KA_1525_IDN013,11.40765794,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Indonesia, Kepulauan Bangka-Belitung, Prop.",IDN_Bangka_Belitung_ID.BB_73609_IDN004,10.91371184,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Indonesia, Kepulauan Riau, Prop.",IDN_Kepulauan_Riau_ID.KR_73614_IDN017,12.16151476,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Indonesia, Lampung, Prop.",IDN_Lampung_ID.LA_1526_IDN014,22.76638875,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Indonesia, Maluku Utara, Prop.",IDN_Maluku_Utara_ID.MU_73616_IDN016,12.72714496,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Indonesia, Maluku, Prop.",IDN_Maluku_ID.MA_73615_IDN015,33.02605529,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Indonesia, Nanggroe Aceh Darussalam, Prop.",IDN_Nangroe_Aceh_Darussalam_ID.AD_1512_IDN020,28.27868925,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Indonesia, Nusa Tenggara Barat, Prop.",IDN_Nusa_Tenggara_Barat_ID.NB_1528_IDN022,27.17205708,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Indonesia, Nusa Tenggara Timur, Prop.",IDN_Nusa_Tenggara_Timur_ID.NT_1529_IDN025,29.33539682,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Indonesia, Papua Barat, Prop.",IDN_Papua_Barat_ID.PB_73612_IDN036,41.34151592,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Indonesia, Papua, Prop.",IDN_Papua_ID.PA_73617_IDN030,41.5150485,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Indonesia, Riau, Prop.",IDN_Riau_ID.RI_73618_IDN037,11.85205588,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Indonesia, Sulawesi Barat, Prop.",IDN_Sulawesi_Barat_ID.SB_73619_IDN038,20.73506579,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Indonesia, Sulawesi Selatan, Prop.",IDN_Sulawesi_Selatan_ID.SS_73620_IDN021,14.57,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Indonesia, Sulawesi Tengah, Prop.",IDN_Sulawesi_Tengah_ID.ST_1532_IDN023,23.62502104,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Indonesia, Sulawesi Tenggara, Prop.",IDN_Sulawesi_Tenggara_ID.TE_1533_IDN029,23.36512666,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Indonesia, Sulawesi Utara, Prop.",IDN_Sulawesi_Utara_ID.SU_73621_IDN024,11.54004425,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Indonesia, Sumatera Barat, Prop.",IDN_Sumatera_Barat_ID.BR_1535_IDN026,12.51110202,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Indonesia, Sumatera Selatan, Prop.",IDN_Sumatera_Selatan_ID.SM_73622_IDN027,20.99351136,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Indonesia, Sumatera Utara, Prop.",IDN_Sumatera_Utara_ID.SA_1537_IDN028,15.01091352,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Peru,PER,49.1,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Togo,TGO,61.7,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Togo, Centrale",TGO_Centrale_TG.CE_2970.1_TGO001,74.6,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Togo, Grande Lomé",TGO_Grande_Lome_27395_5,32.8,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Togo, Kara",TGO_Kara_TG.KA_2971.1_TGO002,74.2,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Togo, Maritime",TGO_Maritime_TG.MA_2972_TGO003,67.1,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Togo, Plateaux",TGO_Plateaux_TG.PL_2973_TGO004,61.1,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Togo, Savanes",TGO_Savanes_TG.SV_2974_TGO005,86.7,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Amazonas",VEN_Amazonas_VE.AM_3302_VEN001,37.1,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Anzoategui",VEN_Anzoategui_VE.AN_3303_VEN002,30.6,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Apure",VEN_Apure_VE.AP_3304_VEN003,50.9,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Aragua",VEN_Aragua_VE.AR_3305_VEN004,35.1,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Barinas",VEN_Barinas_VE.BA_3306_VEN005,57.2,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Bolivar",VEN_Bolivar_VE.BO_3307_COL006,42.4,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Carabobo",VEN_Carabobo_VE.CA_3308_VEN007,31.2,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Cojedes",VEN_Cojedes_VE.CO_3309_VEN008,40.7,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Delta Amacuro",VEN_Delta_Amacuro_VE.DA_3310_VEN009,35.7,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Distrito Capital",VEN_Distrito_Capital_VE.DF_67153_VEN010,20.4,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Falcon",VEN_Falcon_VE.FA_3313_VEN011,40.4,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Guarico",VEN_Guarico_VE.GU_3314_VEN012,45.0,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Lara",VEN_Lara_VE.LA_3315_VEN013,46.1,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Merida",VEN_Merida_VE.ME_3316_VEN014,35.4,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Miranda",VEN_Miranda_VE.MI_3317_VEN015,25.7,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Monagas",VEN_Monagas_VE.MO_3318_VEN016,37.9,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Nueva Esparta",VEN_Nueva_Esparta_VE.NE_3319_VEN017,16.0,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Portuguesa",VEN_Portuguesa_VE.PO_3320_VEN018,43.2,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Sucre",VEN_Sucre_VE.SU_3321_VEN019,43.2,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Tachira",VEN_Tachira_VE.TA_3322_VEN020,36.1,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Trujillo",VEN_Trujillo_VE.TR_3323_VEN021,41.5,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Vargas",VEN_Vargas_VE.VA_67152_VEN022,32.3,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Yaracuy",VEN_Yaracuy_VE.YA_3324_VEN023,47.8,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Venezuela, RB, Zulia",VEN_Zulia_VE.ZU_3325_VEN024,39.8,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"West Bank and Gaza, Gaza strip",WBG_Gaza_strip_PS.GA_1292_WBG006,50.7,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"West Bank and Gaza, West Bank",WBG_West_Bank_PS.WB_3405_WBG017,24.0,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,Zambia,ZMB,59.3,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Zambia, Central",ZMB_Central_ZM.CE_3426_ZMB001,70.7,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Zambia, Copperbelt",ZMB_Copperbelt_ZM.CO_3427_ZMB002,37.3,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Zambia, Eastern",ZMB_Eastern_ZM.EA_3428_ZMB003,78.5,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Zambia, Luapula",ZMB_Luapula_ZM.LP_3429_ZMB004,73.9,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Zambia, Lusaka",ZMB_Lusaka_ZM.LS_3430_ZMB005,24.7,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Zambia, Northern",ZMB_Northern_ZM.NO_3432_ZMB006,78.5,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Zambia, North-Western",ZMB_North-Western_ZM.NW_3431_ZMB007,70.7,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Zambia, Southern",ZMB_Southern_ZM.SO_3433_ZMB008,7.0,2006-01-01
Poverty headcount ratio at national poverty line (% of population),SI.POV.NAHC,"Zambia, Western",ZMB_Western_ZM.WE_3434_ZMB009,83.3,2006-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,El Salvador,SLV,35.8,2006-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,Guatemala,GTM,70.5,2006-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Bali, Prop.",IDN_Bali_ID.BA_1513_IDN002,8.031954472999999,2006-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Banten, Prop.",IDN_Banten_ID.BT_73610_IDN031,13.33877043,2006-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Bengkulu, Prop.",IDN_Bengkulu_ID.BE_1514_IDN003,22.32317588,2006-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, DI Yogyakarta, Prop.",IDN_D_I_Yogyakarta_ID.DY_1515_IDN005,27.64,2006-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Gorontalo, Prop.",IDN_Gorontalo_ID.GO_73611_IDN034,36.14392488,2006-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Jambi, Prop.",IDN_Jambi_ID.JA_1518_IDN006,8.984758876,2006-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Jawa Barat, Prop.",IDN_Jawa_Barat_ID.JB_73613_IDN035,18.16,2006-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Jawa Tengah, Prop.",IDN_Jawa_Tengah_ID.JT_1520_IDN008,25.28,2006-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Jawa Timur, Prop.",IDN_Jawa_Timur_ID.TI_1521_IDN009,26.11,2006-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Kalimantan Barat, Prop.",IDN_Kalimantan_Barat_ID.KB_1522_IDN010,16.07416348,2006-01-01
Poverty headcount ratio at rural poverty line (% of population),SI.POV.RUHC,"Indonesia, Kalimantan selatan, Prop.",IDN_Kalimantan_Selatan_ID.KS_1523_IDN011,9.02569672,2006-01-01
