reporting_period,line_number,member_name,province,role,meeting_hours,other_hours,remuneration,travel_expenses,notes_en,notes_fr,owner_org,owner_org_title
2021-2022-Q1,3,Linda Lizotte-MacPherson,ON,M-M,3.5,3.5,"$1,120.00",$0.00,The total remuneration includes time spent at meetings and preparation time .,La rémunération totale comprend le temps passé en réunions et le temps de préparation.,fin,Department of Finance Canada | Ministère des Finances Canada
2018-2019-Q2,1,Yves Gauthier,QC,C-P,10.0,18.0,"$5,600.00",$614.09,"The total remuneration includes time spent at meetings, conference calls, preparation time and travel time from and to Montreal.","La rémunération totale comprend le temps passé en réunions, conférences téléphoniques, le temps de préparation et le temps de déplacement de et vers Montréal.
",jus,Department of Justice Canada | Ministère de la Justice Canada
2018-2019-Q2,2,Neil Yeates,ON,M-M,9.0,8.5,"$2,800.00",$0.00,"The total remuneration includes time spent at meetings, conference calls, preparation time and travel time. The member did not prepare for and attend one of the conference calls.","La rémunération totale comprend le temps passé en réunions, téléconferences, le temps de préparation et le temps de déplacement. Le membre n'a pas préparé ni assisté à l'une des téléconférences.",jus,Department of Justice Canada | Ministère de la Justice Canada
2018-2019-Q2,3,Poonam Puri,ON,M-M,10.0,19.0,"$4,640.00",$876.79,"The total remuneration includes time spent at meetings, conference calls, preparation time and travel time from Toronto.","La rémunération totale comprend le temps passé en réunions, conférences téléphoniques, le temps de préparation et le temps de déplacement de Toronto.",jus,Department of Justice Canada | Ministère de la Justice Canada
2018-2019-Q3,6,Poonam Puri,ON,M-M,1.5,8.0,"$1,520.00",$346.06,"The total remuneration includes time spent at meetings, conference calls, preparation time and travel time from Toronto.","La rémunération totale comprend le temps passé en réunions, conférences téléphoniques, le temps de préparation et le temps de déplacement de Toronto.",jus,Department of Justice Canada | Ministère de la Justice Canada
2018-2019-Q3,4,Yves Gauthier,QC,C-P,7.0,30.0,"$7,400.00",$598.64,"The total remuneration includes time spent at DAC symposium, meetings, conference calls, preparation time and travel time from and to Montreal.","La rémunération totale comprend le temps passé à la symposium CMA, en réunions, conférences téléphoniques, le temps de préparation et le temps de déplacement de et vers Montréal.",jus,Department of Justice Canada | Ministère de la Justice Canada
2018-2019-Q3,5,Neil Yeates,ON,M-M,7.0,5.5,"$2,960.00",$27.16,"The total remuneration includes time spent at meetings, conference calls, preparation time and travel time. The member did not prepare for and attend one of the conference calls.","La rémunération totale comprend le temps passé en réunions, téléconferences, le temps de préparation et le temps de déplacement. Le membre n'a pas préparé ni assisté à l'une des téléconférences.",jus,Department of Justice Canada | Ministère de la Justice Canada
2018-2019-Q4,7,Yves Gauthier,QC,C-P,2.4,8.5,"$2,180.00",$0.00,The total remuneration includes time spent on conference calls and preparation time.,La rémunération totale comprend le temps passé en conférences téléphoniques et le temps de préparation.,jus,Department of Justice Canada | Ministère de la Justice Canada
2018-2019-Q4,8,Neil Yeates,ON,M-M,2.0,2.0,$640.00,$0.00,The total remuneration includes time spent on conference calls and preparation time.,La rémunération totale comprend le temps passé en conférences téléphoniques et le temps de préparation.,jus,Department of Justice Canada | Ministère de la Justice Canada
2018-2019-Q4,9,Poonam Puri,ON,M-M,2.0,0.0,$320.00,$0.00,The total remuneration includes time spent on conference calls and preparation time.,La rémunération totale comprend le temps passé en conférences téléphoniques et le temps de préparation.,jus,Department of Justice Canada | Ministère de la Justice Canada
2019-2020-Q1,12,Poonam Puri,ON,M-M,7.75,20.0,"$4,440.00","$1,141.78","The total remuneration includes time spent at meetings, conference calls, preparation time and travel time from Toronto.","La rémunération totale comprend le temps passé en réunions, conférences téléphoniques, le temps de préparation et le temps de déplacement de Toronto.",jus,Department of Justice Canada | Ministère de la Justice Canada
2019-2020-Q1,10,Yves Gauthier,QC,C-P,7.5,15.6,"$4,620.00",$620.76,"The total remuneration includes time spent at DAC meetings, conference calls, preparation time and travel time from and to Montreal.","La rémunération totale comprend le temps passé en réunions, conférences téléphoniques, le temps de préparation et le temps de déplacement de et vers Montréal.",jus,Department of Justice Canada | Ministère de la Justice Canada
2019-2020-Q1,11,Neil Yeates,ON,M-M,7.5,8.5,"$2,560.00",$0.00,"The total remuneration includes time spent at meetings, conference calls, preparation time and travel time. ","La rémunération totale comprend le temps passé en réunions, téléconferences, le temps de préparation et le temps de déplacement. ",jus,Department of Justice Canada | Ministère de la Justice Canada
2019-2020-Q2,13,Yves Gauthier,QC,C-P,1.5,16.2,"$3,540.00",$0.00,The total remuneration includes time spent in conference calls and preparation time.,La rémunération totale comprend le temps passé en conférences téléphoniques et le temps de préparation.,jus,Department of Justice Canada | Ministère de la Justice Canada
2019-2020-Q2,14,Neil Yeates,ON,M-M,1.5,12.0,"$2,160.00",$0.00,The total remuneration includes time spent in conference calls and preparation time. ,La rémunération totale comprend le temps passé en conférences téléconferences et le temps de préparation. ,jus,Department of Justice Canada | Ministère de la Justice Canada
2019-2020-Q2,15,Poonam Puri,ON,M-M,0.5,15.25,"$2,520.00",$0.00,The total remuneration includes time spent in conference calls and preparation time.,La rémunération totale comprend le temps passé en conférences téléphoniques et le temps de préparation.,jus,Department of Justice Canada | Ministère de la Justice Canada
2019-2020-Q3,16,Yves Gauthier,QC,C-P,9.25,23.75,"$6,600.00","$1,246.91","The total remuneration includes time spent at DAC symposium, meetings, conference calls, preparation time and travel time from and to Montreal.","La rémunération totale comprend le temps passé à la symposium CMA, en réunions, conférences téléphoniques, le temps de préparation et le temps de déplacement de et vers Montréal.",jus,Department of Justice Canada | Ministère de la Justice Canada
2019-2020-Q3,17,Neil Yeates,ON,M-M,9.25,11.75,"$3,360.00",$0.00,"The total remuneration includes time spent at meetings, conference calls, preparation time and travel time. ","La rémunération totale comprend le temps passé en réunions, téléconferences, le temps de préparation et le temps de déplacement. ",jus,Department of Justice Canada | Ministère de la Justice Canada
2019-2020-Q3,18,Poonam Puri,ON,M-M,8.25,3.5,"$1,880.00",$0.00,The total remuneration includes time spent in conference calls and preparation time.,La rémunération totale comprend le temps passé en conférences téléphoniques et le temps de préparation.,jus,Department of Justice Canada | Ministère de la Justice Canada
2019-2020-Q4,1,Yves Gauthier,QC,C-P,2.5,9.5,"$2,400.00",$0.00,The total remuneration includes time spent in conference calls and preparation time. There was no DAC meeting this quarter,La rémunération totale comprend le temps passé en conférences téléphoniques et le temps de préparation. Il n'y a pas eu de réunion CMA ce quart.,jus,Department of Justice Canada | Ministère de la Justice Canada
2019-2020-Q4,2,Neil Yeates,ON,M-M,2.5,4.5,"$1,120.00",$0.00,The total remuneration includes time spent in conference calls and preparation time. There was no DAC meeting this quarter,La rémunération totale comprend le temps passé en conférences téléphoniques et le temps de préparation. Il n'y a pas eu de réunion CMA ce quart.,jus,Department of Justice Canada | Ministère de la Justice Canada
2019-2020-Q4,3,Poonam Puri,ON,M-M,2.5,7.5,"$1,600.00",$0.00,The total remuneration includes time spent in conference calls and preparation time. There was no DAC meeting this quarter,La rémunération totale comprend le temps passé en conférences téléphoniques et le temps de préparation. Il n'y a pas eu de réunion CMA ce quart.,jus,Department of Justice Canada | Ministère de la Justice Canada
2020-2021-Q1,4,Yves Gauthier,QC,C-P,2.5,4.5,"$1,400.00",$0.00,The total remuneration includes time spent in conference calls and preparation time. There was no DAC meeting this quarter.,La rémunération totale comprend le temps passé en conférences téléphoniques et le temps de préparation. Il n'y a pas eu de réunion CMA ce quart.,jus,Department of Justice Canada | Ministère de la Justice Canada
2020-2021-Q1,5,Neil Yeates,ON,M-M,1.0,1.0,$320.00,$0.00,The total remuneration includes time spent in conference calls and preparation time. There was no DAC meeting this quarter.,La rémunération totale comprend le temps passé en conférences téléphoniques et le temps de préparation. Il n'y a pas eu de réunion CMA ce quart.,jus,Department of Justice Canada | Ministère de la Justice Canada
2020-2021-Q1,6,Poonam Puri,ON,M-M,1.0,2.0,$480.00,$0.00,The total remuneration includes time spent in conference calls and preparation time. There was no DAC meeting this quarter.,La rémunération totale comprend le temps passé en conférences téléphoniques et le temps de préparation. Il n'y a pas eu de réunion CMA ce quart.,jus,Department of Justice Canada | Ministère de la Justice Canada
2020-2021-Q2,7,Yves Gauthier,QC,C-P,5.75,8.75,"$2,900.00",$0.00,The total remuneration includes time spent in conference calls and preparation time. There was a virtual DAC meeting this quarter.,La rémunération totale comprend le temps passé en conférences téléphoniques et le temps de préparation. Il y a eu une réunion virtuelle du CMA ce quart.,jus,Department of Justice Canada | Ministère de la Justice Canada
2020-2021-Q2,8,Neil Yeates,ON,M-M,4.25,3.0,"$1,160.00",$0.00,The total remuneration includes time spent in conference calls and preparation time. There was a virtual DAC meeting this quarter.,La rémunération totale comprend le temps passé en conférences téléphoniques et le temps de préparation. Il y a eu une réunion virtuelle du CMA ce quart.,jus,Department of Justice Canada | Ministère de la Justice Canada
2020-2021-Q2,9,Poonam Puri,ON,M-M,4.25,4.0,"$1,320.00",$0.00,The total remuneration includes time spent in conference calls and preparation time. There was a virtual DAC meeting this quarter.,La rémunération totale comprend le temps passé en conférences téléphoniques et le temps de préparation. Il y a eu une réunion virtuelle du CMA ce quart.,jus,Department of Justice Canada | Ministère de la Justice Canada
2020-2021-Q3,10,Yves Gauthier,QC,C-P,14.75,14.75,"$5,900.00",$0.00,"The total remuneration includes time spent in conference calls and preparation time. There was a virtual DAC meeting this quarter as well as the annual DAC Symposium. The DAC Chair's term ended Oct 29, 2020.",La rémunération totale comprend le temps passé en conférences téléphoniques et le temps de préparation. Il y a eu une réunion virtuelle du CMA ce quart ainsi que que le symposium annuel du CMA. Le terme du président du CMA pris fin le 29 octobre 2020.,jus,Department of Justice Canada | Ministère de la Justice Canada
2020-2021-Q3,11,Neil Yeates,ON,M-M,14.75,5.0,"$3,160.00",$0.00,The total remuneration includes time spent in conference calls and preparation time. There was a virtual DAC meeting this quarter.,La rémunération totale comprend le temps passé en conférences téléphoniques et le temps de préparation. Il y a eu une réunion virtuelle du CMA ce quart.,jus,Department of Justice Canada | Ministère de la Justice Canada
2020-2021-Q3,12,Poonam Puri,ON,M-M,15.75,8.5,"$3,880.00",$0.00,The total remuneration includes time spent in conference calls and preparation time. There was a virtual DAC meeting this quarter.,La rémunération totale comprend le temps passé en conférences téléphoniques et le temps de préparation. Il y a eu une réunion virtuelle du CMA ce quart.,jus,Department of Justice Canada | Ministère de la Justice Canada
2020-2021-Q3,13,Hélène Fortin,QC,M-M,5.0,7.75,"$2,040.00",$0.00,"The total remuneration includes time spent in conference calls and preparation time. The member was appointed on October 31, 2020.","
La rémunération totale comprend le temps passé en conférences téléphoniques et le temps de préparation. Le membre a été nommé le 31 octobre 2020.",jus,Department of Justice Canada | Ministère de la Justice Canada
2020-2021-Q3,14,Neil Yeates,ON,C-P,4.0,2.0,"$1,200.00",$0.00,"The total remuneration includes time spent in conference calls and preparation time. The member was appointed Chair on  November 24, 2020.",La rémunération totale comprend le temps passé en conférence téléphonique et le temps de préparation. Le membre a été nommé président le 24 novembre 2020.,jus,Department of Justice Canada | Ministère de la Justice Canada
2020-2021-Q4,15,Neil Yeates,ON,C-P,6.0,5.0,"$2,200.00",$0.00,The total remuneration includes time spent in conference calls and preparation time. There was a virtual DAC meeting this quarter.,La rémunération totale comprend le temps passé en conférences téléphoniques et le temps de préparation. Il y a eu une réunion virtuelle du CMA ce quart.,jus,Department of Justice Canada | Ministère de la Justice Canada
2020-2021-Q4,16,Poonam Puri,ON,M-M,5.0,6.5,"$1,840.00",$0.00,The total remuneration includes time spent in conference calls and preparation time. There was a virtual DAC meeting this quarter.,La rémunération totale comprend le temps passé en conférences téléphoniques et le temps de préparation. Il y a eu une réunion virtuelle du CMA ce quart.,jus,Department of Justice Canada | Ministère de la Justice Canada
2020-2021-Q4,17,Hélène Fortin,QC,M-M,5.0,6.0,"$1,760.00",$0.00,The total remuneration includes time spent in conference calls and preparation time. There was a virtual DAC meeting this quarter.,La rémunération totale comprend le temps passé en conférences téléphoniques et le temps de préparation. Il y a eu une réunion virtuelle du CMA ce quart.,jus,Department of Justice Canada | Ministère de la Justice Canada
2021-2022-Q1,2,Hélène Fortin,QC,M-M,8.0,5.5,"$2,160.00",$0.00,The total remuneration includes time spent in conference calls and preparation time. There was a virtual DAC meeting this quarter.,La rémunération totale comprend le temps passé en conférences téléphoniques et le temps de préparation. Il y a eu une réunion virtuelle du CMA ce quart.,jus,Department of Justice Canada | Ministère de la Justice Canada
2021-2022-Q1,3,Helen del Val,BC,M-M,7.0,16.0,"$3,680.00",$0.00,The total remuneration includes time spent in conference calls and preparation time. There was a virtual DAC meeting this quarter.,La rémunération totale comprend le temps passé en conférences téléphoniques et le temps de préparation. Il y a eu une réunion virtuelle du CMA ce quart.,jus,Department of Justice Canada | Ministère de la Justice Canada
