Date de vérification,Numéro de référence de l’installation,Titulaire de permis ,Nom commun du site,Latitude,Longitude,Zone visée sur l'aquaculture des poissons,Espèces,Nombre de carcasses évaluées,Nombre de résultats de RCP positifs concernant le VNHI,Nombre de résultats positifs concernant le VNPI,Nombre de résultats positifs concernant le VAIS,Nombre de résultats positifs concernant le VSHV ,Nombre de résultats positifs concernant le VAS ,Nombre de résultats positifs concernant le PRSal ,Nombre de résultats positifs concernant le VMCP,Agents pathogènes bactériens isolés par culture (nombre de poissons),Confirmation histopathologique de la maladie ou de l’agent pathogène (nombre de poissons),Diagnostic vétérinaire à l’échelle de l’exploitation,Affections à considérer (nombre de poissons)
12 juin 2014,211,Marine Harvest Canada,Okisollo,50.30946,-125.31618,Passage Discovery,Saumon Atlantique (Salmo salar),4,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
12 juin 2014,380,Marine Harvest Canada,Sonora Point,50.42362,-125.30517,Passage Discovery,Saumon Atlantique (Salmo salar),4,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
16 juin 2014,304,Cermaq Canada,Raza Island,50.32159,-125.00882,Passage Discovery,Saumon Atlantique (Salmo salar),6,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
24 juin 2014,1698,Grieg Seafood BC,Ahlstrom,49.7793,-124.15395,Sunshine Coast,Saumon Atlantique (Salmo salar),4,Non,Non,Non,Non,Non,Non,s/o,,,Pourriture de la bouche,
7 juil. 2014,306,Cermaq Canada,Venture Point,50.30241,-125.33778,Passage Discovery,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Non,s/o,,MBR avec bactérie semblable au Renibacterium (1),Aucune maladie importante présente à l’échelle de la population,
7 juil. 2014,1401,Cermaq Canada,Brent Island,50.28613,-125.34917,Passage Discovery,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
17 juil. 2014,1863,Grieg Seafood BC,Esperanza,49.87814,-126.76145,Bras Esperanza,Saumon Atlantique (Salmo salar),1,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
17 juil. 2014,1079,Grieg Seafood BC,Steamer,49.8868,-126.7911,Bras Esperanza,Saumon Atlantique (Salmo salar),6,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
18 juil. 2014,1849,Grieg Seafood BC,Muchalat North,49.64394,-126.33953,Baie Nootka,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Non,s/o,,,Aucune mortalité significative au niveau de la population,Hépatopathie chronique (1)
24 juil. 2014,412,Grieg Seafood BC,Site 9,49.64612,-123.72455,Sunshine Coast,Saumon Quinnat (Oncorhynchus tshawytcha),6,Non,Non,Non,Non,Non,Non,s/o,Vibrio ordalii (1),,Aucune maladie importante présente à l’échelle de la population,Lésions des branchies de cause inconnue (1)
25 juil. 2014,216,Yellow Island Aquaculture,Yellow Island,50.13274,-125.33268,Passage Discovery,Saumon Quinnat (Oncorhynchus tshawytcha),4,Non,Non,Non,Non,Non,Non,s/o,,MBR avec bactérie semblable au Renibacterium (1),Aucune maladie importante présente à l’échelle de la population,
12 août 2014,1586,Marine Harvest Canada,Doctor Islets,50.65373,-126.28925,Archipel Broughton,Saumon Atlantique (Salmo salar),4,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
13 août 2014,1618,Marine Harvest Canada,Humphrey Rock,50.69682,-126.25532,Archipel Broughton,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
13 août 2014,1059,Marine Harvest Canada,Sargeaunt Pass,50.67346,-126.18595,Archipel Broughton,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
13 août 2014,728,Cermaq Canada,Sir Edmund Bay,50.83096,-126.59684,Archipel Broughton,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
14 août 2014,467,Marine Harvest Canada,Midsummer,50.65784,-126.66298,Archipel Broughton,Saumon Atlantique (Salmo salar),9,Non,Non,Non,Non,Non,Non,s/o,,Encéphalite microsporidie (1),Aucune maladie importante présente à l’échelle de la population,
14 août 2014,820,Marine Harvest Canada,Wicklow Point,50.78659,-126.69153,Archipel Broughton,Saumon Atlantique (Salmo salar),12,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
25 août 2014,1350,Marine Harvest Canada,Shelter Bay,50.96555,-127.45345,Port Hardy,Saumon Atlantique (Salmo salar),9,Non,Non,Non,Non,Non,Non,s/o,,,Mortalité de bas niveau associée aux conditions environnementales,
26 août 2014,831,Marine Harvest Canada,Shelter Pass,50.88414,-127.5004,Port Hardy,Saumon Atlantique (Salmo salar),6,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,Infection fongique pigmentée (1)
26 août 2014,892,Marine Harvest Canada,Bell Island,50.83242,-127.52057,Port Hardy,Saumon Atlantique (Salmo salar),12,Non,Non,Non,Non,Non,Non,s/o,,Stomatite ulcéro-membraneuse (2),Pourriture de la bouche,
27 août 2014,1702,Marine Harvest Canada,Goat Cove,52.78726,-128.4199,Côte centrale,Saumon Atlantique (Salmo salar),6,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
27 août 2014,1580,Marine Harvest Canada,Jackson Pass,52.53727,-128.40286,Côte centrale,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
28 août 2014,1238,Marine Harvest Canada,Mahatta West,50.83427,-127.47113,Baie Quatsino,Saumon Atlantique (Salmo salar),1,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
28 août 2014,1338,Marine Harvest Canada,Mahatta East,50.47527,-127.79038,Baie Quatsino,Saumon Atlantique (Salmo salar),9,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
2 sept. 2014,380,Marine Harvest Canada,Sonora Point,50.42362,-125.30517,Passage Discovery,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
4 sept. 2014,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Passage Discovery,Saumon Atlantique (Salmo salar),1,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
5 sept. 2014,78,Marine Harvest Canada,Phillips Arm,50.48825,-125.35658,Passage Discovery,Saumon Atlantique (Salmo salar),3,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
15 sept. 2014,227,Cermaq Canada,Bawden,49.30798,-126.00721,Baie Clayoquot,Saumon Atlantique (Salmo salar),12,Non,Non,Non,Non,Non,Oui,s/o,,,Aucune maladie importante présente à l’échelle de la population,
16 sept. 2014,6668,Cermaq Canada,Plover Point,49.21433,-125.76693,Baie Clayoquot,Saumon Atlantique (Salmo salar),12,Non,Non,Non,Non,Non,Oui,s/o,,,Mortalité de bas niveau associée aux conditions environnementales,
16 sept. 2014,526,Cermaq Canada,Rant Point,49.2567,-125.84153,Baie Clayoquot,Saumon Atlantique (Salmo salar),12,Non,Non,Non,Non,Non,Oui,s/o,,Stomatite ulcéro-membraneuse (2); SRS avec la bactérie Piscirickettsia (6),Aucune maladie importante présente à l’échelle de la population,
17 sept. 2014,1537,Cermaq Canada,Bare Bluff,49.32702,-125.79902,Baie Clayoquot,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Non,s/o,,,Mortalité de bas niveau associée aux conditions environnementales,
17 sept. 2014,1472,Cermaq Canada,West Side,49.27928,-125.83065,Baie Clayoquot,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Oui,s/o,,SRS avec la bactérie Piscirickettsia (3),Ouvert: l’ampleur de la maladie infectieuse est limitée,
18 sept. 2014,244,Creative Salmon Company,Eagle Bay,49.12945,-125.71093,Baie Clayoquot,Saumon Quinnat (Oncorhynchus tshawytcha),2,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
18 sept. 2014,1596,Creative Salmon Company,Dawley Pass,49.16641,-125.7686,Baie Clayoquot,Saumon Quinnat (Oncorhynchus tshawytcha),7,Non,Non,Non,Non,Non,Oui,s/o,,Branchite avec Loma (Microsporidia) (1); SRS avec la bactérie Piscirickettsia (3),Aucune maladie importante présente à l’échelle de la population,
2 oct. 2014,456,Saltstream Engineering,Doctor Bay,50.2521,-124.81957,Passage Discovery,Saumon Quinnat (Oncorhynchus tshawytcha),0,,,,,,,,,,"Mortalité de très bas niveau, aucun échantillon disponible ",
6 oct. 2014,304,Cermaq Canada,Raza Island,50.32159,-125.00882,Passage Discovery,Saumon Atlantique (Salmo salar),5,Non,Non,Non,Non,Non,Non,s/o,,Encéphalite causée par un micro-organisme s’apparentant à Sphaerothecum destruens (1),Aucune maladie importante présente à l’échelle de la population,Infection fongique pigmentée (1)
6 oct. 2014,306,Cermaq Canada,Venture Point,50.30241,-125.33778,Passage Discovery,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
8 oct. 2014,1700,Grieg Seafood BC,Muchalat South,49.64012,-126.32735,Baie Nootka,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Non,s/o,,Stomatite ulcéro-membraneuse (2); Maladie du foie des parcs en filet (4),Maladie du foie des parcs en filet,
9 oct. 2014,1079,Grieg Seafood BC,Steamer,49.8868,-126.7911,Bras Esperanza,Saumon Atlantique (Salmo salar),4,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,Cardiomyopathie (1)
9 oct. 2014,1863,Grieg Seafood BC,Esperanza,49.87814,-126.76145,Bras Esperanza,Saumon Atlantique (Salmo salar),1,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
14 oct. 2014,1336,Cermaq Canada,Simmonds Point,50.87791,-126.90153,Archipel Broughton,Saumon Atlantique (Salmo salar),2,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
15 oct. 2014,820,Marine Harvest Canada,Wicklow Point,50.78659,-126.69153,Archipel Broughton,Saumon Atlantique (Salmo salar),1,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
15 oct. 2014,821,Marine Harvest Canada,Glacier Falls,50.84785,-126.31921,Archipel Broughton,Saumon Atlantique (Salmo salar),6,Non,Non,Non,Non,Non,Oui,s/o,,Encéphalite microsporidie (1),Aucune maladie importante présente à l’échelle de la population,
17 oct. 2014,1338,Marine Harvest Canada,Mahatta East,50.47527,-127.79038,Baie Quatsino,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Non,s/o,,Amibes s’apparentant à N. perurans dans les branchies (9),Maladie amibienne des branchies,
30 oct. 2014,332,Grieg Seafood BC,Salten,49.61535,-123.83407,Sunshine Coast,Saumon Atlantique (Salmo salar),5,Non,Non,Non,Non,Non,Non,s/o,Yersinia ruckeri (1),Maladie bactérienne de la bouche rouge (1),Aucune maladie importante présente à l’échelle de la population,
30 oct. 2014,408,Grieg Seafood BC,Kunechin,49.6339,-123.78337,Sunshine Coast, Saumon Coho (Oncorhynchus kisutch),0,,,,,,,,,,Aucune maladie importante présente à l’échelle de la population,
6 nov. 2014,776,Creative Salmon Company,Baxter Islets,49.13299,-125.78289,Baie Clayoquot,Saumon Quinnat (Oncorhynchus tshawytcha),7,Non,Non,Non,Non,Non,Oui,s/o,,Branchite avec Loma (Microsporidia) (3); SRS avec la bactérie Piscirickettsia (2),Septicémie rickettsienne des salmonidés; Microsporidie des ouïes,
6 nov. 2014,1899,Creative Salmon Company,Warne Island,49.12815,-125.74923,Baie Clayoquot,Saumon Quinnat (Oncorhynchus tshawytcha),0,,,,,,,,,,"Mortalité de très bas niveau, aucun échantillon disponible ",
12 nov. 2014,1702,Marine Harvest Canada,Goat Cove,52.78726,-128.4199,Côte centrale,Saumon Atlantique (Salmo salar),5,Non,Non,Non,Non,Non,Non,s/o,,,Mortalité de bas niveau associée aux conditions environnementales,Netpen liver disease (2) 
12 nov. 2014,1895,Marine Harvest Canada,Sheep Passage,52.79609,-128.31093,Côte centrale,Saumon Atlantique (Salmo salar),7,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
13 nov. 2014,1586,Marine Harvest Canada,Doctor Islets,50.65373,-126.28925,Archipel Broughton,Saumon Atlantique (Salmo salar),5,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
13 nov. 2014,467,Marine Harvest Canada,Midsummer,50.65784,-126.66298,Archipel Broughton,Saumon Atlantique (Salmo salar),6,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
14 nov. 2014,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,Archipel Broughton,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Oui,s/o,,,Aucune maladie importante présente à l’échelle de la population,
4 déc. 2014,78,Marine Harvest Canada,Phillips Arm,50.48825,-125.35658,Passage Discovery,Saumon Atlantique (Salmo salar),1,Non,Non,Non,Non,Non,Non,s/o,Yersinia ruckeri (1),,Aucune maladie importante présente à l’échelle de la population,
4 déc. 2014,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Passage Discovery,Saumon Atlantique (Salmo salar),2,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
11 déc. 2014,1291,Cermaq Canada,McIntyre Lake,49.30557,-125.81583,Baie Clayoquot,Saumon Atlantique (Salmo salar),6,Non,Non,Non,Non,Non,Oui,s/o,,SRS avec la bactérie Piscirickettsia (1); Maladie du foie des parcs en filet (1),Aucune maladie causant une importante mortalité,Netpen liver disease (1) 
11 déc. 2014,1472,Cermaq Canada,West Side,49.27928,-125.83065,Baie Clayoquot,Saumon Atlantique (Salmo salar),5,Non,Non,Non,Non,Non,Oui,s/o,,SRS avec la bactérie Piscirickettsia (2),Aucune maladie importante présente à l’échelle de la population,
12 déc. 2014,1537,Cermaq Canada,Bare Bluff,49.32702,-125.79902,Baie Clayoquot,Saumon Atlantique (Salmo salar),2,Non,Non,Non,Non,Non,Non,s/o,,Infection micro-organisme Myxozoa non identifié (1),Aucune mortalité significative au niveau de la population,
16 janv. 2015,456,Saltstream Engineering,Doctor Bay,50.2521,-124.81957,Passage Discovery,Saumon Quinnat (Oncorhynchus tshawytcha),0,,,,,,,,,,"Mortalité de très bas niveau, aucun échantillon disponible ",
26 janv. 2015,1507,Cermaq Canada,Millar Channel,49.37622,-126.09003,Baie Clayoquot,Saumon Atlantique (Salmo salar),8,Non,Non,Non,Non,Non,Non,s/o,,,Pourriture de la bouche,
26 janv. 2015,304,Cermaq Canada,Raza Island,50.32159,-125.00882,Passage Discovery,Saumon Atlantique (Salmo salar),5,Non,Non,Non,Non,Non,Non,s/o,Moritella viscosa (1),Dermatite ulcéreuse (1),Aucune maladie importante présente à l’échelle de la population,
27 janv. 2015,1537,Cermaq Canada,Bare Bluff,49.32702,-125.79902,Baie Clayoquot,Saumon Atlantique (Salmo salar),5,Non,Non,Non,Non,Non,Non,s/o,,,Aucune mortalité significative au niveau de la population,Netpen liver disease (2) 
27 janv. 2015,1472,Cermaq Canada,West Side,49.27928,-125.83065,Baie Clayoquot,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Oui,s/o,,Encéphalite causée par un micro-organisme s’apparentant à Sphaerothecum destruens (1); SRS avec la bactérie Piscirickettsia (4),Septicémie rickettsienne des salmonidés,
28 janv. 2015,543,Cermaq Canada,Mussel Rock,49.25925,-125.86762,Baie Clayoquot,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Non,s/o,,Stomatite ulcéro-membraneuse (1),Aucune maladie importante présente à l’échelle de la population,
28 janv. 2015,1291,Cermaq Canada,McIntyre Lake,49.30557,-125.81583,Baie Clayoquot,Saumon Atlantique (Salmo salar),5,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
28 janv. 2015,1596,Creative Salmon Company,Dawley Pass,49.16641,-125.7686,Baie Clayoquot,Saumon Quinnat (Oncorhynchus tshawytcha),10,Non,Non,Non,Non,Non,Oui,s/o,,SRS avec la bactérie Piscirickettsia (4); Branchite avec Loma (Microsporidia) (1),Septicémie rickettsienne des salmonidés,Ictère hémolytique (2)
29 janv. 2015,244,Creative Salmon Company,Eagle Bay,49.12945,-125.71093,Baie Clayoquot,Saumon Quinnat (Oncorhynchus tshawytcha),2,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
29 janv. 2015,380,Marine Harvest Canada,Sonora Point,50.42362,-125.30517,Passage Discovery,Saumon Atlantique (Salmo salar),7,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
4 févr. 2015,1300,Marine Harvest Canada,Althorpe,50.47531,-125.80975,Passage Discovery,Saumon Atlantique (Salmo salar),1,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
4 févr. 2015,100,Marine Harvest Canada,Lees Bay,50.41063,-125.70029,Passage Discovery,Saumon Atlantique (Salmo salar),5,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
9 févr. 2015,467,Marine Harvest Canada,Midsummer,50.65784,-126.66298,Archipel Broughton,Saumon Atlantique (Salmo salar),3,Non,Non,Non,Non,Non,Non,s/o,Moritella viscosa (1),Dermatite ulcéreuse (1),Aucune maladie importante présente à l’échelle de la population,
10 févr. 2015,728,Cermaq Canada,Sir Edmund Bay,50.83096,-126.59684,Archipel Broughton,Saumon Atlantique (Salmo salar),3,Non,Non,Non,Non,Non,Non,s/o,Moritella viscosa (1),Dermatite ulcéreuse (1),Aucune maladie importante présente à l’échelle de la population,
10 févr. 2015,869,Cermaq Canada,Maude Island,50.85271,-126.75743,Archipel Broughton,Saumon Atlantique (Salmo salar),5,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
17 févr. 2015,871,Grieg Seafood BC,Barnes Bay,50.32437,-125.26039,Passage Discovery,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,Cardiomyopathie (1)
24 févr. 2015,1288,Marine Harvest Canada,Doyle Island,50.81456,-127.48698,Port Hardy,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
24 févr. 2015,1293,Marine Harvest Canada,Duncan Island,50.8195,-127.55568,Port Hardy,Saumon Atlantique (Salmo salar),5,Non,Non,Non,Non,Non,Non,s/o,Moritella viscosa (4),Dermatite ulcéreuse (4),Maladie des ulcères hivernaux,
25 févr. 2015,1618,Marine Harvest Canada,Humphrey Rock,50.69682,-126.25532,Archipel Broughton,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Non,s/o,,Stomatite ulcéro-membraneuse (8),Pourriture de la bouche,
28 févr. 2015,1586,Marine Harvest Canada,Doctor Islets,50.65373,-126.28925,Archipel Broughton,Saumon Atlantique (Salmo salar),1,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
9 mars 2015,332,Grieg Seafood BC,Salten,49.61535,-123.83407,Sunshine Coast,Saumon Atlantique (Salmo salar),5,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
11 mars 2015,1896,Marine Harvest Canada,Lime Point,52.78538,-128.33133,Côte centrale,Saumon Atlantique (Salmo salar),5,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
11 mars 2015,1895,Marine Harvest Canada,Sheep Passage,52.79609,-128.31093,Côte centrale,Saumon Atlantique (Salmo salar),5,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
12 mars 2015,1237,Marine Harvest Canada,Monday Rocks,50.48568,-127.87265,Baie Quatsino,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Non,s/o,,Stomatite ulcéro-membraneuse (1),Aucune maladie importante présente à l’échelle de la population,
12 mars 2015,144,Marine Harvest Canada,Koskimo,50.45861,-127.88988,Baie Quatsino,Saumon Atlantique (Salmo salar),10,Non,Non,Non,Non,Non,Non,s/o,,,Aucune maladie importante présente à l’échelle de la population,
