Year,Activity,Source,Destination,Energy (MW.h),Total Value (CAN$),Price (CAN$/MW.h)
2003.0,Imports,Washington,Saskatchewan,156.0,3542.76,22.71
2003.0,Imports,Washington,Total,5401791.0,2.0903563066E8,38.70
2004.0,Exports,Alberta,Illinois,764.0,27339.56,35.78
2004.0,Exports,Alberta,Michigan,488.0,0.0,0.00
2004.0,Exports,Alberta,Oregon,1073.0,53279.84,49.66
2004.0,Exports,Alberta,Pennsylvania,4276.0,309890.45,72.47
2004.0,Exports,Alberta,Total,130888.0,6231221.18,47.61
2004.0,Exports,Alberta,Washington,124287.0,5840711.33,46.99
2004.0,Exports,British Columbia,Alaska,1180.32,84666.95,71.73
2004.0,Exports,British Columbia,Arizona,103908.0,7730829.95,74.40
2004.0,Exports,British Columbia,California,2484223.0,1.4052093834E8,56.57
2004.0,Exports,British Columbia,Colorado,4268.0,317153.14,74.31
2004.0,Exports,British Columbia,Idaho,32781.0,2496696.97,76.16
2004.0,Exports,British Columbia,Illinois,1168.0,90692.95,77.65
2004.0,Exports,British Columbia,Iowa,6.0,0.0,0.00
2004.0,Exports,British Columbia,Montana,40136.0,2517332.52,62.72
2004.0,Exports,British Columbia,Nevada,117178.0,9832309.45,83.91
2004.0,Exports,British Columbia,New Mexico,44494.0,3617949.62,81.31
2004.0,Exports,British Columbia,Oregon,425430.0,2.831381552E7,66.55
2004.0,Exports,British Columbia,Pennsylvania,12.0,0.0,0.00
2004.0,Exports,British Columbia,Total,5393190.17,2.9049938772E8,53.86
2004.0,Exports,British Columbia,Utah,14820.0,1358117.12,91.64
2004.0,Exports,British Columbia,Washington,2104504.85,9.198317149E7,43.71
2004.0,Exports,British Columbia,Wyoming,19081.0,1635713.7,85.72
2004.0,Exports,Manitoba,Minn / N. Dakota,6483842.48,3.7784169308E8,58.27
2004.0,Exports,Manitoba,Total,6483842.48,3.7784169308E8,58.27
2004.0,Exports,New Brunswick,Maine,2305506.7,1.3678466719E8,58.51
2004.0,Exports,New Brunswick,Total,2305506.7,1.3678466719E8,58.51
2004.0,Exports,Nova Scotia,Maine,115405.0,6123484.0,53.06
2004.0,Exports,Nova Scotia,Total,115405.0,6123484.0,53.06
2004.0,Exports,Ontario,Illinois,150.0,6709.87,44.73
2004.0,Exports,Ontario,Massachusetts,72.0,715.51,9.94
2004.0,Exports,Ontario,Michigan,2053793.574,9.246643144E7,45.02
2004.0,Exports,Ontario,Minnesota,262193.0,1.769958101E7,61.41
2004.0,Exports,Ontario,New England-ISO,4944.0,296662.02,60.00
2004.0,Exports,Ontario,New York,5775567.378,2.9473097871E8,50.62
2004.0,Exports,Ontario,Ohio,2828.0,198773.0,70.29
2004.0,Exports,Ontario,Pennsylvania,81965.0,5195604.35,63.39
2004.0,Exports,Ontario,Total,8181512.952,4.1059545591E8,49.70
2004.0,Exports,Québec,Maine,1448916.38,7.448621228E7,51.41
2004.0,Exports,Québec,New England-ISO,2626857.0,1.9378677386E8,73.77
2004.0,Exports,Québec,New York,3680953.0,3.1233914646E8,81.26
2004.0,Exports,Québec,Total,9478025.38,7.4307499675E8,66.52
2004.0,Exports,Québec,Vermont,1721299.0,1.6246286415E8,36.67
2004.0,Exports,Saskatchewan,California,1.0,21.0,21.00
2004.0,Exports,Saskatchewan,Illinois,22.0,995.0,45.23
2004.0,Exports,Saskatchewan,Michigan,105.0,189.0,1.80
2004.0,Exports,Saskatchewan,North Dakota,685395.0,4.196595733E7,60.86
2004.0,Exports,Saskatchewan,Pennsylvania,21.0,1546.04,73.62
2004.0,Exports,Saskatchewan,Tennessee,2.0,128.81,64.41
2004.0,Exports,Saskatchewan,Total,685546.0,4.196883718E7,60.85
2004.0,Exports,Total,Alaska,1180.32,84666.95,71.73
2004.0,Exports,Total,Arizona,103908.0,7730829.95,74.40
2004.0,Exports,Total,California,2484224.0,1.4052095934E8,56.57
2004.0,Exports,Total,Colorado,4268.0,317153.14,74.31
2004.0,Exports,Total,Idaho,32781.0,2496696.97,76.16
2004.0,Exports,Total,Illinois,2104.0,125737.38,59.76
2004.0,Exports,Total,Iowa,6.0,0.0,0.00
2004.0,Exports,Total,Maine,3869828.08,2.1739436347E8,55.69
2004.0,Exports,Total,Massachusetts,72.0,715.51,9.94
2004.0,Exports,Total,Michigan,2054386.574,9.246662044E7,45.01
2004.0,Exports,Total,Minn / N. Dakota,6483842.48,3.7784169308E8,58.27
2004.0,Exports,Total,Minnesota,262193.0,1.769958101E7,61.41
2004.0,Exports,Total,Montana,40136.0,2517332.52,62.72
2004.0,Exports,Total,Nevada,117178.0,9832309.45,83.91
2004.0,Exports,Total,New England-ISO,2631801.0,1.9408343588E8,73.75
2004.0,Exports,Total,New Mexico,44494.0,3617949.62,81.31
2004.0,Exports,Total,New York,9456520.378,6.0707012517E8,62.55
2004.0,Exports,Total,North Dakota,685395.0,4.196595733E7,60.86
2004.0,Exports,Total,Ohio,2828.0,198773.0,70.29
2004.0,Exports,Total,Oregon,426503.0,2.836709536E7,66.51
2004.0,Exports,Total,Pennsylvania,86274.0,5507040.84,63.83
2004.0,Exports,Total,Tennessee,2.0,128.81,64.41
2004.0,Exports,Total,Total,3.2773916682E7,2.01311974301E9,57.80
2004.0,Exports,Total,Utah,14820.0,1358117.12,91.64
2004.0,Exports,Total,Vermont,1721299.0,1.6246286415E8,36.67
2004.0,Exports,Total,Washington,2228791.85,9.782388282E7,43.89
2004.0,Exports,Total,Wyoming,19081.0,1635713.7,85.72
2004.0,Imports,Arizona,British Columbia,20303.0,776736.18,38.26
2004.0,Imports,Arizona,Total,20303.0,776736.18,38.26
2004.0,Imports,Illinois,Ontario,18123.0,1288533.1,71.10
2004.0,Imports,Illinois,Total,18123.0,1288533.1,71.10
2004.0,Imports,Iowa,British Columbia,471.0,0.0,0.00
2004.0,Imports,Iowa,Ontario,150.0,9086.3,60.58
2004.0,Imports,Iowa,Total,621.0,9086.3,14.63
2004.0,Imports,Kansas,Ontario,206.0,20337.0,98.72
2004.0,Imports,Kansas,Total,206.0,20337.0,98.72
2004.0,Imports,Maine,New Brunswick,44383.6,3618614.77,81.53
2004.0,Imports,Maine,Québec,240484.0,1.900849888E7,79.04
2004.0,Imports,Maine,Total,284867.6,2.262711365E7,79.43
2004.0,Imports,Massachusetts,Ontario,35.0,3356.4,95.90
2004.0,Imports,Massachusetts,Total,35.0,3356.4,95.90
2004.0,Imports,Michigan,Ontario,5258328.76,2.4778077759E8,47.07
2004.0,Imports,Michigan,Total,5258328.76,2.4778077759E8,47.07
2004.0,Imports,Minn / N. Dakota,Manitoba,2554588.0,1.6039867647E8,62.79
2004.0,Imports,Minn / N. Dakota,Ontario,62.0,2390.22,38.55
2004.0,Imports,Minn / N. Dakota,Total,2554650.0,1.6040106669E8,62.79
2004.0,Imports,Minnesota,Alberta,25.0,1489.0,59.56
2004.0,Imports,Minnesota,Ontario,1079672.684,5.180086914E7,47.98
2004.0,Imports,Minnesota,Total,1079697.684,5.180235814E7,47.98
2004.0,Imports,Missouri,Ontario,6276.0,372940.34,59.42
2004.0,Imports,Missouri,Total,6276.0,372940.34,59.42
2004.0,Imports,Montana,Alberta,1463.0,73450.03,50.21
2004.0,Imports,Montana,British Columbia,74784.0,3274757.3,43.79
2004.0,Imports,Montana,Total,76247.0,3348207.33,43.91
2004.0,Imports,Nebraska,British Columbia,2533.0,49342.18,19.48
2004.0,Imports,Nebraska,Ontario,42.0,1722.0,41.00
2004.0,Imports,Nebraska,Total,2575.0,51064.18,19.83
2004.0,Imports,Nevada,British Columbia,14948.0,503823.98,33.71
2004.0,Imports,Nevada,Total,14948.0,503823.98,33.71
2004.0,Imports,New Jersey,Ontario,400.0,29410.0,73.53
2004.0,Imports,New Jersey,Total,400.0,29410.0,73.53
2004.0,Imports,New Mexico,British Columbia,22224.0,719609.84,32.38
2004.0,Imports,New Mexico,Total,22224.0,719609.84,32.38
2004.0,Imports,New York,Ontario,1045093.95,6.804993322E7,65.10
2004.0,Imports,New York,Québec,3219328.0,1.8316019171E8,56.89
2004.0,Imports,New York,Total,4264421.95,2.5121012493E8,58.90
2004.0,Imports,North Dakota,Ontario,11.0,1015.18,92.29
2004.0,Imports,North Dakota,Saskatchewan,1082597.0,4.004914668E7,36.99
2004.0,Imports,North Dakota,Total,1082608.0,4.005016186E7,36.99
2004.0,Imports,Ohio,Ontario,67940.0,4141903.28,60.96
2004.0,Imports,Ohio,Total,67940.0,4141903.28,60.96
2004.0,Imports,Oklahoma,Ontario,450.0,27530.86,61.18
2004.0,Imports,Oklahoma,Total,450.0,27530.86,61.18
2004.0,Imports,Oregon,British Columbia,77434.0,2792201.74,36.06
2004.0,Imports,Oregon,Total,77434.0,2792201.74,36.06
2004.0,Imports,Pennsylvania,Nova Scotia,40146.0,3100382.0,77.23
2004.0,Imports,Pennsylvania,Ontario,222653.0,9067297.19,40.72
2004.0,Imports,Pennsylvania,Total,262799.0,1.216767919E7,46.30
2004.0,Imports,South Dakota,Ontario,841.0,72270.95,85.93
2004.0,Imports,South Dakota,Total,841.0,72270.95,85.93
2004.0,Imports,Texas,Ontario,250.0,17120.31,68.48
2004.0,Imports,Texas,Total,250.0,17120.31,68.48
2004.0,Imports,Total,Alberta,366611.0,2.083633792E7,56.84
2004.0,Imports,Total,British Columbia,6999817.0,2.6735819244E8,38.20
2004.0,Imports,Total,Manitoba,2554588.0,1.6039867647E8,62.79
2004.0,Imports,Total,New Brunswick,44383.6,3618614.77,81.53
2004.0,Imports,Total,Nova Scotia,40146.0,3100382.0,77.23
2004.0,Imports,Total,Ontario,7700534.394,3.8268649308E8,49.66
2004.0,Imports,Total,Québec,3459812.0,2.0216869059E8,58.43
2004.0,Imports,Total,Saskatchewan,1082597.0,4.004914668E7,36.99
2004.0,Imports,Total,Total,2.2248488994E7,1.08021653395E9,48.54
2004.0,Imports,Washington,Alberta,365123.0,2.076139889E7,56.86
2004.0,Imports,Washington,British Columbia,6711824.0,2.5724909156E8,38.33
2004.0,Imports,Washington,Total,7076947.0,2.7801049045E8,39.28
2004.0,Imports,Wyoming,British Columbia,75296.0,1992629.66,26.46
2004.0,Imports,Wyoming,Total,75296.0,1992629.66,26.46
2005.0,Exports,Alberta,North Dakota,925.0,36148.0,39.08
2005.0,Exports,Alberta,Oregon,3403.0,149977.25,44.07
2005.0,Exports,Alberta,Total,85686.0,4488989.04,52.39
2005.0,Exports,Alberta,Washington,81358.0,4302863.79,52.89
2005.0,Exports,British Columbia,Alaska,1302.72,93446.94,71.73
2005.0,Exports,British Columbia,Arizona,82563.0,8150440.17,98.72
2005.0,Exports,British Columbia,California,4131518.0,3.6172291452E8,87.55
2005.0,Exports,British Columbia,Colorado,6206.0,536988.11,86.53
2005.0,Exports,British Columbia,Idaho,89112.0,8575318.22,96.23
2005.0,Exports,British Columbia,Indiana,1.0,0.0,0.00
2005.0,Exports,British Columbia,Iowa,2.0,0.0,0.00
2005.0,Exports,British Columbia,Missouri,27.0,0.0,0.00
2005.0,Exports,British Columbia,Montana,109021.0,7511920.74,68.90
2005.0,Exports,British Columbia,Nebraska,306.0,25454.49,83.18
2005.0,Exports,British Columbia,Nevada,288121.0,2.64054943E7,91.65
2005.0,Exports,British Columbia,New Mexico,82323.0,8353031.23,101.47
2005.0,Exports,British Columbia,Oregon,518084.99,3.948073379E7,76.21
2005.0,Exports,British Columbia,Total,7848497.61,6.7575203892E8,86.10
2005.0,Exports,British Columbia,Utah,41018.0,4242055.28,103.42
2005.0,Exports,British Columbia,Washington,2451212.9,2.0610054542E8,84.08
2005.0,Exports,British Columbia,Wisconsin,68.0,0.0,0.00
2005.0,Exports,British Columbia,Wyoming,47611.0,4553695.71,95.64
2005.0,Exports,Manitoba,Minn / N. Dakota,1.1480985833E7,5.7956186217E8,Confidential
2005.0,Exports,Manitoba,Total,1.1480985833E7,5.7956186217E8,Confidential
2005.0,Exports,New Brunswick,Maine,2909714.182,2.3151251514E8,78.53
2005.0,Exports,New Brunswick,New England-ISO,39556.0,4204496.52,106.29
2005.0,Exports,New Brunswick,New York,25143.0,3137529.87,124.79
2005.0,Exports,New Brunswick,Total,2974413.182,2.3885454153E8,79.29
2005.0,Exports,Nova Scotia,Maine,104282.0,8366513.0,80.23
2005.0,Exports,Nova Scotia,New England-ISO,143.0,38753.75,271.01
2005.0,Exports,Nova Scotia,Total,104425.0,8405266.75,80.49
2005.0,Exports,Ontario,Illinois,1138.0,65402.06,57.47
2005.0,Exports,Ontario,Indiana,11767.0,1177142.14,100.04
2005.0,Exports,Ontario,Massachusetts,59125.0,6099848.18,103.17
2005.0,Exports,Ontario,Michigan,1681054.919,9.67493351E7,57.55
2005.0,Exports,Ontario,Minnesota,128290.0,1.003229265E7,60.07
2005.0,Exports,Ontario,Missouri,12281.0,937324.85,76.32
2005.0,Exports,Ontario,New England-ISO,78389.0,1.034114291E7,131.92
2005.0,Exports,Ontario,New York,6530298.58,4.4434677946E8,67.63
2005.0,Exports,Ontario,Ohio,48807.0,4580358.79,93.85
2005.0,Exports,Ontario,Pennsylvania,30410.0,2060738.34,67.77
2005.0,Exports,Ontario,Total,8581560.499,5.7639036448E8,66.58
2005.0,Exports,Québec,Maine,770288.38,4.455792583E7,57.85
2005.0,Exports,Québec,Massachusetts,4032.0,455648.01,113.01
2005.0,Exports,Québec,New England-ISO,3764468.0,3.6806109127E8,97.77
2005.0,Exports,Québec,New York,4160258.0,4.1127300462E8,96.20
2005.0,Exports,Québec,Total,1.056512738E7,9.8332006455E8,83.30
2005.0,Exports,Québec,Vermont,1866081.0,1.5897239482E8,35.78
2005.0,Exports,Saskatchewan,North Dakota,691397.0,4.064351828E7,58.26
2005.0,Exports,Saskatchewan,Total,691397.0,4.064351828E7,58.26
2005.0,Exports,Total,Alaska,1302.72,93446.94,71.73
2005.0,Exports,Total,Arizona,82563.0,8150440.17,98.72
2005.0,Exports,Total,California,4131518.0,3.6172291452E8,87.55
2005.0,Exports,Total,Colorado,6206.0,536988.11,86.53
2005.0,Exports,Total,Idaho,89112.0,8575318.22,96.23
2005.0,Exports,Total,Illinois,1138.0,65402.06,57.47
2005.0,Exports,Total,Indiana,11768.0,1177142.14,100.03
2005.0,Exports,Total,Iowa,2.0,0.0,0.00
2005.0,Exports,Total,Maine,3784284.562,2.8443695397E8,74.36
2005.0,Exports,Total,Massachusetts,63157.0,6555496.19,103.80
2005.0,Exports,Total,Michigan,1681054.919,9.67493351E7,57.55
2005.0,Exports,Total,Minn / N. Dakota,1.1480985833E7,5.7956186217E8,Confidential
2005.0,Exports,Total,Minnesota,128290.0,1.003229265E7,60.07
2005.0,Exports,Total,Missouri,12308.0,937324.85,76.16
2005.0,Exports,Total,Montana,109021.0,7511920.74,68.90
2005.0,Exports,Total,Nebraska,306.0,25454.49,83.18
2005.0,Exports,Total,Nevada,288121.0,2.64054943E7,91.65
2005.0,Exports,Total,New England-ISO,3882556.0,3.8264548445E8,98.56
2005.0,Exports,Total,New Mexico,82323.0,8353031.23,101.47
2005.0,Exports,Total,New York,1.071569958E7,8.5875731395E8,78.86
2005.0,Exports,Total,North Dakota,692322.0,4.067966628E7,58.24
2005.0,Exports,Total,Ohio,48807.0,4580358.79,93.85
2005.0,Exports,Total,Oregon,521487.99,3.963071104E7,76.00
2005.0,Exports,Total,Pennsylvania,30410.0,2060738.34,67.77
2005.0,Exports,Total,Total,4.2332092504E7,3.10741664572E9,70.77
2005.0,Exports,Total,Utah,41018.0,4242055.28,103.42
2005.0,Exports,Total,Vermont,1866081.0,1.5897239482E8,35.78
2005.0,Exports,Total,Washington,2532570.9,2.1040340921E8,83.08
2005.0,Exports,Total,Wisconsin,68.0,0.0,0.00
2005.0,Exports,Total,Wyoming,47611.0,4553695.71,95.64
2005.0,Imports,Arizona,British Columbia,106049.0,4155212.89,39.18
2005.0,Imports,Arizona,Total,106049.0,4155212.89,39.18
2005.0,Imports,Colorado,British Columbia,194.0,6929.49,35.72
2005.0,Imports,Colorado,Total,194.0,6929.49,35.72
2005.0,Imports,Illinois,Ontario,19136.0,2172906.07,113.55
2005.0,Imports,Illinois,Total,19136.0,2172906.07,113.55
2005.0,Imports,Indiana,Ontario,887.0,67956.67,76.61
2005.0,Imports,Indiana,Total,887.0,67956.67,76.61
2005.0,Imports,Iowa,British Columbia,220.0,0.0,0.00
2005.0,Imports,Iowa,Ontario,600.0,24150.18,40.25
2005.0,Imports,Iowa,Total,820.0,24150.18,29.45
2005.0,Imports,Kansas,Ontario,253.0,16412.52,64.87
2005.0,Imports,Kansas,Total,253.0,16412.52,64.87
2005.0,Imports,Kentucky,Ontario,250.0,20899.88,83.60
2005.0,Imports,Kentucky,Total,250.0,20899.88,83.60
2005.0,Imports,Maine,New Brunswick,36333.7,2236281.03,61.55
2005.0,Imports,Maine,Québec,97295.0,9360817.07,96.21
2005.0,Imports,Maine,Total,133628.7,1.15970981E7,86.79
2005.0,Imports,Massachusetts,British Columbia,130.0,9569.38,73.61
2005.0,Imports,Massachusetts,Ontario,4623.0,423467.34,91.60
2005.0,Imports,Massachusetts,Total,4753.0,433036.72,91.11
2005.0,Imports,Michigan,Ontario,4411245.7,2.6100992891E8,59.17
2005.0,Imports,Michigan,Total,4411245.7,2.6100992891E8,59.17
2005.0,Imports,Minn / N. Dakota,Manitoba,246565.0,1.08116256E7,43.85
2005.0,Imports,Minn / N. Dakota,Total,246565.0,1.08116256E7,43.85
2005.0,Imports,Minnesota,Alberta,7266.0,608341.05,83.72
2005.0,Imports,Minnesota,Ontario,2106102.0,1.3731043919E8,65.20
2005.0,Imports,Minnesota,Total,2113368.0,1.3791878024E8,65.26
2005.0,Imports,Missouri,Ontario,2087.0,142392.91,68.23
2005.0,Imports,Missouri,Total,2087.0,142392.91,68.23
2005.0,Imports,Montana,Alberta,1318.0,109210.55,82.86
2005.0,Imports,Montana,British Columbia,98289.0,4733017.42,48.15
2005.0,Imports,Montana,Total,99607.0,4842227.97,48.61
2005.0,Imports,Nebraska,British Columbia,4443.0,127905.11,28.79
2005.0,Imports,Nebraska,Total,4443.0,127905.11,28.79
2005.0,Imports,Nevada,British Columbia,42720.0,1828817.94,42.81
2005.0,Imports,Nevada,Total,42720.0,1828817.94,42.81
2005.0,Imports,New England-ISO,Québec,686036.0,5.530334189E7,80.61
2005.0,Imports,New England-ISO,Total,686036.0,5.530334189E7,80.61
2005.0,Imports,New Mexico,British Columbia,97762.0,4309150.87,44.08
2005.0,Imports,New Mexico,Total,97762.0,4309150.87,44.08
2005.0,Imports,New York,Ontario,926917.5,8.612385562E7,92.91
2005.0,Imports,New York,Québec,2509586.0,1.8653697549E8,74.33
2005.0,Imports,New York,Total,3436503.5,2.7266083111E8,79.34
2005.0,Imports,North Dakota,Ontario,1026.0,9006.94,8.78
2005.0,Imports,North Dakota,Saskatchewan,426913.0,1.848200439E7,43.29
2005.0,Imports,North Dakota,Total,427939.0,1.849101133E7,43.21
2005.0,Imports,Ohio,Ontario,396514.0,3.624422228E7,91.41
2005.0,Imports,Ohio,Total,396514.0,3.624422228E7,91.41
2005.0,Imports,Oklahoma,Ontario,342.0,28876.61,84.43
2005.0,Imports,Oklahoma,Total,342.0,28876.61,84.43
2005.0,Imports,Oregon,British Columbia,445386.0,2.204140223E7,49.49
2005.0,Imports,Oregon,Total,445386.0,2.204140223E7,49.49
2005.0,Imports,Pennsylvania,Nova Scotia,69297.0,7028719.0,101.43
2005.0,Imports,Pennsylvania,Ontario,247241.0,1.532448653E7,61.98
2005.0,Imports,Pennsylvania,Total,316538.0,2.235320553E7,70.62
2005.0,Imports,South Dakota,Ontario,150.0,13304.14,88.69
2005.0,Imports,South Dakota,Total,150.0,13304.14,88.69
2005.0,Imports,Texas,Ontario,3379.0,248748.66,73.62
2005.0,Imports,Texas,Total,3379.0,248748.66,73.62
2005.0,Imports,Total,Alberta,451727.0,3.487327238E7,77.20
2005.0,Imports,Total,British Columbia,6035730.0,3.6600070215E8,60.64
2005.0,Imports,Total,Manitoba,246565.0,1.08116256E7,43.85
2005.0,Imports,Total,New Brunswick,36333.7,2236281.03,61.55
2005.0,Imports,Total,Nova Scotia,69297.0,7028719.0,101.43
2005.0,Imports,Total,Ontario,8120753.2,5.3918105445E8,66.40
2005.0,Imports,Total,Québec,3292917.0,2.5120113445E8,76.29
2005.0,Imports,Total,Saskatchewan,426913.0,1.848200439E7,43.29
2005.0,Imports,Total,Total,1.86802359E7,1.22981479345E9,65.84
2005.0,Imports,Utah,British Columbia,824.0,61872.45,75.09
2005.0,Imports,Utah,Total,824.0,61872.45,75.09
2005.0,Imports,Washington,Alberta,443143.0,3.415572078E7,77.08
2005.0,Imports,Washington,British Columbia,5094226.0,3.236744161E8,63.54
2005.0,Imports,Washington,Total,5537369.0,3.5783013688E8,64.62
2005.0,Imports,Wyoming,British Columbia,145487.0,5052408.27,34.73
2005.0,Imports,Wyoming,Total,145487.0,5052408.27,34.73
2006.0,Exports,Alberta,New York,171.0,6656.52,38.93
2006.0,Exports,Alberta,North Dakota,8850.0,677906.77,76.60
2006.0,Exports,Alberta,Oregon,930.0,37826.13,40.67
2006.0,Exports,Alberta,Total,88093.0,4831747.32,54.85
2006.0,Exports,Alberta,Washington,78142.0,4109357.9,52.59
2006.0,Exports,British Columbia,Alaska,1239.36,88997.48,71.81
2006.0,Exports,British Columbia,Arizona,106995.0,7052362.79,65.91
2006.0,Exports,British Columbia,California,1887842.54,1.2828063389E8,67.95
2006.0,Exports,British Columbia,Colorado,1188.0,104049.7,87.58
2006.0,Exports,British Columbia,Idaho,39888.0,4226765.38,105.97
2006.0,Exports,British Columbia,Indiana,307.0,13059.0,42.54
2006.0,Exports,British Columbia,Montana,85520.0,6306091.15,73.74
2006.0,Exports,British Columbia,Nebraska,10.0,0.0,0.00
2006.0,Exports,British Columbia,Nevada,157397.0,1.462726029E7,92.93
2006.0,Exports,British Columbia,New Mexico,30451.0,2550056.39,83.74
2006.0,Exports,British Columbia,Oregon,455218.39,3.23872787E7,71.15
2006.0,Exports,British Columbia,Texas,1425.0,120170.57,84.33
2006.0,Exports,British Columbia,Total,5175153.59,3.2373607475E8,62.56
2006.0,Exports,British Columbia,Utah,15238.0,1197805.12,78.61
2006.0,Exports,British Columbia,Washington,2364807.3,1.237446017E8,52.33
2006.0,Exports,British Columbia,Wisconsin,34.0,0.0,0.00
2006.0,Exports,British Columbia,Wyoming,27593.0,3036942.59,110.06
2006.0,Exports,Manitoba,Minn / N. Dakota,1.0333790107E7,5.0778215318E8,Confidential
2006.0,Exports,Manitoba,Total,1.0333790107E7,5.0778215318E8,Confidential
2006.0,Exports,New Brunswick,Maine,2187797.9,1.4327241672E8,65.45
2006.0,Exports,New Brunswick,New England-ISO,1.0,46.41,46.41
2006.0,Exports,New Brunswick,New York,1807.0,126060.92,69.76
2006.0,Exports,New Brunswick,Total,2189605.9,1.4339852405E8,65.46
2006.0,Exports,Nova Scotia,Maine,227560.0,1.2639917E7,55.55
2006.0,Exports,Nova Scotia,New England-ISO,8.0,7920.53,990.07
2006.0,Exports,Nova Scotia,New York,1030.0,62887.31,61.06
2006.0,Exports,Nova Scotia,Total,228598.0,1.271072484E7,55.60
2006.0,Exports,Ontario,Connecticut,428.0,12360.12,28.88
2006.0,Exports,Ontario,Indiana,28102.0,1830601.8,65.14
2006.0,Exports,Ontario,Massachusetts,43453.0,3230932.74,74.35
2006.0,Exports,Ontario,Michigan,508126.052,2.42585138E7,47.74
2006.0,Exports,Ontario,Minnesota,382615.0,1.95382552E7,47.35
2006.0,Exports,Ontario,Missouri,2975.0,262635.79,62.70
2006.0,Exports,Ontario,New England-ISO,4299.0,224290.12,52.17
2006.0,Exports,Ontario,New York,7885923.857,3.9479528355E8,49.67
2006.0,Exports,Ontario,Ohio,844470.0,4.162144503E7,49.29
2006.0,Exports,Ontario,Pennsylvania,31796.0,1854116.52,58.31
2006.0,Exports,Ontario,Total,9751915.909,4.8864035967E8,49.63
2006.0,Exports,Ontario,Vermont,19728.0,1011925.0,51.29
2006.0,Exports,Québec,Maine,209465.0,1.512132835E7,72.19
2006.0,Exports,Québec,New England-ISO,4568490.0,3.6918889854E8,80.04
2006.0,Exports,Québec,New York,4745310.0,3.5572648698E8,73.09
2006.0,Exports,Québec,Total,1.1712754E7,9.0097798267E8,68.51
