Authority Name,Fiscal Year End Date,Loans,Loan Fund Sources,Recipient Name,Recipient City,Recipient State,Recipient Postal Code,Date Loan Awarded,Original Loan Amount,Interest Rate,Loan Length,Amount Repaid,Loan Purpose,New Jobs,Jobs Planned,Jobs Created,Loan Terms Completed
St. Lawrence County Industrial Development Agency Local Development Corporation,12/31/2011,,Municipal,North Country Dairy - Upstate Niagara,NORTH LAWRENCE,NY,12967,05/24/2011,800000.0,2.63,5.0,0.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,54.0,44.0,No
St. Lawrence County Industrial Development Agency Local Development Corporation,12/31/2011,,Municipal,North Lawrence Dairy,NORTH LAWRENCE,NY,12967,08/03/2009,200000.0,2.63,7.0,200000.0,Equipment and Fixed Asset Acquisition,Yes,10.0,0.0,Yes
St. Lawrence County Industrial Development Agency Local Development Corporation,12/31/2011,,Municipal,Potsdam Mineral & Feed,POTSDAM,NY,13676,10/17/2007,40000.0,4.88,5.0,31242.58,Business Expansion/Startup,Yes,2.0,0.0,No
St. Lawrence County Industrial Development Agency Local Development Corporation,12/31/2011,,Municipal,"Potsdam Specialty Paper, Inc.",POTSDAM,NY,13676,12/15/2008,400000.0,3.0,5.0,225877.48,Business Expansion/Startup,Yes,77.0,83.0,No
St. Lawrence County Industrial Development Agency Local Development Corporation,12/31/2011,,Municipal,"Potsdam Specialty Paper, Inc.",POTSDAM,NY,13676,12/15/2008,200000.0,3.0,7.0,200000.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,Yes
St. Lawrence County Industrial Development Agency Local Development Corporation,12/31/2011,,Municipal,"SLC IDA - Massena Industial Park, Lot 20",CANTON,NY,13617,12/31/2005,217204.18,3.0,10.0,122646.9,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
St. Lawrence County Industrial Development Agency Local Development Corporation,12/31/2011,,Municipal,"Slic Network Solutions, Inc",POTSDAM,NY,13676,05/11/2010,120000.0,2.63,7.0,23771.8,Business Expansion/Startup,Yes,2.0,17.0,No
St. Lawrence County Industrial Development Agency Local Development Corporation,12/31/2011,,Municipal,St. Lawrence Food Corp.,OGDENSBURG,NY,13669,03/23/2004,300000.0,3.0,7.0,98753.87,Equipment and Fixed Asset Acquisition,Yes,20.0,0.0,Yes
St. Lawrence County Industrial Development Agency Local Development Corporation,12/31/2011,,Municipal,Woodruff Block Co. Inc.,POTSDAM,NY,13676,05/01/2005,59500.0,7.0,7.0,56188.2,Business Expansion/Startup,Yes,2.0,2.0,No
St. Lawrence County Industrial Development Agency Local Development Corporation,12/31/2011,,Other,Clifton Fine Healthcare Corporation,STAR LAKE,NY,13690,07/22/2010,150000.0,2.63,15.0,4108.33,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,0.0,0.0,No
St. Lawrence County Industrial Development Agency Local Development Corporation,12/31/2011,,Other,Galilee Farms,OGDENSBURG,NY,13669,04/04/2008,116000.0,3.5,7.0,50542.6,Business Expansion/Startup,Yes,2.0,0.0,No
St. Lawrence County Industrial Development Agency Local Development Corporation,12/31/2011,,Other,"Hoosier Magnetics, Inc.",OGDENSBURG,NY,13669,06/24/2009,200000.0,2.63,10.0,30687.98,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,0.0,8.0,No
St. Lawrence County Industrial Development Agency Local Development Corporation,12/31/2011,,Other,"Media Accessories.com, Inc.",MASSENA,NY,13662,01/27/2010,168000.0,2.63,10.0,41912.81,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,7.0,0.0,No
St. Lawrence County Industrial Development Agency Local Development Corporation,12/31/2011,,Other,"Newton Falls Fine Paper Co., LLC",NEWTON FALLS,NY,13666,07/11/2007,200000.0,5.13,10.0,200000.0,Business Expansion/Startup,Yes,0.0,0.0,Yes
St. Lawrence County Industrial Development Agency Local Development Corporation,12/31/2011,,Other,North Racquette Greenery,MASSENA,NY,13662,09/16/2010,50000.0,2.63,7.0,5086.63,Business Expansion/Startup,Yes,5.0,0.0,No
St. Lawrence County Industrial Development Agency Local Development Corporation,12/31/2011,,Other,"Slic Network Solutions, Inc.",POTSDAM,NY,13676,12/09/2011,825000.0,1.0,1.0,0.0,Business Expansion/Startup,Yes,19.0,4.0,No
St. Lawrence County Industrial Development Agency Local Development Corporation,12/31/2011,,Other,St Lawrence Co IDA (GM Vendor Project),CANTON,NY,13617,11/18/2004,600000.0,1.0,15.0,242483.88,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Capitalize Albany Corporation,12/31/2011,,Federal,William Windom,ALBANY,NY,12210,12/05/1986,11107.0,3.0,30.0,0.0,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,,No
St. Lawrence County Industrial Development Agency Local Development Corporation,12/31/2011,,Other,St. Lawrence Food Corporation,OGDENSBURG,NY,13669,11/13/2003,200000.0,3.0,7.0,51519.6,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,20.0,0.0,No
St. Lawrence County Industrial Development Agency Local Development Corporation,12/31/2011,,Other,Structural Wood Corporation,WADDINGTON,NY,13694,12/20/2011,300000.0,2.63,10.0,0.0,Equipment and Fixed Asset Acquisition,Yes,2.0,9.0,No
St. Lawrence County Industrial Development Agency Local Development Corporation,12/31/2011,,Other,"TBase Communications USA, Inc.",OGDENSBURG,NY,13669,07/13/2005,55000.0,4.5,6.0,55000.0,Business Expansion/Startup,Yes,4.0,8.0,Yes
St. Lawrence County Industrial Development Agency Local Development Corporation,12/31/2011,,Other,Youngs Brothers Stick Stringing,CANTON,NY,13617,04/04/2008,75000.0,3.5,12.0,13131.05,Business Expansion/Startup,Yes,3.0,0.0,No
City of Albany Capital Resource Corporation,12/31/2011,No,,,,,,,,,,,,,,,
Steuben Tobacco Asset Securitization Corporation,12/31/2011,No,,,,,,,,,,,,,,,
Capitalize Albany Corporation,12/31/2011,,Federal,"Ace Holding, LLC.",RENSSELAER,NY,12144,02/19/2004,100000.0,5.0,15.0,8898.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,3.0,3.0,No
Capitalize Albany Corporation,12/31/2011,,Federal,Albany Community Development Agency,ALBANY,NY,12210,02/12/2004,200000.0,4.25,15.0,59677.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,5.0,7.0,No
Capitalize Albany Corporation,12/31/2011,,Federal,Albany Community Development Agency,ALBANY,NY,12210,12/23/2011,410000.0,5.75,10.0,0.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Capitalize Albany Corporation,12/31/2011,,Federal,Andrea Thompson-Howe,ALBANY,NY,12210,05/26/1987,11107.0,3.0,30.0,0.0,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,,No
Capitalize Albany Corporation,12/31/2011,,Federal,Angela Boney D/B/A Boney Enterprises,ALBANY,NY,12212,10/25/2000,55000.0,5.0,20.0,21638.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Capitalize Albany Corporation,12/31/2011,,Federal,Angela Boney D/B/A Boney Enterprises,ALBANY,NY,12212,10/01/2002,15000.0,5.0,17.0,5462.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Capitalize Albany Corporation,12/31/2011,,Federal,Anthony Perkins,ALBANY,NY,12210,03/29/1989,11107.0,3.0,30.0,0.0,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,,No
Capitalize Albany Corporation,12/31/2011,,Federal,Barbara Smith,ALBANY,NY,12210,04/03/1987,11107.0,3.0,30.0,0.0,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,,No
Capitalize Albany Corporation,12/31/2011,,Federal,Benjamin White,ALBANY,NY,12210,12/28/1988,11107.0,3.0,30.0,0.0,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,,No
Capitalize Albany Corporation,12/31/2011,,Federal,Byron Hamilton,ALBANY,NY,12205,11/23/1988,11107.0,3.0,30.0,0.0,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,,No
Capitalize Albany Corporation,12/31/2011,,Federal,Commando Lodge,ALBANY,NY,12210,12/27/1996,50000.0,5.0,20.0,33083.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Capitalize Albany Corporation,12/31/2011,,Federal,Constance Spann,ALBANY,NY,12210,12/05/1988,11107.0,3.0,30.0,0.0,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,,No
Capitalize Albany Corporation,12/31/2011,,Federal,Danz Properties Inc.,ALBANY,NY,12206,06/20/2001,75000.0,6.5,20.0,26933.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,3.0,3.0,No
Capitalize Albany Corporation,12/31/2011,,Federal,"Historic Albany Foundation, Inc.",ALBANY,NY,12206,10/19/2007,190000.0,5.0,2.0,178816.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Capitalize Albany Corporation,12/31/2011,,Federal,James McBride,ALBANY,NY,12210,11/26/1986,11107.0,3.0,30.0,0.0,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,,No
Capitalize Albany Corporation,12/31/2011,,Federal,John Raimo,MECHANICVILLE,NY,12118,10/26/1989,11107.0,3.0,30.0,0.0,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,,No
Capitalize Albany Corporation,12/31/2011,,Federal,Joyce Banks,ALBANY,NY,12210,03/02/1989,11107.0,3.0,30.0,0.0,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,,No
Capitalize Albany Corporation,12/31/2011,,Federal,"M.K. Rooney's Realty, LLC.",ALBANY,NY,12208,09/14/2001,75000.0,6.5,20.0,26340.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,3.0,6.0,No
Capitalize Albany Corporation,12/31/2011,,Federal,Mary Smalls,ALBANY,NY,12210,10/23/1992,14805.0,3.0,30.0,0.0,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,,No
Capitalize Albany Corporation,12/31/2011,,Federal,Moses Devanandan,ALBANY,NY,12210,03/31/1988,11107.0,3.0,30.0,0.0,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,,No
Capitalize Albany Corporation,12/31/2011,,Federal,Richard Dobush,ALBANY,NY,12207,07/02/2001,75000.0,5.0,20.0,28634.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,2.0,1.0,No
Capitalize Albany Corporation,12/31/2011,,Federal,Steuben Place Partners,COHOES,NY,12047,04/15/1981,850000.0,0.0,100.0,50089.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Capitalize Albany Corporation,12/31/2011,,Federal,Valentine Wilson,ALBANY,NY,12210,10/23/1992,14805.0,3.0,30.0,0.0,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,,No
Capitalize Albany Corporation,12/31/2011,,Federal,Wanda Austin-Peters,COHOES,NY,12047,08/16/1988,11107.0,3.0,30.0,0.0,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,,No
Chautauqua County Land Bank Corporation,12/31/2016,No,,,,,,,,,,,,,,,
Capitalize Albany Corporation,12/31/2011,,Other,"196 Washington Ave., Inc.",ALBANY,NY,12203,05/04/2000,125000.0,6.0,22.0,22991.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Capitalize Albany Corporation,12/31/2011,,Other,"Ace Holding, LLC.",RENSSELAER,NY,12144,11/02/2001,45000.0,5.0,20.0,5858.0,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,,No
Capitalize Albany Corporation,12/31/2011,,Other,Adirondack Environmental Services,ALBANY,NY,12207,09/28/1989,564220.0,5.0,30.0,493108.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Capitalize Albany Corporation,12/31/2011,,Other,Albany Center for Economic Success,ALBANY,NY,12210,04/20/1993,220000.0,3.0,25.0,0.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,10.0,10.0,No
Capitalize Albany Corporation,12/31/2011,,Other,Albany Community Development Agency,ALBANY,NY,12210,12/23/2011,90000.0,5.75,10.0,0.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Capitalize Albany Corporation,12/31/2011,,Other,Arbor Hill Development Corporation,ALBANY,NY,12210,08/12/1994,65000.0,7.0,30.0,21314.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,2.0,1.0,No
Capitalize Albany Corporation,12/31/2011,,Other,"Boulevard Apartments, LLC.",HOOSICK FALLS,NY,12090,06/19/2003,175000.0,7.0,30.0,17893.0,Residential Property Construction/Acquisition/Rehabilitation/Improvement,Yes,1.0,0.0,No
Capitalize Albany Corporation,12/31/2011,,Other,"C.H. Evans Brewing Co., Inc.",ALBANY,NY,12207,10/23/1997,90500.0,7.0,20.0,49808.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,30.0,32.0,No
Capitalize Albany Corporation,12/31/2011,,Other,"Center for Medical Science, Inc.",CLIFTON PARK,NY,12065,08/28/2009,500000.0,7.25,10.0,30842.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Capitalize Albany Corporation,12/31/2011,,Other,"Costev, Inc.",RAVENA,NY,12143,12/11/2008,145000.0,5.0,30.0,4388.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Capitalize Albany Corporation,12/31/2011,,Other,Douglas Townsend,ALBANY,NY,12208,09/15/1997,56000.0,8.5,20.0,29251.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,2.0,2.0,No
Capitalize Albany Corporation,12/31/2011,,Other,Mansions Rehab Associates,ROME,NY,13440,09/23/1982,330800.0,9.0,43.0,30800.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Capitalize Albany Corporation,12/31/2011,,Other,Michael and Antonella Urgo,ALBANY,NY,12203,06/16/2006,125000.0,5.0,30.0,9074.0,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,,No
Capitalize Albany Corporation,12/31/2011,,Other,"Morris Street Development, LLC.",SCHENECTADY,NY,12309,12/11/2009,125000.0,6.5,10.0,3151.0,Residential Property Construction/Acquisition/Rehabilitation/Improvement,No,,,No
Capitalize Albany Corporation,12/31/2011,,Other,"Old Worl Provisions, Inc.",ALBANY,NY,12202,10/16/1995,150000.0,5.0,20.0,130580.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,6.0,13.0,No
Capitalize Albany Corporation,12/31/2011,,Other,Pastures Redevelopment Company,ROME,NY,13440,06/22/1982,316950.0,9.0,42.0,0.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Capitalize Albany Corporation,12/31/2011,,Other,"Paul Truman, Inc.",ALBANY,NY,12207,01/06/2004,45000.0,5.0,15.0,19573.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,1.0,1.0,No
Capitalize Albany Corporation,12/31/2011,,Other,The College of Saint Rose,ALBANY,NY,12203,03/11/2011,500000.0,0.0,5.0,250000.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
Capitalize Albany Corporation,12/31/2011,,Other,Theresa Kellom,ALBANY,NY,12207,12/31/2003,35000.0,5.0,15.0,17385.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,3.0,3.0,No
Ulster County Capital Resource Corporation,12/31/2011,No,,,,,,,,,,,,,,,
Livingston Tobacco Asset Securitization Corporation,12/31/2011,No,,,,,,,,,,,,,,,
City of Kingston Local Development Corporation,12/31/2011,,Federal,A.P. Ferraro,KINGSTON,NY,12401,04/23/1998,196000.0,7.5,20.0,115856.4,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
City of Kingston Local Development Corporation,12/31/2011,,Federal,Barcone's Music,KINGSTON,NY,12401,12/27/2000,250000.0,7.9,15.0,132516.16,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,2.0,3.0,No
City of Kingston Local Development Corporation,12/31/2011,,Federal,Benkert Bros,KINGSTON,NY,12401,06/17/1999,100000.0,7.9,15.0,96694.78,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,4.0,8.0,Yes
City of Kingston Local Development Corporation,12/31/2011,,Federal,Burgevin Florist,KINGSTON,NY,12401,10/25/2001,20000.0,4.5,10.0,8052.83,Equipment and Fixed Asset Acquisition,No,,,No
City of Kingston Local Development Corporation,12/31/2011,,Federal,Casa Villa,KINGSTON,NY,12401,07/01/2005,65000.0,6.0,10.0,14087.59,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,4.0,5.0,No
City of Kingston Local Development Corporation,12/31/2011,,Federal,Charles Blaichman,KINGSTON,NY,12401,05/01/2006,220000.0,0.0,2.0,60000.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
City of Kingston Local Development Corporation,12/31/2011,,Federal,"Clinton & Main, LLC",KINGSTON,NY,12401,12/01/2008,530000.0,5.0,20.0,4800.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,17.0,12.0,No
City of Kingston Local Development Corporation,12/31/2011,,Federal,Clocktower Properties,BROOKLYN,NY,11201,12/01/2008,424000.0,5.0,20.0,0.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
City of Kingston Local Development Corporation,12/31/2011,,Federal,Colonial Diner,KINGSTON,NY,12401,11/01/2001,65000.0,6.0,10.0,36964.8,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,3.0,5.0,No
City of Kingston Local Development Corporation,12/31/2011,,Federal,DiBella Pizza,KINGSTON,NY,12401,10/22/1997,28100.0,7.5,10.0,28100.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,3.0,4.0,Yes
City of Kingston Local Development Corporation,12/31/2011,,Federal,Elite Construction,HURLEY,NY,12443,05/18/1999,36000.0,6.75,7.0,36000.0,Equipment and Fixed Asset Acquisition,No,,,Yes
City of Kingston Local Development Corporation,12/31/2011,,Federal,Fitch Realty,KINGSTON,NY,12401,07/03/2001,210000.0,7.9,20.0,49515.16,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
City of Kingston Local Development Corporation,12/31/2011,,Federal,Fitch Realty,KINGSTON,NY,12401,06/01/2002,40000.0,7.5,15.0,10876.04,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
City of Kingston Local Development Corporation,12/31/2011,,Federal,Hudson River Maritime,KINGSTON,NY,12401,05/01/1998,27000.0,0.0,10.0,17396.0,Equipment and Fixed Asset Acquisition,No,,,No
City of Kingston Local Development Corporation,12/31/2011,,Federal,"Kennedy, Farrell & Farrell",KINGSTON,NY,12401,02/25/2011,75000.0,5.0,15.0,2567.9,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,3.0,5.0,Yes
City of Kingston Local Development Corporation,12/31/2011,,Federal,Kingston Local Development Corporation,KINGSTON,NY,12401,10/22/1996,100000.0,6.8,20.0,54932.22,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,15.0,70.0,No
City of Kingston Local Development Corporation,12/31/2011,,Federal,Marine Rescue,KINGSTON,NY,12401,11/01/1995,25000.0,0.0,15.0,20000.0,Equipment and Fixed Asset Acquisition,No,,,No
City of Kingston Local Development Corporation,12/31/2011,,Federal,Michael Spada,KINGSTON,NY,12401,10/18/1996,288000.0,8.5,20.0,132310.53,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
City of Kingston Local Development Corporation,12/31/2011,,Federal,Northeast Center for Special Care,LAKE KATRINE,NY,12449,04/16/1999,500000.0,7.5,20.0,373599.99,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,,No
City of Kingston Local Development Corporation,12/31/2011,,Federal,Ram Cyn Entertainment,KINGSTON,NY,12401,05/23/2000,50000.0,8.5,10.0,16758.37,Equipment and Fixed Asset Acquisition,No,,,No
City of Kingston Local Development Corporation,12/31/2011,,Federal,Rosita's,KINGSTON,NY,12401,11/01/2001,60000.0,6.5,15.0,13864.73,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,7.0,10.0,No
City of Kingston Local Development Corporation,12/31/2011,,Federal,Rosita's,KINGSTON,NY,12401,11/15/2001,230000.0,5.0,20.0,35000.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,7.0,10.0,No
