Authority Name,Fiscal Year End Date,Awarded Grants,Grant Fund Sources,Recipient Name,Recipient City,Recipient State,Recipient Postal Code,Grant Amount,Date Grant Awarded,Grant Purpose,New Jobs,Jobs Planned,Jobs Created
Catskill Watershed Corporation,12/31/2016,,Not for Profit,PS 170,BROOKLYN,NY,11209,7100.0,12/31/2016,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2016,,Not for Profit,Phoenicia Library,PHOENICIA,NY,12464,5000.0,08/11/2016,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2016,,Not for Profit,Rocking the Boat Inc,BRONX,NY,10474,8816.0,08/24/2016,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2016,,Not for Profit,South Street Seaport Museum,NEW YORK,NY,10038,9000.0,11/15/2016,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2016,,Not for Profit,Town of Neversink,GRAHAMSVILLE,NY,12740,30000.0,07/12/2016,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,,
Catskill Watershed Corporation,12/31/2016,,Not for Profit,Trout Unlimited - Trout in the Classroom,FLUSHING,NY,11373,9000.0,09/06/2016,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2016,,Not for Profit,Trout Unlimited - Trout in the Classroom,FLUSHING,NY,11373,1334.99,12/31/2016,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2016,,Not for Profit,Washington Heights Expeditionary Learning School,NEW YORK,NY,10033,2300.0,10/20/2016,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2016,,Not for Profit,Woodstock Day School,WOODSTOCK,NY,12498,4976.0,11/15/2016,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2017,,Not for Profit,Brooklyn Technical High School,BROOKLYN,NY,11217,2000.0,08/24/2017,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2017,,Not for Profit,"Catskill Ag Inc, dba Farm Catskills",DELHI,NY,13753,8869.0,11/01/2017,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2017,,Not for Profit,Catskill Center for Conservation & Development,ARKVILLE,NY,12406,7265.0,11/06/2017,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2017,,Not for Profit,Catskill Center for Conservation & Development,ARKVILLE,NY,12406,4691.0,11/06/2017,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2017,,Not for Profit,Children's Museum of Manhattan,NEW YORK,NY,10025,7000.0,10/03/2017,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2017,,Not for Profit,City Parks Foundation,NEW YORK,NY,10065,9000.0,02/21/2017,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2017,,Not for Profit,City Parks Foundation,NEW YORK,NY,10065,9500.0,12/05/2017,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2017,,Not for Profit,"Cornell Cooperative Extension, Delaware County",HAMDEN,NY,13782,9500.0,06/28/2017,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2017,,Not for Profit,DeWitt Clinton High School,NEW YORK,NY,10008,4100.0,08/24/2014,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2017,,Not for Profit,Hanford Mills Museum,EAST MEREDITH,NY,13757,5000.0,09/20/2017,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2017,,Not for Profit,Jefferson Central School,JEFFERSON,NY,12093,3460.0,11/06/2017,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2017,,Not for Profit,Livestock Foundation,BOVINA CENTER,NY,13740,1500.0,06/28/2017,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2017,,Not for Profit,Lower Manhattan Community Middle School PTA,NEW YORK,NY,10004,9500.0,08/24/2017,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2017,,Not for Profit,Manhattan Country School Farm,ROXBURY,NY,12474,6350.0,11/06/2017,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2017,,Not for Profit,Michael Kudish Natural History Preserve,STAMFORD,NY,12167,1536.0,09/20/2017,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2017,,Not for Profit,Middle School 324,NEW YORK,NY,10032,8000.0,09/05/2017,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2017,,Not for Profit,NYC H2O,NEW YORK,NY,10009,6000.0,08/24/2017,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2017,,Not for Profit,PS 250,BROOKLYN,NY,11206,2000.0,08/24/2017,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2017,,Not for Profit,PS 57,STATEN ISLAND,NY,10304,9600.0,10/03/2017,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2017,,Not for Profit,Phoenicia Library,PHOENICIA,NY,12464,4435.0,09/20/2017,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2017,,Not for Profit,Rocking the Boat Inc,BRONX,NY,10474,9854.0,06/28/2017,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2017,,Not for Profit,School of the Future,BROOKLYN,NY,11207,2000.0,08/24/2017,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2017,,Not for Profit,South Street Seaport Museum,NEW YORK,NY,10038,9500.0,12/27/2017,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2017,,Not for Profit,Susan E Wagner High School,STATEN ISLAND,NY,10314,2000.0,06/28/2017,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2017,,Not for Profit,The Earth School,NEW YORK,NY,10009,8000.0,10/17/2017,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2017,,Not for Profit,Time and the Valleys Museum,GRAHAMSVILLE,NY,12740,4990.0,08/24/2017,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2017,,Not for Profit,Trout Unlimited - Trout in the Classroom,FLUSHING,NY,11373,9500.0,08/24/2017,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2017,,Not for Profit,Trout Unlimited - Trout in the Classroom,FLUSHING,NY,11373,625.0,11/14/2017,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2017,,Not for Profit,Washington Heights Expeditionary Learning School,NEW YORK,NY,10033,3954.0,06/28/2017,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2017,,Not for Profit,Woodstock Day School,WOODSTOCK,NY,12498,5468.0,10/06/2017,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2018,,Not for Profit,Brooklyn New School,BROOKLYN,NY,11231,2000.0,09/28/2018,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2018,,Not for Profit,"Catskill Ag Inc, dba Farm Catskills",DELHI,NY,13753,8607.0,12/27/2018,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2018,,Not for Profit,Catskill Center for Conservation & Development,ARKVILLE,NY,12406,7890.0,09/28/2018,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2018,,Not for Profit,Catskill Center for Conservation & Development,ARKVILLE,NY,12406,4000.0,12/27/2018,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2018,,Not for Profit,Catskill Mountain Club,MARGARETVILLE,NY,12455,4000.0,08/07/2018,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2018,,Not for Profit,Children's Museum of Manhattan,NEW YORK,NY,10024,4200.0,12/31/2018,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2018,,Not for Profit,City Parks Foundation,NEW YORK,NY,10065,10000.0,11/13/2018,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2018,,Not for Profit,Columbia Secondary School,NEW YORK,NY,10027,10000.0,11/13/2018,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2018,,Not for Profit,Cornelia Connelly Center,NEW YORK,NY,10009,10000.0,07/24/2018,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2018,,Not for Profit,"Cornell Cooperative Extension, Delaware County",HAMDEN,NY,13782,8000.0,11/13/2018,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2018,,Not for Profit,Delaware County Historical Association,DELHI,NY,13753,4920.0,07/09/2018,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2018,,Not for Profit,HYPOTHEkids,NEW YORK,NY,10027,1970.0,06/27/2018,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2018,,Not for Profit,Hanford Mills Museum,EAST MEREDITH,NY,13757,9961.0,10/17/2018,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2018,,Not for Profit,Horticultural Society of NY,NEW YORK,NY,10018,5000.0,10/17/2018,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2018,,Not for Profit,Hudson River Sloop Clearwater,BEACON,NY,12508,8000.0,07/09/2018,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2018,,Not for Profit,Hunter-Tannersville Central School,TANNERSVILLE,NY,12485,1281.0,09/17/2018,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2018,,Not for Profit,Jefferson Central School,JEFFERSON,NY,12093,3560.0,12/31/2018,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2018,,Not for Profit,Lower Manhattan Community Middle School PTA,NEW YORK,NY,10004,10000.0,10/17/2018,Education/Training (Business Development),No,,
Cayuga Tobacco Asset Securitization Corporation,12/31/2014,No,,,,,,,,,,,
Catskill Watershed Corporation,12/31/2018,,Not for Profit,Michael Kudish Natural History Preserve,STAMFORD,NY,12167,1971.0,10/17/2018,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2018,,Not for Profit,Middle School 324,NEW YORK,NY,10032,10000.0,08/07/2018,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2018,,Not for Profit,NEST,NEW YORK,NY,10002,1900.0,09/28/2018,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2018,,Not for Profit,NYC H2O,NEW YORK,NY,10009,10000.0,07/24/2018,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2018,,Not for Profit,New York Harbor School,NEW YORK,NY,10004,2000.0,10/17/2018,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2018,,Not for Profit,Olive Free Library Association,WEST SHOKAN,NY,12494,1500.0,07/24/2018,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2018,,Not for Profit,Onteora Central School,BOICEVILLE,NY,12412,3320.0,07/24/2018,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2018,,Not for Profit,PS 57,STATEN ISLAND,NY,10304,5000.0,09/17/2018,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2018,,Not for Profit,Phoenicia Library,PHOENICIA,NY,12464,3400.0,07/09/2018,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2018,,Not for Profit,Prattsville Art Project Inc,PRATTSVILLE,NY,12468,2500.0,09/17/2018,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2018,,Not for Profit,Prattsville Art Project Inc,PRATTSVILLE,NY,12468,4000.0,09/17/2018,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2018,,Not for Profit,Rocking the Boat Inc,BRONX,NY,10474,10000.0,06/27/2018,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2018,,Not for Profit,South Kortright Central School,SOUTH KORTRIGHT,NY,13842,1300.0,10/17/2018,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2018,,Not for Profit,South Street Seaport Museum,NEW YORK,NY,10038,10000.0,12/31/2018,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2018,,Not for Profit,Time and the Valley Museum,GRAHAMSVILLE,NY,12740,1130.0,12/31/2018,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2018,,Not for Profit,Tri Valley Central School,GRAHAMSVILLE,NY,12740,665.0,07/24/2018,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2018,,Not for Profit,Trout Unlimited - Trout in the Classroom,FLUSHING,NY,11373,10000.0,09/17/2018,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2018,,Not for Profit,Trout Unlimited - Trout in the Classroom,FLUSHING,NY,11373,625.0,12/04/2018,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2018,,Not for Profit,Washington Heights Expeditionary Learning School,NEW YORK,NY,10033,2600.0,09/28/2018,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2018,,Not for Profit,West Bronx Academy for the Future,BRONX,NY,10458,1980.0,09/17/2018,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2018,,Not for Profit,Woodchuck Lodge,ROXBURY,NY,12474,2000.0,07/24/2018,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2019,,Not for Profit,Ashokan Center Foundation Inc.,OLIVEBRIDGE,NY,12461,8016.0,08/14/2019,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2019,,Not for Profit,Catskill Center for Conservation & Development,ARKVILLE,NY,12406,9500.0,12/31/2019,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2019,,Not for Profit,Catskill Center for Conservation & Development,ARKVILLE,NY,12406,2500.0,12/31/2019,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2019,,Not for Profit,Catskill Mountain Club,MARGARETVILLE,NY,12455,5000.0,11/04/2019,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2019,,Not for Profit,City Parks Foundation,NEW YORK,NY,10065,9500.0,09/30/2019,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2019,,Not for Profit,"Columbia Secondary School for Math, Science & Engineering",NEW YORK,NY,10027,9500.0,12/03/2019,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2019,,Not for Profit,Cornell Cooperative Extension of Ulster County,KINGSTON,NY,12401,4300.0,10/15/2019,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2019,,Not for Profit,Delaware County Historical Association,DELHI,NY,13753,2500.0,12/05/2019,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2019,,Not for Profit,Genovesi Environmental Study Center,BROOKLYN,NY,11234,9500.0,10/11/2019,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2019,,Not for Profit,Hanford Mills Museum,EAST MEREDITH,NY,13757,9500.0,08/14/2019,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2019,,Not for Profit,"Hudson River Sloop Clearwater, Inc.",BEACON,NY,12508,5000.0,12/31/2019,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2019,,Not for Profit,Jefferson Central School,JEFFERSON,NY,12093,3482.0,09/24/2019,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2019,,Not for Profit,Lilleen Ferraro - Queens Alternative Learning Center,ROCKVILLE CENTRE,NY,11570,2000.0,11/12/2019,Education/Training (Business Development),No,,
Cayuga Tobacco Asset Securitization Corporation,12/31/2015,No,,,,,,,,,,,
Catskill Watershed Corporation,12/31/2019,,Not for Profit,Lower Manhattan Community Middle School PTA,NEW YORK,NY,10004,9500.0,12/09/2019,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2019,,Not for Profit,M-ARK Project,ARKVILLE,NY,12406,5000.0,08/26/2019,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2019,,Not for Profit,"Michael Kudish Natural History Preserve, Inc.",STAMFORD,NY,12167,2045.0,11/04/2019,Education/Training (Business Development),No,,
Catskill Watershed Corporation,12/31/2019,,Not for Profit,Middle School 324,NEW YORK,NY,10032,9500.0,09/05/2019,Education/Training (Business Development),No,,
