State Fiscal Year End Date,Operator Name,Total Inspections,Failed Inspections,Operator ID,City,Region
03/31/2013,T.T. TASHBAR NACHLAS CHAIM INC,7,2,24554,MONSEY,11
03/31/2013,"T.T.T.,INC      .",8,0,1733,BAYSHORE,10
03/31/2013,TACONIC HILLS CENTRAL SCHOOL,71,1,1538,CRARYVILLE,1
03/31/2013,TALMUD TORAH D'CHASIDEI OF MONSEY,9,4,36082,MONSEY,8
03/31/2013,TALMUD TORAH DNITRA,14,2,33649,BROOKLYN,11
03/31/2013,TALMUD TORAH IMERI CHAIM,22,4,3728,BROOKLYN,11
03/31/2013,TALMUD TORAH OF KASHO,6,0,26119,BROOKLYN,11
03/31/2013,TALMUD TORAH OHR MOSHE,9,0,40957,BROOKLYN,11
03/31/2013,TALMUD TORAH TOLDOS YAKOV YOSEF,1,1,22861,SWAN LAKE,11
03/31/2013,TALMUD TORAH TZEMACH TZADDIKVIZNITZ,2,0,47543,BROOKLYN,11
03/31/2013,TAMAR TRANSPORTATION INC,36,3,4433,BROOKLYN,11
03/31/2013,TAMU ESSENTIALS LLC.,2,1,39421,ELMONT,11
03/31/2013,TAPESTRY CHARTER SCHOOL,2,0,47436,BUFFALO,5
03/31/2013,TAPPED ENTERPRISES INCORPORATED,1,0,50292,RONKONKOMA,10
03/31/2013,TATIANA TRANSPORTATION,1,0,5889,E ELMHURST,11
03/31/2013,TAXI TOURS,8,1,26031,LONG ISLAND CITY,11
03/31/2013,TAXI UNLIMITED INC.,1,0,50190,NIAGARA FALLS,5
03/31/2013,TBT LIMOUSINE SERVICE,1,1,47132,NYACK,8
03/31/2013,TC HUDSON VALLEY AMB CORP DBA TRANS,2,0,48054,POUGHKEEPSIE,8
03/31/2013,TC PARATRANSIT,446,1,41297,BROOKLYN,11
03/31/2013,TEAM SERVICES INC.,25,3,22343,JAMESTOWN,5
03/31/2013,TEJET EXPRESS TRANSPORTATION,23,2,3715,BROOKLYN,11
03/31/2013,TEMANA ASSOCIATES INC.,46,0,40268,FAR ROCKAWAY,11
03/31/2013,TERP'S ENTERPRISES INC,34,0,32888,HORSEHEADS,4
03/31/2013,TERRY TRANS DBA MANHATTAN AMBULETTE,30,0,47309,KEW GARDENS,11
03/31/2013,"TERRY'S BUS TRANSPORTATION, INC.",13,2,33729,NEW YORK,11
03/31/2013,THE ALBANY ACADEMICS,6,1,48489,ALBANY,1
03/31/2013,THE AMAYA BUS,4,0,20514,INWOOD,11
03/31/2013,THE BUFFALO ACADEMY OF THE SACRED,2,0,1894,EGGERTSVILLE,5
03/31/2013,THE BUFFALO SEMINARY,6,0,2053,BUFFALO,5
03/31/2013,THE CITY OF POUGHKEEPSIE,17,4,47469,POUGHKEEPSIE,8
03/31/2013,THE DWIGHT SCHOOL,2,0,49301,NEW YORK,11
03/31/2013,THE HAPPY MONTESORI SCHOOL,4,1,3192,PORT WASHINGTON,10
03/31/2013,THE HARLEY SCHOOL,4,1,47497,ROCHESTER,4
03/31/2013,THE HARVEY SCHOOL,8,2,37714,KATONAH,8
03/31/2013,THE KEW-FOREST SCHOOL INC.,2,0,50248,FOREST HILLS,10
03/31/2013,THE KILDONAN SCHOOL,14,1,2789,AMENIA,8
03/31/2013,THE KNOX SCHOOL,6,0,36821,ST. JAMES,10
03/31/2013,THE LOVEBIRDS BUS & VAN SERVICE,1,0,4373,JAMAICA,11
03/31/2013,THE MASTERS COACH,47,2,2757,WALLKILL,8
03/31/2013,THE MASTERS SCHOOL,10,1,3848,DOBBS FERRY,8
03/31/2013,THE NICHOLS SCHOOL,4,1,2056,BUFFALO,5
03/31/2013,"THE NURTURING CENTER, INC.",3,0,43730,CAMBRIA HEIGHTS,10
03/31/2013,THE ONLY WAY TO RIDE INC,2,0,24017,W HEMPSTEAD,10
03/31/2013,THE PARK SCHOOL OF BUFFALO,3,0,1896,SNYDER,5
03/31/2013,THE SALVATION ARMY INC.,2,1,40369,BUFFALO,5
03/31/2013,THE SILVERSTIEN HEBREW ACADEMY,2,0,48325,GREAT NECK,10
03/31/2013,THE STATE TABERNACLE CHURCH,2,2,4565,BUFFALO,5
03/31/2013,THE STONYBROOK SCHOOL,26,1,1724,STONY BROOK,10
03/31/2013,THE URSULINE SCHOOL,10,1,28098,NEW ROCHELLE,8
03/31/2013,THELMA WILLIAMS TRANS.,12,1,3237,ROSEDALE,11
03/31/2013,THEODORE PAYNE,2,1,2202,INLET,2
03/31/2013,THERESA WILSON,2,0,20205,LAURELTON,11
03/31/2013,THG TRANSPORT INC,2,0,49310,WEST CHESTER,11
03/31/2013,"THOMAS BUSES, INC.",80,7,29010,BROOKLYN,11
03/31/2013,THOUSAND ISLAND EMERGENCY RESCUE SE,2,1,49323,CLAYTON,3
03/31/2013,THOUSAND ISLANDS C.S,54,1,4085,CLAYTON,3
03/31/2013,"TICHY EXPRESS, INC",5,4,47484,STATEN ISLAND,11
03/31/2013,TICONDEROGA CENTRAL SCHOOL,49,0,1646,TICONDEROGA,1
03/31/2013,TIFERES YOCHONON OF KARLIN STOLIN,7,1,37345,BROOKLYN,11
03/31/2013,TIMKEY LIMOUSINE COMPANY,4,0,23986,LOCKPORT,5
03/31/2013,TINY TREASURES DAY CARE,1,0,50291,KENMORE,5
03/31/2013,TIOGA CENTRAL SCHOOL DISTRICT,60,0,2961,TIOGA CENTER,4
03/31/2013,TIOGA OPPORTUNITIES PROGRAM INC,9,0,2962,OWEGO,4
03/31/2013,"TIOGA TRANSPORT, INC.",36,2,2963,NEWARK VALLEY,4
03/31/2013,TLC LIMO,1,1,49932,ELMIRA,4
03/31/2013,TLC MEDICAL TRANSPORTATION,26,5,2328,SYRACUSE,3
03/31/2013,TLC OF WNY,5,0,49039,DEPEW,5
03/31/2013,TLC TRANSPORTATION CORP OF WESTCHES,93,11,37752,YONKERS,8
03/31/2013,TLC TRANSPORTATION LLC,8,0,46345,DOBBS FERRY,8
03/31/2013,TLCH LLC,2,0,49372,BAYPORT,10
03/31/2013,"TLCM, LLC",223,1,41694,HOLBROOK,10
03/31/2013,TNJ TRANSPORTATION -D/B/A,1,0,45153,BROOKLYN,11
03/31/2013,TODAY'S LIMOUSINE,17,2,36739,WATERVLIET,1
03/31/2013,TODDLER PARK DAY CARE,12,3,3837,MOUNT VERNON,8
03/31/2013,TODDLERS WORK SHOP,2,0,4251,WEBSTER,4
03/31/2013,TOLDOS MEIR INC.,5,0,48055,BROOKLYN,11
03/31/2013,TOMMY'S SIGHTSEEING TOURS,1,0,38174,BAYSHORE,10
03/31/2013,TOMORROW TOURS INC.,1,0,38829,ELMHURST,11
03/31/2013,TOMPKINS CONSOLIDATED AREA TRANSIT,112,8,37903,ITHACA,3
03/31/2013,TOMS TRANSPORTATION SERVICE INC.,6,1,29477,SCARSDALE,8
03/31/2013,TOMY TOURS OF NY CORP,2,0,21764,STATEN ISLAND,11
03/31/2013,TONCHE TRANSIT INC.,27,1,2804,MT. TREMPER,8
03/31/2013,TOP CLASS LIMOUSINE_LTD.,10,1,37075,YONKERS,8
03/31/2013,TOP HAT LIMOUSINE INC,10,7,44605,BROOKLYN,11
03/31/2013,"TOP LINE TRANSPORT, LLC",6,0,50647,RONKONKOMA,10
03/31/2013,TOP OF THE WORLD LIMO LTD,2,0,45066,KINGS PARK,10
03/31/2013,TORAH ACADEMY FOR GIRLS,4,0,49469,FAR ROCKAWAY,11
03/31/2013,TORRES TAE KWON DO INC.,7,3,46247,CLIFTON PARK,1
03/31/2013,TOTAL SIGHTSEEING LLC,1,0,50048,NEW YORK,11
03/31/2013,TOTLEYS INC.,1,0,44163,C. ISLIP,10
03/31/2013,TOT'S LEARNING CENTER,2,0,23350,WAVERLY,4
03/31/2013,TOUCH OF CLASS & COACH INC.,2,1,23961,WYANDANCHA,10
03/31/2013,TOUR LINE INC,2,0,47186,FLUSHING,11
03/31/2013,TOWN BUS LLC,3,0,41305,ST. JAMES,10
03/31/2013,TOWN OF WEBB UNION FREE SCH. D,26,1,2248,OLD FORGE,2
03/31/2013,TOWN TINKER TUBE RENTAL,5,2,3027,PHOENICIA,8
03/31/2013,TOWNE BUS CORP,71,2,36080,HOLTSVILLE,10
03/31/2013,TOWNE BUS CORP,68,2,21055,HOLBROOK,10
03/31/2013,TOWNE BUS CORP,86,3,1866,SAINT JAMES,10
03/31/2013,TOWNE BUS CORP (BEDFORD),84,7,49908,PLAINVIEW,8
03/31/2013,TOWNE BUS CORP.,162,4,1967,BAYSHORE,10
03/31/2013,TOWNE BUS CORP. (GARDEN CITY),53,4,33758,HEMPSTEAD,10
03/31/2013,TOWNE BUS CORP._(PLAINVIEW),164,24,1753,PLAINVIEW,10
03/31/2013,TOWNE BUS LLC,142,5,33728,HOLTSVILLE,10
03/31/2013,TOWNE BUS LLC,8,1,48004,BAYSHORE,10
03/31/2013,TRACY &MALIK'S BUS COMPANY,12,3,42930,LAURELTON,11
03/31/2013,TRANS AMERICA TRANSPORT INC,4,2,49327,HOLBROOK,11
03/31/2013,TRANS EXPRESS,8,3,3729,BROOKLYN,11
03/31/2013,TRANSAM AMBULANCE,14,1,5663,OLEAN,5
03/31/2013,"TRANSCARE NEW YORK, INC.",65,7,6456,BROOKLYN,11
03/31/2013,"TRANSHELP TRANSPORTATION SERVICES,L",1,0,49539,ALBANY,1
03/31/2013,TRANSIT CONNECTION,13,1,1460,GLENS FALLS,1
03/31/2013,TRANSIT MGT. OF DUTCHESS COUNTY,75,7,46786,POUGHKEEPSIE,8
03/31/2013,TRANSPORTATION WITH CARE AMBULETTE,10,2,39267,LONG BEACH,10
03/31/2013,TRANSXPRESS SERVICES INC,17,0,33677,WOODSIDE,11
03/31/2013,TRAVEL BY SUPERIOR INC.,3,0,43503,BROOKLYN,11
03/31/2013,TRAVELPLAN USA INC,2,0,48076,JAMAICA,11
03/31/2013,TRI CITY TOURS/AMBULETTE INC,20,2,21767,MENANDS,1
03/31/2013,TRI COUNTY AMBULETTE,29,2,4007,YONKERS,8
03/31/2013,TRI VALLEY CENTRAL SCHOOL,6,1,2173,GRAHAMSVILLE,2
03/31/2013,TRINITY INSTITUTION,6,0,36158,ALBANY,1
03/31/2013,TRINITY LUTHERAN SCHOOL,4,0,37984,HICKSVILLE,10
03/31/2013,TRINITY PAWLING SCH CORP.,8,1,26518,PAWLING,8
03/31/2013,TRI-STAR TRANSPORT CORP,53,10,4124,MIDDLETOWN,8
03/31/2013,TRUCK KING (BABYLON),3,0,26513,BROOKLYN,10
03/31/2013,TRUMANSBURG CENTRAL SCHOOL,63,0,2967,TRUMANSBURG,4
03/31/2013,TT BUS TRANSPORT CO INC,1,0,25909,BRONX,11
03/31/2013,TTOM INC,1,0,30182,SMITHTOWN,10
03/31/2013,TUFARO TRANSIT CO INC.,88,4,3730,BROOKLYN,11
03/31/2013,TULLY CENTRAL SCHOOL,56,0,2440,TULLY,3
03/31/2013,TUMID B'ESIMCHA BUSES,3,1,20627,STATEN ISLAND,11
03/31/2013,TUPPER LAKE CENTRAL SCHOOL,36,2,2388,TUPPER LAKE,3
03/31/2013,TUR-BUS TRANSPORTATION CORP,28,10,40449,YONKERS,8
03/31/2013,TUTOR TIME - NEW HYDE PARK,1,0,30551,NEW HYDE PARK,10
03/31/2013,TUTOR TIME CHILD CARE LEARNING,5,1,5349,ISLANDA,10
03/31/2013,TUTOR TIME LEARNING CENTER LLC,10,0,48724,COMMACK,10
03/31/2013,TUTOR TIME-ECONOMIC OPPORTUNITY COU,4,0,37786,PATCHOGUE,10
03/31/2013,TUXEDO PARK SCHOOL,2,0,2773,TUXEDO PARK,8
03/31/2013,TUXEDO UNION FREE SCHOOL DISTR,34,2,2774,TUXEDO PARK,8
03/31/2013,TWETY BUS,7,1,20381,MASPETH,11
03/31/2013,TWIN CITY AMBULANCE,2,0,2058,TONAWANDA,5
03/31/2013,TWIN OAKS COUNTRY DAY SCHOOL,38,1,3939,FREEPORT,10
03/31/2013,TWINS AMBULETTE SERVICE INC.,10,0,4312,BROOKLYN,11
03/31/2013,TWO LIONS TOURS INC,3,1,49916,BROOKLYN,11
03/31/2013,TYMPF CO INC,27,3,28853,BROOKLYN,11
03/31/2013,U & ME  TRANSPORT INC,2,1,47223,BRONX,11
03/31/2013,U T SARATOGA LLC. NORTHWAY XPRESS,26,2,40372,SARATOGA SPRINGS,1
03/31/2013,U.S. TUXEDOS & LIMOUSINES CORP,18,3,49098,CORONA,11
03/31/2013,ULSTER CO. AREA TRANSIT DBA UCAT,54,3,44766,KINGSTON,8
03/31/2013,ULSTER CO. COMM. ACTION COMMIT,17,2,2806,KINGSTON,8
03/31/2013,ULSTER-GREENE COUNTY NYS ARC,4,0,27009,KINGSTON,8
03/31/2013,ULTIMATE CLASS TRANSPORTATION INC,4,4,22345,HICKSVILLE,10
03/31/2013,ULTIMATE TOURS LLC,4,0,45518,NEW YORK,11
03/31/2013,ULTRA MEDICAL TRANSPORT INC,4,0,48114,WEBSTER,4
03/31/2013,UNADILLA VALLEY CENTRAL SCHOOL,56,2,6771,NEW BERLIN,2
03/31/2013,UNATEGO CENTRAL SCHOOL,48,2,2140,OTEGO,2
03/31/2013,UNION AVE. Y,1,0,45956,NEW WINDSOR,8
03/31/2013,UNION ENDICOTT CENTRAL SCHOOL,112,3,2273,ENDICOTT,2
03/31/2013,UNION FREE S/D OF THE TARRYTOWNS,103,3,2858,NORTH TARRYTOWN,8
03/31/2013,UNION SPRINGS ACADEMY,2,1,4568,UNION SPRINGS,3
03/31/2013,UNION SPRINGS CEN. SCH.,48,1,2414,UNION SPRINGS,3
03/31/2013,UNION TOURS EXPRESS INC,11,2,49107,BELLPORT,11
03/31/2013,UNIONDALE UFSD,4,0,4047,UNIONDALE,10
03/31/2013,UNITED AMBULETTE INC.,21,1,3797,L.I.C,11
03/31/2013,UNITED BUS LLC,125,2,41086,BROOKLYN,11
03/31/2013,UNITED BUS LLC           HOBOKEN,8,0,49455,BROOKLYN,11
03/31/2013,"UNITED COACH LINES, INC.",14,1,48072,STATEN ISLAND,11
03/31/2013,UNITED KID'S TRANSPORTATION,4,0,34090,EAST ELMHURST,11
03/31/2013,UNITED LUBAVITAHER YESHIVOTH,4,0,3909,BROOKLYN,11
03/31/2013,UNITED TALMUDICAL ACADEMY,98,6,4537,BROOKLYN,11
03/31/2013,UNITED TALMUDICAL ACADEMY OF MONSEY,30,8,39362,SPRING VALLEY,8
03/31/2013,UNITED TALMUDICAL SEMINARY,9,0,46584,BROOKLYN,11
03/31/2013,"UNITED TOM TOM TRANSPORTATION, INC.",12,0,5519,BROOKLYN,11
03/31/2013,UNITY AMBULETTE CORP.,33,2,2775,FERNDALE,2
03/31/2013,UNITY GREATER HIGHWAY CHURCH,2,1,40267,BAYSHORE,10
03/31/2013,UNITY HOUSE,8,0,1704,TROY,1
03/31/2013,UNIVERSAL AMBULETTE SERVICE,2,0,3327,BELLROSE,11
03/31/2013,UNIVERSITY OF ROCHESTER,7,0,2608,ROCHESTER,4
03/31/2013,UNIWORLD TOURS INC.,41,0,4369,L.I.C.,11
03/31/2013,UPPER ROOM CHRISTIAN SCHOOL,5,0,37807,DIX HILLS,10
03/31/2013,UPSTATE TRANSIT OF SARATOGA LLC,30,0,40102,SARATOGA SPRINGS,1
03/31/2013,UPWARD MOBILITY LIMOUSINE,52,3,23931,QUEENS,11
03/31/2013,"USA UNITED BUS EXPRESS, INC.",26,1,23938,BROOKLYN,11
03/31/2013,"USA UNITED TRANSIT, INC.",43,1,4176,BROOKLYN,11
03/31/2013,UTA OF BOROUGH PARK INC.,53,12,3732,BROOKLYN,11
03/31/2013,UTA OF KIRYAS JOEL INC.,6,0,2627,MONROE,8
03/31/2013,"V & N TRANSPORTATION, INC",2,0,46046,BROOKLYN,11
03/31/2013,V&C TRANSPORTATION,6,0,29817,FAR ROCKAWAY,11
03/31/2013,V.O. PARTNERS  DBA -EXPRESS_AMBULET,17,1,3079,BROOKLYN,11
03/31/2013,V0LGA TRANSPORTATION CORP,34,1,5826,BROOKLYN,11
03/31/2013,VALHALLA UNION FREE SCHOOL DIST.,2,0,2628,VALHALLA,8
03/31/2013,VALIANT A TRANSPORTATION,4,0,5703,BROOKLYN,11
03/31/2013,VALLO TRANSPORTATION L.T.D.,147,6,3770,WHITESTONE,11
03/31/2013,VALO TRANSPORTATION LTD,2,0,48490,SOUTH FALLSBURGH,8
03/31/2013,VANTOUR 1 INC,9,0,26475,MONSEY,11
03/31/2013,VANYS TRANS.,2,0,3799,ELMHURST,11
03/31/2013,VARGAS TRANSPORTATION,6,0,34143,EAST ELMHURST,11
03/31/2013,VARIETY PRE-SCHOOLER'S WORKSHOP,2,0,24802,SYOSSETT,10
03/31/2013,"VARSITY BUS CO., INC",312,22,3036,BROOKLYN,11
03/31/2013,VEGA TRANSPORTATION CO. INC.,87,2,3239,EAST ELMHURST,11
03/31/2013,VEL COACH INC.,57,2,2862,NANUET,8
03/31/2013,VEOLIA TRANSPORTATION,837,141,49367,GARDEN CITY,10
03/31/2013,VERNON VERONA SHERRIL CS,66,6,2249,VERONA,2
03/31/2013,VESTAL CENTRAL SCHOOL,145,4,2274,VESTAL,2
03/31/2013,VETERANS TRANSPORTATION CO. INC.,473,60,3582,VALLEY STREAM,10
03/31/2013,VICTOR CENTRAL SCHOOL DISTRICT,153,1,2611,VICTOR,4
03/31/2013,VICTORY TRANSIT INC,5,1,48461,YONKERS,11
03/31/2013,VILLAGE OF COOPERSTOWN,6,0,49106,COOPERSTOWN,2
03/31/2013,VILLAGE OF SPRING VALLEY,2,2,5247,SPRING VALLEY,8
03/31/2013,VIP AMBULETTE INC,24,2,26831,SPRING VALLEY,8
03/31/2013,VIP LIMOS SERVICE INC.,2,0,46250,FREEPORT,10
03/31/2013,VIRGO AMBULETTE CORP,4,0,5860,VALLEY STREAM,11
03/31/2013,VISCONTI BUS SERVICE LLC,103,5,37346,NEWBURGH,8
03/31/2013,VISCONTI LIMOUSINES INC,3,0,2778,NEWBURGH,8
03/31/2013,VITAL TRANSIT INC.,6,0,33667,QUEENS VILLAGE,11
03/31/2013,VIZNITZ INSTITUTIONS INC,1,1,37788,KIAMESHA LAKE,8
03/31/2013,VIZNITZER CHAIDER TIFERES YISROEL,8,1,5792,BROOKLYN,11
03/31/2013,VOLATOUR INC,11,1,20947,NEW YORK,11
03/31/2013,VOLUNTEERS OF AMERICA,2,0,21763,ROCHESTER,4
03/31/2013,VOORHEESVILLE CENTRAL SCHOOL,76,3,1509,VOORHEESVILLE,1
03/31/2013,VOYAGER TOURS INC.,8,3,28654,BRONX,11
03/31/2013,W LUXURY TRANSPORTATION LLC,7,1,44701,SMITHTOWN,10
03/31/2013,W&W COACH INC.,2,1,50179,WYANDANCH,10
03/31/2013,WADE TOURS,59,8,1561,SCHENECTADY,1
03/31/2013,WAH LUN TRANSPORTATION INC,79,4,39270,BROOKLYN,11
03/31/2013,"WALDORF SCHOOL OF GARDEN CITY, THE",4,0,37486,GARDEN CITY,10
03/31/2013,WALKER BIBLE BAPTIST CHURCH,1,1,37803,HILTON,4
03/31/2013,WALKER ETERPRISE,6,2,48559,OSWEGO,3
03/31/2013,WALTON CENTRAL SCHOOL,46,0,2141,WALTON,2
03/31/2013,WANTAGH U.F.S.D.,4,1,5429,WANTAGH,10
03/31/2013,WAPPINGERS CENTRAL SCHOOL,504,47,2827,WAPPINGERS FALLS,8
03/31/2013,WARREN COUNTY HEAD START,11,0,1503,GLENS FALLS,1
03/31/2013,WARREN HAMILTON ACEO,8,0,1502,GLENS FALLS,1
03/31/2013,WARRENSBURG CENTRAL SCHOOL,42,8,1504,WARENSBURG,1
03/31/2013,WARSAW CENTRAL SCHOOL,5,0,25493,WARSAW,4
03/31/2013,WARWICK VALLEY CENTRAL SCHOOL,154,2,2835,WARWICK,8
03/31/2013,WASHINGTON COUNTY HEAD START,60,6,1505,HUDSON FALLS,1
03/31/2013,WASHINGTONVILLE CENTRAL SCHOOL,186,3,2836,WASHINGTONVILLE,8
03/31/2013,WATERFORD HALFMOON SCHOOL DISTRICT,10,0,1573,WATERFORD,1
03/31/2013,WATERLOO CENTRAL SCHOOL,65,0,2415,WATERLOO,3
03/31/2013,WATERTOWN CITY SCHOOL DISTRICT,3,0,4291,WATERTOWN,3
03/31/2013,WATERVILLE CENTRAL SCHOOL,54,3,2216,WATERVILLE,2
03/31/2013,WATERVLIET CITY SCHOOL,9,1,1510,WATERVLIET,1
03/31/2013,WATKINS GLEN CENTRAL SCHOOL,54,0,2938,WATKINS GLEN,4
03/31/2013,WAVERLY CENTRAL SCHOOL DISTRIC,41,0,2968,WAVERLY,4
03/31/2013,WAYLAND COHOCTON CENTRAL SCHOO,94,0,2738,WAYLAND,4
03/31/2013,WAYNE CENTRAL SCHOOL,128,0,2992,ONTARIO CENTER,3
03/31/2013,WAYNE COUNTY ACTION PROGRAM,8,2,2416,LYONS,3
03/31/2013,WAYNE-FINGER LAKES BOCES,4,0,30183,NEWARK,3
03/31/2013,WAYNE-FINGER LAKES BOCES,26,1,5244,NEWARK,3
03/31/2013,WAYNE-FINGER LAKES BOCES,27,0,4580,NEWARK,4
03/31/2013,WCA SERVICES CORP.,7,1,2300,JAMESTOWN,5
03/31/2013,WE CARE,239,23,2205,BUFFALO,5
03/31/2013,WE TRANSPORT INC,99,0,4121,SAINT JAMES,10
03/31/2013,WE TRANSPORT INC,151,1,21054,HOLBROOK,10
03/31/2013,WE TRANSPORT INC.,58,1,1868,HOLTSVILLE,10
03/31/2013,WE TRANSPORT INC.,214,7,1969,BAYSHORE,10
03/31/2013,WE TRANSPORT INC.,1,0,28912,JAMAICA,11
03/31/2013,WE TRANSPORT INC. (GARDEN CITY),145,0,36166,HEMPSTEAD,10
03/31/2013,WE TRANSPORT INC.(PLAINVIEW),254,27,1754,PLAINVIEW,10
03/31/2013,WE TRANSPORT L. P.,66,0,5927,BAYSHORE,10
03/31/2013,WE TRANSPORT L. P.,85,2,5928,HOLTSVILLE,10
03/31/2013,WE TRANSPORT L.P.,16,0,6262,ST JAMES,10
03/31/2013,WE TRANSPORT LP,60,3,47007,HEMPSTEAD,10
03/31/2013,WE TRANSPORT LP(PLAINVIEW),109,7,6261,PLAINVIEW,10
03/31/2013,WEBSTER CENTRAL SCHOOL DISTRIC,375,18,2994,WEBSTER,4
03/31/2013,WEBUTUCK CENTRAL SCHOOL DISTRI,54,11,2807,AMENIA,8
03/31/2013,WEDDING CENTER PLUS DEPOT INC.,1,0,49917,YONKERS,8
03/31/2013,"WEDRIVEU, INC",2,0,50240,OAKDALE,10
03/31/2013,WEEDSPORT CENTRAL SCHOOL,36,2,2418,WEEDSPORT,3
03/31/2013,WELLS CENTRAL SCHOOL,16,0,2251,WELLS,1
03/31/2013,WELLSVILLE CENTRAL SCHOOL,51,4,2740,WELLSVILLE,4
03/31/2013,WEST BABYLON SCHOOLS,156,3,1755,WEST BABYLON,10
03/31/2013,WEST CANADA VALLEY CENTRAL SCH,40,0,2116,NEWPORT,2
03/31/2013,WEST GENESEE CENTRAL SCHOOL,173,6,2466,CAMILLUS,3
03/31/2013,WEST HILLS DAY CAMP,1,1,5799,HUNTINGTON,10
03/31/2013,WEST HILLS MONTESSORI SCHOOLS,3,3,27007,MELVILLE,10
03/31/2013,WEST ISLIP U.F.S.D.,33,2,1925,WEST ISLIP,10
03/31/2013,WEST POINT TOURS INC. (NW),390,23,2686,VAILS GATE,8
03/31/2013,"WEST POINT TOURS, INC. (HF)",56,0,37488,VAILS GATE,8
03/31/2013,WEST SENECA CENTRAL SCHOOL,226,14,2364,WEST SENECA,5
03/31/2013,WEST VALLEY CENTRAL SCHOOL,24,1,1800,WEST VALLEY,5
03/31/2013,WESTBURY U.F.S.D.,2,0,42332,OLD WESTBURY,10
03/31/2013,WESTCHESTER AMBULETTE SERVICE INC.,105,0,4009,YONKERS,8
03/31/2013,WESTCHESTER AREA SCHOOL,2,1,49401,NEW ROCHELLE,8
03/31/2013,WESTCHESTER JUMBO TAXI SERVICE,24,4,3022,VALHALLA,8
03/31/2013,WESTCHESTER SCHOOL SPECIAL CHILDREN,4,1,37076,YONKERS,8
03/31/2013,WESTCOP OUTER LIMITS TRANS SERV INC,18,11,28970,ELMSFORD,8
03/31/2013,WESTCOP THRERAPEUTIC NURSERY SCHOOL,5,2,39470,GRANITE SPRINGS,8
03/31/2013,WESTERN NY INDEPENDENT LIVING,8,2,1900,BUFFALO,5
03/31/2013,WESTERN NY MARITIME CHARTER SCHOOL,4,0,44913,BUFFALO,5
03/31/2013,WESTFIELD CENTRAL SCHOOL,27,1,2301,WESTFIELD,5
03/31/2013,WESTHILL CENTRAL SCHOOL DISTRI,87,0,2467,SYRACUSE,3
03/31/2013,WESTMORELAND CENTRAL SCHOOL,42,1,2218,WESTMORELAND,2
03/31/2013,WESTPORT CENTRAL SCHOOL,16,1,1649,WESTPORT,1
03/31/2013,WHEATLAND-CHILI CENTRAL SCHOOL,43,1,2540,SCOTTSVILLE,4
03/31/2013,WHEELERS ACCESSIBLE VAN,22,1,1552,ALBANY,1
03/31/2013,WHEELERVILLE UNION FREE SCHOOL,15,0,1623,CAROGA LAKE,1
03/31/2013,WHEELS OF FORTUNE TRANSPORTATION,17,2,4395,BROOKLYN,11
03/31/2013,WHITE PLAINS BUS CO.,473,26,2629,NO WHITE PLAINS,8
03/31/2013,WHITE PLAINS BUS CO. (MC),8,2,32555,NO WHITE PLAINS,8
03/31/2013,WHITEHALL CENTRAL SCHOOL,39,2,1506,WHITEHALL,1
03/31/2013,WHITEHOUSE EARLY LEARNING CENTER,1,0,50598,ROOSEVELT,10
03/31/2013,WHITESANDS TRANSPORTATION LLC.,4,0,30367,SPRINGFIELD GARDENS,11
03/31/2013,WHITESBORO CENTRAL SCHOOL,134,1,2253,WHITESBORO,2
03/31/2013,WHITESVILLE CENTRAL SCHOOL,12,2,2742,WHITESVILLE,4
03/31/2013,WHITNEY POINT CENTRAL SCHOOL,117,0,2275,WHITNEY POINT,2
03/31/2013,WHITNEY YOUNG HEAD START,2,1,27259,ELMSFORD,8
03/31/2013,WILCOX MINI BUS SERVICE,2,0,38830,LEROY,4
03/31/2013,"WILLIAM G. BECKER & SONS, INC.",24,1,2163,NORTH JAVA,4
03/31/2013,WILLIAMSON CENTRAL SCHOOL,73,4,2573,WILLIAMSON,3
03/31/2013,WILLIAMSVILLE CENTRAL SCHOOL,106,6,2071,WILLIAMSVILLE,5
03/31/2013,WILLIES BUS SERVICE,2,0,6019,BROOKLYN,11
03/31/2013,WILLOW BUS SERVICE,1,0,3214,ROSLYN,10
03/31/2013,WILLSBORO CENTRAL SCHOOL,19,2,1650,WILLSBORO,1
03/31/2013,WILOU TRANSIT SERVICES INC.,9,2,6208,PEEKSKILL,8
03/31/2013,WINDHAM/ASHLAND/JEWETT CS,31,1,2024,WINDHAM,2
03/31/2013,WINDSOR CENTRAL SCHOOL,88,1,2176,WINDSOR,2
03/31/2013,WINDSOR LEASING AMBULETTE,28,1,4584,BRONX,11
03/31/2013,WINDWARD SCHOOL,8,2,29088,WHITE PLAINS,8
03/31/2013,WINSLOW THERAPUTIC RIDING CTR. INC.,2,0,43931,WARWICK,8
03/31/2013,WINSTON AMERICAN TRANSP INC,26,4,1897,MEDFORD,10
03/31/2013,WOLF'S DAY CARE CENTER,2,1,6103,SAUGERTIES,1
03/31/2013,"WOLVERINE LINE, INC.",1,0,30048,YONKERS,8
03/31/2013,WOODBURY LIMOUSINE SERVICE INC.,16,1,25248,SYOSSET,10
03/31/2013,WOODEN SHOE NURSERY SCHOOL,6,0,3215,VALLEY STREAM,10
03/31/2013,WOODSTOCK DAY SCHOOL,1,0,50286,WOODSTOCK,1
03/31/2013,WORCESTER CENTRAL SCHOOL,29,0,2025,WORCESTER,2
