Project Number,Program Name,Project Type,Activity,Contract Amount,Organization,County,Municipality,Current Status,Residential Units - Existing,Residential Units – New,Civic Units - Existing,Civic Units – New,Commercial Units - Existing,Commercial Units – New
20010176,REST,LPA,CNSTR/RHAB,50000,"WYOMING COUNTY COMMUNITY ACTION, INC.",WYOMING,MULTI-MUNI,CMPL,27,0,0,0,0,0
20010177,REST,LPA,CNSTR/RHAB,50000,"HOUSING ASSISTANCE PROGRAM OF ESSEX COUNTY, INC.",ESSEX,MULTI-MUNI,CMPL,21,0,0,0,0,0
20010178,HOME,LPA,CNSTR/RHAB,400000,"WYOMING COUNTY COMMUNITY ACTION, INC.",WYOMING,MULTI-MUNI,CMPL,24,0,0,0,0,0
20010179,HOME,LPA,CNSTR/RHAB,400000,"HOUSING ASSISTANCE PROGRAM OF ESSEX COUNTY, INC.",ESSEX,MULTI-MUNI,CMPL,17,0,0,0,0,0
20010180,REST,LPA,CNSTR/RHAB,50000,"TIOGA OPPORTUNITIES, INC.",TIOGA,MULTI-MUNI,CMPL,21,0,0,0,0,0
20010185,REST,LPA,CNSTR/RHAB,50000,"ALBANY COUNTY RURAL HOUSING ALLIANCE, INC.",ALBANY,MULTI-MUNI,CMPL,40,0,0,0,0,0
20010187,HOME,LPA,CNSTR/RHAB,158000,"ALBANY COUNTY RURAL HOUSING ALLIANCE, INC.",ALBANY,MULTI-MUNI,CMPL,25,0,0,0,0,0
20010190,REST,LPA,CNSTR/RHAB,50000,"REGIONAL ECONOMIC COMMUNITY ACTION PROGRAM, INC.",ORANGE,MULTI-MUNI,CMPL,25,0,0,0,0,0
20010195,HOME,LPA,CNSTR/RHAB,103816,CHAUTAUQUA HOME REHABILITATION AND IMPROVEMENT CORP.,CHAUTAUQUA,DUNKIRK,CMPL,4,0,0,0,0,0
20010199,HOME,LPA,ACQUIS,400000,"KIRYAS JOEL COMMUNITY HOUSING DEVELOPMENT ORGANIZATION, INC.",ORANGE,KIRYAS JOEL,CMPL,51,0,0,0,0,0
20010202,REST,LPA,CNSTR/RHAB,50000,CHAUTAUQUA HOME REHABILITATION AND IMPROVEMENT CORP.,CHAUTAUQUA,MULTI-MUNI,CMPL,34,0,0,0,0,0
20010203,HOME,LPA,ACQUIS,400000,SENECA COUNTY,SENECA,MULTI-MUNI,CMPL,28,0,0,0,0,0
20010206,HOME,LPA,ACQUIS,400000,WESTCHESTER INTERFAITH HOUSING CORP.,WESTCHESTER,MULTI-MUNI,CMPL,21,0,0,0,0,0
20010207,HOME,LPA,CNSTR/RHAB,400000,MOHAWK INDIAN HOUSING CORP.,FRANKLIN,BOMBAY,CMPL,23,0,0,0,0,0
20010209,HOME,LPA,ACQUIS,323290,"BETTER NEIGHBORHOODS, INC.",SCHENECTADY,SCHENECTADY,CMPL,15,0,0,0,0,0
20010214,REST,LPA,CNSTR/RHAB,50000,"MOHAWK VALLEY COMMUNITY ACTION AGENCY, INC.",MULTI-COUNTY,,CMPL,31,0,0,0,0,0
20010215,HOME,LPA,ACQUIS,147212,AFFORDABLE HOUSING PARTNERSHIP OF THE CAPITAL REGION,MULTI-COUNTY,,CMPL,28,0,0,0,0,0
20010216,HOME,LPA,ACQUIS,400000,"SHANDAKEN REVITALIZATION PLAN COMMITTEE, INC.",ULSTER,MULTI-MUNI,CMPL,26,0,0,0,0,0
20010218,REST,LPA,CNSTR/RHAB,50000,STRAND COMMUNITY ORGANIZATION TO REHABILITATE THE ENVIRONMENT,ULSTER,KINGSTON,CMPL,10,0,0,0,0,0
20010220,REST,LPA,CNSTR/RHAB,50000,"WASHINGTONVILLE HOUSING ALLIANCE, INC.",WESTCHESTER,MULTI-MUNI,CMPL,14,0,0,0,0,0
20010222,HOME,LPA,CNSTR/RHAB,400000,CHAUTAUQUA HOME REHABILITATION AND IMPROVEMENT CORP.,CHAUTAUQUA,MULTI-MUNI,CMPL,44,0,0,0,0,0
20010225,HOME,LPA,CNSTR/RHAB,209698,"GROUP 14621 COMMUNITY ASSOCIATION, INC.",MONROE,ROCHESTER,CMPL,15,0,0,0,0,0
20020007,HOME,LPA,ACQUIS,400000,"OTSEGO RURAL HOUSING ASSISTANCE, INC.",OTSEGO,MULTI-MUNI,CMPL,21,0,0,0,0,0
20020009,HOME,LPA,CNSTR/RHAB,170000,VILLAGE OF BOONVILLE,ONEIDA,BOONVILLE,CMPL,12,0,0,0,0,0
20020010,HOME,LPA,ACQUIS,230420,VILLAGE OF ILION,HERKIMER,ILION,CMPL,13,0,0,0,0,0
20020011,HOME,LPA,ACQUIS,400000,SCHENECTADY MUNICIPAL HOUSING AUTHORITY,SCHENECTADY,SCHENECTADY,CMPL,20,0,0,0,0,0
20020012,HOME,LPA,ACQUIS,400000,"COMMUNITY HOUSING INNOVATIONS, INC.",WESTCHESTER,MULTI-MUNI,CMPL,21,0,0,0,0,0
20020014,HOME,LPA,ACQUIS,496584,"TRI COUNTY HOUSING COUNCIL, INC.",MULTI-COUNTY,,CMPL,42,0,0,0,0,0
20020017,HOME,LPA,CNSTR/RHAB,300000,"MOHAWK VALLEY COMMUNITY ACTION AGENCY, INC.",MULTI-COUNTY,,CMPL,17,0,0,0,0,0
20020018,HOME,LPA,ACQUIS,400000,"ROCKLAND HOUSING ACTION COALITION, INC.",ROCKLAND,MULTI-MUNI,CMPL,20,0,0,0,0,0
20020019,HOME,LPA,CNSTR/RHAB,315000,COMMUNITY PROGRESS INC.,STEUBEN,MULTI-MUNI,CMPL,18,0,0,0,0,0
20020021,HOME,LPA,CNSTR/RHAB,500000,CUBA COMMUNITY DEVELOPMENT CORPORATION,ALLEGANY,MULTI-MUNI,CMPL,43,0,0,0,0,0
20020022,HOME,LPA,CNSTR/RHAB,300000,CITY OF GLOVERSVILLE,FULTON,GLOVERSVILLE,CMPL,17,0,0,0,0,0
20020024,HOME,LPA,ACQUIS,400000,"COMMUNITY HOUSING INNOVATIONS, INC.",SUFFOLK,MULTI-MUNI,CMPL,24,0,0,0,0,0
20020029,HOME,LPA,ACQUIS,268000,SCHOHARIE COUNTY RURAL PRESERVATION CORP.,SCHOHARIE,MULTI-MUNI,CMPL,15,0,0,0,0,0
20020031,HOME,LPA,CNSTR/RHAB,218000,CITY OF LOCKPORT,NIAGARA,LOCKPORT,CMPL,21,0,0,0,0,0
20020032,HOME,LPA,ACQUIS,300000,"HOME HEADQUARTERS, INC.",ONONDAGA,SYRACUSE,CMPL,14,0,0,0,0,0
20020035,HOME,LPA,ACQUIS,94896,"NIAGARA FALLS NEIGHBORHOOD HOUSING SERVICES, INC.",NIAGARA,NIAGARA FALLS,CMPL,5,0,0,0,0,0
20020036,HOME,LPA,CNSTR/RHAB,332073,RURAL REVITALIZATION CORP.,CATTARAUGUS,MULTI-MUNI,CMPL,24,0,0,0,0,0
20020039,HOME,LPA,CNSTR/RHAB,400000,BRONX SHEPHERDS RESTORATION CORP.,BRONX,NEW YORK CITY,CMPL,23,0,0,0,0,0
20020041,HOME,LPA,ACQUIS,225000,CHAUTAUQUA HOME REHABILITATION AND IMPROVEMENT CORP.,CHAUTAUQUA,DUNKIRK,CMPL,16,0,0,0,0,0
20020045,HOME,LPA,CNSTR/RHAB,400000,CITY OF JOHNSTOWN,FULTON,JOHNSTOWN,CMPL,20,0,0,0,0,0
20020047,HOME,LPA,ACQUIS,123712,COMMUNITY ACTION PROGRAM FOR MADISON COUNTY,MADISON,MULTI-MUNI,CMPL,3,0,0,0,0,0
20020048,HOME,LPA,CNSTR/RHAB,250000,"WEST SIDE NEIGHBORHOOD HOUSING SERVICES, INC.",ERIE,BUFFALO,CMPL,12,0,0,0,0,0
20020050,HOME,LPA,ACQUIS,245000,"RUPCO, INC.",ULSTER,KINGSTON,CMPL,15,0,0,0,0,0
20020054,HOME,LPA,CNSTR/RHAB,400000,"HOUSING ASSISTANCE PROGRAM OF ESSEX COUNTY, INC.",ESSEX,MULTI-MUNI,CMPL,19,0,0,0,0,0
20020057,HOME,LPA,ACQUIS,400000,ONONDAGA COUNTY HOUSING DEVELOPMENT FUND COMPANY,ONONDAGA,MULTI-MUNI,CMPL,20,0,0,0,0,0
20020058,HOME,LPA,CNSTR/RHAB,400000,"WYOMING COUNTY COMMUNITY ACTION, INC.",WYOMING,MULTI-MUNI,CMPL,20,0,0,0,0,0
20020059,HOME,LPA,ACQUIS,500000,"ESSEX COMMUNITY HERITAGE ORGANIZATION, INC.",ESSEX,MULTI-MUNI,CMPL,30,0,0,0,0,0
20020060,HOME,LPA,ACQUIS,195360,PATHSTONE COMMUNITY IMPROVEMENT OF NEWBURGH,ORANGE,NEWBURGH,CMPL,8,0,0,0,0,0
20020061,HOME,LPA,ACQUIS,28400,NCS COMMUNITY DEVELOPMENT CORP.,MONROE,ROCHESTER,CMPL,1,0,0,0,0,0
20020063,HOME,LPA,CNSTR/RHAB,400000,"SNOW BELT HOUSING COMPANY, INC.",LEWIS,MULTI-MUNI,CMPL,23,0,0,0,0,0
20020065,HOME,LPA,CNSTR/RHAB,400000,"GROWEST, INC.",ONEIDA,UTICA,CMPL,33,0,0,0,0,0
20020067,HOME,LPA,ACQUIS,400000,"HABITAT FOR HUMANITY - NEW YORK CITY, INC.",KINGS,NEW YORK CITY,CMPL,20,0,0,0,0,0
20020070,HOME,LPA,ACQUIS,0,"NORTH EAST AREA DEVELOPMENT, INC.",MONROE,MULTI-MUNI,INA,6,0,0,0,0,0
20020071,HOME,LPA,ACQUIS,86783,CATSKILL MOUNTAIN HOUSING DEVELOPMENT CORP. INC.,GREENE,MULTI-MUNI,CMPL,8,0,0,0,0,0
20020072,HOME,LPA,ACQUIS,200000,CATHOLIC CHARITIES OF THE SOUTHERN TIER,TIOGA,MULTI-MUNI,CMPL,13,0,0,0,0,0
20020073,HOME,LPA,CNSTR/RHAB,400000,"PARODNECK FOUNDATION FOR SELF-HELP, HOUSING & CD, INC.",NYC,NEW YORK CITY,CMPL,20,0,0,0,0,0
20020076,HOME,LPA,ACQUIS,400000,"NHS OF STATEN ISLAND, INC.",RICHMOND,NEW YORK CITY,CMPL,22,0,0,0,0,0
20020077,HOME,LPA,CNSTR/RHAB,328708,THE VALLEY RURAL HOUSING CORPORATION,MONTGOMERY,MULTI-MUNI,CMPL,25,0,0,0,0,0
20020079,HOME,LPA,ACQUIS,400000,COUNTY OF ONTARIO,ONTARIO,MULTI-MUNI,CMPL,31,0,0,0,0,0
20020080,HOME,LPA,ACQUIS,198300,COUNTY OF YATES,YATES,MULTI-MUNI,CMPL,16,0,0,0,0,0
20020081,HOME,LPA,ACQUIS,200000,COUNTY OF WAYNE,WAYNE,MULTI-MUNI,CMPL,13,0,0,0,0,0
20020083,HOME,LPA,CNSTR/RHAB,300000,"ST LAWRENCE COUNTY COMMUNITY DEVELOPMENT PROGRAM, INC.",ST LAWRENCE,MULTI-MUNI,CMPL,19,0,0,0,0,0
20020085,HOME,LPA,CNSTR/RHAB,163000,URBAN LEAGUE OF ROCHESTER ECONOMIC DEVELOPMENT CORP.,MONROE,ROCHESTER,CMPL,10,0,0,0,0,0
20020087,HOME,LPA,ACQUIS,410355,"M-ARK PROJECT, INC.",MULTI-COUNTY,,CMPL,22,0,0,0,0,0
20020089,HOME,LPA,CNSTR/RHAB,400000,MOHAWK INDIAN HOUSING CORP.,FRANKLIN,MULTI-MUNI,CMPL,24,0,0,0,0,0
20020090,HOME,LPA,CNSTR/RHAB,98200,RURAL HOUSING OPPORTUNITIES CORPORATION,WAYNE,MULTI-MUNI,CMPL,4,0,0,0,0,0
20020093,HOME,LPA,CNSTR/RHAB,400000,COUNTY OF LIVINGSTON,LIVINGSTON,MULTI-MUNI,CMPL,25,0,0,0,0,0
20020095,HOME,LPA,ACQUIS,400000,"GENESEE VALLEY RURAL PRESERVATION COUNCIL, INC.",GENESEE,BATAVIA,CMPL,23,0,0,0,0,0
20020098,HOME,LPA,ACQUIS,400000,"KIRYAS JOEL COMMUNITY HOUSING DEVELOPMENT ORGANIZATION, INC.",ORANGE,KIRYAS JOEL,CMPL,58,0,0,0,0,0
20020099,HOME,LPA,ACQUIS,280900,NEW OPPORTUNITIES COMMUNITY HOUSING DEVELOPMENT CORP.,ERIE,MULTI-MUNI,CMPL,20,0,0,0,0,0
20020100,HOME,LPA,CNSTR/RHAB,258761,"SHELTERS OF SARATOGA, INC.",SARATOGA,SARATOGA SPRINGS,CMPL,20,0,0,0,0,0
20020101,HOME,LPA,CNSTR/RHAB,285265,"COMMUNITY ACTION IN SELF-HELP, INC.",WAYNE,MULTI-MUNI,CMPL,23,0,0,0,0,0
20020104,HOME,LPA,ACQUIS,400000,"ITHACA NEIGHBORHOOD HOUSING SERVICES, INC.",TOMPKINS,ITHACA,CMPL,25,0,0,0,0,0
20020107,HOME,LPA,ACQUIS,400000,"NEIGHBORS OF WATERTOWN, INC.",JEFFERSON,WATERTOWN,CMPL,13,0,0,0,0,0
20020109,HOME,LPA,ACQUIS,200000,SENECA COUNTY,SENECA,MULTI-MUNI,CMPL,12,0,0,0,0,0
20020112,HOME,LPA,CNSTR/RHAB,378755,VILLAGE OF HOOSICK FALLS,RENSSELAER,HOOSICK FALLS,CMPL,20,0,0,0,0,0
20020114,HOME,LPA,CNSTR/RHAB,400000,COUNTY OF WARREN,WARREN,MULTI-MUNI,CMPL,27,0,0,0,0,0
20020115,HOME,LPA,CNSTR/RHAB,400000,VILLAGE OF MONTICELLO,SULLIVAN,MONTICELLO,CMPL,20,0,0,0,0,0
20020122,HOME,LPA,CNSTR/RHAB,400000,VILLAGE OF FORT EDWARD,WASHINGTON,FORT EDWARD,CMPL,22,0,0,0,0,0
20020125,HOME,LPA,ACQUIS,200000,"OSWEGO HOUSING DEVELOPMENT COUNCIL, INC.",OSWEGO,MULTI-MUNI,CMPL,21,0,0,0,0,0
20020127,HOME,LPA,ACQUIS,400000,"OPPORTUNITIES FOR CHENANGO, INC.",CHENANGO,MULTI-MUNI,CMPL,17,0,0,0,0,0
20020130,HOME,LPA,ACQUIS,400000,ARBOR HILL DEVELOPMENT CORP.,ALBANY,ALBANY,CMPL,19,0,0,0,0,0
20020131,HOME,LPA,ACQUIS,588379,"RESEARCH FOUNDATION FOR MENTAL HYGIENE, INC.",MULTI-COUNTY,,CMPL,26,0,0,0,0,0
20020132,REST,LPA,CNSTR/RHAB,30000,"COMMISSION ON ECONOMIC OPPORTUNITY FOR THE GREATER CAPITAL REGION, INC.",RENSSELAER,MULTI-MUNI,CMPL,19,0,0,0,0,0
20020134,REST,LPA,CNSTR/RHAB,30000,MARGERT COMMUNITY CORP.,QUEENS,NEW YORK CITY,CMPL,9,0,0,0,0,0
20020138,HOME,LPA,CNSTR/RHAB,400000,"RPC OF CLINTON COUNTY, INC",CLINTON,MULTI-MUNI,CMPL,29,0,0,0,0,0
20020144,REST,LPA,CNSTR/RHAB,30000,PRATT AREA COMMUNITY COUNCIL,KINGS,NEW YORK CITY,CMPL,9,0,0,0,0,0
20020150,REST,LPA,CNSTR/RHAB,30000,PUTNAM COUNTY HOUSING CORP.,PUTNAM,MULTI-MUNI,CMPL,9,0,0,0,0,0
20020162,REST,LPA,CNSTR/RHAB,30000,"OTSEGO RURAL HOUSING ASSISTANCE, INC.",OTSEGO,MULTI-MUNI,CMPL,17,0,0,0,0,0
20020165,REST,LPA,CNSTR/RHAB,70000,"BISHOP SHEEN ECUMENICAL HOUSING FOUNDATION, INC.",MULTI-COUNTY,,CMPL,39,0,0,0,0,0
20020170,REST,LPA,CNSTR/RHAB,30000,"COMLINKS, INC.",FRANKLIN,MULTI-MUNI,CMPL,13,0,0,0,0,0
20020174,REST,LPA,CNSTR/RHAB,30000,SCAP D/B/A ARBOR HOUSING & DEVELOPMENT,STEUBEN,MULTI-MUNI,CMPL,13,0,0,0,0,0
20020178,REST,LPA,CNSTR/RHAB,30000,CAYUGA COUNTY HOMSITE DEVELOPMENT CORP.,CAYUGA,MULTI-MUNI,CMPL,25,0,0,0,0,0
20020179,REST,LPA,CNSTR/RHAB,30000,"CORTLAND COUNTY COMMUNITY ACTION PROGRAM, INC.",CORTLAND,MULTI-MUNI,CMPL,22,0,0,0,0,0
20020182,REST,LPA,CNSTR/RHAB,30000,"STONELEIGH HOUSING, INC.",MADISON,MULTI-MUNI,CMPL,11,0,0,0,0,0
20020191,REST,LPA,CNSTR/RHAB,30000,"NORTHFIELD COMMUNITY LDC OF STATEN ISLAND, INC.",RICHMOND,NEW YORK CITY,CMPL,11,0,0,0,0,0
20030018,HOME,LPA,CNSTR/RHAB,499825,COUNTY OF ALLEGANY,ALLEGANY,MULTI-MUNI,CMPL,34,0,0,0,0,0
20030021,REST,LPA,CNSTR/RHAB,25000,CUBA COMMUNITY DEVELOPMENT CORPORATION,ALLEGANY,MULTI-MUNI,CMPL,20,0,0,0,0,0
20030022,HOME,LPA,CNSTR/RHAB,400000,"STONELEIGH HOUSING, INC.",MADISON,MULTI-MUNI,CMPL,16,0,0,0,0,0
20030024,HOME,LPA,CNSTR/RHAB,400000,"GROWEST, INC.",ONEIDA,UTICA,CMPL,35,0,0,0,0,0
20030025,HOME,LPA,CNSTR/RHAB,266047,CENTER CITY NEIGHBORHOOD DEVELOPMENT CORPORATION,NIAGARA,NIAGARA FALLS,CMPL,22,0,0,0,0,0
20030030,HOME,LPA,ACQUIS,491125,SARATOGA COUNTY RURAL PRESERVATION CO.,SARATOGA,MULTI-MUNI,CMPL,21,0,0,0,0,0
20030032,HOME,LPA,CNSTR/RHAB,0,"MARKETVIEW HEIGHTS ASSOCIATION, INC.",MONROE,ROCHESTER,INA,30,0,0,0,0,0
20030033,HOME,LPA,CNSTR/RHAB,400000,COUNTY OF OTSEGO,OTSEGO,WORCESTER,CMPL,19,0,0,0,0,0
20030034,HOME,LPA,ACQUIS,400000,ONONDAGA COUNTY HOUSING DEVELOPMENT FUND COMPANY,ONONDAGA,MULTI-MUNI,CMPL,20,0,0,0,0,0
20030035,HOME,LPA,CNSTR/RHAB,300000,CITY OF GLOVERSVILLE,FULTON,GLOVERSVILLE,CMPL,12,0,0,0,0,0
20030036,HOME,LPA,CNSTR/RHAB,266193,"FRANKLIN COUNTY COMMUNITY HOUSING COUNCIL, INC.",FRANKLIN,MULTI-MUNI,CMPL,30,0,0,0,0,0
20030039,HOME,LPA,CNSTR/RHAB,195000,CITY OF LOCKPORT,NIAGARA,LOCKPORT,CMPL,16,0,0,0,0,0
20030043,HOME,LPA,CNSTR/RHAB,400000,CAYUGA COUNTY HOMSITE DEVELOPMENT CORP.,CAYUGA,MULTI-MUNI,CMPL,45,0,0,0,0,0
20030051,HOME,LPA,ACQUIS,376000,"BETTER NEIGHBORHOODS, INC.",SCHENECTADY,SCHENECTADY,CMPL,15,0,0,0,0,0
20030052,HOME,LPA,CNSTR/RHAB,195581,"SOUTHTOWNS RURAL PRESERVATION COMPANY, INC.",ERIE,MULTI-MUNI,CMPL,12,0,0,0,0,0
20030053,HOME,LPA,CNSTR/RHAB,498676,"COMMUNITY DEVELOPMENT CORPORATION OF LONG ISLAND, INC.",NASSAU,FREEPORT,CMPL,24,0,0,0,0,0
20030054,HOME,LPA,ACQUIS,500000,"HOUSING ASSISTANCE PROGRAM OF ESSEX COUNTY, INC.",ESSEX,MULTI-MUNI,CMPL,20,0,0,0,0,0
20030055,HOME,LPA,CNSTR/RHAB,299999,"ERASMUS NEIGHBORHOOD FEDERATION, INC.",KINGS,NEW YORK CITY,CMPL,20,0,0,0,0,0
20030056,HOME,LPA,ACQUIS,1000000,"TRI COUNTY HOUSING COUNCIL, INC.",MULTI-COUNTY,,CMPL,85,0,0,0,0,0
20030057,HOME,LPA,CNSTR/RHAB,331059,RURAL REVITALIZATION CORP.,CATTARAUGUS,MULTI-MUNI,CMPL,18,0,0,0,0,0
20030058,HOME,LPA,ACQUIS,400000,CITY OF GLENS FALLS,WARREN,GLENS FALLS,CMPL,25,0,0,0,0,0
20030060,HOME,LPA,CNSTR/RHAB,400000,"PRIDE OF TICONDEROGA, INC.",ESSEX,TICONDEROGA,CMPL,34,0,0,0,0,0
20030062,HOME,LPA,ACQUIS,400000,CITY OF PLATTSBURGH COMMUNITY DEVELOPMENT OFFICE,CLINTON,PLATTSBURGH,CMPL,28,0,0,0,0,0
20030064,HOME,LPA,CNSTR/RHAB,800000,"BISHOP SHEEN ECUMENICAL HOUSING FOUNDATION, INC.",MULTI-COUNTY,,CMPL,49,0,0,0,0,0
20030065,HOME,LPA,CNSTR/RHAB,400000,"NEIGHBORS OF WATERTOWN, INC.",JEFFERSON,WATERTOWN,CMPL,30,0,0,0,0,0
20030068,HOME,LPA,CNSTR/RHAB,400000,COUNTY OF HAMILTON,HAMILTON,MULTI-MUNI,CMPL,21,0,0,0,0,0
20030071,HOME,LPA,ACQUIS,500000,"REGIONAL ECONOMIC COMMUNITY ACTION PROGRAM, INC.",ORANGE,MULTI-MUNI,CMPL,22,0,0,0,0,0
20030072,HOME,LPA,CNSTR/RHAB,400000,TOWN OF BANGOR,FRANKLIN,BANGOR,CMPL,22,0,0,0,0,0
20030073,HOME,LPA,CNSTR/RHAB,188409,"COMMUNITY ACTION IN SELF-HELP, INC.",WAYNE,MULTI-MUNI,CMPL,13,0,0,0,0,0
20030074,HOME,LPA,CNSTR/RHAB,334608,VILLAGE OF MONTICELLO,SULLIVAN,THOMPSON,CMPL,22,0,0,0,0,0
20030075,HOME,LPA,ACQUIS,0,URBAN LEAGUE OF ROCHESTER ECONOMIC DEVELOPMENT CORP.,MONROE,ROCHESTER,INA,0,10,0,0,0,0
20030076,HOME,LPA,CNSTR/RHAB,400000,"BISHOP SHEEN ECUMENICAL HOUSING FOUNDATION, INC.",TOMPKINS,MULTI-MUNI,CMPL,23,0,0,0,0,0
20030080,HOME,LPA,ACQUIS,0,COMMUNITY UNIFIED TODAY INC.,ONTARIO,GENEVA,INA,15,0,0,0,0,0
20030083,HOME,LPA,ACQUIS,496800,"HOME HEADQUARTERS, INC.",ONONDAGA,SYRACUSE,CMPL,20,0,0,0,0,0
20030085,HOME,LPA,CNSTR/RHAB,366419,"PARODNECK FOUNDATION FOR SELF-HELP, HOUSING & CD, INC.",NYC,NEW YORK CITY,CMPL,20,0,0,0,0,0
20030086,HOME,LPA,CNSTR/RHAB,400000,COUNTY OF WAYNE,WAYNE,MULTI-MUNI,CMPL,27,0,0,0,0,0
20030087,HOME,LPA,ACQUIS,286415,SCHENECTADY MUNICIPAL HOUSING AUTHORITY,SCHENECTADY,SCHENECTADY,CMPL,14,0,0,0,0,0
20030088,HOME,LPA,CNSTR/RHAB,400000,COUNTY OF ONTARIO,ONTARIO,MULTI-MUNI,CMPL,30,0,0,0,0,0
20030089,HOME,LPA,CNSTR/RHAB,400000,"BISHOP SHEEN ECUMENICAL HOUSING FOUNDATION, INC.",TIOGA,MULTI-MUNI,CMPL,24,0,0,0,0,0
20030090,HOME,LPA,CNSTR/RHAB,400000,VILLAGE OF GOUVERNEUR,ST LAWRENCE,GOUVERNEUR,CMPL,25,0,0,0,0,0
20030091,HOME,LPA,CNSTR/RHAB,400000,CATSKILL MOUNTAIN HOUSING DEVELOPMENT CORP. INC.,GREENE,MULTI-MUNI,CMPL,24,0,0,0,0,0
20030096,HOME,LPA,ACQUIS,500000,"COMMUNITY HOUSING INNOVATIONS, INC.",SUFFOLK,MULTI-MUNI,CMPL,20,0,0,0,0,0
20030099,HOME,LPA,ACQUIS,410000,"NHS OF JAMAICA, INC.",QUEENS,NEW YORK CITY,CMPL,14,0,0,0,0,0
20030100,HOME,LPA,ACQUIS,400000,"KIRYAS JOEL COMMUNITY HOUSING DEVELOPMENT ORGANIZATION, INC.",ORANGE,KIRYAS JOEL,CMPL,53,0,0,0,0,0
20030102,HOME,LPA,ACQUIS,500000,"COMMUNITY HOUSING INNOVATIONS, INC.",WESTCHESTER,MULTI-MUNI,CMPL,25,0,0,0,0,0
20030105,HOME,LPA,CNSTR/RHAB,288614,VILLAGE OF FORT EDWARD,WASHINGTON,FORT EDWARD,CMPL,14,0,0,0,0,0
20030107,HOME,LPA,CNSTR/RHAB,243058,NHS OF ROCHESTER DBA NEIGHBORWORKS ROCHESTER,MONROE,ROCHESTER,CMPL,26,0,0,0,0,0
20030109,HOME,LPA,ACQUIS,300000,"HABITAT FOR HUMANITY - NEW YORK CITY, INC.",NEW YORK,NEW YORK CITY,CMPL,10,0,0,0,0,0
20030110,HOME,LPA,CNSTR/RHAB,1150000,"OPPORTUNITIES FOR CHENANGO, INC.",MULTI-COUNTY,,CMPL,58,0,0,0,0,0
20030113,HOME,LPA,CNSTR/RHAB,500000,"FRIENDS OF THE NORTH COUNTRY, INC.",CLINTON,MULTI-MUNI,CMPL,26,0,0,0,0,0
20030117,HOME,LPA,CNSTR/RHAB,385200,"COMMISSION ON ECONOMIC OPPORTUNITY FOR THE GREATER CAPITAL REGION, INC.",RENSSELAER,BERLIN,CMPL,24,0,0,0,0,0
20030119,HOME,LPA,CNSTR/RHAB,190950,CITY OF MECHANICVILLE,SARATOGA,MECHANICVILLE,CMPL,14,0,0,0,0,0
20030121,HOME,LPA,CNSTR/RHAB,500000,"RUPCO, INC.",ULSTER,MULTI-MUNI,CMPL,43,0,0,0,0,0
20030122,HOME,LPA,ACQUIS,100000,"ECONOMIC OPPORTUNITY COUNCIL OF SUFFOLK, INC.",SUFFOLK,BABYLON,CMPL,4,0,0,0,0,0
20030126,HOME,LPA,ACQUIS,374754,ALBANY HOUSING AUTHORITY,ALBANY,ALBANY,CMPL,19,0,0,0,0,0
20030130,HOME,LPA,CNSTR/RHAB,218750,"THE PRESERVATION COMPANY, INC.",WESTCHESTER,MULTI-MUNI,CMPL,17,0,0,0,0,0
20030131,HOME,LPA,CNSTR/RHAB,400000,MOHAWK INDIAN HOUSING CORP.,MULTI-COUNTY,,CMPL,24,0,0,0,0,0
20030134,HOME,LPA,CNSTR/RHAB,400000,"RCDC HOUSING, INC.",ROCKLAND,MULTI-MUNI,CMPL,40,0,0,0,0,0
20030135,HOME,LPA,ACQUIS,240000,MARGERT COMMUNITY CORP.,QUEENS,NEW YORK CITY,CMPL,18,0,0,0,0,0
20030137,HOME,LPA,CNSTR/RHAB,400000,DELAWARE OPPORTUNITIES INC.,DELAWARE,MULTI-MUNI,CMPL,24,0,0,0,0,0
20030138,HOME,LPA,CNSTR/RHAB,307375,"GALVAN HOUSING RESOURCES, INC.           .",COLUMBIA,MULTI-MUNI,CMPL,20,0,0,0,0,0
20030141,REST,LPA,CNSTR/RHAB,25000,"COMLINKS, INC.",FRANKLIN,MULTI-MUNI,CMPL,11,0,0,0,0,0
20030146,REST,LPA,CNSTR/RHAB,25000,"MOHAWK VALLEY COMMUNITY ACTION AGENCY, INC.",MULTI-COUNTY,,CMPL,13,0,0,0,0,0
20030147,REST,LPA,CNSTR/RHAB,25000,"NORTHFIELD COMMUNITY LDC OF STATEN ISLAND, INC.",RICHMOND,NEW YORK CITY,CMPL,9,0,0,0,0,0
20030148,REST,LPA,CNSTR/RHAB,25000,CORTLAND HOUSING ASSISTANCE COUNCIL INC.,CORTLAND,MULTI-MUNI,CMPL,10,0,0,0,0,0
20030149,REST,LPA,CNSTR/RHAB,25000,COMMUNITY AGENCY FOR SENIOR CITIZENS INC.,RICHMOND,NEW YORK CITY,CMPL,14,0,0,0,0,0
20030150,REST,LPA,CNSTR/RHAB,25000,CAYUGA COUNTY HOMSITE DEVELOPMENT CORP.,CAYUGA,MULTI-MUNI,CMPL,27,0,0,0,0,0
20030151,REST,LPA,CNSTR/RHAB,25000,CATSKILL MOUNTAIN HOUSING DEVELOPMENT CORP. INC.,GREENE,MULTI-MUNI,CMPL,6,0,0,0,0,0
