Authority Name,Fiscal Year End Date,Bonds,Recipient Name,Recipient City,Recipient State,Recipient Postal Code,Amount Issued,Date Issued,Interest Rate,Expected Year Retired,Principal Retired During Year,Principal Retired at Start of Fiscal Year,Amount Outstanding,Bond Purpose,New Jobs,Jobs Planned,Jobs Created,Fully Retired
Dutchess County Local Development Corporation,12/31/2017,?,Hudson Valley Property Holdings LLC,VALHALLA,NY,10595.0,2.5E7,07/24/2015,4.27,2040.0,432851.0,956738.0,2.3610411E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Dutchess County Local Development Corporation,12/31/2017,?,Marist College 2015,POUGHKEEPSIE,NY,12603.0,8.0885E7,06/24/2015,4.09,2046.0,0.0,0.0,8.0885E7,Business Expansion/Startup,Yes,27.0,65.0,No
Dutchess County Local Development Corporation,12/31/2017,?,Health Quest Systems,LAGRANGEVILLE,NY,12540.0,5.4615E7,05/14/2014,4.65,2044.0,1725000.0,3370000.0,4.952E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,16.0,0.0,No
Dutchess County Local Development Corporation,12/31/2017,?,Health Quest Systems Inc.,LAGRANGEVILLE,NY,12540.0,2.732E7,12/05/2012,3.12,2025.0,1855000.0,8780000.0,1.6685E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Dutchess County Local Development Corporation,12/31/2017,?,Marist College 2012-01,POUGHKEEPSIE,NY,12601.0,1.342E7,05/17/2012,2.22,2021.0,1695000.0,4035000.0,7690000.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Dutchess County Local Development Corporation,12/31/2017,?,Anderson Center for Autism,STAATSBURG,NY,12580.0,1.7275E7,11/12/2010,5.95,2030.0,670000.0,3225000.0,1.338E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,6.0,76.0,No
Dutchess County Local Development Corporation,12/31/2017,?,Health Quest,LAGRANGEVILLE,NY,12540.0,5.5055E7,12/15/2010,5.64,2040.0,3720000.0,1.8065E7,3.327E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,22.0,245.0,No
Dutchess County Local Development Corporation,12/31/2017,?,Poughkeepsie Day School,POUGHKEEPSIE,NY,12601.0,3105000.0,12/29/2010,4.25,2025.0,193409.0,1000424.0,1911167.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Dutchess County Local Development Corporation,12/31/2017,?,Marist College 2013-01,POUGHKEEPSIE,NY,12603.0,1.471E7,03/28/2013,3.92,2043.0,305000.0,860000.0,1.3545E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Dutchess County Local Development Corporation,12/31/2017,?,Millbrook School 2013-05,MILLBROOK,NY,12545.0,2.3E7,08/29/2013,3.1,2043.0,5103618.0,647000.0,1.7249382E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,5.0,16.0,No
Dutchess County Local Development Corporation,12/31/2017,?,Marist College 2013-04,POUGHKEEPSIE,NY,12603.0,3.3045E7,09/09/2013,3.86,2035.0,1561415.0,3529732.0,2.7953853E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Dutchess County Local Development Corporation,12/31/2017,?,Trinity-Pawling School 2013-06,PAWLING,NY,12564.0,1.883E7,12/02/2013,2.81,2032.0,795169.0,2197071.0,1.583776E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,4.0,15.0,No
Dutchess County Local Development Corporation,12/31/2017,?,Vassar College 2013-02,POUGHKEEPSIE,NY,12603.0,8.7085E7,06/06/2013,4.32,2050.0,0.0,0.0,8.7085E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,2.0,2.0,No
Dutchess County Local Development Corporation,12/31/2017,?,CHF-CIA, L.L.C 2011-01,FAIRHOPE,AL,36533.0,1.5833644E7,06/29/2011,4.73,2041.0,330094.0,586662.0,1.4916888E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,10.0,1.0,No
Dutchess County Local Development Corporation,12/31/2017,?,Dutchess Community College Association 2011-02,POUGHKEEPSIE,NY,12601.0,2.7394E7,07/12/2011,3.52,2041.0,637691.0,2098535.0,2.4657774E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,4.0,6.0,No
Dutchess County Local Development Corporation,12/31/2017,?,CHF-CIA LLC 2011-01 (Drawdown),FAIRHOPE,AL,36533.0,117843.0,06/29/2014,4.73,2041.0,0.0,0.0,117843.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Finger Lakes Regional Land Bank Corporation,12/31/2018,No,?,?,?,NaN,NaN,?,NaN,NaN,NaN,NaN,NaN,?,?,NaN,NaN,?
Finger Lakes Regional Land Bank Corporation,12/31/2019,No,?,?,?,NaN,NaN,?,NaN,NaN,NaN,NaN,NaN,?,?,NaN,NaN,?
Dutchess County Local Development Corporation,12/31/2017,?,Culinary Institute of America 2016-03,HYDE PARK,NY,12538.0,3.704E7,09/01/2016,5.0,2036.0,1345000.0,0.0,3.5695E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Dutchess County Local Development Corporation,12/31/2017,?,Health Quest Inc 2016-01A,LAGRANGEVILLE,NY,12540.0,2.808E7,07/01/2016,5.0,2037.0,1325000.0,0.0,2.6755E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Dutchess County Local Development Corporation,12/31/2017,?,Health Quest Inc 2016-01B,LAGRANGEVILLE,NY,12540.0,3.5E8,07/01/2017,5.0,2036.0,0.0,0.0,3.5E8,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,21.0,314.0,No
Dutchess County Local Development Corporation,12/31/2017,?,Marist College 2016-02,POUGHKEEPSIE,NY,12601.0,1.3895237E7,04/01/2016,3.93,2031.0,740000.0,140000.0,1.3015237E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Dutchess County Local Development Corporation,12/31/2017,?,Anderson Center Services, Inc Series 2017A,STAATSBURG,NY,12580.0,3830100.0,09/06/2017,2.66,2027.0,0.0,NaN,3830100.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Dutchess County Local Development Corporation,12/31/2017,?,Anderson Center Services, Inc Series 2017B,STAATSBURG,NY,12580.0,8582359.0,12/06/2017,2.9,2029.0,0.0,NaN,8582359.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Dutchess County Local Development Corporation,12/31/2017,?,Vassar College Rev Refunding Series 2017,POUGHKEEPSIE,NY,12604.0,1.02095E8,04/01/2017,5.0,2046.0,0.0,NaN,1.02095E8,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Dutchess County Local Development Corporation,12/31/2018,?,Hudson Valley Property Holdings LLC,VALHALLA,NY,10595.0,2.5E7,07/24/2015,4.27,2040.0,638648.0,1389589.0,2.2971763E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Dutchess County Local Development Corporation,12/31/2018,?,Marist College 2015,POUGHKEEPSIE,NY,12603.0,8.0885E7,06/24/2015,4.09,2046.0,1385000.0,0.0,7.95E7,Business Expansion/Startup,Yes,27.0,206.0,No
Dutchess County Local Development Corporation,12/31/2018,?,Health Quest Systems,LAGRANGEVILLE,NY,12540.0,5.4615E7,05/14/2014,4.65,2044.0,1770000.0,5095000.0,4.775E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,16.0,25.0,No
Dutchess County Local Development Corporation,12/31/2018,?,Health Quest Systems Inc.,LAGRANGEVILLE,NY,12540.0,2.732E7,12/05/2012,3.12,2025.0,1890000.0,1.0635E7,1.4795E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Dutchess County Local Development Corporation,12/31/2018,?,Marist College 2012-01,POUGHKEEPSIE,NY,12601.0,1.342E7,05/17/2012,2.22,2021.0,1785000.0,5730000.0,5905000.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Dutchess County Local Development Corporation,12/31/2018,?,Anderson Center for Autism,STAATSBURG,NY,12580.0,1.7275E7,11/12/2010,5.95,2030.0,710000.0,3895000.0,1.267E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,6.0,112.0,No
Dutchess County Local Development Corporation,12/31/2018,?,Health Quest,LAGRANGEVILLE,NY,12540.0,5.5055E7,12/15/2010,5.64,2040.0,3925000.0,2.1785E7,2.9345E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,22.0,211.0,No
Dutchess County Local Development Corporation,12/31/2018,?,Poughkeepsie Day School,POUGHKEEPSIE,NY,12601.0,3105000.0,12/29/2010,4.25,2025.0,201910.0,1193833.0,1709257.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Dutchess County Local Development Corporation,12/31/2018,?,Marist College 2013-01,POUGHKEEPSIE,NY,12603.0,1.471E7,03/28/2013,3.92,2043.0,315000.0,1165000.0,1.323E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Dutchess County Local Development Corporation,12/31/2018,?,Millbrook School 2013-05,MILLBROOK,NY,12545.0,2.3E7,08/29/2013,3.1,2043.0,543000.0,5750618.0,1.6706382E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,5.0,14.0,No
Dutchess County Local Development Corporation,12/31/2018,?,Marist College 2013-04,POUGHKEEPSIE,NY,12603.0,3.3045E7,09/09/2013,3.86,2035.0,1623668.0,5091147.0,2.6330185E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Dutchess County Local Development Corporation,12/31/2018,?,Trinity-Pawling School 2013-06,PAWLING,NY,12564.0,1.883E7,12/02/2013,2.81,2032.0,828800.0,2992240.0,1.500896E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,4.0,9.0,No
Dutchess County Local Development Corporation,12/31/2018,?,Vassar College 2013-02,POUGHKEEPSIE,NY,12603.0,8.7085E7,06/06/2013,4.32,2050.0,0.0,0.0,8.7085E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,2.0,2.0,No
Dutchess County Local Development Corporation,12/31/2018,?,CHF-CIA, L.L.C 2011-01,FAIRHOPE,AL,36533.0,1.5833644E7,06/29/2011,4.73,2041.0,346982.0,916756.0,1.4569906E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,10.0,3.0,No
Dutchess County Local Development Corporation,12/31/2018,?,Dutchess Community College Association 2011-02,POUGHKEEPSIE,NY,12601.0,2.7394E7,07/12/2011,3.52,2041.0,661694.0,2736226.0,2.399608E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,4.0,7.0,No
Dutchess County Local Development Corporation,12/31/2018,?,CHF-CIA LLC 2011-01 (Drawdown),FAIRHOPE,AL,36533.0,117843.0,06/29/2014,4.73,2041.0,0.0,0.0,117843.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Dutchess County Local Development Corporation,12/31/2018,?,Culinary Institute of America 2016-03,HYDE PARK,NY,12538.0,3.704E7,09/01/2016,5.0,2036.0,1490000.0,1345000.0,3.4205E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Dutchess County Local Development Corporation,12/31/2018,?,Health Quest Inc 2016-01A,LAGRANGEVILLE,NY,12540.0,2.808E7,07/01/2016,5.0,2037.0,520000.0,1325000.0,2.6235E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Dutchess County Local Development Corporation,12/31/2018,?,Health Quest Inc 2016-01B,LAGRANGEVILLE,NY,12540.0,3.5E8,07/01/2017,5.0,2036.0,0.0,0.0,3.5E8,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,21.0,77.0,No
Finger Lakes Regional Telecommunications Development Corporation,12/31/2011,No,?,?,?,NaN,NaN,?,NaN,NaN,NaN,NaN,NaN,?,?,NaN,NaN,?
Dutchess County Local Development Corporation,12/31/2018,?,Marist College 2016-02,POUGHKEEPSIE,NY,12601.0,1.3895237E7,04/01/2016,3.93,2031.0,740000.0,880000.0,1.2275237E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Dutchess County Local Development Corporation,12/31/2018,?,Anderson Center Services, Inc Series 2017A,STAATSBURG,NY,12580.0,3830100.0,09/06/2017,2.66,2027.0,407836.0,0.0,3422264.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Dutchess County Local Development Corporation,12/31/2018,?,Anderson Center Services, Inc Series 2017B,STAATSBURG,NY,12580.0,8582359.0,12/06/2017,2.9,2029.0,593196.0,0.0,7989163.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Dutchess County Local Development Corporation,12/31/2018,?,Vassar College Rev Refunding Series 2017,POUGHKEEPSIE,NY,12604.0,1.02095E8,04/01/2017,5.0,2046.0,585000.0,0.0,1.0151E8,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Dutchess County Local Development Corporation,12/31/2018,?,Culinary Institute of America,HYDE PARK,NY,12538.0,2.312E7,07/17/2018,3.46,2028.0,0.0,NaN,2.312E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Dutchess County Local Development Corporation,12/31/2018,?,Marist College,POUGHKEEPSIE,NY,12601.0,3.579E7,10/04/2018,3.98,2048.0,0.0,NaN,3.579E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Dutchess County Local Development Corporation,12/31/2018,?,The Community at Brookmeade, Inc.,RHINEBECK,NY,12572.0,2.51E7,12/20/2018,4.08,2043.0,0.0,NaN,2.51E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,25.0,0.0,No
Dutchess County Local Development Corporation,12/31/2019,?,Hudson Valley Property Holdings LLC,VALHALLA,NY,10595.0,2.5E7,07/24/2015,4.27,2040.0,665573.0,2028237.0,2.230619E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Dutchess County Local Development Corporation,12/31/2019,?,Marist College 2015,POUGHKEEPSIE,NY,12603.0,8.0885E7,06/24/2015,4.09,2046.0,1455000.0,1385000.0,7.8045E7,Business Expansion/Startup,Yes,27.0,0.0,No
Dutchess County Local Development Corporation,12/31/2019,?,Health Quest Systems,LAGRANGEVILLE,NY,12540.0,5.4615E7,05/14/2014,4.65,2044.0,1825000.0,6865000.0,4.5925E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,16.0,46.0,No
Dutchess County Local Development Corporation,12/31/2019,?,Health Quest Systems Inc.,LAGRANGEVILLE,NY,12540.0,2.732E7,12/05/2012,3.12,2025.0,1935000.0,1.2525E7,1.286E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Dutchess County Local Development Corporation,12/31/2019,?,Marist College 2012-01,POUGHKEEPSIE,NY,12601.0,1.342E7,05/17/2012,2.22,2021.0,1870000.0,7515000.0,4035000.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Dutchess County Local Development Corporation,12/31/2019,?,Anderson Center for Autism,STAATSBURG,NY,12580.0,1.7275E7,11/12/2010,5.95,2030.0,750000.0,4605000.0,1.192E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,6.0,104.0,No
Dutchess County Local Development Corporation,12/31/2019,?,Health Quest,LAGRANGEVILLE,NY,12540.0,5.5055E7,12/15/2010,5.64,2040.0,4155000.0,2.571E7,2.519E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,22.0,397.0,No
Dutchess County Local Development Corporation,12/31/2019,?,Poughkeepsie Day School,POUGHKEEPSIE,NY,12601.0,3105000.0,12/29/2010,4.25,2025.0,210784.0,1395743.0,1498473.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Dutchess County Local Development Corporation,12/31/2019,?,Marist College 2013-01,POUGHKEEPSIE,NY,12603.0,1.471E7,03/28/2013,3.92,2043.0,320000.0,1480000.0,1.291E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Dutchess County Local Development Corporation,12/31/2019,?,Millbrook School 2013-05,MILLBROOK,NY,12545.0,2.3E7,08/29/2013,3.1,2043.0,560000.0,6293618.0,1.6146382E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,5.0,16.0,No
Dutchess County Local Development Corporation,12/31/2019,?,Marist College 2013-04,POUGHKEEPSIE,NY,12603.0,3.3045E7,09/09/2013,3.86,2035.0,1687293.0,6714815.0,2.4642892E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Dutchess County Local Development Corporation,12/31/2019,?,Trinity-Pawling School 2013-06,PAWLING,NY,12564.0,1.883E7,12/02/2013,2.81,2032.0,863860.0,3821040.0,1.41451E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,4.0,0.0,No
Dutchess County Local Development Corporation,12/31/2019,?,Vassar College 2013-02,POUGHKEEPSIE,NY,12603.0,8.7085E7,06/06/2013,4.32,2050.0,0.0,0.0,8.7085E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,2.0,2.0,No
Dutchess County Local Development Corporation,12/31/2019,?,CHF-CIA, L.L.C 2011-01,FAIRHOPE,AL,36533.0,1.5833644E7,06/29/2011,4.73,2041.0,364734.0,1263738.0,1.4205172E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,10.0,3.0,No
Dutchess County Local Development Corporation,12/31/2019,?,Dutchess Community College Association 2011-02,POUGHKEEPSIE,NY,12601.0,2.7394E7,07/12/2011,3.52,2041.0,660122.0,3397920.0,2.3335958E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,4.0,7.0,No
Dutchess County Local Development Corporation,12/31/2019,?,CHF-CIA LLC 2011-01 (Drawdown),FAIRHOPE,AL,36533.0,117843.0,06/29/2014,4.73,2041.0,0.0,0.0,117843.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Dutchess County Local Development Corporation,12/31/2019,?,Culinary Institute of America 2016-03,HYDE PARK,NY,12538.0,3.704E7,09/01/2016,5.0,2036.0,1540000.0,2835000.0,3.2665E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Dutchess County Local Development Corporation,12/31/2019,?,Health Quest Inc 2016-01A,LAGRANGEVILLE,NY,12540.0,2.808E7,07/01/2016,5.0,2037.0,240000.0,1845000.0,2.5995E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Dutchess County Local Development Corporation,12/31/2019,?,Health Quest Inc 2016-01B,LAGRANGEVILLE,NY,12540.0,3.5E8,07/01/2017,5.0,2036.0,0.0,0.0,3.5E8,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,21.0,492.0,No
Finger Lakes Regional Telecommunications Development Corporation,12/31/2012,No,?,?,?,NaN,NaN,?,NaN,NaN,NaN,NaN,NaN,?,?,NaN,NaN,?
Dutchess County Local Development Corporation,12/31/2019,?,Marist College 2016-02,POUGHKEEPSIE,NY,12601.0,1.3895237E7,04/01/2016,3.93,2031.0,780000.0,1620000.0,1.1495237E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Dutchess County Local Development Corporation,12/31/2019,?,Anderson Center Services, Inc Series 2017A,STAATSBURG,NY,12580.0,3830100.0,09/06/2017,2.66,2027.0,331064.0,407836.0,3091200.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Dutchess County Local Development Corporation,12/31/2019,?,Anderson Center Services, Inc Series 2017B,STAATSBURG,NY,12580.0,8582359.0,12/06/2017,2.9,2029.0,608354.0,593196.0,7380809.0,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Dutchess County Local Development Corporation,12/31/2019,?,Vassar College Rev Refunding Series 2017,POUGHKEEPSIE,NY,12604.0,1.02095E8,04/01/2017,5.0,2046.0,600000.0,585000.0,1.0091E8,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Dutchess County Local Development Corporation,12/31/2019,?,Culinary Institute of America,HYDE PARK,NY,12538.0,2.312E7,07/17/2018,3.46,2028.0,895000.0,0.0,2.2225E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Dutchess County Local Development Corporation,12/31/2019,?,Marist College,POUGHKEEPSIE,NY,12601.0,3.579E7,10/04/2018,3.98,2048.0,0.0,0.0,3.579E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,No,NaN,NaN,No
Dutchess County Local Development Corporation,12/31/2019,?,The Community at Brookmeade, Inc.,RHINEBECK,NY,12572.0,2.51E7,12/20/2018,4.08,2043.0,1015936.0,0.0,2.4084064E7,Commercial Property Construction/Acquisition/Revitalization/Improvement,Yes,25.0,0.0,No
Dutchess Tobacco Asset Securitization Corporation,12/31/2011,No,?,?,?,NaN,NaN,?,NaN,NaN,NaN,NaN,NaN,?,?,NaN,NaN,?
Dutchess Tobacco Asset Securitization Corporation,12/31/2012,No,?,?,?,NaN,NaN,?,NaN,NaN,NaN,NaN,NaN,?,?,NaN,NaN,?
Dutchess Tobacco Asset Securitization Corporation,12/31/2013,No,?,?,?,NaN,NaN,?,NaN,NaN,NaN,NaN,NaN,?,?,NaN,NaN,?
Dutchess Tobacco Asset Securitization Corporation,12/31/2014,No,?,?,?,NaN,NaN,?,NaN,NaN,NaN,NaN,NaN,?,?,NaN,NaN,?
Dutchess Tobacco Asset Securitization Corporation,12/31/2015,No,?,?,?,NaN,NaN,?,NaN,NaN,NaN,NaN,NaN,?,?,NaN,NaN,?
Dutchess Tobacco Asset Securitization Corporation,12/31/2016,No,?,?,?,NaN,NaN,?,NaN,NaN,NaN,NaN,NaN,?,?,NaN,NaN,?
