Fire Department Name,Fire Department Code,Address,City,State,Zip Code,County Code,County Name,Phone Number,Latitude,Longitude,Location 1
HAINES FALLS FIRE DEPARTMENT,20012.0,PO BOX 233,HAINES FALLS,NY,12436,20.0,Greene,5.185895138E9,42.19736,-74.09495,(42.19736, -74.09495)
HENSONVILLE HOSE FIRE DEPARTMENT,20013.0,BOX 121,HENSONVILLE,NY,12439,20.0,Greene,5.187343844E9,42.30849,-74.19244,(42.30849, -74.19244)
HUNTER FIRE DEPARTMENT,20014.0,17 BRIDGE ST PO BOX 181,HUNTER,NY,12442,20.0,Greene,5.188214882E9,42.23276,-74.27003,(42.23276, -74.27003)
JEWETT FIRE DEPARTMENT,20015.0,PO BOX 201,JEWETT,NY,12444,20.0,Greene,5.187344114E9,42.269198,-74.303657,(42.269198, -74.303657)
KISKATOM FIRE DEPARTMENT,20016.0,4838 ROUTE 32,CATSKILL,NY,12414,20.0,Greene,5.186789986E9,42.205433,-73.983507,(42.205433, -73.983507)
LEEDS FIRE DEPARTMENT,20017.0,PO BOX 189,LEEDS,NY,12451,20.0,Greene,5.189432918E9,42.30242,-73.95201,(42.30242, -73.95201)
LEXINGTON-WESTKILL FIRE DEPT,20018.0,2587 RTE 42 PO BOX 98,WESTKILL,NY,12492,20.0,Greene,5.189899787E9,42.20928,-74.33664,(42.20928, -74.33664)
MEDWAY-GRAPEVILLE FIRE DEPT,20019.0,522 SODOM RD PO BOX 89,CLIMAX,NY,12087,20.0,Greene,5.187318527E9,42.39509,-73.88342,(42.39509, -73.88342)
CORNEL HOOK & LADDER FIRE DEPT,20020.0,BOX 400,NEW BALTIMORE,NY,12124,20.0,Greene,5.187568222E9,42.44564,-73.78939,(42.44564, -73.78939)
OAK HILL-DURHAM FIRE DEPT,20021.0,PO BOX 51,OAK HILL,NY,12460,20.0,Greene,5.182394837E9,42.405905,-74.154555,(42.405905, -74.154555)
PALENVILLE FIRE DEPARTMENT,20022.0,717 ROUTE 32A PO BOX 540,PALENVILLE,NY,12463,20.0,Greene,5.186783311E9,42.173988,-74.019269,(42.173988, -74.019269)
PRATTSVILLE FIRE DEPARTMENT,20023.0,PO BOX 416,PRATTSVILLE,NY,12468,20.0,Greene,5.182993288E9,42.31486,-74.43291,(42.31486, -74.43291)
ROUND TOP FIRE DEPARTMENT,20024.0,PO BOX 61,ROUND TOP,NY,12473,20.0,Greene,5.186229509E9,42.26404,-74.03671,(42.26404, -74.03671)
TANNERSVILLE FIRE DEPARTMENT,20025.0,PO BOX 671,TANNERSVILLE,NY,12485,20.0,Greene,5.185896095E9,42.1946,-74.1535,(42.1946, -74.1535)
WINDHAM HOSE FIRE DEPARTMENT,20026.0,PO BOX 3,WINDHAM,NY,12496,20.0,Greene,5.187343883E9,42.33651,-74.26059,(42.33651, -74.26059)
WEST ATHENS-LIMESTREET FIRE DEPT,20027.0,337 VOSENKILL ROAD,ATHENS,NY,12015,20.0,Greene,5.189432347E9,42.25903,-73.87549,(42.25903, -73.87549)
BLUE MOUNTAIN LAKE FIRE DEPT,21001.0,RT 28 MAIN ST,BLUE MOUNTAIN LAKE,NY,12812,21.0,Hamilton,5.18352774E9,43.83799,-74.42681,(43.83799, -74.42681)
HOPE FIRE DEPARTMENT,21002.0,HC 1 RT 30,NORTHVILLE,NY,12134,21.0,Hamilton,5.189242562E9,43.2268,-74.17638,(43.2268, -74.17638)
INDIAN LAKE FIRE DEPARTMENT,21003.0,MAIN STREET PO BOX 773,INDIAN LAKE,NY,12842,21.0,Hamilton,5.186485651E9,43.75583,-74.28429,(43.75583, -74.28429)
INLET FIRE DEPARTMENT,21004.0,PO BOX 300,INLET,NY,13360,21.0,Hamilton,3.153576601E9,43.72586,-74.73557,(43.72586, -74.73557)
LAKE PLEASANT FIRE DEPARTMENT,21005.0,PO BOX 545,LAKE PLEASANT,NY,12108,21.0,Hamilton,5.185483485E9,43.454857,-74.40261,(43.454857, -74.40261)
LONG LAKE FIRE DEPARTMENT,21006.0,1204 RT 30 PO BOX 576,LONG LAKE,NY,12847,21.0,Hamilton,5.186244599E9,43.90539,-74.51266,(43.90539, -74.51266)
MOREHOUSE FIRE DEPARTMENT,21007.0,HCR BOX 344,COLD BROOK,NY,13324,21.0,Hamilton,NaN,43.47118,-74.72735,(43.47118, -74.72735)
PISECO FIRE DEPARTMENT,21008.0,RT 8 BOX 40,LAKE PLEASANT,NY,12108,21.0,Hamilton,5.1854857E9,43.55342,-74.43809,(43.55342, -74.43809)
RAQUETTE LAKE FIRE DEPARTMENT,21009.0,PO BOX 160,RAQUETTE LAKE,NY,13436,21.0,Hamilton,3.153544471E9,43.87131,-74.55318,(43.87131, -74.55318)
SPECULATOR FIRE DEPARTMENT,21010.0,RTE 30 & 8 PO BOX 371,SPECULATOR,NY,12164,21.0,Hamilton,5.185486648E9,43.55909,-74.35659,(43.55909, -74.35659)
WELLS FIRE DEPARTMENT,21011.0,ROUTE 30 BOX 400,WELLS,NY,12190,21.0,Hamilton,5.189243473E9,43.47344,-74.27389,(43.47344, -74.27389)
BIG MOOSE FIRE DEPARTMENT,22001.0,BIG MOOSE ROAD,EAGLE BAY,NY,13331,22.0,Herkimer,3.153573475E9,43.848964,-74.998,(43.848964, -74.998)
CEDARVILLE FIRE DEPARTMENT,22002.0,960 STATE ROUTE 51,ILION,NY,13357,22.0,Herkimer,3.158225377E9,42.930954,-75.114118,(42.930954, -75.114118)
DOLGEVILLE FIRE DEPARTMENT,22003.0,20 S HELMER AVENUE,DOLGEVILLE,NY,13329,22.0,Herkimer,3.154298261E9,43.102632,-74.77331,(43.102632, -74.77331)
EAGLE BAY FIRE DEPARTMENT,22004.0,5516 RT 28 PO BOX 102,EAGLE BAY,NY,13331,22.0,Herkimer,3.153573414E9,43.81793,-74.87234,(43.81793, -74.87234)
EAST HERKIMER FIRE DEPARTMENT,22005.0,PO BOX 95,HERKIMER,NY,13350,22.0,Herkimer,3.15866114E9,43.030341,-74.966574,(43.030341, -74.966574)
FRANKFORT FIRE DEPARTMENT,22006.0,158 SOUTH LITCHFIELD STREET,FRANKFORT,NY,13340,22.0,Herkimer,3.158945621E9,43.038152,-75.073291,(43.038152, -75.073291)
FRANKFORT CENTER FIRE DEPARTMENT,22007.0,799 CENTER ROAD,FRANKFORT,NY,13340,22.0,Herkimer,3.157331937E9,43.068163,-75.153911,(43.068163, -75.153911)
FRANKFORT HILL FIRE DEPARTMENT,22008.0,2235 ALBANY ROAD,FRANKFORT,NY,13340,22.0,Herkimer,3.155340613E9,43.03529,-75.184729,(43.03529, -75.184729)
HERKIMER FIRE DEPARTMENT,22010.0,125 N WASHINGTON STREET,HERKIMER,NY,13350,22.0,Herkimer,3.158662242E9,43.027172,-74.985612,(43.027172, -74.985612)
ILION FIRE DEPARTMENT,22011.0,1 CENTRAL AVENUE,ILION,NY,13357,22.0,Herkimer,3.158946048E9,43.016373,-75.034995,(43.016373, -75.034995)
LITTLE FALLS FIRE DEPARTMENT,22012.0,659 E MAIN STREET,LITTLE FALLS,NY,13365,22.0,Herkimer,3.158232234E9,43.044498,-74.856208,(43.044498, -74.856208)
MIDDLEVILLE FIRE DEPARTMENT,22013.0,41 N MAIN ST PO BOX 536,MIDDLEVILLE,NY,13406,22.0,Herkimer,3.158913649E9,43.13783,-74.92005,(43.13783, -74.92005)
MOHAWK FIRE DEPARTMENT,22014.0,28 COLUMBIA ST PO BOX 261,MOHAWK,NY,13407,22.0,Herkimer,3.15866435E9,42.9681,-74.97035,(42.9681, -74.97035)
NEWPORT FIRE DEPARTMENT,22015.0,POB 522,NEWPORT,NY,13416,22.0,Herkimer,3.158458129E9,43.181643,-75.011065,(43.181643, -75.011065)
OLD FORGE FIRE DEPARTMENT,22016.0,114 FULTON ST PO BOX 1170,OLD FORGE,NY,13420,22.0,Herkimer,3.153693424E9,43.71029,-74.972219,(43.71029, -74.972219)
POLAND FIRE DEPARTMENT,22017.0,11 CASE STREET PO BOX 117,POLAND,NY,13431-0117,22.0,Herkimer,3.158267141E9,43.225499,-75.063924,(43.225499, -75.063924)
SALISBURY FIRE DEPARTMENT,22018.0,PO BOX 65,SALISBURY CENTER,NY,13454,22.0,Herkimer,3.154295121E9,43.16,-74.76323,(43.16, -74.76323)
SCHUYLER FIRE DEPARTMENT,22019.0,120 NEWPORT ROAD,UTICA,NY,13502,22.0,Herkimer,3.157322348E9,43.09976,-75.14985,(43.09976, -75.14985)
VAN HORNSVILLE FIRE DEPARTMENT,22020.0,BOX 6,VAN HORNSVILLE,NY,13475,22.0,Herkimer,5.18993397E9,42.88874,-74.83381,(42.88874, -74.83381)
WEST WINFIELD FIRE DEPARTMENT,22021.0,PO BOX 158,WEST WINFIELD,NY,13491,22.0,Herkimer,3.158226223E9,42.85264,-75.17106,(42.85264, -75.17106)
ADAMS FIRE DEPARTMENT,23001.0,6 N MAIN ST PO BOX 52,ADAMS,NY,13605,23.0,Jefferson,3.152324033E9,43.809476,-76.02401,(43.809476, -76.02401)
ADAMS CENTER FIRE DEPARTMENT,23002.0,13401 N MAIN STREET,ADAMS CENTER,NY,13606,23.0,Jefferson,3.155835533E9,43.862577,-76.006188,(43.862577, -76.006188)
ALEXANDRIA BAY FIRE DEPARTMENT,23003.0,PO BOX 623,ALEXANDRIA BAY,NY,13607,23.0,Jefferson,NaN,44.337103,-75.908083,(44.337103, -75.908083)
ANTWERP FIRE DEPARTMENT,23004.0,2 VANBUREN STREET,ANTWERP,NY,13608,23.0,Jefferson,3.156598631E9,44.198629,-75.606946,(44.198629, -75.606946)
BELLEVILLE FIRE DEPARTMENT,23005.0,7981 NYS RTE 289,BELLEVILLE,NY,13611,23.0,Jefferson,3.15846551E9,43.78768,-76.13446,(43.78768, -76.13446)
BLACK RIVER FIRE DEPARTMENT,23006.0,218 LERAY ST PO BOX 95,BLACK RIVER,NY,13612,23.0,Jefferson,3.157734522E9,44.016848,-75.802925,(44.016848, -75.802925)
BROWNVILLE FIRE DEPARTMENT,23007.0,121 BROWN BOULEVARD,BROWNVILLE,NY,13615,23.0,Jefferson,3.15782722E9,44.00299,-75.9838,(44.00299, -75.9838)
CALCIUM FIRE DEPARTMENT,23008.0,SANFORD RD PO BOX 161,CALCIUM,NY,13616,23.0,Jefferson,3.157826576E9,44.02904,-75.84522,(44.02904, -75.84522)
CAPE VINCENT FIRE DEPARTMENT,23010.0,214 E BROADWAY ST,CAPE VINCENT,NY,13618,23.0,Jefferson,3.156542004E9,44.128155,-76.335544,(44.128155, -76.335544)
CARTHAGE FIRE DEPARTMENT,23011.0,317 S WASHINGTON ST,CARTHAGE,NY,13619,23.0,Jefferson,3.154932346E9,43.972092,-75.589751,(43.972092, -75.589751)
CHAMPION FIRE DEPT (TOWN),23012.0,220 COUNTY RT 47,CARTHAGE,NY,13619,23.0,Jefferson,3.154932099E9,43.97989,-75.60827,(43.97989, -75.60827)
CHAUMONT FIRE DEPARTMENT,23013.0,PO BOX 158,CHAUMONT,NY,13622,23.0,Jefferson,3.15649241E9,44.07332,-76.1464,(44.07332, -76.1464)
CLAYTON FIRE DEPARTMENT,23014.0,855 GRAVES STREET,CLAYTON,NY,13624,23.0,Jefferson,3.156865731E9,44.232287,-76.075919,(44.232287, -76.075919)
DEFERIET FIRE DEPARTMENT,23015.0,101 RIVERSIDE DRIVE,DEFERIET,NY,13628,23.0,Jefferson,3.152865623E9,43.976265,-75.612224,(43.976265, -75.612224)
DEPAUVILLE FIRE DEPARTMENT,23016.0,15231 SCHOOL STREET,DEPAUVILLE,NY,13632,23.0,Jefferson,3.156863795E9,44.138462,-76.066251,(44.138462, -76.066251)
DEXTER FIRE DEPARTMENT,23017.0,PO BOX 74,DEXTER,NY,13634,23.0,Jefferson,3.156396271E9,43.979552,-76.206734,(43.979552, -76.206734)
ELLISBURG FIRE DEPARTMENT,23019.0,11901 ST RTE 193,ELLISBURG,NY,13636,23.0,Jefferson,3.158465555E9,43.73747,-76.12578,(43.73747, -76.12578)
EVANS MILLS FIRE DEPARTMENT,23020.0,8615 LERAY STREET,EVANS MILLS,NY,13637,23.0,Jefferson,3.156294931E9,44.07548,-75.8184,(44.07548, -75.8184)
FELTS MILLS FIRE DEPARTMENT,23021.0,30743 NYS ROUTE 3,FELTS MILLS,NY,13638,23.0,Jefferson,3.157732604E9,44.01816,-75.7656,(44.01816, -75.7656)
FISHERS LANDING FIRE DEPARTMENT,23022.0,42038 CO RTE 195,FISHERS LANDING,NY,13641,23.0,Jefferson,3.156862924E9,44.27738,-76.00709,(44.27738, -76.00709)
GLEN PARK FIRE DEPARTMENT,23023.0,630 MAIN ST,GLEN PARK,NY,13601,23.0,Jefferson,3.157825674E9,43.999812,-75.957651,(43.999812, -75.957651)
GREAT BEND FIRE DEPARTMENT,23024.0,32768 NYS RTE 26,GREAT BEND,NY,13643,23.0,Jefferson,3.154932258E9,44.03381,-75.71935,(44.03381, -75.71935)
HENDERSON FIRE DEPARTMENT,23025.0,8939 STATE RTE 178,HENDERSON,NY,13650,23.0,Jefferson,3.159385032E9,43.845811,-76.181167,(43.845811, -76.181167)
LA FARGEVILLE FIRE DEPT,23027.0,20411 SUNRISE AVE POB 121,LA FARGEVILLE,NY,13656,23.0,Jefferson,3.156582919E9,44.19396,-75.96636,(44.19396, -75.96636)
LORRAINE FIRE DEPARTMENT,23028.0,20876 CO RTE 189,LORRAINE,NY,13659,23.0,Jefferson,3.152322601E9,43.75342,-75.89153,(43.75342, -75.89153)
MANNSVILLE FIRE DEPARTMENT,23029.0,310 S MAIN ST PO BOX 460,MANNSVILLE,NY,13661,23.0,Jefferson,3.154657E9,43.71825,-76.10882,(43.71825, -76.10882)
NATURAL BRIDGE FIRE DEPARTMENT,23031.0,27570 HIGH STREET,NATURAL BRIDGE,NY,13665,23.0,Jefferson,3.156449898E9,44.067669,-75.495334,(44.067669, -75.495334)
NORTHPOLE FIRE DEPARTMENT,23032.0,22334 US RTE 11,WATERTOWN,NY,13601,23.0,Jefferson,3.15788902E9,44.000338,-75.900468,(44.000338, -75.900468)
OXBOW FIRE DEPARTMENT,23033.0,37635 CO RTE 25,ANTWERP,NY,13608-4117,23.0,Jefferson,3.152879898E9,44.286961,-75.620892,(44.286961, -75.620892)
PAMELIA FIRE DEPARTMENT,23034.0,25082 CO RTE 16,EVANS MILLS,NY,13736,23.0,Jefferson,3.15629526E9,42.31332,-76.19317,(42.31332, -76.19317)
PHILADELPHIA FIRE DEPARTMENT,23035.0,1 ANTWERP STREET,PHILADELPHIA,NY,13673,23.0,Jefferson,3.156425781E9,44.158676,-75.705815,(44.158676, -75.705815)
PLESSIS FIRE DEPARTMENT,23036.0,21691 COUNTY ROUTE 3,LA FARGEVILLE,NY,13656,23.0,Jefferson,3.154829752E9,44.28263,-75.84181,(44.28263, -75.84181)
REDWOOD FIRE DEPARTMENT,23037.0,43676 STINE ROAD,REDWOOD,NY,13679,23.0,Jefferson,3.154823962E9,44.299312,-75.800588,(44.299312, -75.800588)
RODMAN FIRE DEPARTMENT,23038.0,21495 COUNTY RTE 69,RODMAN,NY,13682,23.0,Jefferson,3.152322966E9,43.83952,-75.89954,(43.83952, -75.89954)
RUTLAND FIRE DEPT (TOWN),23039.0,28502 STATE RT 126,BLACK RIVER,NY,13612,23.0,Jefferson,3.157884434E9,43.98885,-75.76688,(43.98885, -75.76688)
SACKETS HARBOR FIRE DEPARTMENT,23040.0,112 N BROAD STREET,SACKETS HARBOR,NY,13685,23.0,Jefferson,3.15646277E9,43.94679,-76.118219,(43.94679, -76.118219)
SMITHVILLE FIRE DEPARTMENT,23041.0,13727 CO RTE 63,ADAMS,NY,13605,23.0,Jefferson,3.15232416E9,43.81076,-76.02339,(43.81076, -76.02339)
THERESA FIRE DEPT,23042.0,LOT 8 INDIAN RIVER ESTATES,THERESA,NY,13691,23.0,Jefferson,3.157862601E9,44.214746,-75.783094,(44.214746, -75.783094)
THREE MILE BAY FIRE DEPARTMENT,23044.0,8581 NYS RTE 12E,THREE MILE BAY,NY,13693,23.0,Jefferson,3.156492888E9,44.02273,-76.24897,(44.02273, -76.24897)
WATERTOWN FIRE DEPT (TOWN),23046.0,22825 COUNTY RT 67,WATERTOWN,NY,13601,23.0,Jefferson,3.157889101E9,43.9752,-75.91171,(43.9752, -75.91171)
WATERTOWN FIRE DEPT (CITY),23047.0,224 S MASSEY STREET,WATERTOWN,NY,13601,23.0,Jefferson,3.1578578E9,43.973698,-75.918694,(43.973698, -75.918694)
WELLESLEY-THOUSAND IS FIRE DEPT,23048.0,PO BOX 1125,THOUSAND ISLAND PARK,NY,13692,23.0,Jefferson,3.154824222E9,44.28675,-76.02673,(44.28675, -76.02673)
WEST CARTHAGE FIRE DEPARTMENT,23049.0,61 HIGH STREET,WEST CARTHAGE,NY,13619,23.0,Jefferson,3.154931955E9,43.970405,-75.623047,(43.970405, -75.623047)
WORTH FIRE DEPARTMENT,23050.0,24750 MACKLIN ROAD,LORRAINE,NY,13659-3150,23.0,Jefferson,3.152322659E9,NaN,NaN,?
NEW YORK CITY FIRE DEPARTMENT,24001.0,9 METROTECH CENTER,BROOKLYN,NY,11201-5884,31.0,New York,7.189992117E9,40.69384,-73.9871,(40.69384, -73.9871)
BEAVER FALLS FIRE DEPARTMENT,25001.0,9583 MAIN STREET,BEAVER FALLS,NY,13305,25.0,Lewis,3.153466712E9,43.88756,-75.42521,(43.88756, -75.42521)
CASTORLAND FIRE DEPARTMENT,25002.0,MAIN STREET PO BOX 37,CASTORLAND,NY,13620,25.0,Lewis,3.153766212E9,43.88967,-75.43976,(43.88967, -75.43976)
CONSTABLEVILLE FIRE DEPARTMENT,25003.0,PO BOX 348,CONSTABLEVILLE,NY,13325,25.0,Lewis,3.153972828E9,43.562213,-75.427527,(43.562213, -75.427527)
COPENHAGEN FIRE DEPARTMENT,25004.0,PO BOX 364,COPENHAGEN,NY,13626,25.0,Lewis,3.156884103E9,43.895558,-75.676997,(43.895558, -75.676997)
CROGHAN FIRE DEPARTMENT,25005.0,PO BOX 405,CROGHAN,NY,13327,25.0,Lewis,3.153466164E9,43.894473,-75.390569,(43.894473, -75.390569)
GLENFIELD FIRE DEPARTMENT (3-G),25006.0,6042 MAIN STREET,GLENFIELD,NY,13343,25.0,Lewis,3.153762135E9,43.706855,-75.405001,(43.706855, -75.405001)
HARRISVILLE FIRE DEPARTMENT,25007.0,PO BOX 51,HARRISVILLE,NY,13648,25.0,Lewis,3.155432833E9,44.152225,-75.320459,(44.152225, -75.320459)
LOWVILLE FIRE DEPARTMENT,25008.0,PO BOX 81,LOWVILLE,NY,13367,25.0,Lewis,3.153766827E9,43.79166,-75.49026,(43.79166, -75.49026)
LYONS FALLS FIRE DEPARTMENT,25009.0,PO BOX 520,LYONS FALLS,NY,13368,25.0,Lewis,3.153488813E9,43.616694,-75.361024,(43.616694, -75.361024)
MARTINSBURG FIRE DEPARTMENT,25010.0,PO BOX 353,MARTINSBURG,NY,13404,25.0,Lewis,3.153760307E9,NaN,NaN,?
NEW BREMEN FIRE DEPARTMENT,25011.0,8154 STATE ROUTE 812,LOWVILLE,NY,13367,25.0,Lewis,3.153760364E9,43.806466,-75.476343,(43.806466, -75.476343)
PORT LEYDEN FIRE DEPARTMENT,25012.0,PO BOX 67,PORT LEYDEN,NY,13433,25.0,Lewis,3.153488575E9,43.583373,-75.346308,(43.583373, -75.346308)
TURIN FIRE DEPARTMENT,25013.0,4239 NYS RT 26,TURIN,NY,13473,25.0,Lewis,3.153484233E9,43.56693,-75.82155,(43.56693, -75.82155)
WEST LEYDEN FIRE DEPARTMENT,25014.0,PO BOX 205 ROUTE 26,WEST LEYDEN,NY,13489,25.0,Lewis,3.159425421E9,43.4823,-75.56105,(43.4823, -75.56105)
AVON FIRE DEPARTMENT,26001.0,74 GENESEE STREET,AVON,NY,14414,26.0,Livingston,5.85226877E9,42.910934,-77.746424,(42.910934, -77.746424)
CALEDONIA FIRE DEPARTMENT,26002.0,442 ARMSTRONG RD PO BOX 426,MUMFORD,NY,14511,26.0,Livingston,7.16538613E9,42.973216,-77.855372,(42.973216, -77.855372)
CONESUS FIRE DEPARTMENT,26003.0,PO BOX 216,CONESUS,NY,14435,26.0,Livingston,5.85346346E9,42.725245,-77.673786,(42.725245, -77.673786)
CUYLERVILLE FIRE DEPARTMENT,26005.0,2949 CANANDAIGUA STREET,LEICESTER,NY,14481,26.0,Livingston,7.163823577E9,42.777105,-77.871125,(42.777105, -77.871125)
DANSVILLE FIRE DEPARTMENT,26006.0,PO BOX 401,DANSVILLE,NY,14437,26.0,Livingston,5.85335777E9,42.562069,-77.699436,(42.562069, -77.699436)
EAST AVON FIRE DEPARTMENT,26007.0,BOX 358,AVON,NY,14414,26.0,Livingston,7.162268207E9,42.90895,-77.73008,(42.90895, -77.73008)
GENESEO FIRE DEPARTMENT,26008.0,PO BOX 428,GENESEO,NY,14454,26.0,Livingston,7.1624312E9,42.794404,-77.800585,(42.794404, -77.800585)
GROVELAND FIRE DEPARTMENT,26009.0,7428 ROUTE 63,GROVELAND,NY,14462,26.0,Livingston,5.852431441E9,42.66141,-77.76671,(42.66141, -77.76671)
HEMLOCK FIRE DEPARTMENT,26010.0,4698 MAIN STREET BOX 101,HEMLOCK,NY,14466,26.0,Livingston,7.16367273E9,42.77233,-77.56982,(42.77233, -77.56982)
LAKEVILLE FIRE DEPARTMENT,26011.0,PO BOX 376,LAKEVILLE,NY,14480,26.0,Livingston,NaN,42.83651,-77.704076,(42.83651, -77.704076)
LEICESTER FIRE DEPARTMENT,26012.0,PO BOX 144,LEICESTER,NY,14481,26.0,Livingston,5.85533644E9,42.76139,-77.91142,(42.76139, -77.91142)
LIMA FIRE DEPARTMENT,26013.0,PO BOX 29A,LIMA,NY,14485,26.0,Livingston,7.16582177E9,42.90367,-77.617382,(42.90367, -77.617382)
LIVONIA FIRE DEPARTMENT,26014.0,5 MAIN STREET PO BOX 151,LIVONIA,NY,14487,26.0,Livingston,7.163462257E9,42.82176,-77.66757,(42.82176, -77.66757)
MT MORRIS FIRE DEPARTMENT,26015.0,MAIN ST  PO BOX 127,MT MORRIS,NY,14510,26.0,Livingston,7.16658313E9,42.72331,-77.87265,(42.72331, -77.87265)
NUNDA FIRE DEPARTMENT,26016.0,4 SO STATE ST PO BOX 551,NUNDA,NY,14517,26.0,Livingston,7.164682323E9,42.59102026,-77.94253671,(42.59102026, -77.94253671)
YORK FIRE DEPARTMENT,26017.0,2667 YORK ROAD W,YORK,NY,14592,26.0,Livingston,7.162433344E9,42.831132,-77.882033,(42.831132, -77.882033)
SPARTA CENTER FIRE DEPARTMENT,26018.0,5610 SCOTTSBURG-GROVELND RD,SCOTTSBURG,NY,14545,26.0,Livingston,7.163356872E9,42.618031,-77.682888,(42.618031, -77.682888)
SPRINGWATER FIRE DEPARTMENT,26019.0,8145 SOUTH MAIN STREET,SPRINGWATER,NY,14560,26.0,Livingston,5.856699342E9,42.629579,-77.598537,(42.629579, -77.598537)
WEST SPARTA FIRE DEPARTMENT,26023.0,4451 RED SCHOOL ROAD,DANSVILLE,NY,14437,26.0,Livingston,7.163353322E9,42.618307,-77.789748,(42.618307, -77.789748)
BRIDGEPORT FIRE DEPARTMENT,27001.0,PO BOX 600,BRIDGEPORT,NY,13030,27.0,Madison,3.156339048E9,43.16727,-75.94515,(43.16727, -75.94515)
BROOKFIELD FIRE DEPARTMENT,27002.0,MAIN ST PO BOX 99,BROOKFIELD,NY,13314,27.0,Madison,3.158996251E9,42.811925,-75.326185,(42.811925, -75.326185)
CANASTOTA FIRE DEPARTMENT,27003.0,PO BOX 81,CANASTOTA,NY,13032,27.0,Madison,3.156972771E9,43.07812,-75.753198,(43.07812, -75.753198)
CAZENOVIA FIRE DEPARTMENT,27004.0,121 ALBANY STREET,CAZENOVIA,NY,13035,27.0,Madison,3.156552834E9,42.929933,-75.850825,(42.929933, -75.850825)
CHITTENANGO FIRE DEPARTMENT,27005.0,417 E GENESEE ST PO BOX 356,CHITTENANGO,NY,13037,27.0,Madison,3.156876424E9,43.049786,-75.865938,(43.049786, -75.865938)
DE RUYTER FIRE DEPARTMENT,27006.0,1663 CORTLAND ST PO BOX 278,DE RUYTER,NY,13052,27.0,Madison,3.1539615E9,42.71399,-75.8827,(42.71399, -75.8827)
EARLVILLE FIRE DEPARTMENT,27007.0,PO BOX 37,EARLVILLE,NY,13332,27.0,Madison,6.076744926E9,42.7459,-75.54682,(42.7459, -75.54682)
EATON FIRE DEPARTMENT,27008.0,PO BOX 52,EATON,NY,13334,27.0,Madison,3.156847397E9,42.850567,-75.611237,(42.850567, -75.611237)
ERIEVILLE FIRE DEPARTMENT,27009.0,4085 EATONBROOK ROAD,ERIEVILLE,NY,13061,27.0,Madison,3.156627375E9,42.851365,-75.753635,(42.851365, -75.753635)
GEORGETOWN FIRE DEPARTMENT,27010.0,PO BOX 215,GEORGETOWN,NY,13072,27.0,Madison,3.158374645E9,42.76538,-75.76438,(42.76538, -75.76438)
HAMILTON FIRE DEPARTMENT,27011.0,121 LEBANON STREET,HAMILTON,NY,13346,27.0,Madison,3.15824246E9,42.822507,-75.550778,(42.822507, -75.550778)
HUBBARDSVILLE FIRE DEPARTMENT,27012.0,PO BOX 847,HUBBARDSVILLE,NY,13355,27.0,Madison,3.156912727E9,42.81489,-75.42527,(42.81489, -75.42527)
LEONARDSVILLE FIRE DEPARTMENT,27013.0,11306 MILL ST PO BOX 185,LEONARDSVILLE,NY,13364,27.0,Madison,3.158554466E9,42.80859,-75.25248,(42.80859, -75.25248)
LINCOLN FIRE DEPARTMENT,27014.0,PO BOX 60,CLOCKVILLE,NY,13043,27.0,Madison,3.156979809E9,43.04153,-75.74476,(43.04153, -75.74476)
MADISON FIRE DEPARTMENT,27015.0,PO BOX 72,MADISON,NY,13402,27.0,Madison,3.158931893E9,42.89668,-75.51198,(42.89668, -75.51198)
MORRISVILLE FIRE DEPARTMENT,27016.0,MAIN & UNION ST PO BOX 244,MORRISVILLE,NY,13408,27.0,Madison,3.156843214E9,42.93004,-75.67398,(42.93004, -75.67398)
MUNNSVILLE FIRE DEPARTMENT,27017.0,5210 S MAIN ST,MUNNSVILLE,NY,13409,27.0,Madison,3.154955401E9,42.99167,-75.584,(42.99167, -75.584)
NEW WOODSTOCK FIRE DEPARTMENT,27018.0,PO BOX 165 STATE ROUTE 13,NEW WOODSTOCK,NY,13122,27.0,Madison,3.156623661E9,42.83603,-75.86669,(42.83603, -75.86669)
NORTH BROOKFIELD FIRE DEPARTMENT,27019.0,9199 MAIN STREET,NORTH BROOKFIELD,NY,13418,27.0,Madison,3.158612116E9,42.850587,-75.388952,(42.850587, -75.388952)
NORTH CHITTENANGO FIRE DEPT,27020.0,1699 FYLER RD PO BOX 180,CHITTENANGO,NY,13037,27.0,Madison,3.156876529E9,43.05325,-75.86708,(43.05325, -75.86708)
ONEIDA FIRE DEPARTMENT,27021.0,109 N MAIN ST PO BOX 550,ONEIDA,NY,13421,27.0,Madison,3.15363191E9,43.096586,-75.652851,(43.096586, -75.652851)
SMITHFIELD FIRE DEPARTMENT,27023.0,PO BOX 115,PETERBORO,NY,13134,27.0,Madison,3.15684328E9,42.96727,-75.6856,(42.96727, -75.6856)
WAMPSVILLE FIRE DEPARTMENT,27024.0,NORTH COURT ST PO BOX 51,WAMPSVILLE,NY,13163,27.0,Madison,3.153638171E9,43.08229,-75.70765,(43.08229, -75.70765)
BARNARD FIRE DEPARTMENT,28001.0,3084 DEWEY AVENUE,ROCHESTER,NY,14616,28.0,Monroe,5.856631113E9,43.225629,-77.643327,(43.225629, -77.643327)
BRIGHTON FIRE DEPARTMENT,28003.0,3100 EAST AVENUE,ROCHESTER,NY,14610,28.0,Monroe,7.1638132E9,43.127985,-77.528444,(43.127985, -77.528444)
