CSD,BORO,GRADE ,PROGRAM TYPE,CORE SUBJECT (MS CORE and 9-12 ONLY),CORE COURSE (MS CORE and 9-12 ONLY),SERVICE CATEGORY(K-9* ONLY),NUMBER OF STUDENTS / SEATS FILLED,NUMBER OF SECTIONS,AVERAGE CLASS SIZE
12.0,X,0K,CTT,-,-,-,215.0,11.0,19.5
12.0,X,01,GEN ED,-,-,-,1630.0,73.0,22.3
12.0,X,01,CTT,-,-,-,203.0,10.0,20.3
12.0,X,01,G&T,-,-,-,14.0,1.0,14.0
12.0,X,02,GEN ED,-,-,-,1498.0,70.0,21.4
12.0,X,02,CTT,-,-,-,224.0,11.0,20.4
12.0,X,02,G&T,-,-,-,21.0,1.0,21.0
12.0,X,03,GEN ED,-,-,-,1500.0,67.0,22.4
12.0,X,03,CTT,-,-,-,160.0,7.0,22.9
12.0,X,03,G&T,-,-,-,22.0,1.0,22.0
12.0,X,04,GEN ED,-,-,-,1402.0,62.0,22.6
12.0,X,04,CTT,-,-,-,208.0,9.0,23.1
12.0,X,04,G&T,-,-,-,27.0,1.0,27.0
12.0,X,05,GEN ED,-,-,-,1385.0,62.0,22.3
12.0,X,05,CTT,-,-,-,173.0,7.0,24.7
12.0,X,05,G&T,-,-,-,25.0,1.0,25.0
12.0,X,06,GEN ED,-,-,-,1220.0,52.0,23.5
12.0,X,06,CTT,-,-,-,283.0,13.0,21.8
12.0,X,06,G&T,-,-,-,31.0,1.0,31.0
12.0,X,07,GEN ED,-,-,-,1319.0,48.0,27.5
12.0,X,07,CTT,-,-,-,343.0,14.0,24.5
12.0,X,08,GEN ED,-,-,-,1281.0,51.0,25.1
12.0,X,08,CTT,-,-,-,307.0,12.0,25.6
12.0,X,09,GEN ED,-,-,-,176.0,7.0,25.1
12.0,X,0K-09,SPEC ED,-,-,12:1,787.0,74.0,10.6
12.0,X,0K-09,SPEC ED,-,-,12:1:1,664.0,70.0,9.5
12.0,X,MS Core,GEN ED,ENGLISH,MS English Core,-,4435.0,189.0,23.5
12.0,X,MS Core,GEN ED,MATH,MS Math Core,-,3722.0,148.0,25.1
12.0,X,MS Core,GEN ED,MATH,Integrated Algebra,-,302.0,13.0,23.2
12.0,X,MS Core,GEN ED,MATH,Math A,-,144.0,5.0,28.8
12.0,X,MS Core,GEN ED,SCIENCE,MS Science Core,-,3518.0,139.0,25.3
12.0,X,MS Core,GEN ED,SCIENCE,Earth Science,-,81.0,3.0,27.0
12.0,X,MS Core,GEN ED,SCIENCE,Living Environment,-,286.0,11.0,26.0
12.0,X,MS Core,GEN ED,SCIENCE,Other Science,-,146.0,6.0,24.3
12.0,X,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,3514.0,138.0,25.5
12.0,X,MS Core,GEN ED,SOCIAL STUDIES,Global History & Geography,-,213.0,8.0,26.6
12.0,X,MS Core,GEN ED,SOCIAL STUDIES,Other Social Studies,-,72.0,3.0,24.0
12.0,X,MS Core,CTT,ENGLISH,MS English Core,-,963.0,40.0,24.1
12.0,X,MS Core,CTT,MATH,MS Math Core,-,855.0,34.0,25.1
12.0,X,MS Core,CTT,MATH,Integrated Algebra,-,26.0,1.0,26.0
12.0,X,MS Core,CTT,MATH,Math A,-,53.0,2.0,26.5
12.0,X,MS Core,CTT,SCIENCE,MS Science Core,-,922.0,36.0,25.6
12.0,X,MS Core,CTT,SCIENCE,Living Environment,-,50.0,2.0,25.0
12.0,X,MS Core,CTT,SCIENCE,Other Science,-,22.0,1.0,22.0
12.0,X,MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,794.0,32.0,24.8
12.0,X,MS Core,CTT,SOCIAL STUDIES,Global History & Geography,-,84.0,3.0,28.0
12.0,X,MS Core,SPEC ED,ENGLISH,MS English Core,-,325.0,31.0,10.5
12.0,X,MS Core,SPEC ED,MATH,MS Math Core,-,345.0,33.0,10.5
12.0,X,MS Core,SPEC ED,SCIENCE,MS Science Core,-,301.0,29.0,10.4
12.0,X,MS Core,SPEC ED,SCIENCE,Living Environment,-,33.0,3.0,11.0
12.0,X,MS Core,SPEC ED,SCIENCE,Other Science,-,10.0,1.0,10.0
12.0,X,MS Core,SPEC ED,SOCIAL STUDIES,MS Social Studies Core,-,334.0,32.0,10.4
12.0,X,09-12,GEN ED,ENGLISH,English 9,-,1077.0,54.0,19.9
12.0,X,09-12,GEN ED,ENGLISH,English 10,-,840.0,39.0,21.5
12.0,X,09-12,GEN ED,ENGLISH,English 11,-,1256.0,50.0,25.1
12.0,X,09-12,GEN ED,ENGLISH,English 12,-,792.0,37.0,21.4
12.0,X,09-12,GEN ED,ENGLISH,MS English Core,-,332.0,14.0,23.7
12.0,X,09-12,GEN ED,ENGLISH,Other English,-,1104.0,51.0,21.6
12.0,X,09-12,GEN ED,MATH,Integrated Algebra,-,2089.0,88.0,23.7
12.0,X,09-12,GEN ED,MATH,Geometry,-,1052.0,48.0,21.9
12.0,X,09-12,GEN ED,MATH,Trigonometry,-,399.0,21.0,19.0
12.0,X,09-12,GEN ED,MATH,Math A,-,219.0,9.0,24.3
12.0,X,09-12,GEN ED,MATH,Math B,-,155.0,12.0,12.9
12.0,X,09-12,GEN ED,MATH,Other Math,-,205.0,12.0,17.1
12.0,X,09-12,GEN ED,SCIENCE,Earth Science,-,1071.0,43.0,24.9
12.0,X,09-12,GEN ED,SCIENCE,Living Environment,-,1906.0,76.0,25.1
12.0,X,09-12,GEN ED,SCIENCE,Chemistry,-,1101.0,49.0,22.5
12.0,X,09-12,GEN ED,SCIENCE,Physics,-,423.0,22.0,19.2
12.0,X,09-12,GEN ED,SCIENCE,Other Science,-,995.0,48.0,20.7
12.0,X,09-12,GEN ED,SOCIAL STUDIES,Global History & Geography,-,3157.0,139.0,22.7
12.0,X,09-12,GEN ED,SOCIAL STUDIES,US History & Government,-,1088.0,45.0,24.2
12.0,X,09-12,GEN ED,SOCIAL STUDIES,Economics,-,520.0,21.0,24.8
12.0,X,09-12,GEN ED,SOCIAL STUDIES,Participation in Government,-,389.0,16.0,24.3
12.0,X,09-12,GEN ED,SOCIAL STUDIES,Other Social Studies,-,280.0,12.0,23.3
12.0,X,09-12,CTT,ENGLISH,English 9,-,249.0,12.0,20.8
12.0,X,09-12,CTT,ENGLISH,English 10,-,291.0,11.0,26.5
12.0,X,09-12,CTT,ENGLISH,English 11,-,290.0,13.0,22.3
12.0,X,09-12,CTT,ENGLISH,English 12,-,127.0,5.0,25.4
12.0,X,09-12,CTT,ENGLISH,MS English Core,-,45.0,2.0,22.5
12.0,X,09-12,CTT,ENGLISH,Other English,-,133.0,6.0,22.2
12.0,X,09-12,CTT,MATH,Integrated Algebra,-,696.0,28.0,24.9
12.0,X,09-12,CTT,MATH,Geometry,-,57.0,3.0,19.0
12.0,X,09-12,CTT,MATH,Trigonometry,-,31.0,2.0,15.5
12.0,X,09-12,CTT,MATH,Math A,-,67.0,3.0,22.3
12.0,X,09-12,CTT,SCIENCE,Earth Science,-,279.0,12.0,23.3
12.0,X,09-12,CTT,SCIENCE,Living Environment,-,439.0,17.0,25.8
12.0,X,09-12,CTT,SCIENCE,Chemistry,-,162.0,6.0,27.0
12.0,X,09-12,CTT,SCIENCE,Physics,-,177.0,7.0,25.3
12.0,X,09-12,CTT,SCIENCE,Other Science,-,318.0,14.0,22.7
12.0,X,09-12,CTT,SOCIAL STUDIES,Global History & Geography,-,615.0,27.0,22.8
12.0,X,09-12,CTT,SOCIAL STUDIES,US History & Government,-,295.0,13.0,22.7
12.0,X,09-12,CTT,SOCIAL STUDIES,Economics,-,50.0,2.0,25.0
12.0,X,09-12,CTT,SOCIAL STUDIES,Participation in Government,-,21.0,1.0,21.0
12.0,X,09-12,CTT,SOCIAL STUDIES,Other Social Studies,-,89.0,4.0,22.3
12.0,X,09-12,SPEC ED,ENGLISH,English 9,-,64.0,5.0,12.8
12.0,X,09-12,SPEC ED,ENGLISH,English 10,-,37.0,3.0,12.3
12.0,X,09-12,SPEC ED,ENGLISH,English 11,-,30.0,3.0,10.0
12.0,X,09-12,SPEC ED,ENGLISH,English 12,-,23.0,2.0,11.5
12.0,X,09-12,SPEC ED,ENGLISH,MS English Core,-,32.0,3.0,10.7
12.0,X,09-12,SPEC ED,ENGLISH,Other English,-,28.0,2.0,14.0
12.0,X,09-12,SPEC ED,MATH,Integrated Algebra,-,87.0,6.0,14.5
12.0,X,09-12,SPEC ED,MATH,Geometry,-,10.0,1.0,10.0
12.0,X,09-12,SPEC ED,MATH,Trigonometry,-,11.0,1.0,11.0
12.0,X,09-12,SPEC ED,MATH,Other Math,-,14.0,1.0,14.0
12.0,X,09-12,SPEC ED,SCIENCE,Earth Science,-,36.0,3.0,12.0
12.0,X,09-12,SPEC ED,SCIENCE,Living Environment,-,108.0,7.0,15.4
12.0,X,09-12,SPEC ED,SCIENCE,Other Science,-,52.0,4.0,13.0
12.0,X,09-12,SPEC ED,SOCIAL STUDIES,Global History & Geography,-,86.0,6.0,14.3
12.0,X,09-12,SPEC ED,SOCIAL STUDIES,US History & Government,-,32.0,3.0,10.7
12.0,X,09-12,SPEC ED,SOCIAL STUDIES,Participation in Government,-,11.0,1.0,11.0
13.0,K,0K,GEN ED,-,-,-,886.0,43.0,20.6
13.0,K,0K,CTT,-,-,-,203.0,10.0,20.3
13.0,K,0K,G&T,-,-,-,15.0,1.0,15.0
13.0,K,01,GEN ED,-,-,-,936.0,44.0,21.3
13.0,K,01,CTT,-,-,-,161.0,8.0,20.1
13.0,K,01,G&T,-,-,-,24.0,1.0,24.0
13.0,K,02,GEN ED,-,-,-,894.0,43.0,20.8
13.0,K,02,CTT,-,-,-,133.0,7.0,19.0
13.0,K,02,G&T,-,-,-,19.0,1.0,19.0
13.0,K,03,GEN ED,-,-,-,867.0,38.0,22.8
13.0,K,03,CTT,-,-,-,107.0,5.0,21.4
13.0,K,03,G&T,-,-,-,52.0,2.0,26.0
13.0,K,04,GEN ED,-,-,-,813.0,37.0,22.0
13.0,K,04,CTT,-,-,-,127.0,6.0,21.2
13.0,K,04,G&T,-,-,-,69.0,3.0,23.0
13.0,K,05,GEN ED,-,-,-,808.0,35.0,23.1
13.0,K,05,CTT,-,-,-,131.0,7.0,18.7
13.0,K,05,G&T,-,-,-,47.0,2.0,23.5
13.0,K,06,GEN ED,-,-,-,895.0,38.0,23.6
13.0,K,06,CTT,-,-,-,191.0,8.0,23.9
13.0,K,07,GEN ED,-,-,-,862.0,37.0,23.3
13.0,K,07,CTT,-,-,-,200.0,8.0,25.0
13.0,K,08,GEN ED,-,-,-,838.0,34.0,24.6
13.0,K,08,CTT,-,-,-,214.0,8.0,26.8
13.0,K,0K-09,SPEC ED,-,-,12:1,115.0,13.0,8.8
13.0,K,0K-09,SPEC ED,-,-,12:1:1,449.0,50.0,9.0
13.0,K,0K-09,SPEC ED,-,-,6:1:1,6.0,1.0,6.0
13.0,K,MS Core,GEN ED,ENGLISH,MS English Core,-,1892.0,82.0,23.1
13.0,K,MS Core,GEN ED,MATH,MS Math Core,-,1444.0,64.0,22.6
13.0,K,MS Core,GEN ED,MATH,Integrated Algebra,-,65.0,3.0,21.7
13.0,K,MS Core,GEN ED,MATH,Math A,-,46.0,1.0,46.0
13.0,K,MS Core,GEN ED,SCIENCE,MS Science Core,-,1363.0,61.0,22.3
13.0,K,MS Core,GEN ED,SCIENCE,Earth Science,-,87.0,3.0,29.0
13.0,K,MS Core,GEN ED,SCIENCE,Other Science,-,264.0,9.0,29.3
13.0,K,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,1635.0,73.0,22.4
13.0,K,MS Core,GEN ED,SOCIAL STUDIES,Global History & Geography,-,10.0,1.0,10.0
13.0,K,MS Core,GEN ED,SOCIAL STUDIES,Other Social Studies,-,141.0,6.0,23.5
13.0,K,MS Core,CTT,ENGLISH,MS English Core,-,341.0,15.0,22.7
13.0,K,MS Core,CTT,MATH,MS Math Core,-,331.0,14.0,23.6
13.0,K,MS Core,CTT,SCIENCE,MS Science Core,-,351.0,15.0,23.4
13.0,K,MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,338.0,15.0,22.5
13.0,K,MS Core,CTT,SOCIAL STUDIES,Other Social Studies,-,20.0,1.0,20.0
13.0,K,MS Core,SPEC ED,ENGLISH,MS English Core,-,97.0,9.0,10.8
13.0,K,MS Core,SPEC ED,MATH,MS Math Core,-,103.0,9.0,11.4
13.0,K,MS Core,SPEC ED,SCIENCE,MS Science Core,-,86.0,8.0,10.8
13.0,K,MS Core,SPEC ED,SCIENCE,Other Science,-,10.0,1.0,10.0
13.0,K,MS Core,SPEC ED,SOCIAL STUDIES,MS Social Studies Core,-,73.0,7.0,10.4
13.0,K,09-12,GEN ED,ENGLISH,English 9,-,3330.0,124.0,26.9
13.0,K,09-12,GEN ED,ENGLISH,English 10,-,2700.0,97.0,27.8
13.0,K,09-12,GEN ED,ENGLISH,English 11,-,2606.0,96.0,27.1
13.0,K,09-12,GEN ED,ENGLISH,English 12,-,1081.0,45.0,24.0
13.0,K,09-12,GEN ED,ENGLISH,MS English Core,-,102.0,5.0,20.4
13.0,K,09-12,GEN ED,ENGLISH,Other English,-,2361.0,95.0,24.9
13.0,K,09-12,GEN ED,MATH,Integrated Algebra,-,2165.0,95.0,22.8
13.0,K,09-12,GEN ED,MATH,Geometry,-,2772.0,101.0,27.4
13.0,K,09-12,GEN ED,MATH,Trigonometry,-,2600.0,88.0,29.5
13.0,K,09-12,GEN ED,MATH,Math A,-,1438.0,51.0,28.2
13.0,K,09-12,GEN ED,MATH,Other Math,-,1042.0,41.0,25.4
13.0,K,09-12,GEN ED,SCIENCE,Earth Science,-,1380.0,60.0,23.0
13.0,K,09-12,GEN ED,SCIENCE,Living Environment,-,5064.0,182.0,27.8
13.0,K,09-12,GEN ED,SCIENCE,Chemistry,-,4717.0,171.0,27.6
13.0,K,09-12,GEN ED,SCIENCE,Physics,-,3188.0,99.0,32.2
13.0,K,09-12,GEN ED,SCIENCE,Other Science,-,2207.0,82.0,26.9
13.0,K,09-12,GEN ED,SOCIAL STUDIES,Global History & Geography,-,5826.0,217.0,26.8
13.0,K,09-12,GEN ED,SOCIAL STUDIES,US History & Government,-,2771.0,99.0,28.0
13.0,K,09-12,GEN ED,SOCIAL STUDIES,Economics,-,543.0,19.0,28.6
13.0,K,09-12,GEN ED,SOCIAL STUDIES,Participation in Government,-,1852.0,63.0,29.4
13.0,K,09-12,GEN ED,SOCIAL STUDIES,Other Social Studies,-,1613.0,57.0,28.3
13.0,K,09-12,CTT,ENGLISH,English 9,-,269.0,11.0,24.5
13.0,K,09-12,CTT,ENGLISH,English 10,-,225.0,8.0,28.1
13.0,K,09-12,CTT,ENGLISH,English 11,-,212.0,8.0,26.5
13.0,K,09-12,CTT,ENGLISH,English 12,-,166.0,6.0,27.7
13.0,K,09-12,CTT,ENGLISH,Other English,-,228.0,11.0,20.7
13.0,K,09-12,CTT,MATH,Integrated Algebra,-,469.0,18.0,26.1
13.0,K,09-12,CTT,MATH,Geometry,-,255.0,9.0,28.3
13.0,K,09-12,CTT,MATH,Trigonometry,-,102.0,4.0,25.5
13.0,K,09-12,CTT,MATH,Math A,-,26.0,2.0,13.0
13.0,K,09-12,CTT,SCIENCE,Earth Science,-,212.0,7.0,30.3
13.0,K,09-12,CTT,SCIENCE,Living Environment,-,535.0,20.0,26.8
13.0,K,09-12,CTT,SCIENCE,Chemistry,-,269.0,8.0,33.6
13.0,K,09-12,CTT,SCIENCE,Physics,-,24.0,1.0,24.0
13.0,K,09-12,CTT,SCIENCE,Other Science,-,83.0,3.0,27.7
13.0,K,09-12,CTT,SOCIAL STUDIES,Global History & Geography,-,524.0,19.0,27.6
13.0,K,09-12,CTT,SOCIAL STUDIES,US History & Government,-,332.0,12.0,27.7
13.0,K,09-12,CTT,SOCIAL STUDIES,Participation in Government,-,133.0,5.0,26.6
13.0,K,09-12,CTT,SOCIAL STUDIES,Other Social Studies,-,121.0,5.0,24.2
13.0,K,09-12,SPEC ED,ENGLISH,English 9,-,39.0,3.0,13.0
13.0,K,09-12,SPEC ED,ENGLISH,English 10,-,23.0,3.0,7.7
13.0,K,09-12,SPEC ED,ENGLISH,English 11,-,21.0,2.0,10.5
13.0,K,09-12,SPEC ED,ENGLISH,English 12,-,18.0,2.0,9.0
13.0,K,09-12,SPEC ED,ENGLISH,MS English Core,-,25.0,2.0,12.5
13.0,K,09-12,SPEC ED,ENGLISH,Other English,-,30.0,3.0,10.0
13.0,K,09-12,SPEC ED,MATH,Integrated Algebra,-,61.0,5.0,12.2
13.0,K,09-12,SPEC ED,MATH,Geometry,-,7.0,1.0,7.0
13.0,K,09-12,SPEC ED,MATH,Trigonometry,-,22.0,2.0,11.0
13.0,K,09-12,SPEC ED,MATH,Other Math,-,11.0,1.0,11.0
13.0,K,09-12,SPEC ED,SCIENCE,Earth Science,-,21.0,2.0,10.5
13.0,K,09-12,SPEC ED,SCIENCE,Living Environment,-,36.0,4.0,9.0
13.0,K,09-12,SPEC ED,SCIENCE,Other Science,-,73.0,6.0,12.2
13.0,K,09-12,SPEC ED,SOCIAL STUDIES,Global History & Geography,-,59.0,6.0,9.8
13.0,K,09-12,SPEC ED,SOCIAL STUDIES,US History & Government,-,33.0,3.0,11.0
13.0,K,09-12,SPEC ED,SOCIAL STUDIES,Participation in Government,-,37.0,3.0,12.3
13.0,K,09-12,SPEC ED,SOCIAL STUDIES,Other Social Studies,-,25.0,2.0,12.5
14.0,K,0K,GEN ED,-,-,-,1077.0,54.0,19.9
14.0,K,0K,CTT,-,-,-,141.0,7.0,20.1
14.0,K,0K,G&T,-,-,-,7.0,1.0,7.0
14.0,K,01,GEN ED,-,-,-,1167.0,55.0,21.2
14.0,K,01,CTT,-,-,-,126.0,7.0,18.0
14.0,K,01,G&T,-,-,-,26.0,1.0,26.0
14.0,K,02,GEN ED,-,-,-,1157.0,51.0,22.7
14.0,K,02,CTT,-,-,-,129.0,6.0,21.5
14.0,K,02,G&T,-,-,-,18.0,1.0,18.0
14.0,K,03,GEN ED,-,-,-,1087.0,50.0,21.7
14.0,K,03,CTT,-,-,-,141.0,7.0,20.1
14.0,K,03,G&T,-,-,-,21.0,1.0,21.0
14.0,K,04,GEN ED,-,-,-,1110.0,49.0,22.7
14.0,K,04,CTT,-,-,-,128.0,6.0,21.3
14.0,K,05,GEN ED,-,-,-,1082.0,46.0,23.5
14.0,K,05,CTT,-,-,-,99.0,4.0,24.8
14.0,K,06,GEN ED,-,-,-,1136.0,41.0,27.7
14.0,K,06,CTT,-,-,-,95.0,4.0,23.8
14.0,K,07,GEN ED,-,-,-,1123.0,39.0,28.8
14.0,K,07,CTT,-,-,-,181.0,8.0,22.6
14.0,K,08,GEN ED,-,-,-,1149.0,41.0,28.0
14.0,K,08,CTT,-,-,-,173.0,7.0,24.7
14.0,K,0K-09,SPEC ED,-,-,12:1,153.0,15.0,10.2
14.0,K,0K-09,SPEC ED,-,-,12:1:1,698.0,71.0,9.8
14.0,K,0K-09,SPEC ED,-,-,15:1,12.0,1.0,12.0
14.0,K,MS Core,GEN ED,ENGLISH,MS English Core,-,1790.0,72.0,24.9
14.0,K,MS Core,GEN ED,MATH,MS Math Core,-,1782.0,69.0,25.8
14.0,K,MS Core,GEN ED,MATH,Integrated Algebra,-,123.0,4.0,30.8
14.0,K,MS Core,GEN ED,SCIENCE,MS Science Core,-,1708.0,66.0,25.9
14.0,K,MS Core,GEN ED,SCIENCE,Other Science,-,173.0,7.0,24.7
14.0,K,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,1742.0,68.0,25.6
14.0,K,MS Core,GEN ED,SOCIAL STUDIES,Global History & Geography,-,124.0,4.0,31.0
14.0,K,MS Core,GEN ED,SOCIAL STUDIES,Other Social Studies,-,80.0,3.0,26.7
14.0,K,MS Core,CTT,ENGLISH,MS English Core,-,323.0,13.0,24.8
14.0,K,MS Core,CTT,MATH,MS Math Core,-,308.0,12.0,25.7
14.0,K,MS Core,CTT,MATH,Integrated Algebra,-,25.0,1.0,25.0
14.0,K,MS Core,CTT,SCIENCE,MS Science Core,-,357.0,14.0,25.5
14.0,K,MS Core,CTT,SCIENCE,Other Science,-,70.0,3.0,23.3
14.0,K,MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,308.0,12.0,25.7
14.0,K,MS Core,CTT,SOCIAL STUDIES,Other Social Studies,-,25.0,1.0,25.0
14.0,K,MS Core,SPEC ED,ENGLISH,MS English Core,-,202.0,19.0,10.6
14.0,K,MS Core,SPEC ED,MATH,MS Math Core,-,184.0,17.0,10.8
14.0,K,MS Core,SPEC ED,SCIENCE,MS Science Core,-,182.0,17.0,10.7
14.0,K,MS Core,SPEC ED,SCIENCE,Other Science,-,36.0,3.0,12.0
14.0,K,MS Core,SPEC ED,SOCIAL STUDIES,MS Social Studies Core,-,184.0,17.0,10.8
14.0,K,09-12,GEN ED,ENGLISH,English 9,-,1458.0,59.0,24.7
14.0,K,09-12,GEN ED,ENGLISH,English 10,-,1330.0,49.0,27.1
14.0,K,09-12,GEN ED,ENGLISH,English 11,-,1185.0,49.0,24.2
14.0,K,09-12,GEN ED,ENGLISH,English 12,-,960.0,42.0,22.9
14.0,K,09-12,GEN ED,ENGLISH,MS English Core,-,253.0,11.0,23.0
14.0,K,09-12,GEN ED,ENGLISH,Other English,-,2210.0,84.0,26.3
14.0,K,09-12,GEN ED,MATH,Integrated Algebra,-,2597.0,107.0,24.3
14.0,K,09-12,GEN ED,MATH,Geometry,-,1576.0,62.0,25.4
14.0,K,09-12,GEN ED,MATH,Trigonometry,-,630.0,25.0,25.2
14.0,K,09-12,GEN ED,MATH,Math A,-,39.0,2.0,19.5
14.0,K,09-12,GEN ED,MATH,Math B,-,87.0,2.0,43.5
14.0,K,09-12,GEN ED,MATH,Other Math,-,606.0,25.0,24.2
14.0,K,09-12,GEN ED,SCIENCE,Earth Science,-,2047.0,75.0,27.3
14.0,K,09-12,GEN ED,SCIENCE,Living Environment,-,2747.0,107.0,25.7
14.0,K,09-12,GEN ED,SCIENCE,Chemistry,-,1319.0,50.0,26.4
14.0,K,09-12,GEN ED,SCIENCE,Physics,-,456.0,20.0,22.8
14.0,K,09-12,GEN ED,SCIENCE,Other Science,-,942.0,36.0,26.2
14.0,K,09-12,GEN ED,SOCIAL STUDIES,Global History & Geography,-,3271.0,127.0,25.8
14.0,K,09-12,GEN ED,SOCIAL STUDIES,US History & Government,-,1782.0,73.0,24.4
14.0,K,09-12,GEN ED,SOCIAL STUDIES,Economics,-,94.0,4.0,23.5
14.0,K,09-12,GEN ED,SOCIAL STUDIES,Participation in Government,-,652.0,24.0,27.2
14.0,K,09-12,GEN ED,SOCIAL STUDIES,Other Social Studies,-,1117.0,43.0,26.0
14.0,K,09-12,CTT,ENGLISH,English 9,-,495.0,22.0,22.5
14.0,K,09-12,CTT,ENGLISH,English 10,-,424.0,16.0,26.5
14.0,K,09-12,CTT,ENGLISH,English 11,-,378.0,15.0,25.2
14.0,K,09-12,CTT,ENGLISH,English 12,-,156.0,5.0,31.2
14.0,K,09-12,CTT,ENGLISH,MS English Core,-,15.0,1.0,15.0
14.0,K,09-12,CTT,ENGLISH,Other English,-,499.0,20.0,25.0
14.0,K,09-12,CTT,MATH,Integrated Algebra,-,1010.0,41.0,24.6
14.0,K,09-12,CTT,MATH,Geometry,-,268.0,10.0,26.8
14.0,K,09-12,CTT,MATH,Trigonometry,-,21.0,1.0,21.0
14.0,K,09-12,CTT,MATH,Other Math,-,62.0,3.0,20.7
14.0,K,09-12,CTT,SCIENCE,Earth Science,-,510.0,18.0,28.3
14.0,K,09-12,CTT,SCIENCE,Living Environment,-,1036.0,41.0,25.3
14.0,K,09-12,CTT,SCIENCE,Chemistry,-,112.0,5.0,22.4
14.0,K,09-12,CTT,SCIENCE,Physics,-,26.0,1.0,26.0
14.0,K,09-12,CTT,SCIENCE,Other Science,-,409.0,14.0,29.2
14.0,K,09-12,CTT,SOCIAL STUDIES,Global History & Geography,-,1024.0,37.0,27.7
14.0,K,09-12,CTT,SOCIAL STUDIES,US History & Government,-,517.0,21.0,24.6
14.0,K,09-12,CTT,SOCIAL STUDIES,Economics,-,49.0,2.0,24.5
14.0,K,09-12,CTT,SOCIAL STUDIES,Participation in Government,-,144.0,5.0,28.8
14.0,K,09-12,CTT,SOCIAL STUDIES,Other Social Studies,-,278.0,10.0,27.8
14.0,K,09-12,SPEC ED,ENGLISH,English 9,-,40.0,3.0,13.3
14.0,K,09-12,SPEC ED,ENGLISH,English 10,-,11.0,1.0,11.0
14.0,K,09-12,SPEC ED,ENGLISH,English 11,-,11.0,1.0,11.0
14.0,K,09-12,SPEC ED,ENGLISH,MS English Core,-,43.0,4.0,10.8
14.0,K,09-12,SPEC ED,ENGLISH,Other English,-,45.0,4.0,11.3
14.0,K,09-12,SPEC ED,MATH,Integrated Algebra,-,38.0,3.0,12.7
14.0,K,09-12,SPEC ED,MATH,Other Math,-,10.0,1.0,10.0
14.0,K,09-12,SPEC ED,SCIENCE,Living Environment,-,64.0,5.0,12.8
14.0,K,09-12,SPEC ED,SOCIAL STUDIES,Global History & Geography,-,24.0,2.0,12.0
14.0,K,09-12,SPEC ED,SOCIAL STUDIES,US History & Government,-,27.0,2.0,13.5
15.0,K,0K,GEN ED,-,-,-,2218.0,94.0,23.6
15.0,K,0K,CTT,-,-,-,453.0,21.0,21.6
15.0,K,0K,G&T,-,-,-,55.0,3.0,18.3
15.0,K,01,GEN ED,-,-,-,2313.0,101.0,22.9
15.0,K,01,CTT,-,-,-,443.0,20.0,22.2
15.0,K,01,G&T,-,-,-,56.0,3.0,18.7
15.0,K,02,GEN ED,-,-,-,2076.0,91.0,22.8
15.0,K,02,CTT,-,-,-,435.0,19.0,22.9
15.0,K,02,G&T,-,-,-,24.0,1.0,24.0
15.0,K,03,GEN ED,-,-,-,1972.0,85.0,23.2
15.0,K,03,CTT,-,-,-,468.0,20.0,23.4
15.0,K,03,G&T,-,-,-,25.0,1.0,25.0
15.0,K,04,GEN ED,-,-,-,1829.0,75.0,24.4
15.0,K,04,CTT,-,-,-,437.0,18.0,24.3
15.0,K,04,G&T,-,-,-,47.0,2.0,23.5
15.0,K,05,GEN ED,-,-,-,1760.0,72.0,24.4
15.0,K,05,CTT,-,-,-,419.0,18.0,23.3
15.0,K,05,G&T,-,-,-,60.0,3.0,20.0
15.0,K,06,GEN ED,-,-,-,908.0,36.0,25.2
15.0,K,06,CTT,-,-,-,437.0,19.0,23.0
15.0,K,06,G&T,-,-,-,146.0,5.0,29.2
15.0,K,07,GEN ED,-,-,-,1032.0,38.0,27.2
15.0,K,07,CTT,-,-,-,426.0,18.0,23.7
15.0,K,07,G&T,-,-,-,123.0,4.0,30.8
15.0,K,08,GEN ED,-,-,-,1143.0,42.0,27.2
15.0,K,08,CTT,-,-,-,365.0,16.0,22.8
15.0,K,08,G&T,-,-,-,149.0,5.0,29.8
15.0,K,0K-09,SPEC ED,-,-,12:1,260.0,25.0,10.4
15.0,K,0K-09,SPEC ED,-,-,12:1:1,602.0,61.0,9.9
15.0,K,0K-09,SPEC ED,-,-,8:1:1,12.0,1.0,12.0
15.0,K,MS Core,GEN ED,ENGLISH,MS English Core,-,3541.0,133.0,26.6
15.0,K,MS Core,GEN ED,MATH,MS Math Core,-,3082.0,119.0,25.9
15.0,K,MS Core,GEN ED,MATH,Integrated Algebra,-,366.0,13.0,28.2
15.0,K,MS Core,GEN ED,SCIENCE,MS Science Core,-,3187.0,121.0,26.3
15.0,K,MS Core,GEN ED,SCIENCE,Earth Science,-,64.0,2.0,32.0
15.0,K,MS Core,GEN ED,SCIENCE,Living Environment,-,215.0,10.0,21.5
