Vaccine/Exemption,Dose,Geography Type,Geography,School Year,Estimate (%),Population Size,Percent Surveyed,Footnotes,Number of Exemptions,Survey Type
"Varicella, unknown disease history",1 Dose,States,Maryland,2010-11,,,,,,
"Varicella, unknown disease history",1 Dose,States,Massachusetts,2010-11,,,,,,
"Varicella, unknown disease history",1 Dose,States,Michigan,2010-11,,,,,,
"Varicella, unknown disease history",1 Dose,States,Minnesota,2010-11,,,,,,
"Varicella, unknown disease history",1 Dose,States,Mississippi,2010-11,,,,,,
"Varicella, unknown disease history",1 Dose,States,Missouri,2010-11,,,,,,
"Varicella, unknown disease history",1 Dose,States,Montana,2010-11,,,,,,
"Varicella, unknown disease history",1 Dose,States,Nebraska,2010-11,,,,,,
"Varicella, unknown disease history",1 Dose,States,Nevada,2010-11,,,,,,
"Varicella, unknown disease history",1 Dose,States,New Hampshire,2010-11,,,,,,
"Varicella, unknown disease history",1 Dose,States,New Jersey,2010-11,,,,,,
"Varicella, unknown disease history",1 Dose,States,New Mexico,2010-11,,,,,,
"Varicella, unknown disease history",1 Dose,States,New York,2010-11,,,,,,
"Varicella, unknown disease history",1 Dose,States,North Carolina,2010-11,,,,,,
"Varicella, unknown disease history",1 Dose,States,North Dakota,2010-11,,,,,,
"Varicella, unknown disease history",1 Dose,States,Ohio,2010-11,,,,,,
"Varicella, unknown disease history",1 Dose,States,Oklahoma,2010-11,,,,,,
"Varicella, unknown disease history",1 Dose,States,Oregon,2010-11,,,,,,
"Varicella, unknown disease history",1 Dose,States,Pennsylvania,2010-11,,,,,,
"Varicella, unknown disease history",1 Dose,National,United States,2010-11,,,,,,
"Varicella, unknown disease history",1 Dose,States,Rhode Island,2010-11,,,,,,
"Varicella, unknown disease history",1 Dose,States,South Carolina,2010-11,,,,,,
"Varicella, unknown disease history",1 Dose,States,South Dakota,2010-11,,,,,,
"Varicella, unknown disease history",1 Dose,States,Tennessee,2010-11,,,,,,
"Varicella, unknown disease history",1 Dose,States,Texas,2010-11,,,,,,
"Varicella, unknown disease history",1 Dose,National,U.S. Median,2010-11,,,,,,
"Varicella, unknown disease history",1 Dose,States,Utah,2010-11,,,,,,
"Varicella, unknown disease history",1 Dose,States,Vermont,2010-11,,,,,,
"Varicella, unknown disease history",1 Dose,States,Virginia,2010-11,,,,,,
"Varicella, unknown disease history",1 Dose,States,Washington,2010-11,,,,,,
"Varicella, unknown disease history",1 Dose,States,West Virginia,2010-11,,,,,,
"Varicella, unknown disease history",1 Dose,States,Wisconsin,2010-11,,,,,,
"Varicella, unknown disease history",1 Dose,States,Wyoming,2010-11,,,,,,
"Varicella, unknown disease history",1 Dose,States,Alabama,2011-12,93.6,73190.0,100.0,≥. * .**,,Census
"Varicella, unknown disease history",1 Dose,States,Alaska,2011-12,,10286.0,7.3,,,Non-random Cluster Sample
"Varicella, unknown disease history",1 Dose,States,Arizona,2011-12,96.9,88293.0,96.9,,,Census
"Varicella, unknown disease history",1 Dose,States,Arkansas,2011-12,,38754.0,92.2,,,Census
"Varicella, unknown disease history",1 Dose,States,California,2011-12,96.1,542544.0,97.6,,,Census
"Varicella, unknown disease history",1 Dose,States,Colorado,2011-12,,70142.0,0.5,,,Simple Random Sample
"Varicella, unknown disease history",1 Dose,States,Connecticut,2011-12,,45695.0,100.0,*,,Census
"Varicella, unknown disease history",1 Dose,States,Delaware,2011-12,,11327.0,7.4,≥,,2-stage Cluster Sample
"Varicella, unknown disease history",1 Dose,States,District of Columbia,2011-12,,6854.0,100.0,*,,Census
"Varicella, unknown disease history",1 Dose,States,Florida,2011-12,,225532.0,100.0,* .§ ,,Census
"Varicella, unknown disease history",1 Dose,States,Georgia,2011-12,,143065.0,1.9,,,2-stage Cluster Sample
"Varicella, unknown disease history",1 Dose,States,Hawaii,2011-12,,19443.0,7.7,,,2-stage Cluster Sample
"Varicella, unknown disease history",1 Dose,States,Idaho,2011-12,,22762.0,100.0,*,,Census
"Varicella, unknown disease history",1 Dose,States,Illinois,2011-12,98.0,163311.0,100.0,*,,Census
"Varicella, unknown disease history",1 Dose,States,Indiana,2011-12,,83416.0,67.5,,,Voluntary Response
"Varicella, unknown disease history",1 Dose,States,Iowa,2011-12,,40978.0,100.0,*,,Census
"Varicella, unknown disease history",1 Dose,States,Kansas,2011-12,,38402.0,52.7,†,,Stratified 1-stage sample  (Public);  Census (Private)
"Varicella, unknown disease history",1 Dose,States,Kentucky,2011-12,75.7,58185.0,91.8,,,Census
"Varicella, unknown disease history",1 Dose,States,Louisiana,2011-12,,69013.0,100.0,*,,Census
"Varicella, unknown disease history",1 Dose,States,Maine,2011-12,94.9,13829.0,97.0,,,Census
"Varicella, unknown disease history",1 Dose,States,Maryland,2011-12,99.7,72957.0,67.2,,,Voluntary Response
"Varicella, unknown disease history",1 Dose,States,Massachusetts,2011-12,,79551.0,97.5,,,Census
"Varicella, unknown disease history",1 Dose,States,Michigan,2011-12,,124962.0,100.0,*,,Census
"Varicella, unknown disease history",1 Dose,States,Minnesota,2011-12,,71213.0,99.2,,,Census
"Varicella, unknown disease history",1 Dose,States,Mississippi,2011-12,,44912.0,100.0,*,,Census
"Varicella, unknown disease history",1 Dose,States,Missouri,2011-12,,75240.0,4.7,,,2-stage Cluster Sample
"Varicella, unknown disease history",1 Dose,States,Montana,2011-12,NReq,12128.0,100.0,*,,Census
"Varicella, unknown disease history",1 Dose,States,Nebraska,2011-12,,26715.0,96.6,,,Census
"Varicella, unknown disease history",1 Dose,States,Nevada,2011-12,,36557.0,5.2,,,2-stage Cluster Sample
"Varicella, unknown disease history",1 Dose,States,New Hampshire,2011-12,,13022.0,100.0,*,,Census
"Varicella, unknown disease history",1 Dose,States,New Jersey,2011-12,,118669.0,96.6,,,Census
"Varicella, unknown disease history",1 Dose,States,New Mexico,2011-12,,29159.0,2.0,,,2-stage Cluster Sample
"Varicella, unknown disease history",1 Dose,States,New York,2011-12,98.4,236016.0,100.0,*,,Census
"Varicella, unknown disease history",1 Dose,States,North Carolina,2011-12,,128854.0,95.4,,,Census
"Varicella, unknown disease history",1 Dose,States,North Dakota,2011-12,,8412.0,5.8,¶,,Convenient 
"Varicella, unknown disease history",1 Dose,States,Ohio,2011-12,,146144.0,94.5,,,Convenient 
"Varicella, unknown disease history",1 Dose,States,Oklahoma,2011-12,97.8,52987.0,90.9,¶,,Census
"Varicella, unknown disease history",1 Dose,States,Oregon,2011-12,95.0,45855.0,100.0,*,,Census
"Varicella, unknown disease history",1 Dose,States,Pennsylvania,2011-12,,148042.0,99.0,,,Census
"Varicella, unknown disease history",1 Dose,National,United States,2011-12,96.1,,,,,
"Varicella, unknown disease history",1 Dose,States,Rhode Island,2011-12,,12552.0,13.9,,,2-stage Cluster Sample
"Varicella, unknown disease history",1 Dose,States,South Carolina,2011-12,97.1,59307.0,10.7,,,1-stage Cluster Sample
"Varicella, unknown disease history",1 Dose,States,South Dakota,2011-12,,12127.0,100.0,*,,Census
"Varicella, unknown disease history",1 Dose,States,Tennessee,2011-12,,83950.0,99.9,,,Census
"Varicella, unknown disease history",1 Dose,States,Texas,2011-12,,388178.0,100.0,*,,Census
"Varicella, unknown disease history",1 Dose,National,U.S. Median,2011-12,97.0,,,,,
"Varicella, unknown disease history",1 Dose,States,Utah,2011-12,99.5,53800.0,100.0,*,,Census
"Varicella, unknown disease history",1 Dose,States,Vermont,2011-12,,6548.0,100.0,*,,Census
"Varicella, unknown disease history",1 Dose,States,Virginia,2011-12,,101121.0,4.3,,,2-stage Cluster Sample
"Varicella, unknown disease history",1 Dose,States,Washington,2011-12,,85134.0,89.1,,,Voluntary Response
"Varicella, unknown disease history",1 Dose,States,West Virginia,2011-12,,22449.0,94.9,,,Convenient 
"Varicella, unknown disease history",1 Dose,States,Wisconsin,2011-12,,70672.0,2.3,,,2-stage Cluster Sample
"Varicella, unknown disease history",1 Dose,States,Wyoming,2011-12,,,,,,Not conducted
"Varicella, unknown disease history",1 Dose,States,Alabama,2012-13,92.8,72929.0,100.0,≥. * . ‡. **,,Census
"Varicella, unknown disease history",1 Dose,States,Alaska,2012-13,,10319.0,97.8,,,Census
"Varicella, unknown disease history",1 Dose,States,Arizona,2012-13,96.8,90054.0,97.6,,,Census
"Varicella, unknown disease history",1 Dose,States,Arkansas,2012-13,,43212.0,96.3,‡,,Census
"Varicella, unknown disease history",1 Dose,States,California,2012-13,95.6,535523.0,99.0,‡,,Census
"Varicella, unknown disease history",1 Dose,States,Colorado,2012-13,,70657.0,0.5,,,Simple Random Sample
"Varicella, unknown disease history",1 Dose,States,Connecticut,2012-13,,41604.0,100.0,*,,Census
"Varicella, unknown disease history",1 Dose,States,Delaware,2012-13,,11997.0,7.8,,,2-stage Cluster Sample
"Varicella, unknown disease history",1 Dose,States,District of Columbia,2012-13,,7842.0,100.0,*,,Census
"Varicella, unknown disease history",1 Dose,States,Florida,2012-13,,234628.0,100.0,*. §,,Census
"Varicella, unknown disease history",1 Dose,States,Georgia,2012-13,,142732.0,2.4,,,2-stage Cluster Sample
"Varicella, unknown disease history",1 Dose,States,Hawaii,2012-13,,20104.0,6.7,,,2-stage Cluster Sample
"Varicella, unknown disease history",1 Dose,States,Idaho,2012-13,,23888.0,100.0,*,,Census
"Varicella, unknown disease history",1 Dose,States,Illinois,2012-13,96.6,166884.0,100.0,*,,Census
"Varicella, unknown disease history",1 Dose,States,Indiana,2012-13,,86983.0,83.4,,,Voluntary Response
"Varicella, unknown disease history",1 Dose,States,Iowa,2012-13,,41701.0,99.9,,,Census
"Varicella, unknown disease history",1 Dose,States,Kansas,2012-13,,40738.0,31.8,†. ‡,,Stratified 1-stage sample  (Public);  Census (Private)
"Varicella, unknown disease history",1 Dose,States,Kentucky,2012-13,,58466.0,97.2,‡,,Census
"Varicella, unknown disease history",1 Dose,States,Louisiana,2012-13,,68874.0,100.0,*,,Census
"Varicella, unknown disease history",1 Dose,States,Maine,2012-13,95.1,14313.0,94.6,‡,,Census
"Varicella, unknown disease history",1 Dose,States,Maryland,2012-13,99.6,75007.0,84.3,‡,,Voluntary Response
"Varicella, unknown disease history",1 Dose,States,Massachusetts,2012-13,,79661.0,97.6,‡,,Census
"Varicella, unknown disease history",1 Dose,States,Michigan,2012-13,,124662.0,100.0,*,,Census
"Varicella, unknown disease history",1 Dose,States,Minnesota,2012-13,,73310.0,100.0,*. ‡ ,,Census
"Varicella, unknown disease history",1 Dose,States,Mississippi,2012-13,,46595.0,100.0,*,,Census
"Varicella, unknown disease history",1 Dose,States,Missouri,2012-13,,78416.0,5.9,,,2-stage Cluster Sample
"Varicella, unknown disease history",1 Dose,States,Montana,2012-13,NReq,12516.0,95.8,,,Census
"Varicella, unknown disease history",1 Dose,States,Nebraska,2012-13,,24999.0,96.6,‡,,Census
"Varicella, unknown disease history",1 Dose,States,Nevada,2012-13,,36070.0,4.3,,,2-stage Cluster Sample
"Varicella, unknown disease history",1 Dose,States,New Hampshire,2012-13,,12943.0,99.2,,,Census
"Varicella, unknown disease history",1 Dose,States,New Jersey,2012-13,97.0,122516.0,96.7,≥. ‡,,Census
"Varicella, unknown disease history",1 Dose,States,New Mexico,2012-13,,29279.0,3.3,‡ ,,2-stage Cluster Sample
"Varicella, unknown disease history",1 Dose,States,New York,2012-13,98.4,239484.0,100.0,*. ‡,,Census
"Varicella, unknown disease history",1 Dose,States,North Carolina,2012-13,,130612.0,97.3,,,Census
"Varicella, unknown disease history",1 Dose,States,North Dakota,2012-13,,9503.0,4.9,,,2-stage Cluster Sample
"Varicella, unknown disease history",1 Dose,States,Ohio,2012-13,,163687.0,86.9,,,Census
"Varicella, unknown disease history",1 Dose,States,Oklahoma,2012-13,92.8,56943.0,95.5,,,Census
"Varicella, unknown disease history",1 Dose,States,Oregon,2012-13,94.5,47102.0,100.0,*. ‡,,Census
"Varicella, unknown disease history",1 Dose,States,Pennsylvania,2012-13,,151364.0,97.5,,,Census
"Varicella, unknown disease history",1 Dose,National,United States,2012-13,96.2,,,,,
"Varicella, unknown disease history",1 Dose,States,Rhode Island,2012-13,,12552.0,75.2,‡,,Voluntary Response
"Varicella, unknown disease history",1 Dose,States,South Carolina,2012-13,90.9,61799.0,17.9,≥,,1-Stage Cluster Sample
"Varicella, unknown disease history",1 Dose,States,South Dakota,2012-13,,12468.0,100.0,*,,Census
"Varicella, unknown disease history",1 Dose,States,Tennessee,2012-13,,85801.0,97.0,,,Census
"Varicella, unknown disease history",1 Dose,States,Texas,2012-13,,414688.0,96.6,‡,,Census
"Varicella, unknown disease history",1 Dose,National,U.S. Median,2012-13,96.1,,,,,
"Varicella, unknown disease history",1 Dose,States,Utah,2012-13,99.6,54605.0,100.0,*,,Census
"Varicella, unknown disease history",1 Dose,States,Vermont,2012-13,,6792.0,100.0,*,,Census
"Varicella, unknown disease history",1 Dose,States,Virginia,2012-13,,104826.0,4.2,,,2-stage Cluster Sample
"Varicella, unknown disease history",1 Dose,States,Washington,2012-13,,87773.0,94.7,,,Census
"Varicella, unknown disease history",1 Dose,States,West Virginia,2012-13,,22588.0,86.5,,,Voluntary Response
"Varicella, unknown disease history",1 Dose,States,Wisconsin,2012-13,,72416.0,1.8,‡,,2-stage Cluster Sample
"Varicella, unknown disease history",1 Dose,States,Wyoming,2012-13,,8133.0,100.0,* .¶,,Census
"Varicella, unknown disease history",1 Dose,States,Alabama,2013-14,92.0,76927.0,100.0,≥. *. **,,Census
"Varicella, unknown disease history",1 Dose,States,Alaska,2013-14,,10222.0,9.3,†,,Stratified  2-stage cluster sample
"Varicella, unknown disease history",1 Dose,States,Arizona,2013-14,96.4,89606.0,95.8,,,Census
"Varicella, unknown disease history",1 Dose,States,Arkansas,2013-14,,42649.0,96.3,,,Census
"Varicella, unknown disease history",1 Dose,States,California,2013-14,95.3,548606.0,97.3,‡,,Census
"Varicella, unknown disease history",1 Dose,States,Colorado,2013-14,,69904.0,0.5,,,Random Sample
"Varicella, unknown disease history",1 Dose,States,Connecticut,2013-14,,40978.0,100.0,*,,Census
"Varicella, unknown disease history",1 Dose,States,Delaware,2013-14,,11997.0,12.2,,,Stratified  2-stage cluster sample
"Varicella, unknown disease history",1 Dose,States,District of Columbia,2013-14,,7856.0,100.0,*,,Census
"Varicella, unknown disease history",1 Dose,States,Florida,2013-14,,233797.0,100.0,*. §,,Census
"Varicella, unknown disease history",1 Dose,States,Georgia,2013-14,,143988.0,100.0,*,,Census
"Varicella, unknown disease history",1 Dose,States,Hawaii,2013-14,,20056.0,5.4,,,Stratified  2-stage cluster sample
"Varicella, unknown disease history",1 Dose,States,Idaho,2013-14,,23934.0,100.0,*,,Census
"Varicella, unknown disease history",1 Dose,States,Illinois,2013-14,96.6,163316.0,100.0,*,,Census
"Varicella, unknown disease history",1 Dose,States,Indiana,2013-14,,87193.0,70.3,,,Voluntary response
"Varicella, unknown disease history",1 Dose,States,Iowa,2013-14,,43728.0,94.6,,,Census
"Varicella, unknown disease history",1 Dose,States,Kansas,2013-14,,41107.0,29.0,†. ‡,,Stratified 1-stage sample (Public); Census (Private)
"Varicella, unknown disease history",1 Dose,States,Kentucky,2013-14,,57857.0,100.0,*,,Census
"Varicella, unknown disease history",1 Dose,States,Louisiana,2013-14,,63976.0,100.0,*,,Census
"Varicella, unknown disease history",1 Dose,States,Maine,2013-14,93.8,15441.0,82.4,‡,,Voluntary response
"Varicella, unknown disease history",1 Dose,States,Maryland,2013-14,99.0,75659.0,96.9,‡,,Census
"Varicella, unknown disease history",1 Dose,States,Massachusetts,2013-14,,79894.0,97.9,‡,,Census
"Varicella, unknown disease history",1 Dose,States,Michigan,2013-14,,120297.0,100.0,*,,Census
"Varicella, unknown disease history",1 Dose,States,Minnesota,2013-14,,72087.0,98.5,‡,,Census
"Varicella, unknown disease history",1 Dose,States,Mississippi,2013-14,,45719.0,100.0,*,,Census
"Varicella, unknown disease history",1 Dose,States,Missouri,2013-14,,78140.0,100.0,*,,Census
"Varicella, unknown disease history",1 Dose,States,Montana,2013-14,NReq,12855.0,95.4,,,Census
"Varicella, unknown disease history",1 Dose,States,Nebraska,2013-14,,27000.0,97.3,‡,,Census
"Varicella, unknown disease history",1 Dose,States,Nevada,2013-14,,35782.0,3.1,,,Stratified  2-stage cluster sample
"Varicella, unknown disease history",1 Dose,States,New Hampshire,2013-14,,13240.0,100.0,*,,Census
"Varicella, unknown disease history",1 Dose,States,New Jersey,2013-14,96.8,123085.0,95.4,≥. ‡,,Census
"Varicella, unknown disease history",1 Dose,States,New Mexico,2013-14,,30725.0,2.7,‡,,Stratified  2-stage cluster sample
"Varicella, unknown disease history",1 Dose,States,New York,2013-14,98.2,240318.0,100.0,*. ‡,,Census
"Varicella, unknown disease history",1 Dose,States,North Carolina,2013-14,,126084.0,97.7,,,Census
"Varicella, unknown disease history",1 Dose,States,North Dakota,2013-14,,9780.0,96.1,,,Census (Public); Stratified  2-stage cluster sample(Private)
"Varicella, unknown disease history",1 Dose,States,Ohio,2013-14,,150000.0,92.5,,,Census
"Varicella, unknown disease history",1 Dose,States,Oklahoma,2013-14,98.0,57377.0,71.3,,,Voluntary response
"Varicella, unknown disease history",1 Dose,States,Oregon,2013-14,94.3,47649.0,100.0,*. ‡,,Census
"Varicella, unknown disease history",1 Dose,States,Pennsylvania,2013-14,,151253.0,100.0,*. ‡,,Census
"Varicella, unknown disease history",1 Dose,National,United States,2013-14,96.2,,,,,
"Varicella, unknown disease history",1 Dose,States,Rhode Island,2013-14,,11521.0,99.1,‡,,Census
"Varicella, unknown disease history",1 Dose,States,South Carolina,2013-14,94.4,61661.0,11.0,,,1-stage stratified sample
"Varicella, unknown disease history",1 Dose,States,South Dakota,2013-14,,12566.0,100.0,*,,Census
"Varicella, unknown disease history",1 Dose,States,Tennessee,2013-14,,80212.0,99.8,,,Census
"Varicella, unknown disease history",1 Dose,States,Texas,2013-14,,409255.0,97.1,‡,,Census
"Varicella, unknown disease history",1 Dose,National,U.S. Median,2013-14,96.5,,,,,
"Varicella, unknown disease history",1 Dose,States,Utah,2013-14,99.6,54779.0,100.0,*,,Census
"Varicella, unknown disease history",1 Dose,States,Vermont,2013-14,,6771.0,100.0,*,,Census
"Varicella, unknown disease history",1 Dose,States,Virginia,2013-14,,105692.0,4.1,,,2-stage cluster  sample
"Varicella, unknown disease history",1 Dose,States,Washington,2013-14,,89165.0,88.5,,,Voluntary response
"Varicella, unknown disease history",1 Dose,States,West Virginia,2013-14,,22814.0,84.7,,,Voluntary response
"Varicella, unknown disease history",1 Dose,States,Wisconsin,2013-14,,71363.0,2.8,‡,,Stratified  2-stage cluster sample
"Varicella, unknown disease history",1 Dose,States,Wyoming,2013-14,,,,,,Not conducted
"Varicella, unknown disease history",1 Dose,States,Alabama,2014-15,93.5,59660.0,100.0,≥. *,,Census
"Varicella, unknown disease history",1 Dose,States,Alaska,2014-15,,10129.0,7.8,†,,Stratified 2-stage cluster sample
"Varicella, unknown disease history",1 Dose,States,Arizona,2014-15,96.6,86153.0,98.3,,,Census
"Varicella, unknown disease history",1 Dose,States,Arkansas,2014-15,,41252.0,95.9,‡,,Census (public); Voluntary response (private)
"Varicella, unknown disease history",1 Dose,States,California,2014-15,95.5,552583.0,96.9,‡,,Census
"Varicella, unknown disease history",1 Dose,States,Colorado,2014-15,,70597.0,0.5,,,Simple random sample
"Varicella, unknown disease history",1 Dose,States,Connecticut,2014-15,,39948.0,100.0,*,,Census
"Varicella, unknown disease history",1 Dose,States,Delaware,2014-15,,11476.0,7.9,,,Stratified 2-stage cluster sample
"Varicella, unknown disease history",1 Dose,States,District of Columbia,2014-15,,7840.0,100.0,*,,Census
"Varicella, unknown disease history",1 Dose,States,Florida,2014-15,,228982.0,100.0,*. §,,Census
"Varicella, unknown disease history",1 Dose,States,Georgia,2014-15,,139471.0,100.0,*,,Census
"Varicella, unknown disease history",1 Dose,States,Hawaii,2014-15,,20085.0,5.6,,,Stratified 2-stage cluster sample
"Varicella, unknown disease history",1 Dose,States,Idaho,2014-15,,22968.0,100.0,*,,Census
"Varicella, unknown disease history",1 Dose,States,Illinois,2014-15,,156942.0,100.0,*,,Census
"Varicella, unknown disease history",1 Dose,States,Indiana,2014-15,,85477.0,70.1,,,Voluntary response
"Varicella, unknown disease history",1 Dose,States,Iowa,2014-15,,43239.0,96.3,,,Census
"Varicella, unknown disease history",1 Dose,States,Kansas,2014-15,,39685.0,24.5,†.‡,,Stratified 2-stage cluster sample
"Varicella, unknown disease history",1 Dose,States,Kentucky,2014-15,,57884.0,97.2,‡,,Census
"Varicella, unknown disease history",1 Dose,States,Louisiana,2014-15,,60377.0,100.0,*,,Census
"Varicella, unknown disease history",1 Dose,States,Maine,2014-15,96.2,13704.0,88.9,‡,,Voluntary response (public); Census (private)
"Varicella, unknown disease history",1 Dose,States,Maryland,2014-15,,75391.0,90.2,‡,,Census (public); Voluntary response (private)
"Varicella, unknown disease history",1 Dose,States,Massachusetts,2014-15,,74869.0,100.0,*. ‡,,Census
"Varicella, unknown disease history",1 Dose,States,Michigan,2014-15,,117963.0,100.0,*,,Census
"Varicella, unknown disease history",1 Dose,States,Minnesota,2014-15,,70896.0,97.8,,,Census
"Varicella, unknown disease history",1 Dose,States,Mississippi,2014-15,,44129.0,100.0,*,,Census
"Varicella, unknown disease history",1 Dose,States,Missouri,2014-15,,75900.0,100.0,*,,Census
