Year,LocationAbbr,LocationDesc,DataSource,Category,Indicator,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Number,WeightedNumber,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,CategoryID,IndicatorID,LocationID,ResponseID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2
2019,HHS6,HHS Region 6,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,19.0,19.0,,,12.4,27.9,60.0,206722.0,Disability Status,Any Disability,,,DISEST,RACEIND,85,RACE05,AGEADJPREV,DISSTAT,DISABL,,
2019,NV,Nevada,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,77.6,77.6,,,74.0,80.8,763.0,834782.0,Disability Status,No Disability,,,DISEST,AGEIND,32,AGE01,PREV,DISSTAT,NODIS,,
2019,HHS1,HHS Region 1,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,5.9,5.9,,,5.3,6.6,1093.0,155039.0,Disability Type,Vision Disability,,,DISEST,AGEIND,80,AGE03,PREV,DISTYPE,VISDIS,,
2019,AK,Alaska,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,11.0,11.0,,,9.0,13.4,221.0,28934.0,Disability Type,Mobility Disability,,,DISEST,SEXIND,2,SEX02,AGEADJPREV,DISTYPE,MOBDIS,,
2019,OR,Oregon,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Independent Living Disability,,,DISEST,RACEIND,41,RACE02,AGEADJPREV,DISTYPE,INDDIS,,
2019,MD,Maryland,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,24.1,24.1,,,22.7,25.6,1731.0,227099.0,Disability Type,Mobility Disability,,,DISEST,AGEIND,24,AGE03,PREV,DISTYPE,MOBDIS,,
2019,CA,California,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,9.2,9.2,,,8.4,10.2,607.0,1372073.0,Disability Type,Mobility Disability,,,DISEST,SEXIND,6,SEX01,AGEADJPREV,DISTYPE,MOBDIS,,
2019,PR,Puerto Rico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,16.2,16.2,,,14.4,18.3,336.0,142649.0,Disability Type,Independent Living Disability,,,DISEST,AGEIND,72,AGE02,PREV,DISTYPE,INDDIS,,
2019,HHS1,HHS Region 1,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Hearing Disability,,,DISEST,RACEIND,80,RACE05,AGEADJPREV,DISTYPE,HEARDIS,,
2019,CT,Connecticut,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Self-care Disability,,,DISEST,RACEIND,9,RACE05,AGEADJPREV,DISTYPE,SELFDIS,,
2019,VT,Vermont,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,9.5,9.5,,,8.1,11.1,442.0,40678.0,Disability Type,Cognitive Disability,,,DISEST,RACEIND,50,RACE01,AGEADJPREV,DISTYPE,COGDIS,,
2019,IL,Illinois,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,7.3,7.3,,,4.1,12.6,14.0,41926.0,Disability Type,Cognitive Disability,,,DISEST,RACEIND,17,RACE05,AGEADJPREV,DISTYPE,COGDIS,,
2019,ME,Maine,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Independent Living Disability,,,DISEST,RACEIND,23,RACE03,AGEADJPREV,DISTYPE,INDDIS,,
2019,ME,Maine,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,5.9,5.9,,,3.3,10.3,89.0,6916.0,Disability Type,Self-care Disability,,,DISEST,VETIND,23,VET1,AGEADJPREV,DISTYPE,SELFDIS,,
2019,VA,Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,20.9,20.9,,,18.1,23.9,482.0,228896.0,Disability Status,Any Disability,,,DISEST,VETIND,51,VET1,AGEADJPREV,DISSTAT,DISABL,,
2019,ME,Maine,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,2.8,2.8,,,1.9,3.9,53.0,11438.0,Disability Type,Self-care Disability,,,DISEST,AGEIND,23,AGE01,PREV,DISTYPE,SELFDIS,,
2019,MS,Mississippi,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,19.9,19.9,,,18.6,21.3,1189.0,416131.0,Disability Type,Mobility Disability,,,DISEST,VETIND,28,VET2,AGEADJPREV,DISTYPE,MOBDIS,,
2019,HHS7,HHS Region 7,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,25.6,25.6,,,24.7,26.4,11090.0,2365850.0,Disability Status,Any Disability,,,DISEST,RACEIND,86,RACE01,AGEADJPREV,DISSTAT,DISABL,,
2019,MA,Massachusetts,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,8.4,8.4,,,5.0,13.7,21.0,8783.0,Disability Type,Independent Living Disability,,,DISEST,RACEIND,25,RACE04,AGEADJPREV,DISTYPE,INDDIS,,
2019,HHS9,HHS Region 9,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,13.8,13.8,,,11.3,16.8,810.0,557064.0,Disability Type,Mobility Disability,,,DISEST,VETIND,88,VET1,AGEADJPREV,DISTYPE,MOBDIS,,
2019,TN,Tennessee,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,5.9,5.9,,,5.1,6.8,359.0,250138.0,Disability Type,Vision Disability,,,DISEST,RACEIND,47,RACE01,AGEADJPREV,DISTYPE,VISDIS,,
2019,AZ,Arizona,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,10.3,10.3,,,7.1,14.6,293.0,94303.0,Disability Type,Hearing Disability,,,DISEST,VETIND,4,VET1,AGEADJPREV,DISTYPE,HEARDIS,,
2019,MO,Missouri,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Vision Disability,,,DISEST,RACEIND,29,RACE05,AGEADJPREV,DISTYPE,VISDIS,,
2019,ND,North Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Self-care Disability,,,DISEST,RACEIND,38,RACE05,AGEADJPREV,DISTYPE,SELFDIS,,
2019,GU,Guam,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,79.6,79.6,,,75.4,83.3,777.0,47317.0,Disability Status,No Disability,,,DISEST,AGEIND,66,AGE01,PREV,DISSTAT,NODIS,,
2019,WA,Washington,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,4.7,4.7,,,4.1,5.5,287.0,133765.0,Disability Type,Independent Living Disability,,,DISEST,SEXIND,53,SEX01,AGEADJPREV,DISTYPE,INDDIS,,
2019,ND,North Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,5.9,5.9,,,4.9,7.1,147.0,7145.0,Disability Type,Vision Disability,,,DISEST,AGEIND,38,AGE03,PREV,DISTYPE,VISDIS,,
2019,FL,Florida,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,70.0,70.0,,,67.8,72.1,5294.0,5502302.0,Disability Status,No Disability,,,DISEST,SEXIND,12,SEX02,AGEADJPREV,DISSTAT,NODIS,,
2019,PR,Puerto Rico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,18.8,18.8,,,17.5,20.2,1112.0,514239.0,Disability Type,Cognitive Disability,,,DISEST,RACEIND,72,RACE03,AGEADJPREV,DISTYPE,COGDIS,,
2019,HHS8,HHS Region 8,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,7.7,7.7,,,7.2,8.1,2651.0,354098.0,Disability Type,Hearing Disability,,,DISEST,SEXIND,87,SEX01,AGEADJPREV,DISTYPE,HEARDIS,,
2019,OR,Oregon,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,16.2,16.2,,,14.2,18.5,329.0,169449.0,Disability Type,Mobility Disability,,,DISEST,AGEIND,41,AGE02,PREV,DISTYPE,MOBDIS,,
2019,PR,Puerto Rico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Mobility Disability,,,DISEST,RACEIND,72,RACE07,AGEADJPREV,DISTYPE,MOBDIS,,
2019,AK,Alaska,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Self-care Disability,,,DISEST,VETIND,2,VET1,AGEADJPREV,DISTYPE,SELFDIS,,
2019,OH,Ohio,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,7.1,7.1,,,6.4,7.9,1065.0,518857.0,Disability Type,Independent Living Disability,,,DISEST,RACEIND,39,RACE01,AGEADJPREV,DISTYPE,INDDIS,,
2019,IL,Illinois,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,78.6,78.6,,,76.7,80.4,1922.0,3592313.0,Disability Status,No Disability,,,DISEST,SEXIND,17,SEX01,AGEADJPREV,DISSTAT,NODIS,,
2019,IN,Indiana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,16.1,16.1,,,13.0,19.7,123.0,67786.0,Disability Type,Mobility Disability,,,DISEST,RACEIND,18,RACE02,AGEADJPREV,DISTYPE,MOBDIS,,
2019,MA,Massachusetts,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,3.3,3.3,,,2.7,4.0,174.0,100141.0,Disability Type,Self-care Disability,,,DISEST,SEXIND,25,SEX02,AGEADJPREV,DISTYPE,SELFDIS,,
2019,ID,Idaho,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,7.6,7.6,,,5.6,10.1,139.0,21756.0,Disability Type,Vision Disability,,,DISEST,AGEIND,16,AGE03,PREV,DISTYPE,VISDIS,,
2019,HHS4,HHS Region 4,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,14.3,14.3,,,13.5,15.2,2435.0,3140897.0,Disability Type,Cognitive Disability,,,DISEST,AGEIND,83,AGE01,PREV,DISTYPE,COGDIS,,
2019,PR,Puerto Rico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,61.9,61.9,,,59.1,64.7,1058.0,385094.0,Disability Status,Any Disability,,,DISEST,AGEIND,72,AGE03,PREV,DISSTAT,DISABL,,
2019,WY,Wyoming,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,8.1,8.1,,,7.2,9.2,568.0,34481.0,Disability Type,Hearing Disability,,,DISEST,RACEIND,56,RACE01,AGEADJPREV,DISTYPE,HEARDIS,,
2019,HHS6,HHS Region 6,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,17.6,17.6,,,15.6,19.8,847.0,678121.0,Disability Type,Mobility Disability,,,DISEST,RACEIND,85,RACE02,AGEADJPREV,DISTYPE,MOBDIS,,
2019,IN,Indiana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,30.6,30.6,,,28.8,32.6,910.0,497683.0,Disability Status,Any Disability,,,DISEST,AGEIND,18,AGE02,PREV,DISSTAT,DISABL,,
2019,MI,Michigan,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Status,No Disability,,,DISEST,RACEIND,26,RACE06,AGEADJPREV,DISSTAT,NODIS,,
2019,HHS2,HHS Region 2,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,31.3,31.3,,,29.7,32.9,2413.0,1736143.0,Disability Status,Any Disability,,,DISEST,AGEIND,81,AGE02,PREV,DISSTAT,DISABL,,
2019,ND,North Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Hearing Disability,,,DISEST,RACEIND,38,RACE02,AGEADJPREV,DISTYPE,HEARDIS,,
2019,VA,Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,6.4,6.4,,,5.7,7.2,432.0,215813.0,Disability Type,Hearing Disability,,,DISEST,SEXIND,51,SEX01,AGEADJPREV,DISTYPE,HEARDIS,,
2019,HHS1,HHS Region 1,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,12.2,12.2,,,10.9,13.7,1186.0,191235.0,Disability Type,Mobility Disability,,,DISEST,VETIND,80,VET1,AGEADJPREV,DISTYPE,MOBDIS,,
2019,PA,Pennsylvania,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,5.6,5.6,,,4.5,7.0,122.0,239339.0,Disability Type,Independent Living Disability,,,DISEST,AGEIND,42,AGE01,PREV,DISTYPE,INDDIS,,
2019,NM,New Mexico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,7.5,7.5,,,5.1,10.9,84.0,14836.0,Disability Type,Independent Living Disability,,,DISEST,VETIND,35,VET1,AGEADJPREV,DISTYPE,INDDIS,,
2019,HHS4,HHS Region 4,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,3.9,3.9,,,3.6,4.2,2308.0,1406872.0,Disability Type,Self-care Disability,,,DISEST,RACEIND,83,RACE01,AGEADJPREV,DISTYPE,SELFDIS,,
2019,SD,South Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,4.7,4.7,,,3.3,6.6,112.0,7007.0,Disability Type,Self-care Disability,,,DISEST,AGEIND,46,AGE03,PREV,DISTYPE,SELFDIS,,
2019,NE,Nebraska,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,5.1,5.1,,,3.0,8.6,18.0,3146.0,Disability Type,Vision Disability,,,DISEST,RACEIND,31,RACE02,AGEADJPREV,DISTYPE,VISDIS,,
2019,KS,Kansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,24.7,24.7,,,23.5,25.8,2700.0,429049.0,Disability Status,Any Disability,,,DISEST,RACEIND,20,RACE01,AGEADJPREV,DISSTAT,DISABL,,
2019,NM,New Mexico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,4.1,4.1,,,3.3,5.1,142.0,33568.0,Disability Type,Self-care Disability,,,DISEST,SEXIND,35,SEX01,AGEADJPREV,DISTYPE,SELFDIS,,
2019,KY,Kentucky,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,7.0,7.0,,,5.5,8.9,155.0,105154.0,Disability Type,Mobility Disability,,,DISEST,AGEIND,21,AGE01,PREV,DISTYPE,MOBDIS,,
2019,HHS2,HHS Region 2,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,17.4,17.4,,,15.0,20.2,290.0,354570.0,Disability Type,Mobility Disability,,,DISEST,RACEIND,81,RACE02,AGEADJPREV,DISTYPE,MOBDIS,,
2019,DE,Delaware,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,37.3,37.3,,,33.8,41.0,485.0,66154.0,Disability Status,Any Disability,,,DISEST,AGEIND,10,AGE03,PREV,DISSTAT,DISABL,,
2019,DE,Delaware,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,1.9,1.9,,,1.0,3.3,20.0,5888.0,Disability Type,Self-care Disability,,,DISEST,AGEIND,10,AGE01,PREV,DISTYPE,SELFDIS,,
2019,NV,Nevada,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Vision Disability,,,DISEST,RACEIND,32,RACE04,AGEADJPREV,DISTYPE,VISDIS,,
2019,HHS9,HHS Region 9,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,4.7,4.7,,,3.5,6.3,139.0,12382.0,Disability Type,Vision Disability,,,DISEST,RACEIND,88,RACE06,AGEADJPREV,DISTYPE,VISDIS,,
2019,SD,South Dakota,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Self-care Disability,,,DISEST,RACEIND,46,RACE05,AGEADJPREV,DISTYPE,SELFDIS,,
2019,NY,New York,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,,,*,Data suppressed,,,,,Disability Type,Mobility Disability,,,DISEST,RACEIND,36,RACE07,AGEADJPREV,DISTYPE,MOBDIS,,
2019,IA,Iowa,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,16.3,16.3,,,10.1,25.3,20.0,5827.0,Disability Type,Cognitive Disability,,,DISEST,RACEIND,19,RACE04,AGEADJPREV,DISTYPE,COGDIS,,
2019,KY,Kentucky,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,48.1,48.1,,,45.2,51.0,1342.0,358298.0,Disability Status,No Disability,,,DISEST,AGEIND,21,AGE03,PREV,DISSTAT,NODIS,,
2019,AK,Alaska,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,66.3,66.3,,,58.7,73.0,315.0,58533.0,Disability Status,No Disability,,,DISEST,VETIND,2,VET1,AGEADJPREV,DISSTAT,NODIS,,
2019,CO,Colorado,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,2.3,2.3,,,2.0,2.7,214.0,90744.0,Disability Type,Self-care Disability,,,DISEST,VETIND,8,VET2,AGEADJPREV,DISTYPE,SELFDIS,,
