N° du contrat,Objet du contrat,Type d'acte,Projet associé,Nature du besoin,Lieu d'exécution/de livraison,Origine du financement,Date d'entrée en vigueur,Durée (en mois),Montant maximum (€HT),Attributaires
20-EI1373,National legal Expert / Rwanda / H.M,Expert individuel (CPS),MEDISAFE,Prestations intellectuelles et expertise individuelle,"Burundi, Congo, République Démocratique du, Ethiopie, Ghana, Kenya, Malawi, Ouganda, Rwanda, Seychelles, Tanzanie, République-Unie De, Zambie",Union Européenne,2020-05-01,11.0,16000.0,Happy MUKAMA
20-EI2640,Social Protection Officer Service Contract,Expert individuel (CPS),SOCIEUX+ II,Prestations intellectuelles et expertise individuelle,"Bénin, Brésil, Cambodge, Congo, République Démocratique du, Côte d'Ivoire, Mexique, Nigéria, Palestine, Pérou, Tanzanie, République-Unie De, Thaïlande, Togo, Uruguay",Union Européenne,2020-10-23,46.0,384000.0,EPOCA (Gian Luca PORTACOLONE)
20-EI1334,Appui à l'élaboration de la demande de financement TB/VIH/SRPS de la Guinée Bissau 2020-2022,Expert individuel (CPS),Demande de financement TB/VIH/RSS Guinée-Bissau,Prestations intellectuelles et expertise individuelle,Guinée-Bissau,MAE-Fr - Initiative 5%,2020-05-01,1.0,20000.0,TEAM TECHNICAL ASSISTANCE FOR MANAGEMENT (P-Y NORVAL)
20-EI2638,Team Leader Service Contract,Expert individuel (CPS),SOCIEUX+ II,Prestations intellectuelles et expertise individuelle,"Bénin, Brésil, Cambodge, Congo, République Démocratique du, Côte d'Ivoire, Mexique, Nigéria, Palestine, Pérou, Tanzanie, République-Unie De, Thaïlande, Togo, Uruguay",Union Européenne,2020-10-24,46.0,368000.0,FERNANDES_ANTUNES ADELIO
20-MR1168,C3-01-2020_YouControl,Marché,Appui au secteur de la Justice,Services,Ukraine,Union Européenne,2020-05-04,6.0,39850.0,YOUCONTROL
20-EI2570,Program's coordinator - Indonesian Fiscal Reform Support,Expert individuel (CPS),Appui à la réforme fiscale et budgétaire en Indonésie (phase 2),Prestations intellectuelles et expertise individuelle,Indonésie,Agence Française de Développement (AFD),2020-10-26,28.0,58240.0,Dewi Asihwati Kahulunan - Lulu
20-EI1312,ESC Expert LT Société Civile - Stefano Perosino,Expert individuel (CPS),Projet d’appui à la prévention de la radicalisation violente en république Islamique de Mauritanie,Prestations intellectuelles et expertise individuelle,Mauritanie,Union Européenne,2020-05-04,8.0,57600.0,Stefano PEROSINO
20-EI2729,Expert on institutional development for human resources - Maria Mousmouti et Xenophon Contiades,Expert individuel (CPS),Support Public Administration and Digital Transformation in Greece,Prestations intellectuelles et expertise individuelle,Grèce,Union Européenne,2020-10-28,9.0,20300.0,THEMISTOCLES ET DIMITRIS TSATSOS FOUNDATION - Centre for european constitutional law
20-EI2780,C1-08-2020 SVANIDZE Erik,Expert individuel (CPS),Appui au secteur de la Justice,Prestations intellectuelles et expertise individuelle,Ukraine,Union Européenne,2020-05-06,7.0,63000.0,SVANIDZE ERIK
20-EI2794,KE1 extension,Expert individuel (CPS),PAN-AFRICAN PROGRAMME – STATISTICS (PAS),Prestations intellectuelles et expertise individuelle,"Afrique du Sud, Algérie, Angola, Bénin, Botswana, Burkina Faso, Burundi, Cameroun, Cap-Vert, Centrafrique (Republique de), Comores, Congo, République Démocratique du, Congo, République du, Côte d'Ivoire, Djibouti, Egypte, Erythrée, Ethiopie, Gabon, Gambie, Ghana, Guinée, Guinée équatoriale, Guinée-Bissau, Kenya, Lesotho, Libéria, Libye, Madagascar, Malawi, Mali, Maurice (île), Mauritanie, Mozambique, Namibie, Niger, Nigéria, Ouganda, Rwanda, Sao Tomé-Et-Principe, Sénégal, Seychelles, Sierra Leone, Somalie, Soudan, Swaziland, Tanzanie, République-Unie De, Tchad, Togo, Tunisie, Zambie, Zimbabwe",Union Européenne,2020-11-01,6.0,20680.0,BONKOUNGOU MAXIME
20-EI1281,19SANIN871 lot9,Expert individuel (CPS),Appuyer le CCM-Mali aux différentes étapes du processus d’élaboration des demandes de financement TB/VIH et RSS pour la période 2021-2023,Prestations intellectuelles et expertise individuelle,Mali,MAE-Fr - Initiative 5%,2020-05-11,8.0,23500.0,TEAM TECHNICAL ASSISTANCE FOR MANAGEMENT (P-Y NORVAL)
21-MR1396,SEC DIARRA_Portage salarial Issouf Maiga Projet Plateforme COVID (20SAN0C065) Expertise France au Mali,Marché,Plateforme d'appui technique COVID,Services,Mali,Agence Française de Développement (AFD),2020-11-01,8.0,24139.0,CABINET COMPTABLE SEC DIARRA
20-EI1408,Etude de faisabilité PAPES (CNE1234) Niger menée par François Giroux,Expert individuel (CPS),Fonds de Préparation de Projet Composante 1 : Initiation - Génération,Prestations intellectuelles et expertise individuelle,France,Agence Française de Développement (AFD),2020-05-13,12.0,24750.0,François GIROUX
20-EI2317,Chef de Mission de la FADDEL,Expert individuel (CPS),Facilité d’Appui à la Décentralisation et au Développement Local,Prestations intellectuelles et expertise individuelle,Cameroun,C2D,2020-11-01,18.0,150000.0,C.A.P INTERNATIONAL - LAURENT CONTIS CONSULTANTS
20-EI1953,"Mission d’expertise perlée dans les secteurs Forêts, biodiversité et écosystèmes et Production Agricole Résiliente",Expert individuel (CPS),Euroclima+ Phase 4,Prestations intellectuelles et expertise individuelle,Colombie,Union Européenne,2020-05-15,6.0,22500.0,APPLICATION EUROPEENNE DES
20-MR2802,C3-05-2020 Yuriy NOVIKOV Automated exam system of the Ministry of Justice,Marché,Appui au secteur de la Justice,Technologie de l'information et de la communication,Ukraine,Union Européenne,2020-11-03,2.0,29913.03,NOVIKOV Yuriy
20-SB1123,Engaging young people into the global deal for Nature and People and its implementation,Subvention,Follow-up to the strategic plan for biodiversity,Subvention,"Argentine, Australie, Brésil, Cameroun, Canada, Chine, Colombie, Congo, République Démocratique du, Corée, République De, Egypte, Etats-Unis, Ghana, Inde, Indonésie, Japon, Kenya, Mexique, Norvège, Nouvelle-Zélande, Ouganda, Russie, Fédération De, Suisse, Turquie",Union Européenne,2020-05-19,14.0,417883.0,Forum Umwelt und Entwicklung
20-MR2889,"La Fourniture en Equipements de Protection Individuelle (EPI), équipements nécessaire au tri, des intrants de base PCI et équipements biomédicaux pour les structures ciblées par le Projet PCI-Goma",Marché,Projet Prévention et Contrôle des Infections_ Goma-RDC,Fournitures,"Congo, République Démocratique du",MAE-Fr,2020-11-06,5.0,32636.06,ETS BIOMERDI DIAGNOSTICS
20-EI1014,Expert principal en appui au Ministère de l'Elevage,Expert individuel (CPS),Projet d’Etablissement des Fondamentaux de la Filière Avicole en Guinée,Prestations intellectuelles et expertise individuelle,Guinée,Agence Française de Développement (AFD),2020-05-20,11.0,96400.0,FERMET-QUINET Eric
20-AC1493,Prestations de portage salarial au Maroc,Accord cadre,Régionalisation de la politique migratoire du Maroc,Services,Maroc,Agence Française de Développement (AFD),2020-11-06,52.0,999999.99,SAGE SA
20-AC1301,Technically support the implementation of several activities of the EU funded project “Support to CSOs in Jordan and De-I with CSOs”.,Accord cadre,Appui à la protection sociale jordanienne,Prestations intellectuelles et expertise individuelle,Jordanie,Union Européenne,2020-05-21,18.0,20250.0,C.A.R.M.E.N
20-EI3043,Expert en Protection Sociale - Chef de projet,Expert individuel (CPS),Assistance technique à la réponse sociale à la pandémie de COVID 19 à Maurice,Prestations intellectuelles et expertise individuelle,Maurice (île),Agence Française de Développement (AFD),2020-11-09,8.0,35000.0,MOUTIER CHRISTIAN
20-EI1346,CPS TEAM Appuyer la rédaction de la demande de financement pour le Dispositif de riposte à la COVID-19 du FM à Madagascar,Expert individuel (CPS),Appuyer la rédaction de la demande de financement pour le Dispositif de riposte à la COVID-19 du FM à Madagascar,Prestations intellectuelles et expertise individuelle,Madagascar,MAE-Fr - Initiative 5%,2020-05-25,12.0,30022.0,TEAM TECHNICAL ASSISTANCE FOR MANAGEMENT (P-Y NORVAL)
20-EI3158,Juna MILUKA - Local technical expert of the Technical Assistance Program in support to Gender Equality in Access to Economic Opportunities (20-EI0747 - Tranche 2),Expert individuel (CPS),TA Program (Part 3) Gender equality in access to economic opportunities,Prestations intellectuelles et expertise individuelle,Albanie,Agence Française de Développement (AFD),2020-11-09,23.0,71250.0,Juna MILUKA
20-EI1439,CPS 2 TeAM - Appuyer le CNLS et le PNLT du Cameroun à l’élaboration de la demande de financement et élaboration de la subvention VIH/TB auprès du Fonds mondial pour la période de mise en œuvre 2021-2023,Expert individuel (CPS),Appuyer le CNLS et le PNLT du Cameroun à l’élaboration de la demande de financement  et élaboration de la subvention VIH/TB pour la période de mise en œuvre 2021-2023,Prestations intellectuelles et expertise individuelle,Cameroun,MAE-Fr - Initiative 5%,2020-06-01,6.0,24000.0,TEAM TECHNICAL ASSISTANCE FOR MANAGEMENT (P-Y NORVAL)
20-EI3156,Délina NANO - National Coordinator of the Technical Assistance Program in support to Gender Equality in Access to Economic Opportunities (20-EI0745 - Tranche 2),Expert individuel (CPS),TA Program (Part 3) Gender equality in access to economic opportunities,Prestations intellectuelles et expertise individuelle,Albanie,Agence Française de Développement (AFD),2020-11-09,23.0,144000.0,Délina NANO
20-EI1352,Gestion de la plateforme Minjara,Expert individuel (CPS),"Appui au développement du secteur privé, filières agroalimentaires, agricoles et bois",Prestations intellectuelles et expertise individuelle,Liban,Union Européenne,2020-06-01,6.0,48000.0,Terea - Terre Environnement
21-SB1392,"implementation of the sales point for women ""container"" - C.2.2",Subvention,PSDP1 Private Sector Development Phase 1,Subvention,Libye,Union Européenne,2020-11-13,28.0,49000.0,ALBRASSI SOLIMAN MAHMUD
20-SB1289,Supply health facilities in North-West Syria with Oxygen generators,Subvention,Initiative Gaziantep 2,Subvention,"Syrienne, République Arabe",Union Européenne,2020-06-01,7.0,199700.0,UOSSM FRANCE
20-EI2975,Technical support in the framework of the request of the signatory countries of the Pacto de Leticia for the Amazon,Expert individuel (CPS),Euroclima+ Phase 4,Prestations intellectuelles et expertise individuelle,Colombie,Union Européenne,2020-11-16,4.0,15400.0,Alberto Salas
20-SB1431,19SANIN212_ Formation et Empowerment pour un accompagnement renforcé des adolescent.e.s et jeunes filles infecté.e.s ou affecté.e.s par le VIH. Phase 2,Subvention,Formation et Empowerment pour un accompagnement renforcé des adolescent.e.s et jeunes filles infectés par le VIH - Phase 2,Subvention,"Burkina Faso, Burundi, Congo, République du, Côte d'Ivoire, Mali, Togo",MAE-Fr - Initiative 5%,2020-06-01,36.0,1205287.3,SIDACTION
20-SB2898,Mission Alliance CI - Appuyer ARCAD-Santé PLUS pour lui permettre de se positionner comme récipiendaire principal des subventions du FM – Gestion des sous récipiendaires (SR) et TB communautaire,Subvention,Renforcer ARCAD-SIDA pour qu’elle soit bénéficiaire principal des prochaines subventions du Fonds mondial,Subvention,Mali,MAE-Fr - Initiative 5%,2020-11-16,1.0,15500.0,ALLIANCE COTE D'IVOIRE FEI
20-EI1611,Bernard SEYTRE - Appui à la plateforme Covid-Santé Expertise France en termes de communication de crise.,Expert individuel (CPS),Plateforme d'appui technique COVID,Prestations intellectuelles et expertise individuelle,"Burkina Faso, Burundi, Centrafrique (Republique de), Congo, République Démocratique du, Côte d'Ivoire, France, Guinée, Guinée équatoriale, Madagascar, Mali, Niger, Tchad",Agence Française de Développement (AFD),2020-06-02,6.0,21000.0,BNS Communication
20-EI2982,"194 - Africatrade (content, design, maintenance)",Expert individuel (CPS),PAN-AFRICAN PROGRAMME – STATISTICS (PAS),Prestations intellectuelles et expertise individuelle,"Afrique du Sud, Algérie, Angola, Bénin, Botswana, Burkina Faso, Burundi, Cameroun, Cap-Vert, Centrafrique (Republique de), Comores, Congo, République Démocratique du, Congo, République du, Côte d'Ivoire, Djibouti, Egypte, Erythrée, Ethiopie, Gabon, Gambie, Ghana, Guinée, Guinée-Bissau, Guinée équatoriale, Kenya, Lesotho, Libéria, Libye, Madagascar, Malawi, Mali, Maurice (île), Mauritanie, Mozambique, Namibie, Niger, Nigéria, Ouganda, Rwanda, Sao Tomé-Et-Principe, Sénégal, Seychelles, Sierra Leone, Somalie, Soudan, Swaziland, Tanzanie, République-Unie De, Tchad, Togo, Tunisie, Zambie, Zimbabwe",Union Européenne,2020-11-16,6.0,16450.0,Sébastien Cadic Honoraires
20-AC1574,"CPS Societ all: Assistance technique auprès de l'APII, du MIPME et des organismes bénéficiaires du chantier Financement participatif/crowdfunding",Accord cadre,Programme d'apppui à l'écosystème de l'innovation et de l'entrepreneuriat en Tunisie,Prestations intellectuelles et expertise individuelle,Tunisie,Union Européenne,2020-06-02,24.0,24000.0,Societ'All Company
20-MR1578,Prestataire Plateforme SECBIO,Marché,Secbio : Création d’une plateforme intégrée de corpus réglementaire et normatif en sécurité et sûreté biologiques,Technologie de l'information et de la communication,"Algérie, Bénin, Cameroun, Côte d'Ivoire, Gabon, Mali, Maroc, Niger, Rwanda, Sénégal",Autre Ministère Français,2020-11-16,18.0,382500.0,UTEAM
20-MR1438,Edition du Kit du Maire,Marché,Appui à la Mise en œuvre des Accords de Paix et de Réconciliation inter malien,Services,Mali,Agence Française de Développement (AFD),2020-06-05,7.0,39999.0,MANGANE OUMAR
21-AC0501,"CRISIL RISK AND INFRASTRUCTURE-LOT2- The subject matter of the FWC is to provide Economic and financial expertise to support the preparation and implementation of PPP for the Ethiopian PPP Unit, the PPPDG, and the main Ethiopian contracting authority, Ethiopian Electric Power",Accord cadre,Appui àl'Ethiopie pour l'émergence des PPP,Services,Ethiopie,Agence Française de Développement (AFD),2020-11-18,30.0,103500.0,Crisil Risk and Infrasturcture Solutions Limited
20-MR2443,Béchir Souid_AMO_AP-Culture_AMO POUR LA PREPARATION ET LE SUIVI DU MARCHE DE CONCEPTION-REALISATION POUR LA MODERNISATION DU MUSEE DE CARTHAGE ET DE SES ABORDS (TUNISIE),Marché,Valorisation du patrimoine culturel tunisien,Services,Tunisie,Union Européenne,2020-06-08,48.0,265200.0,AP'CULTURE_B Souid
20-EI3080,"194 - Africatrade design, content and maintenance",Expert individuel (CPS),PAN-AFRICAN PROGRAMME – STATISTICS (PAS),Prestations intellectuelles et expertise individuelle,"Afrique du Sud, Algérie, Angola, Bénin, Botswana, Burkina Faso, Burundi, Cameroun, Cap-Vert, Centrafrique (Republique de), Comores, Congo, République Démocratique du, Congo, République du, Côte d'Ivoire, Djibouti, Egypte, Erythrée, Ethiopie, Gabon, Gambie, Ghana, Guinée, Guinée-Bissau, Guinée équatoriale, Kenya, Lesotho, Libéria, Libye, Madagascar, Malawi, Mali, Maurice (île), Mauritanie, Mozambique, Namibie, Niger, Nigéria, Ouganda, Rwanda, Sao Tomé-Et-Principe, Sénégal, Seychelles, Sierra Leone, Somalie, Soudan, Swaziland, Tanzanie, République-Unie De, Tchad, Togo, Tunisie, Zambie, Zimbabwe",Union Européenne,2020-11-20,6.0,16450.0,Sébastien Cadic Honoraires
20-EI2185,Expert on Digital and administrative transformation - Leonidas ATHANASIOU,Expert individuel (CPS),Support Public Administration and Digital Transformation in Greece,Prestations intellectuelles et expertise individuelle,Grèce,Union Européenne,2020-06-15,18.0,24500.0,SMR Ltd. Consultants
20-MR2266,Achat de matériels pour l’opérationnalisation de la plate-forme numérique des collectivités,Marché,State Building Contract II,Fournitures,Haïti,Union Européenne,2020-11-26,3.0,43835.66,Keijzer Computer S.A
20-SB1538,Socio economic answer to Covid 19 crisis in Iraq,Subvention,Yanhad,Subvention,Iraq,"MAE-Fr, Union Européenne",2020-06-15,7.0,107000.0,Al Rakeezeh Foundation For Relief and Development
21-EI0200,Key Expert - Implementation of an Asset Quality Review in Sudan,Expert individuel (CPS),Sudan - Support to Economic Transition,Prestations intellectuelles et expertise individuelle,Soudan,Union Européenne,2020-11-27,13.0,65450.0,Jean-François Bouchard
20-SB1537,Socio economic answer to Covid 19 crisis in Iraq,Subvention,Yanhad,Subvention,Iraq,"MAE-Fr, Union Européenne",2020-06-15,7.0,110000.0,CNSF Critical Needs Support Foundation
