DateOfArrivalAtBIP,BorderInspectionPost,EntryBIPCountry,ConsigneeCountry,ImporterCountry,CountryofOrigin,CommodityGroup,CommodityCode,Species,Temperature,TranshipmentBIPCountry,TranshipmentBIP,TranshipmentTo3rdCountry,To3rdCountry,TransitExitBIP,ForReImport,ForInternalMarket,DateofDeclaration,YearofDeclaration,QuarterofDeclaration,MonthofDeclaration,DayofDeclaration,DocumentaryCheck,IdentityCheck,TotalGrossWeightKg,PhysicalCheck,LaboratoryTestsPerformed,LaboratoryTestsMotivation,LaboratoryTestConclusion,LaboratoryTestTranslation,AcceptableforInternal Market,Notacceptable,RefusalReasonCodeList,DateofDecision,YearofDecision,QuarterofDecision,MonthofDecision,DayofDecision,TotalNetWeightkg
2020-12-09,Felixstowe, P,United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-09,2020.0,4,12.0,9.0,Satisfactory,Satisfactory,18322.0,Satisfactory,Yes,Random,Satisfactory,Nitrofurans,Human Consumption,-,-,2020-12-12,2020.0,4,12.0,12.0,12994.0
2020-12-09,Felixstowe, P,United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-09,2020.0,4,12.0,9.0,Satisfactory,Satisfactory,0.0,Satisfactory,Yes,Random,Satisfactory,Nitromidazoles (group),Human Consumption,-,-,2020-12-12,2020.0,4,12.0,12.0,0.0
2020-12-09,Felixstowe, P,United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-09,2020.0,4,12.0,9.0,Satisfactory,Satisfactory,0.0,Satisfactory,Yes,Random,Satisfactory,Quinolones,Human Consumption,-,-,2020-12-12,2020.0,4,12.0,12.0,0.0
2020-12-09,Felixstowe, P,United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-09,2020.0,4,12.0,9.0,Satisfactory,Satisfactory,0.0,Satisfactory,Yes,Random,Satisfactory,Sulfonamides,Human Consumption,-,-,2020-12-12,2020.0,4,12.0,12.0,0.0
2020-12-09,Felixstowe, P,United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-09,2020.0,4,12.0,9.0,Satisfactory,Satisfactory,0.0,Satisfactory,Yes,Random,Satisfactory,Tetracyclines,Human Consumption,-,-,2020-12-12,2020.0,4,12.0,12.0,0.0
2020-12-08,Felixstowe, P,United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-09,2020.0,4,12.0,9.0,Satisfactory,Satisfactory,11306.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-13,2020.0,4,12.0,13.0,7446.0
2020-12-09,Felixstowe, P,United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-02,2020.0,4,12.0,2.0,Satisfactory,Satisfactory,20700.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-13,2020.0,4,12.0,13.0,20000.0
2020-12-08,Felixstowe, P,United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-02,2020.0,4,12.0,2.0,Satisfactory,Satisfactory,20720.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-15,2020.0,4,12.0,15.0,20000.0
2020-12-08,Felixstowe, P,United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-02,2020.0,4,12.0,2.0,Satisfactory,Satisfactory,7959.0,Satisfactory,No,-,-,-,Human Consumption,-,-,2020-12-12,2020.0,4,12.0,12.0,5040.0
2020-12-09,Felixstowe, P,United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-02,2020.0,4,12.0,2.0,Satisfactory,Satisfactory,20700.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-12,2020.0,4,12.0,12.0,20000.0
2020-12-08,Felixstowe, P,United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-02,2020.0,4,12.0,2.0,Satisfactory,Satisfactory,20960.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-15,2020.0,4,12.0,15.0,20000.0
2020-12-08,Felixstowe, P,United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-02,2020.0,4,12.0,2.0,Satisfactory,Satisfactory,20720.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-15,2020.0,4,12.0,15.0,20000.0
2020-12-08,Felixstowe, P,United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-02,2020.0,4,12.0,2.0,Satisfactory,Satisfactory,19330.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-14,2020.0,4,12.0,14.0,16700.0
2020-12-08,Felixstowe, P,United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-02,2020.0,4,12.0,2.0,Satisfactory,Satisfactory,20493.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-14,2020.0,4,12.0,14.0,19031.0
2020-12-08,Felixstowe, P,United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-02,2020.0,4,12.0,2.0,Satisfactory,Satisfactory,16969.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-15,2020.0,4,12.0,15.0,14566.0
2020-12-02,Heathrow,United Kingdom,United Kingdom,United Kingdom,Thailand,Fishery products,1.60529E7,Penaeus Vannamei,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-02,2020.0,4,12.0,2.0,Satisfactory,Satisfactory,2.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-03,2020.0,4,12.0,3.0,0.0
2020-12-02,Heathrow,United Kingdom,United Kingdom,United Kingdom,Thailand,Fishery products,1.60529E7,Penaeus Vannamei,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-02,2020.0,4,12.0,2.0,Satisfactory,Satisfactory,3.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-03,2020.0,4,12.0,3.0,1.0
2020-12-02,Heathrow,United Kingdom,United Kingdom,United Kingdom,Thailand,Fishery products,1.60529E7,Penaeus Vannamei,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-02,2020.0,4,12.0,2.0,Satisfactory,Satisfactory,3.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-03,2020.0,4,12.0,3.0,1.0
2020-12-02,Heathrow,United Kingdom,United Kingdom,United Kingdom,Thailand,Fishery products,1.60529E7,Penaeus Vannamei,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-02,2020.0,4,12.0,2.0,Satisfactory,Satisfactory,2.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-03,2020.0,4,12.0,3.0,0.0
2020-12-02,Heathrow,United Kingdom,United Kingdom,United Kingdom,Thailand,Preparations of cereals, flour, starch or milk,1905.0,/,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-02,2020.0,4,12.0,2.0,Satisfactory,Satisfactory,1.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-03,2020.0,4,12.0,3.0,0.0
2020-12-08,Felixstowe, P,United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-02,2020.0,4,12.0,2.0,Satisfactory,Satisfactory,16776.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-11,2020.0,4,12.0,11.0,14400.0
2020-12-02,Heathrow,United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-02,2020.0,4,12.0,2.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-03,2020.0,4,12.0,3.0,0.0
2020-12-02,Heathrow,United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160239.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-02,2020.0,4,12.0,2.0,Satisfactory,Satisfactory,33.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-03,2020.0,4,12.0,3.0,3.0
2020-12-02,Heathrow,United Kingdom,United Kingdom,United Kingdom,Thailand,Fishery products,1.605219E7,/,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-02,2020.0,4,12.0,2.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-03,2020.0,4,12.0,3.0,0.0
2020-12-02,Heathrow,United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,/,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-02,2020.0,4,12.0,2.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-03,2020.0,4,12.0,3.0,0.0
2020-12-02,Heathrow,United Kingdom,United Kingdom,United Kingdom,Thailand,Preparations of cereals, flour, starch or milk,1905.0,/,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-02,2020.0,4,12.0,2.0,Satisfactory,Satisfactory,33.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-03,2020.0,4,12.0,3.0,4.0
2020-12-02,Heathrow,United Kingdom,United Kingdom,United Kingdom,Thailand,Preparations of cereals, flour, starch or milk,190220.0,/,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-02,2020.0,4,12.0,2.0,Satisfactory,Satisfactory,0.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-03,2020.0,4,12.0,3.0,0.0
2020-12-07,Felixstowe, P,United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-04,2020.0,4,12.0,4.0,Satisfactory,Satisfactory,20640.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-11,2020.0,4,12.0,11.0,20000.0
2020-12-07,Felixstowe, P,United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-04,2020.0,4,12.0,4.0,Satisfactory,Satisfactory,16915.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-11,2020.0,4,12.0,11.0,15300.0
2020-12-10,Felixstowe, P,United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-04,2020.0,4,12.0,4.0,Satisfactory,Satisfactory,20640.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-13,2020.0,4,12.0,13.0,20000.0
2020-12-10,Felixstowe, P,United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-04,2020.0,4,12.0,4.0,Satisfactory,Satisfactory,20640.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-15,2020.0,4,12.0,15.0,20000.0
2020-12-02,Heathrow,United Kingdom,United Kingdom,United Kingdom,Thailand,Preparations of cereals, flour, starch or milk,1.9022099E7,/,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-04,2020.0,4,12.0,4.0,Satisfactory,Satisfactory,33.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-04,2020.0,4,12.0,4.0,4.0
2020-12-06,Felixstowe, P,United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-07,2020.0,4,12.0,7.0,Satisfactory,Satisfactory,16495.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-10,2020.0,4,12.0,10.0,14742.0
2020-12-06,Felixstowe, P,United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-07,2020.0,4,12.0,7.0,Satisfactory,Satisfactory,16915.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-11,2020.0,4,12.0,11.0,15300.0
2020-12-09,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-13,2020.0,4,12.0,13.0,Satisfactory,Satisfactory,27.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-13,2020.0,4,12.0,13.0,13.0
2020-12-11,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-14,2020.0,4,12.0,14.0,Satisfactory,Satisfactory,17623.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-14,2020.0,4,12.0,14.0,14070.0
2020-12-10,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-16,2020.0,4,12.0,16.0,Satisfactory,Satisfactory,7.0,Satisfactory,No,-,-,-,Human Consumption,-,-,2020-12-16,2020.0,4,12.0,16.0,1.0
2020-12-09,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-16,2020.0,4,12.0,16.0,Satisfactory,Satisfactory,10188.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-16,2020.0,4,12.0,16.0,6451.0
2020-12-09,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-16,2020.0,4,12.0,16.0,Satisfactory,Satisfactory,18018.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-16,2020.0,4,12.0,16.0,16800.0
2020-12-09,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-16,2020.0,4,12.0,16.0,Satisfactory,Satisfactory,13864.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-16,2020.0,4,12.0,16.0,12709.0
2020-12-11,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-16,2020.0,4,12.0,16.0,Satisfactory,Satisfactory,18074.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-16,2020.0,4,12.0,16.0,16800.0
2020-12-11,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-16,2020.0,4,12.0,16.0,Satisfactory,Satisfactory,19193.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-16,2020.0,4,12.0,16.0,18480.0
2020-12-11,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-16,2020.0,4,12.0,16.0,Satisfactory,Satisfactory,10188.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-16,2020.0,4,12.0,16.0,6451.0
2020-12-11,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-16,2020.0,4,12.0,16.0,Satisfactory,Satisfactory,15840.0,Satisfactory,No,-,-,-,Human Consumption,-,-,2020-12-16,2020.0,4,12.0,16.0,14400.0
2020-12-09,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-17,2020.0,4,12.0,17.0,Satisfactory,Satisfactory,20720.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-17,2020.0,4,12.0,17.0,20000.0
2020-12-09,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-18,2020.0,4,12.0,18.0,Satisfactory,Satisfactory,18380.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-18,2020.0,4,12.0,18.0,17052.0
2020-12-09,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-18,2020.0,4,12.0,18.0,Satisfactory,Satisfactory,10127.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-18,2020.0,4,12.0,18.0,6413.0
2020-12-09,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-24,2020.0,4,12.0,24.0,Satisfactory,Satisfactory,20800.0,Not Done,Yes,-,-,-,Human Consumption,-,-,2020-12-24,2020.0,4,12.0,24.0,20000.0
2020-12-11,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-24,2020.0,4,12.0,24.0,Satisfactory,Satisfactory,15840.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-24,2020.0,4,12.0,24.0,14400.0
2020-12-11,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-24,2020.0,4,12.0,24.0,Satisfactory,Satisfactory,20800.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-24,2020.0,4,12.0,24.0,20000.0
2020-12-17,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-29,2020.0,4,12.0,29.0,Satisfactory,Satisfactory,20960.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-29,2020.0,4,12.0,29.0,20000.0
2020-12-17,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-29,2020.0,4,12.0,29.0,Satisfactory,Satisfactory,16929.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-29,2020.0,4,12.0,29.0,15990.0
2020-12-11,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-29,2020.0,4,12.0,29.0,Satisfactory,Satisfactory,16915.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-29,2020.0,4,12.0,29.0,15300.0
2020-12-17,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-29,2020.0,4,12.0,29.0,Satisfactory,Satisfactory,21520.0,Not Satisfactory,Yes,-,-,-,Human Consumption,-,-,2020-12-29,2020.0,4,12.0,29.0,20000.0
2020-12-17,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-29,2020.0,4,12.0,29.0,Satisfactory,Satisfactory,20960.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-29,2020.0,4,12.0,29.0,20000.0
2020-12-19,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-30,2020.0,4,12.0,30.0,Satisfactory,Satisfactory,15383.0,Satisfactory,No,-,-,-,Human Consumption,-,-,2020-12-30,2020.0,4,12.0,30.0,14064.0
2020-12-19,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160239.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-30,2020.0,4,12.0,30.0,Satisfactory,Satisfactory,21640.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-30,2020.0,4,12.0,30.0,20300.0
2020-12-19,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-30,2020.0,4,12.0,30.0,Satisfactory,Satisfactory,15534.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-30,2020.0,4,12.0,30.0,14400.0
2020-12-17,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-30,2020.0,4,12.0,30.0,Satisfactory,Satisfactory,18513.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-30,2020.0,4,12.0,30.0,17052.0
2020-12-19,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-31,2020.0,4,12.0,31.0,Satisfactory,Satisfactory,17414.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-31,2020.0,4,12.0,31.0,16800.0
2020-12-19,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-31,2020.0,4,12.0,31.0,Satisfactory,Satisfactory,20960.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-31,2020.0,4,12.0,31.0,20000.0
2020-12-17,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Thailand,Poultry meat and poultry meat products,160232.0,Aves,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-31,2020.0,4,12.0,31.0,Satisfactory,Satisfactory,20960.0,Satisfactory,No,-,-,-,Human Consumption,-,-,2020-12-31,2020.0,4,12.0,31.0,20000.0
2020-12-19,Felixstowe, P,United Kingdom,United Kingdom,United Kingdom,Brazil,Fishery products,3061792.0,Penaeus Vannamei,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-04,2020.0,4,12.0,4.0,-,-,20350.0,-,-,-,-,-,-,-,-,?,2020.0,4,12.0,4.0,15984.0
2020-12-17,Department of Environment, Food and Rural Affairs (DEFRA),United Kingdom,United Kingdom,United Kingdom,Viet Nam,Fishery products,3061792.0,Penaeus Vannamei,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-29,2020.0,4,12.0,29.0,Satisfactory,Satisfactory,24675.0,Satisfactory,No,-,-,-,Human Consumption,-,-,2020-12-29,2020.0,4,12.0,29.0,13990.0
2020-12-02,Felixstowe, P,United Kingdom,United Kingdom,United Kingdom,Viet Nam,Fishery products,3061792.0,Penaeus Vannamei,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-01,2020.0,4,12.0,1.0,Satisfactory,Satisfactory,19650.0,Not Done,No,-,-,-,Human Consumption,-,-,2020-12-06,2020.0,4,12.0,6.0,9960.0
2020-12-10,Felixstowe, P,United Kingdom,United Kingdom,United Kingdom,India,Fishery products,3061799.0,Litopenaeus Vannamei,Frozen,-,/,-,-,/,No,Human Consumption,2020-12-08,2020.0,4,12.0,8.0,-,-,21600.0,-,-,-,-,-,-,-,-,?,2020.0,4,12.0,8.0,14400.0
