Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type
UK Trade and Investment Programme,UK Trade and Investment Programme,09/10/2015,Professional Subscriptions - Non-Specific Programme activity,Trade Group - Partnerships & Business,"Personal Expense, Name Witheld",116373,218.79,,,EMPLOYEE,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,08/10/2015,Other ICT Costs - UKTI Programme Admin,Chief Operating Officer - IT and Finance,DAISY COMMUNICATIONS LTD,116387,49.92,,BB9 5SR,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,13/10/2015,Other Professional Services - First Time Exporter Credits,Trade Group - Service Delivery,BISEN GROUP,116392,"1,000.00",,DT9 3EJ,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,13/10/2015,Other Professional Services - Export Vouchers (Autumn Statement),Trade Group - Service Delivery,TOPP AND CO,116394,"1,000.00",,YO61 1ST,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/10/2015,Outsourced Programme Management - Investment - Entrepreneurs (Autumn Statement),"Investment Development - Managing Director & Operations, Investment Development",ENTREPRENEURIAL-SPARK LTD,116410,"3,000.00",,G5 0US,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/10/2015,Current Grants To Private Sector - NPISH - Trade Access Programme Group Support Scheme,Trade Group - Partnerships & Business,BRITISH EDUCATIONAL SUPPLIERS ASSOCIATION,116411,"30,000.00",,E14 9XL,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/10/2015,Current Grants To Private Sector - NPISH - Trade Access Programme Group Support Scheme,Trade Group - Partnerships & Business,BRITISH EDUCATIONAL SUPPLIERS ASSOCIATION,116412,"2,880.00",,E14 9XL,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/10/2015,Corporate Event Management and Marketing - Sector Events - Abroad,Investment Development - Strategic Investment & Accounts,Global Alliance for livestock Veterinary Medicines (GALVmed),116421,591.27,,EH26 0PZ,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/10/2015,Other Media Costs - Non-Specific Programme activity,Investment Development - Strategic Investment & Accounts,MOO PRINT LTD,116422,500.63,,EC2A 4RQ,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/10/2015,Other Media Costs - Non-Specific Programme activity,Investment Development - Strategic Investment & Accounts,MOO PRINT LTD,116423,168.91,,EC2A 4RQ,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/10/2015,Other Media Costs - Non-Specific Programme activity,Investment Development - Strategic Investment & Accounts,MOO PRINT LTD,116424,194.34,,EC2A 4RQ,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/10/2015,Corporate Event Management and Marketing - Sector Events - UK,Trade Group - Partnerships & Business,MEDIA 10 LTD,116426,"57,600.00",,IG10 4LF,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/10/2015,Current Grants To Private Sector - NPISH - Trade Access Programme Group Support Scheme,Trade Group - Partnerships & Business,BRITISH PIG ASSOCIATION,116429,"18,000.00",,CB2 2LS,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/10/2015,Current Grants To Private Sector - NPISH - Trade Access Programme Group Support Scheme,Trade Group - Partnerships & Business,BRITISH PIG ASSOCIATION,116430,"2,160.00",,CB2 2LS,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/10/2015,Outsourced Programme Management - Investment - Entrepreneurs (Autumn Statement),"Investment Development - Managing Director & Operations, Investment Development",ENTREPRENEURIAL-SPARK LTD,116432,"4,800.00",,G5 0US,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/10/2015,Other Professional Services - International Trade Team Contracting,Trade Group - Service Delivery,EXEMPLAS TRADE SERVICES LTD,116433,"359,550.00",,AL7 3AX,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/10/2015,Conference and Exhibition Services - First Time Exporter Incubator Programme,Trade Group - Service Delivery,EXEMPLAS TRADE SERVICES LTD,116435,"1,093.00",,AL7 3AX,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/10/2015,Clearing Account   - Cost - Information Technology - Default,Chief Operating Officer - IT and Finance,THE DEXTROUS WEB LTD T/A DXW,116436,"27,238.80",,N1 7NG,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,13/10/2015,Other Professional Services - First Time Exporter Credits,Trade Group - Service Delivery,QBITUS PRODUCTS GROUP,116437,125,,HX4 9ED,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,13/10/2015,Hire of Agency Staff - Sector Events - Abroad,"Managing Director, Policy and Network Development - Managing Director, Policy and Network Development",MANPOWER GROUP SOLUTIONS SRL,116438,"33,682.97",,20122,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/10/2015,Other Media Costs - Non-Specific Programme activity,Investment Development - Strategic Investment & Accounts,MOO PRINT LTD,116440,149.07,,EC2A 4RQ,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/10/2015,Hotel & Accommodation UK - Non-Specific Programme activity,Trade Group - Service Delivery,SHIRE HOTELS LTD T/A THORPE PARK HOTEL & SPA,116442,233.54,,LS15 8ZB,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/10/2015,Hire of Agency Staff - Video Production Unit,Chief Operating Officer - Communications,HUDSON GLOBAL RESOURCES LTD,116533,"2,115.00",,G2 5HF,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/10/2015,Hire of Agency Staff - Video Production Unit,Chief Operating Officer - Communications,HUDSON GLOBAL RESOURCES LTD,116534,"2,136.00",,G2 5HF,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/10/2015,"Honoraria, Fees and Expenses - Sector Events - UK",Trade Group - Partnerships & Business,CENTAUR COMMUNICATIONS LTD,116568,"1,183.62",,W1T 3QN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/10/2015,Other Professional Services - Non-Specific Programme activity,Investment Development - Strategic Investment & Accounts,BROOK STREET (UK) LTD,116572,383.68,,AL1 4ZX,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,13/10/2015,Hire of Agency Staff - Non-Specific Programme activity (Admin),Chief Executive's Office - Chief Executive's Office,BROOK STREET (UK) LTD,116573,699.06,,AL1 4ZX,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/10/2015,Hire of Agency Staff - UKTI Programme Admin,Chief Operating Officer - Communications,CAPITA BUSINESS SERVICES LTD,116582,"1,694.64",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/10/2015,Other Goods/Services - China Uplift,Trade Group - Creative Economy Tech & Construction,CAPITA BUSINESS SERVICES LTD,116583,"1,445.82",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/10/2015,Research and Development Expenditure - UKTI Programme Admin,Chief Operating Officer - Chief Operating Officer,JONES YARRELL LEADENHALL,116584,49.82,,E3 3JG,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/10/2015,Hire of Agency Staff - Digital Business Opportunities,Trade Group - Service Delivery,CAPITA BUSINESS SERVICES LTD,116586,"2,760.12",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/10/2015,Hire of Agency Staff - Non-Specific Programme activity,Trade Group - Partnerships & Business,CAPITA BUSINESS SERVICES LTD,116587,"2,964.06",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/10/2015,Hire of Agency Staff - Trade Development Support,Trade Group - Partnerships & Business,CAPITA BUSINESS SERVICES LTD,116590,"3,493.73",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,21/10/2015,Hire of Agency Staff - Other Programme Costs,Chief Operating Officer - Chief Operating Officer,CAPITA BUSINESS SERVICES LTD,116591,"1,025.42",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/10/2015,Hire of Agency Staff - Non-Specific Programme activity,Trade Group - Partnerships & Business,CAPITA BUSINESS SERVICES LTD,116592,"2,004.62",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,09/10/2015,Other Professional Services - Specialist Delivery of Wins,Investment Development - Global Operations,CAPITA RESOURCING LTD,116593,"1,710.42",,DL1 PHN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/10/2015,Hire of Agency Staff - Marketing Event,Trade Group - Service Delivery,CAPITA BUSINESS SERVICES LTD,116594,"2,329.14",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/10/2015,Hire of Agency Staff - Great Campaign Events,Chief Operating Officer - Communications,CAPITA BUSINESS SERVICES LTD,116595,"3,502.68",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,13/10/2015,Hire of Agency Staff - UKTI Programme Admin,Chief Operating Officer - Communications,CAPITA BUSINESS SERVICES LTD,116596,"8,611.33",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,22/10/2015,Other Professional Services - Non-Specific Programme activity,"Investment Development - Managing Director & Operations, Investment Development",CAPITA BUSINESS SERVICES LTD,116620,"9,751.39",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/10/2015,Research and Development Expenditure - Non-Specific Programme activity (Admin),Chief Operating Officer - Chief Operating Officer,OMB RESEARCH LTD,116635,"35,455.50",,ME19 6DZ,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/10/2015,IT Software Licences and Software Maintenance - Digital Business Opportunities,Trade Group - Service Delivery,CAKE SOLUTIONS LTD,116636,"2,065.22",,SK5 6DA,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/10/2015,Other Professional Services - Specialist Delivery of Wins,"Investment Development - Entrepreneurship, Campaigns and Rapid Innovation",MAZE LONGKESH DEVELOPMENT CORPORATION,116637,"2,659.68",,BT27 5RF,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/10/2015,Corporate Event Management and Marketing - Sector Events - Abroad,"Managing Director, Policy and Network Development - Managing Director, Policy and Network Development",BRAY LEINO LTD,116647,"93,630.56",,EX32 0RX,,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/10/2015,Hire of Agency Staff - Non-Specific Programme activity,Trade Group - Partnerships & Business,BROOK STREET (UK) LTD,116659,"1,104.95",,AL1 4ZX,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/10/2015,Hire of Agency Staff - Webinars,Trade Group - Service Delivery,BROOK STREET (UK) LTD,116660,768.96,,AL1 4ZX,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/10/2015,Other Professional Services - E-exporting,Trade Group - Consumer and Retail,CAPITA BUSINESS SERVICES LTD,116661,"1,059.56",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/10/2015,Hire of Agency Staff - Non-Specific Programme activity,Trade Group - Partnerships & Business,CAPITA BUSINESS SERVICES LTD,116667,"2,309.52",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/10/2015,Hire of Agency Staff - Non-Specific Programme activity,Trade Group - Partnerships & Business,CAPITA BUSINESS SERVICES LTD,116668,"2,561.71",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/10/2015,Other Professional Services - Specialist Delivery of Wins,"Investment Development - Entrepreneurship, Campaigns and Rapid Innovation",CAPITA BUSINESS SERVICES LTD,116670,533.81,,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/10/2015,Other Professional Services - E-exporting,Trade Group - Consumer and Retail,CAPITA BUSINESS SERVICES LTD,116673,"1,837.63",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,13/10/2015,Other Professional Services - Specialist Delivery of Wins,"Investment Development - Entrepreneurship, Campaigns and Rapid Innovation",CAPITA BUSINESS SERVICES LTD,116675,"3,044.48",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/10/2015,Other Professional Services - Investment - Enablers (Autumn Statement),"Investment Development - Entrepreneurship, Campaigns and Rapid Innovation",CAPITA BUSINESS SERVICES LTD,116677,"6,370.92",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/10/2015,Other Professional Services - E-exporting,Trade Group - Consumer and Retail,CAPITA BUSINESS SERVICES LTD,116678,"5,025.18",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/10/2015,Hire of Agency Staff - UKTI Programme Admin,Chief Operating Officer - Communications,CAPITA BUSINESS SERVICES LTD,116679,"2,099.28",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/10/2015,Other Professional Services - E-exporting,Trade Group - Consumer and Retail,CAPITA BUSINESS SERVICES LTD,116680,"1,852.03",,DL1 9HN,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/10/2015,IT Software Licences and Software Maintenance - Digital Business Opportunities,Trade Group - Service Delivery,CAKE SOLUTIONS LTD,116695,"2,065.22",,SK5 6DA,GRANT,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/10/2015,Stationery - Other Programme Costs,Defence and Security Organisation - Business Development,AWARE PROMOTIONAL MERCHANDISE LTD,116696,58.8,,PE7 1DY,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/10/2015,Taxi Services UK - Non-Specific Programme activity,"Managing Director, Policy and Network Development - Managing Director, Policy and Network Development",ANDY CASEY & SHIRLEY CASEY T/A BACK BADGE CARS,116697,336,,GL2 5EB,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,14/10/2015,Motor Vehicle Hire - Non-Specific Programme activity,"Investment Development - Managing Director & Operations, Investment Development",PARKERS EXECUTIVE CHAUFFEURS LTD,116698,"2,470.00",,NE1 3RH,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,12/10/2015,Professional Subscriptions - Global Inward Investment Accounts,Investment Development - Strategic Investment & Accounts,MARKLINES CO LTD,116705,"3,300.00",,107-0052,VENDOR,,,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,13/10/2015,External Legal Advice and Service - Sector Events - Abroad,"Managing Director, Policy and Network Development - Managing Director, Policy and Network Development",GOVERNMENT LEGAL DEPARTMENT,116706,"1,297.00",,WC2B 4TS,VENDOR,,,Programme
