Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type
UK Trade and Investment Programme,UK Trade and Investment Programme,09/02/2016,Other Professional Services - First Time Exporter Credits,Trade Group - English Regions,LODGE COTTRELL LTD,132173.0,331.75 ,?,B63 3HY,GRANT,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Subsistence UK - Default,Investment Development - Managing Director & Operations, Investment Development,Personal Expense, Name Witheld,132236.0,15.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Subsistence UK - Default,Investment Development - Managing Director & Operations, Investment Development,Personal Expense, Name Witheld,132236.0,19.40 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Taxi Services UK - Default,Investment Development - Managing Director & Operations, Investment Development,Personal Expense, Name Witheld,132236.0,20.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Subsistence UK - Default,Investment Development - Managing Director & Operations, Investment Development,Personal Expense, Name Witheld,132236.0,36.80 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Subsistence UK - Default,Investment Development - Managing Director & Operations, Investment Development,Personal Expense, Name Witheld,132237.0,8.68 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Subsistence UK - Default,Investment Development - Managing Director & Operations, Investment Development,Personal Expense, Name Witheld,132237.0,10.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Subsistence UK - Default,Investment Development - Managing Director & Operations, Investment Development,Personal Expense, Name Witheld,132237.0,45.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Taxi Services UK - Default,Investment Development - Managing Director & Operations, Investment Development,Personal Expense, Name Witheld,132237.0,121.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Subsistence Overseas - Default,Investment Development - Managing Director & Operations, Investment Development,Personal Expense, Name Witheld,132238.0,3.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Rail Travel Overseas - Default,Investment Development - Managing Director & Operations, Investment Development,Personal Expense, Name Witheld,132238.0,11.09 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Subsistence Overseas - Default,Investment Development - Managing Director & Operations, Investment Development,Personal Expense, Name Witheld,132238.0,11.09 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Taxi Services Overseas - Default,Investment Development - Managing Director & Operations, Investment Development,Personal Expense, Name Witheld,132238.0,23.03 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Subsistence Overseas - Default,Investment Development - Managing Director & Operations, Investment Development,Personal Expense, Name Witheld,132238.0,30.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Subsistence Overseas - Default,Investment Development - Managing Director & Operations, Investment Development,Personal Expense, Name Witheld,132238.0,36.90 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Subsistence Overseas - Default,Investment Development - Managing Director & Operations, Investment Development,Personal Expense, Name Witheld,132238.0,53.50 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Hotel & Accommodation Overseas - Default,Investment Development - Managing Director & Operations, Investment Development,Personal Expense, Name Witheld,132238.0,265.15 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Subsistence Overseas - Default,Defence and Security Organisation - Senior Military Adviser,Personal Expense, Name Witheld,132239.0,40.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Subsistence Overseas - Default,Defence and Security Organisation - Regional Directorates,Personal Expense, Name Witheld,132240.0,18.50 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Subsistence Overseas - Default,Defence and Security Organisation - Regional Directorates,Personal Expense, Name Witheld,132240.0,18.74 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Taxi Services Overseas - Default,Defence and Security Organisation - Regional Directorates,Personal Expense, Name Witheld,132240.0,29.17 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Subsistence Overseas - Default,Defence and Security Organisation - Regional Directorates,Personal Expense, Name Witheld,132240.0,31.50 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Subsistence Overseas - Default,Defence and Security Organisation - Regional Directorates,Personal Expense, Name Witheld,132240.0,43.99 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Subsistence Overseas - Default,Defence and Security Organisation - Regional Directorates,Personal Expense, Name Witheld,132240.0,70.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Subsistence UK - Default,Investment Development - Managing Director & Operations, Investment Development,Personal Expense, Name Witheld,132241.0,10.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Subsistence UK - Default,Investment Development - Managing Director & Operations, Investment Development,Personal Expense, Name Witheld,132241.0,10.19 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Subsistence UK - Default,Investment Development - Managing Director & Operations, Investment Development,Personal Expense, Name Witheld,132241.0,27.17 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Taxi Services UK - Default,Investment Development - Managing Director & Operations, Investment Development,Personal Expense, Name Witheld,132241.0,43.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Rail Travel UK - Default,Investment Development - Managing Director & Operations, Investment Development,Personal Expense, Name Witheld,132241.0,160.80 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Other Travel - Default,Investment Development - Strategic Investment & Accounts,Personal Expense, Name Witheld,132242.0,4.50 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Subsistence UK - Non-Specific Programme activity,Trade Group - English Regions,Personal Expense, Name Witheld,132243.0,10.84 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Other Travel - Non-Specific Programme activity,Trade Group - English Regions,Personal Expense, Name Witheld,132243.0,21.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Subsistence UK - Non-Specific Programme activity,Trade Group - English Regions,Personal Expense, Name Witheld,132244.0,5.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Other Travel - Non-Specific Programme activity,Trade Group - English Regions,Personal Expense, Name Witheld,132244.0,10.30 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Mileage Allowance UK - Non-Specific Programme activity,Trade Group - English Regions,Personal Expense, Name Witheld,132244.0,12.70 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Subsistence UK - Non-Specific Programme activity,Trade Group - English Regions,Personal Expense, Name Witheld,132244.0,15.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Subsistence Overseas - Default,Defence and Security Organisation - Business Development,Personal Expense, Name Witheld,132245.0,3.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Taxi Services UK - Default,Defence and Security Organisation - Business Development,Personal Expense, Name Witheld,132246.0,5.50 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Subsistence UK - Default,Trade Group - Managing Director, Trade Group,Personal Expense, Name Witheld,132247.0,7.58 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Other Travel - Default,Trade Group - Managing Director, Trade Group,Personal Expense, Name Witheld,132247.0,39.50 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Subsistence UK - Default,Trade Group - English Regions,Personal Expense, Name Witheld,132248.0,2.30 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Subsistence UK - Default,Trade Group - English Regions,Personal Expense, Name Witheld,132248.0,5.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Subsistence UK - Default,Trade Group - English Regions,Personal Expense, Name Witheld,132248.0,22.80 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Subsistence UK - Default,Trade Group - English Regions,Personal Expense, Name Witheld,132248.0,30.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Other Travel - Default,Trade Group - English Regions,Personal Expense, Name Witheld,132248.0,62.30 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Mileage Allowance UK - Default,Trade Group - English Regions,Personal Expense, Name Witheld,132248.0,279.10 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Subsistence UK - Default,Trade Group - English Regions,Personal Expense, Name Witheld,132249.0,16.97 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Subsistence UK - Default,Trade Group - English Regions,Personal Expense, Name Witheld,132249.0,20.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Hotel & Accommodation UK - Default,Trade Group - English Regions,Personal Expense, Name Witheld,132249.0,105.42 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Mileage Allowance UK - Default,Trade Group - English Regions,Personal Expense, Name Witheld,132249.0,486.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Subsistence Overseas - Default,Investment Development - Strategic Relationship Management,Personal Expense, Name Witheld,132250.0,36.19 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Subsistence Overseas - Default,Investment Development - Strategic Relationship Management,Personal Expense, Name Witheld,132250.0,36.33 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Subsistence Overseas - Default,Investment Development - Strategic Relationship Management,Personal Expense, Name Witheld,132250.0,50.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Subsistence Overseas - Default,Investment Development - Strategic Relationship Management,Personal Expense, Name Witheld,132250.0,108.50 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Hotel & Accommodation Overseas - Default,Investment Development - Strategic Relationship Management,Personal Expense, Name Witheld,132250.0,986.37 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Subsistence Overseas - Default,Investment Development - Strategic Relationship Management,Personal Expense, Name Witheld,132251.0,10.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Taxi Services Overseas - Default,Investment Development - Strategic Relationship Management,Personal Expense, Name Witheld,132251.0,58.96 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Hotel & Accommodation Overseas - Default,Investment Development - Strategic Relationship Management,Personal Expense, Name Witheld,132251.0,75.86 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Subsistence Overseas - Default,Investment Development - Strategic Relationship Management,Personal Expense, Name Witheld,132252.0,18.61 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Subsistence Overseas - Default,Investment Development - Strategic Relationship Management,Personal Expense, Name Witheld,132252.0,20.57 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Subsistence Overseas - Default,Investment Development - Strategic Relationship Management,Personal Expense, Name Witheld,132252.0,30.00 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Taxi Services Overseas - Default,Investment Development - Strategic Relationship Management,Personal Expense, Name Witheld,132252.0,113.50 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Hotel & Accommodation Overseas - Default,Investment Development - Strategic Relationship Management,Personal Expense, Name Witheld,132252.0,426.24 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Taxi Services Overseas - Default,Investment Development - Strategic Relationship Management,Personal Expense, Name Witheld,132253.0,1.66 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Subsistence Overseas - Default,Investment Development - Strategic Relationship Management,Personal Expense, Name Witheld,132253.0,8.66 ,?,?,EMPLOYEE,?,?,Programme
UK Trade and Investment Programme,UK Trade and Investment Programme,04/02/2016,Subsistence Overseas - Default,Investment Development - Strategic Relationship Management,Personal Expense, Name Witheld,132253.0,30.00 ,?,?,EMPLOYEE,?,?,Programme
