Candidate Site?,Site ID,Project ID,Site Name,Project Name,Region,Country,Location,Criterion 1: Stage of Development,Sub-stage of Development within stage 2,Commercial Activity?,Project on Developed Site?,In Operation?,Operation Date,Any Drilling?,Any deep well drilling?,Drilling - Comments,Past Attempts at Development,Key Market Participants,Criterion 2: Probability of Good Resource for Power Generation,Quality of Publicly Available Data,Resource Temperature,Enthalpy,Estimated Potential Capacity Minimum,Estimated Potential Capacity Range,Estimated Installed Capacity,Resource Chemical Composition,Criterion 3: Environmental and Social Constraints,Description of  Environmental/Social Constraint_ where applicable,Criterion 4: Likelihood of Commercial Viability,In Country where a Geothermal Facility has Operated?,Remoteness of Site,Competing Generation,Infrastructure Needed,Time Needed to Reach Exploration,Finance Needed to Reach Exploration,Time Needed to Reach Test Drilling,Finance Needed to Reach Test Drilling,Criterion 5: Maturity of Enabling Environment,Legal_ Regulatory_ and Institutional Framework,Concession Information,Notes,Main Information Sources,Web Sources
No,LAC092,LAC092-0,Tres Puntas,,South America,Chile,"Region: III, Chañaral province",1,,Yes,,No,,No,No,,,,Unknown,Low,,,,,,,Low,,Low,No,,Coal,,,,,,High,"Competitive, mature electricity market. The electric sector has been unbundled into generation, transmission, distribution and commercialization since 1994. Clear concession framework.",Magma Energy Chile Ltda. (now Alterra Power Co.),Direct concession published: 20/01/2011,25,
No,LAC093,LAC093-0,Tripán,,South America,Chile,"Region: IX, Malleco province",1,,Yes,,No,,No,No,,,,Unknown,Low,,,,,,,Low,,Low,No,,Hydro/Coal,,,,,,High,"Competitive, mature electricity market. The electric sector has been unbundled into generation, transmission, distribution and commercialization since 1994. Clear concession framework.",Geotermia del Pacifico,Direct concession published: 20/05/2005,25,
No,LAC094,LAC094-0,Tuja,,South America,Chile,"Region: I, Cochane province",1,,Yes,,No,,No,No,,,,Unknown,Low,,,,,,,Low,,Low,No,,Coal,,,,,,High,"Competitive, mature electricity market. The electric sector has been unbundled into generation, transmission, distribution and commercialization since 1994. Clear concession framework.",Minera Copiapó S.A.,Direct concession published: 5/07/2007,25,
No,LAC095,LAC095-1,Tuyajito ,Tuyajito 1,South America,Chile,"Region II, El Loa province",1,,Yes,No,No,,No,No,,,Energía Andina,Unknown,Low,,,,,,,Low,,Low,No,,Coal,,,,,,High,"Competitive, mature electricity market. The electric sector has been unbundled into generation, transmission, distribution and commercialization since 1994. Clear concession framework.",Energía Andina,"Tender concession published November, 2010. ","3, 25",
No,LAC095,LAC095-2,Tuyajito ,Tuyajito 2,South America,Chile,"Region II, El Loa province",1,,Yes,No,No,,No,No,,,Energía Andina,Unknown,Low,,,,,,,Low,,Low,No,,Coal,,,,,,High,"Competitive, mature electricity market. The electric sector has been unbundled into generation, transmission, distribution and commercialization since 1994. Clear concession framework.",Energía Andina,"Tender concession published November, 2010. ","3, 25",
No,LAC095,LAC095-3,Tuyajito ,Tuyajito 3,South America,Chile,"Region II, El Loa province",1,,Yes,No,No,,No,No,,,Energía Andina,Unknown,Low,,,,,,,Low,,Low,No,,Coal,,,,,,High,"Competitive, mature electricity market. The electric sector has been unbundled into generation, transmission, distribution and commercialization since 1994. Clear concession framework.",Energía Andina,"Tender concession published November, 2010. ","3, 25",
No,LAC095,LAC095-4,Tuyajito ,Tuyajito 4,South America,Chile,"Region II, El Loa province",1,,Yes,No,No,,No,No,,,Hot Rock Chile S.A.,Unknown,Low,,,,,,,Low,,Low,No,,Coal,,,,,,High,"Competitive, mature electricity market. The electric sector has been unbundled into generation, transmission, distribution and commercialization since 1994. Clear concession framework.",Hot Rock Chile S.A.,"Tender concession published November, 2010. ","3, 25",
No,LAC096,LAC096-0,Urruputunco,,South America,Chile,"Region I, Pica province",1,,Yes,,No,,No,No,,,,Unknown,Low,,,,,,,Low,,Low,No,,Coal,,,,,,High,"Competitive, mature electricity market. The electric sector has been unbundled into generation, transmission, distribution and commercialization since 1994. Clear concession framework.",Cía Minera Doña Inés de Collahuasi,Tender concession published November 2008,25,
No,LAC097,LAC097-0,Volcán San José,,South America,Chile,"Santiago Metropolitan Region, Cordillera province",1,,Yes,,No,,No,No,,,,Unknown,Low,,,,,,,Low,,Low,No,,Hydro/Coal,,,,,,High,"Competitive, mature electricity market. The electric sector has been unbundled into generation, transmission, distribution and commercialization since 1994. Clear concession framework.",CFG CHILE S.A. ,Direct concession published August 2002. ,25,
No,LAC098,LAC098-0,Volcán Tacora,,South America,Chile,"Region XV, Parinacota province",1,,Yes,,No,,No,No,,,Serviland Minergy S.A.,Unknown,Low,,,,,,,Low,,Low,No,,Coal,,,,,,High,"Competitive, mature electricity market. The electric sector has been unbundled into generation, transmission, distribution and commercialization since 1994. Clear concession framework.",Serviland Minergy S.A.,"Tender concession published November, 2010. ","3, 25",
No,LAC099,LAC099-0,Yeguas Muertas,,South America,Chile,"Santiago Metropolitan Region and Region VI, Cordillera and Cachapoal provinces",1,,Yes,,No,,No,No,,,,Unknown,Low,,,,,,,Low,,Low,No,,Hydro/Coal,,,,,,High,"Competitive, mature electricity market. The electric sector has been unbundled into generation, transmission, distribution and commercialization since 1994. Clear concession framework.",Enel Latin America (Chile) Limitada,"Tender concession published in 2010. ENEL Green Power purchased the concession in March 2012. Concession size is 74,101 hectares. ","25, 41",
No,LAC100,LAC100-0,Callaqui,,South America,Chile ,"Regions VIII and IX, Bio Bio, Malleco provinces",1,,Yes,,No,,No,No,"""3G""",,,Unknown,Low,,,,,,,Low,,Low,No,,Hydro/Coal,,,,,,High,"Competitive, mature electricity market. The electric sector has been unbundled into generation, transmission, distribution and commercialization since 1994. Clear concession framework.",Serviland Minergy,"Direct concession published February, 2011. ",25,
No,LAC101,LAC101-0,Carranco,,South America,Chile ,"Region X, Valdivia province",1,,Yes,,No,,No,No,,,,Unknown,Low,,,,,,,Low,,Low,No,,Hydro/Coal,,,,,,High,"Competitive, mature electricity market. The electric sector has been unbundled into generation, transmission, distribution and commercialization since 1994. Clear concession framework.",Minera Copiapo S.A.,Direct concession published July 2007. ,25,
Yes,LAC102,LAC102-0,Azufral Volcano ,,South America,Colombia,"In southern Colombia near the border with Ecuador; 12 km northwest of Túquerres, a city with a population of 40,000 (Nariño Province). The Azufral Volcano summit is at 4020 masl where a caldera structure is found with a diameter of about 3 km. Inside the caldera is a green acid lake, ""La Laguna Verde"". ",1,,Yes,,No,,No,No,,"1981 - INGEOMINAS geological/geochemical studies 

1997 - (JICA/IDB) prefeasibility (no drilling); cancelled 2000 for security concerns.","INGEOMINAS, Japan Special Grant Fund, IDB",Medium,Medium,200 - 250,High,Unknown,Several 10MW plants (UPME),0.0,"Na-K geothermometer temperatures range from 200   ̊ C to 230  ̊ C; pH from 2.5 at Laguna Verde, to 9 at Malaveres (Bernal, 1998). ",Low,"No red flags mentioned in the 1999 Terms of Reference of IDB, which included an environmental and social assessment of the site",Medium,No,Low,"Coal, hydro (Sistema Interconectado Nacional); diesel (Zona No Interconectada)",,,,,,Medium,"Competitive, mature electricity market with sound tradition of private participation; no specific incentives for renewables, due to good potential for low-cost energy from hydro and coal. Sound institutional capabilities",,"Field currently being studied. Although there are several volcanoes with associated geothermal systems in the area, Azufral is the most promising prospect because of its location as well as from geothermal exploration and volcanological points of view: a mature but recent strato-volcano that is done growing, but has still high temperatures and geophysics - good cap rock, good permeability (Bernal, 1998). UPME (Unidad de Planeacion Minero-Energetica) includes it as a high-priority site in its plan for the development of non-conventional energy. Six springs are associated with Azufral: Malaveres, Laguna Verde, Quebrada Blanca, La Cabaña, San Ramón and Río Verde. Na-K geothermometer temperatures range from 200  ̊ C to  230  ̊ C; pH from 2.5 at Laguna Verde, to 9 at Malaveres (Bernal, 1998). INGEOMINAS webpage includes road directions, and states that the location is the most promising among the area's volcanoes. Nariño province offers good potential: 100k people, only 80% electrified, 16MW installed capacity, relatively high tariffs US$0.15/kWh. After reconnaissance by INGEOMINAS 1981 and geological/geochemical studies 1997, funding secured (JICA/IDB) for prefeasibility (not including drilling): US$4.5M. IDB project was cancelled 2000 for security concerns before it started (when phase 1 was just contracted)","2, 21, 31, 32","http://www.upme.gov.co/Sigic/DocumentosF/Vol_2_Diagnostico_FNCE.pdf
http://www.iadb.org/en/projects/project,1303.html?id=tc9706344
http://idbdocs.iadb.org/wsdocs/getdocument.aspx?docnum=413054
http://www.ingeominas.gov.co/Pasto/Volcanes/Volcan-Azufral/Generalidades.aspx"
Yes,LAC105,LAC105-1,Tufiño,Chiles Cerro Negro,South America,Colombia,Located on the border with Ecuador. ,2,2b,Yes,No,No,,Yes,No,,,"OLADE, CELEC, ISAGEN SA E.S.P",High,Medium,230,High,138,138,0.0,,Low,,Medium,No,Medium,"Coal, hydro",,,,,,Medium,"Competitive, mature electricity market with sound tradition of private participation; no specific incentives for renewables, due to good potential for low-cost energy from hydro and coal. Sound institutional capabilities",,Area includes various slopes of medium temperature of which the most important are: Aguas hediondas (53  ̊ C) and Aguas Verdes (26   ̊ C) in Ecuador and Baños del Indio (45   ̊ C) in Colombia. The geothermal resource is currently used in a small thermal complexes in Ecuador and Colombia.  The governments of Ecuador and Colombia are currently working together on the development of this resource and have signed a bilateral agreement on Proyecto Geotérmico Binacional Tufiño - Chiles - Cerro Negro.,"2, 3, 4",http://ecuadorinmediato.com/index.php?module=Noticias&func=news_user_view&id=166357&umt=ecuador_y_colombia_suscriben_acuerdo_para_desarrollo_proyecto_geotermico_binacional_tufino_chiles_cerro_negro
No,LAC103,LAC103-0,Laguna del Otún,,South America,Colombia,Probably associated with the Nevado de Santa Isabel volcano; part of the Macizo Volcánico del Ruiz. ,1,,,,No,,No,No,,1983 - pre-feasibility studies: Central Hidroelectrica,Central Hidroeléctrica de Caldas (CHEC),Unknown,Low,Unknown,Unknown,Unknown,Unknown,0.0,,Low,,Low,No,,"Coal, hydro",,,,,,Medium,"Competitive, mature electricity market with sound tradition of private participation; no specific incentives for renewables, due to good potential for low-cost energy from hydro and coal. Sound institutional capabilities",,,2,
No,LAC104,LAC104-0,Las Nereidas-Botero Londoño ,,South America,Colombia,"An area of 130 sq. Km located in the Central Range of Colombia on the western slope of the Nevado del Ruiz Volcano at 3450 masl; part of the Central Colombian Ridge, the northern part of the Andes; part of the Macizo Volcánico del Ruiz. ",2,2b,Yes,,No,,Yes,Yes,1990s: Single test well drilled to 1335m. No good flow rates identified.,,"Dewhurst Group, USTDA",High,Medium,200 - 260,High,50,50,0.0,"Geochemical type is neutral sodium chloride. Gases from the hot springs have the following composition in % mol: 93.3 CO2, 4.0 H2S, 2.57 N2, .0089 CH4, and 0.06 H2. ",Low,,Low,No,High,"Coal, diesel (Zona No Interconectada)",Lack of access roads. Rain/flooding/landslidesoccured in once in 2011 and 2012,,,,,Medium,"Competitive, mature electricity market with sound tradition of private participation; no specific incentives for renewables, due to good potential for low-cost energy from hydro and coal. Sound institutional capabilities",,,"2, 21, 31, 32",http://www.upme.gov.co/Sigic/DocumentosF/Vol_2_Diagnostico_FNCE.pdf;
No,LAC305,LAC305-0,Llanos Orientales,,South America,Colombia,Located at the foothills of the Eastern Range,1,,No,No,No,,No,No,,,,Unknown,Low,250 (extrapolated),Unknown,Unknown,Unknown,0.0,,Low,,Low,No,,"Coal, Hydro",,,,,,Medium,"Competitive, mature electricity market with sound tradition of private participation; no specific incentives for renewables, due to good potential for low-cost energy from hydro and coal. Sound institutional capabilities",,Temperature extrapolated for entire sedimentary basin,31,
No,LAC106,LAC106-0,Volcán Machín-Río Toche,,South America,Colombia,Part of the Macizo Volcánico del Ruiz; related to Machín volcano. ,1,,,,No,,No,No,,,,Unknown,Low,Unknown,Unknown,Unknown,Unknown,0.0,,Low,,Low,No,,"Coal, Hydro",,,,,,Medium,"Competitive, mature electricity market with sound tradition of private participation; no specific incentives for renewables, due to good potential for low-cost energy from hydro and coal. Sound institutional capabilities",,"A deep exploratory well could be drilled inside the caldera at the volcano's summit, between the caldera trace and the western dacitic intra- calderic dome. The possible geothermal system in this area would probably be smaller than the one at Las Nereidas - Botero Lodoño (Gutierrez - Negrin, 1995). ",2,
Yes,LAC113,LAC113-0,Poco Sol ,,Central America,Costa Rica,"On the Atlantic slope of the province, in the NW-SE trending Tilarán  Volcanic Range where no recent volcanic activity has occurred (Aljuela Province). La zona de estudio se localiza al sur del volcan Arenal, en la parte superior de la cuenca del rio Peñas Blancas, en la cordillera de Tillaran, aproximadamente unos 100 km al noroeste de San Jose, capital de Costa Rica. ",1,,No,,No,,No,No,,,ICE,High,High,180 - 220,High,69,69 - 159,0.0,,Medium,"Most of the site lies in the protected zones of ""Bosque Eterno de los Ninos"" and the reserves of Monteverde and Santa Elena.",Medium,Yes,,Hydro,,,,,,High,Private companies have been permited to generate electricity since 1995. The main obstacle to geothermal development by ICE is the strict envornmental policy of the country. Most of rich geothermal fields are located in protected areas. Riks is curently completely allocated to ICE. ,,"ICE classifies Poco Sol as being in reconnaissance. ICE considers Poco Sol a leading candidate for future geothermal development. Extensive surface level reconnaissance has been completed. Based on boiling hot springs (98  ̊C) found in the area, a geothermal evaluation was included in the feasibility studies of the Peñas Blancas hydroelectric plant. Very high geothermal gradients were observed near one of the proposed dam sites (151  ̊C was measured 42m below the river bed), which was interpreted to correspond to an upflow zone along calderic features. According to geochemical data, the hot springs arise from 240   ̊ C) geothermal reservoir at a depth of about 1 km inside the Poco Sol Caldera (Robles, 1998). Potential Capacity (MWe) represents average values that can be fed by the ""reserves"" to that which can be fed by ""resources"" (Cataldi, 1995). ","1, 2, 19, 58",
Yes,LAC115,LAC115-1,Tenorio,Tenorio,Central America,Costa Rica,"South of the Tenorio Volcano, approximately 14 km NW of Lake Arenal, 25 km SE of the Miravalles geothermal field (Guanacates Province). The Arenal Volcano is on eof Central America's most active, averaging ten minor eruptions a day. It has spewed lava down its sides only tne times since 1968.",2,2b,Yes,No,No,,Yes,Yes,"-In 1999-2000 two exploratory wells drilled to 1,345 m and 2,472 m depth; results were dissapointing 
-ICE has drilled 12 gradient wells","- 1989-1995 - Pre-feasibility study supported by UNDP and Italian Gov't 
- 1997-1998 - Fewasibility study funded by ICE","ICE, IDB",High,High,230 -240,High,97,97,0.0,,Medium,Tenorio Volcano National Park,Medium,Yes,,Hydro,,,,,,High,Private companies have been permited to generate electricity since 1995. The main obstacle to geothermal development by ICE is the strict envornmental policy of the country. Most of rich geothermal fields are located in protected areas. Riks is curently completely allocated to ICE. ,,"Tenorio may be the most studied yet undeveloped volcano in Costa Rica. It has had a feasibility level study completed.Technical and economic feasibility studies conducted in 1999 included the drilling of two wells. However, due to the inclusion of this area within the Tenorio Volcano National Park, these studies were limited to the previously explored area. The limited area available may have contributed to negative drilling results. Tenorio will be the next field after Miravalles, to be developed probably as a BOT. ICE will supply the stream and buy kWh from the plant. The specific cost of investment is U$ 2,279.50/kWe for Tenorio. Potential capacity (Mew) represents average values that can be fed by the ""reserves"" to that which can be fed by the ""resources"" (Cataldi, 1995). ","1, 2, 17, 57, 58",
