Country ISO3,Country Name,Indicator,Subindicator Type,2010
IDN,Indonesia,Clarity of Harm test,1 Fill Clarity 2 Lacks Clarity,1.0
IDN,Indonesia,Clarity of Public Interest test,1 Fill Clarity 2 Lacks Clarity,1.0
IDN,Indonesia,Constitutional requirement,1 Yes 0 No,1.0
IDN,Indonesia,Coverage of information score,5 Highest 0 Lowest,4.0
IDN,Indonesia,Criminal sanctions,1 Yes 0 No,1.0
IDN,Indonesia,Deadlines for release of information score,5 Highest 0 Lowest,5.0
IDN,Indonesia,Draft legal instruments,1 Yes 0 No,0.0
IDN,Indonesia,Electronic requests,1 Yes 0 No,1.0
IDN,Indonesia,Enacted legal instruments,1 Yes 0 No,1.0
IDN,Indonesia,Enforcement mechanism score,5 Highest 0 Lowest,5.0
IDN,Indonesia,Exemptions to coverage,1 Yes 0 No,1.0
IDN,Indonesia,Exemptions to disclosure requirements score,5 Highest 0 Lowest,5.0
IDN,Indonesia,Existence of legal right to access,1 Yes 0 No,1.0
IDN,Indonesia,Fines,1 Yes 0 No,1.0
IDN,Indonesia,FOIA contact points,1 Yes 0 No,1.0
IDN,Indonesia,FOIA enforcement body,1 Yes 0 No,1.0
IDN,Indonesia,Harm test,1 Yes 0 No,1.0
IDN,Indonesia,Independent Nonjudicial appeals mechanism,1 Yes 0 No,1.0
IDN,Indonesia,Initial response deadline of no more than 15 days,1 Yes 0 No,1.0
IDN,Indonesia,Judicial appeals mechanism,1 Yes 0 No,1.0
IDN,Indonesia,Legal Framework unweighted average,1 Yes 0 No,1.0
IDN,Indonesia,Legislation governing access to information,1 Yes 0 No,1.0
IDN,Indonesia,Maximum total response time of no more than 40 days,1 Yes 0 No,1.0
IDN,Indonesia,Nominal fees mandated,1 Yes 0 No,1.0
IDN,Indonesia,Oral requests,1 Yes 0 No,1.0
IDN,Indonesia,Procedures for accessing information score,5 Highest 0 Lowest,5.0
IDN,Indonesia,Public Interest test ,1 Yes 0 No,1.0
IDN,Indonesia,Right to Appeal,1 Yes 0 No,1.0
IDN,Indonesia,Right to extend response time,1 Yes 0 No,1.0
IDN,Indonesia,Sanctions for failure to disclose unweighted average,1 Yes 0 No,0.666666667
IDN,Indonesia,Written guidelines for request of info,1 Yes 0 No,1.0
IDN,Indonesia,Written requests,1 Yes 0 No,1.0
IND,India,Administrative sanctions,1 Yes 0 No,1.0
IND,India,Annual budgets,1 Yes 0 No,1.0
IND,India,Annual chart of accounts,1 Yes 0 No,1.0
IND,India,Annual reports,1 Yes 0 No,1.0
IND,India,Appeals mechanism score,5 Highest 0 Lowest,5.0
IND,India,Appeals within public entities,1 Yes 0 No,1.0
IND,India,Clarity of Harm test,1 Fill Clarity 2 Lacks Clarity,0.0
IND,India,Clarity of Public Interest test,1 Fill Clarity 2 Lacks Clarity,2.0
IND,India,Constitutional requirement,1 Yes 0 No,1.0
IND,India,Coverage of information score,5 Highest 0 Lowest,5.0
IND,India,Criminal sanctions,1 Yes 0 No,0.0
IND,India,Deadlines for release of information score,5 Highest 0 Lowest,3.75
IND,India,Draft legal instruments,1 Yes 0 No,1.0
IND,India,Electronic requests,1 Yes 0 No,1.0
IND,India,Enacted legal instruments,1 Yes 0 No,1.0
IND,India,Enforcement mechanism score,5 Highest 0 Lowest,5.0
IND,India,Exemptions to coverage,1 Yes 0 No,1.0
IND,India,Exemptions to disclosure requirements score,5 Highest 0 Lowest,2.5
IND,India,Existence of legal right to access,1 Yes 0 No,1.0
IND,India,Fines,1 Yes 0 No,1.0
IND,India,FOIA contact points,1 Yes 0 No,1.0
IND,India,FOIA enforcement body,1 Yes 0 No,1.0
IND,India,Harm test,1 Yes 0 No,0.0
IND,India,Independent Nonjudicial appeals mechanism,1 Yes 0 No,1.0
IND,India,Initial response deadline of no more than 15 days,1 Yes 0 No,0.0
IND,India,Judicial appeals mechanism,1 Yes 0 No,1.0
IND,India,Legal Framework unweighted average,1 Yes 0 No,1.0
IND,India,Legislation governing access to information,1 Yes 0 No,1.0
IND,India,Maximum total response time of no more than 40 days,1 Yes 0 No,1.0
IND,India,Nominal fees mandated,1 Yes 0 No,1.0
IND,India,Oral requests,1 Yes 0 No,1.0
IND,India,Procedures for accessing information score,5 Highest 0 Lowest,5.0
IND,India,Public Interest test ,1 Yes 0 No,1.0
IND,India,Right to Appeal,1 Yes 0 No,1.0
IND,India,Right to extend response time,1 Yes 0 No,1.0
IND,India,Sanctions for failure to disclose unweighted average,1 Yes 0 No,0.666666667
IND,India,Written guidelines for request of info,1 Yes 0 No,1.0
IND,India,Written requests,1 Yes 0 No,1.0
ITA,Italy,Administrative sanctions,1 Yes 0 No,0.0
ITA,Italy,Annual budgets,1 Yes 0 No,1.0
ITA,Italy,Annual chart of accounts,1 Yes 0 No,1.0
ITA,Italy,Annual reports,1 Yes 0 No,1.0
ITA,Italy,Appeals mechanism score,5 Highest 0 Lowest,3.333333333
ITA,Italy,Appeals within public entities,1 Yes 0 No,0.0
ITA,Italy,Clarity of Harm test,1 Fill Clarity 2 Lacks Clarity,0.0
ITA,Italy,Clarity of Public Interest test,1 Fill Clarity 2 Lacks Clarity,2.0
ITA,Italy,Constitutional requirement,1 Yes 0 No,1.0
ITA,Italy,Coverage of information score,5 Highest 0 Lowest,5.0
ITA,Italy,Criminal sanctions,1 Yes 0 No,0.0
ITA,Italy,Deadlines for release of information score,5 Highest 0 Lowest,2.5
ITA,Italy,Draft legal instruments,1 Yes 0 No,1.0
ITA,Italy,Electronic requests,1 Yes 0 No,1.0
ITA,Italy,Enacted legal instruments,1 Yes 0 No,1.0
ITA,Italy,Enforcement mechanism score,5 Highest 0 Lowest,2.5
ITA,Italy,Exemptions to coverage,1 Yes 0 No,1.0
ITA,Italy,Exemptions to disclosure requirements score,5 Highest 0 Lowest,2.5
ITA,Italy,Existence of legal right to access,1 Yes 0 No,1.0
ITA,Italy,Fines,1 Yes 0 No,0.0
ITA,Italy,FOIA contact points,1 Yes 0 No,0.0
ITA,Italy,FOIA enforcement body,1 Yes 0 No,1.0
ITA,Italy,Harm test,1 Yes 0 No,0.0
ITA,Italy,Independent Nonjudicial appeals mechanism,1 Yes 0 No,1.0
ITA,Italy,Initial response deadline of no more than 15 days,1 Yes 0 No,0.0
ITA,Italy,Judicial appeals mechanism,1 Yes 0 No,1.0
ITA,Italy,Legal Framework unweighted average,1 Yes 0 No,1.0
ITA,Italy,Legislation governing access to information,1 Yes 0 No,1.0
ITA,Italy,Maximum total response time of no more than 40 days,1 Yes 0 No,1.0
ITA,Italy,Nominal fees mandated,1 Yes 0 No,1.0
ITA,Italy,Oral requests,1 Yes 0 No,1.0
ITA,Italy,Procedures for accessing information score,5 Highest 0 Lowest,5.0
ITA,Italy,Public Interest test ,1 Yes 0 No,1.0
ITA,Italy,Right to Appeal,1 Yes 0 No,1.0
ITA,Italy,Right to extend response time,1 Yes 0 No,0.0
ITA,Italy,Sanctions for failure to disclose unweighted average,1 Yes 0 No,0.0
ITA,Italy,Written guidelines for request of info,1 Yes 0 No,1.0
ITA,Italy,Written requests,1 Yes 0 No,1.0
JOR,Jordan,Administrative sanctions,1 Yes 0 No,0.0
JOR,Jordan,Annual budgets,1 Yes 0 No,1.0
JOR,Jordan,Annual chart of accounts,1 Yes 0 No,0.0
JOR,Jordan,Annual reports,1 Yes 0 No,0.0
JOR,Jordan,Appeals mechanism score,5 Highest 0 Lowest,3.333333333
JOR,Jordan,Appeals within public entities,1 Yes 0 No,1.0
JOR,Jordan,Clarity of Harm test,1 Fill Clarity 2 Lacks Clarity,0.0
JOR,Jordan,Clarity of Public Interest test,1 Fill Clarity 2 Lacks Clarity,0.0
JOR,Jordan,Constitutional requirement,1 Yes 0 No,0.0
JOR,Jordan,Coverage of information score,5 Highest 0 Lowest,2.0
JOR,Jordan,Criminal sanctions,1 Yes 0 No,0.0
JOR,Jordan,Deadlines for release of information score,5 Highest 0 Lowest,2.5
JOR,Jordan,Draft legal instruments,1 Yes 0 No,0.0
JOR,Jordan,Electronic requests,1 Yes 0 No,0.0
JOR,Jordan,Enacted legal instruments,1 Yes 0 No,1.0
JOR,Jordan,Enforcement mechanism score,5 Highest 0 Lowest,2.5
JOR,Jordan,Exemptions to coverage,1 Yes 0 No,1.0
JOR,Jordan,Exemptions to disclosure requirements score,5 Highest 0 Lowest,1.666666667
JOR,Jordan,Existence of legal right to access,1 Yes 0 No,1.0
JOR,Jordan,Fines,1 Yes 0 No,0.0
JOR,Jordan,FOIA contact points,1 Yes 0 No,1.0
JOR,Jordan,FOIA enforcement body,1 Yes 0 No,0.0
JOR,Jordan,Harm test,1 Yes 0 No,0.0
JOR,Jordan,Independent Nonjudicial appeals mechanism,1 Yes 0 No,0.0
JOR,Jordan,Initial response deadline of no more than 15 days,1 Yes 0 No,0.0
JOR,Jordan,Judicial appeals mechanism,1 Yes 0 No,1.0
JOR,Jordan,Legal Framework unweighted average,1 Yes 0 No,0.75
JOR,Jordan,Legislation governing access to information,1 Yes 0 No,1.0
JOR,Jordan,Maximum total response time of no more than 40 days,1 Yes 0 No,1.0
JOR,Jordan,Nominal fees mandated,1 Yes 0 No,1.0
JOR,Jordan,Oral requests,1 Yes 0 No,0.0
JOR,Jordan,Procedures for accessing information score,5 Highest 0 Lowest,2.5
JOR,Jordan,Right to Appeal,1 Yes 0 No,1.0
JOR,Jordan,Right to extend response time,1 Yes 0 No,0.0
JOR,Jordan,Sanctions for failure to disclose unweighted average,1 Yes 0 No,0.0
JOR,Jordan,Written guidelines for request of info,1 Yes 0 No,1.0
JOR,Jordan,Written requests,1 Yes 0 No,1.0
JPN,Japan,Administrative sanctions,1 Yes 0 No,0.0
JPN,Japan,Annual budgets,1 Yes 0 No,1.0
JPN,Japan,Annual chart of accounts,1 Yes 0 No,1.0
JPN,Japan,Annual reports,1 Yes 0 No,1.0
JPN,Japan,Appeals mechanism score,5 Highest 0 Lowest,3.333333333
JPN,Japan,Appeals within public entities,1 Yes 0 No,0.0
JPN,Japan,Clarity of Harm test,1 Fill Clarity 2 Lacks Clarity,1.0
JPN,Japan,Clarity of Public Interest test,1 Fill Clarity 2 Lacks Clarity,2.0
JPN,Japan,Constitutional requirement,1 Yes 0 No,0.0
JPN,Japan,Coverage of information score,5 Highest 0 Lowest,5.0
JPN,Japan,Criminal sanctions,1 Yes 0 No,0.0
JPN,Japan,Deadlines for release of information score,5 Highest 0 Lowest,2.5
JPN,Japan,Draft legal instruments,1 Yes 0 No,1.0
JPN,Japan,Electronic requests,1 Yes 0 No,1.0
JPN,Japan,Enacted legal instruments,1 Yes 0 No,1.0
JPN,Japan,Enforcement mechanism score,5 Highest 0 Lowest,2.5
JPN,Japan,Exemptions to coverage,1 Yes 0 No,1.0
JPN,Japan,Exemptions to disclosure requirements score,5 Highest 0 Lowest,4.166666667
JPN,Japan,Existence of legal right to access,1 Yes 0 No,1.0
JPN,Japan,Fines,1 Yes 0 No,0.0
JPN,Japan,FOIA contact points,1 Yes 0 No,1.0
JPN,Japan,FOIA enforcement body,1 Yes 0 No,0.0
JPN,Japan,Harm test,1 Yes 0 No,1.0
JPN,Japan,Independent Nonjudicial appeals mechanism,1 Yes 0 No,1.0
JPN,Japan,Initial response deadline of no more than 15 days,1 Yes 0 No,0.0
JPN,Japan,Judicial appeals mechanism,1 Yes 0 No,1.0
JPN,Japan,Legal Framework unweighted average,1 Yes 0 No,0.75
JPN,Japan,Legislation governing access to information,1 Yes 0 No,1.0
JPN,Japan,Maximum total response time of no more than 40 days,1 Yes 0 No,0.0
JPN,Japan,Nominal fees mandated,1 Yes 0 No,1.0
JPN,Japan,Oral requests,1 Yes 0 No,0.0
JPN,Japan,Procedures for accessing information score,5 Highest 0 Lowest,3.75
JPN,Japan,Public Interest test ,1 Yes 0 No,1.0
JPN,Japan,Right to Appeal,1 Yes 0 No,1.0
JPN,Japan,Right to extend response time,1 Yes 0 No,1.0
JPN,Japan,Sanctions for failure to disclose unweighted average,1 Yes 0 No,0.0
JPN,Japan,Written guidelines for request of info,1 Yes 0 No,1.0
JPN,Japan,Written requests,1 Yes 0 No,1.0
KAZ,Kazakhstan,Administrative sanctions,1 Yes 0 No,0.0
KAZ,Kazakhstan,Annual budgets,1 Yes 0 No,1.0
KAZ,Kazakhstan,Annual chart of accounts,1 Yes 0 No,1.0
KAZ,Kazakhstan,Annual reports,1 Yes 0 No,0.0
KAZ,Kazakhstan,Appeals mechanism score,5 Highest 0 Lowest,3.333333333
KAZ,Kazakhstan,Appeals within public entities,1 Yes 0 No,1.0
KAZ,Kazakhstan,Clarity of Harm test,1 Fill Clarity 2 Lacks Clarity,0.0
KAZ,Kazakhstan,Clarity of Public Interest test,1 Fill Clarity 2 Lacks Clarity,2.0
KAZ,Kazakhstan,Constitutional requirement,1 Yes 0 No,1.0
KAZ,Kazakhstan,Coverage of information score,5 Highest 0 Lowest,3.0
KAZ,Kazakhstan,Criminal sanctions,1 Yes 0 No,0.0
KAZ,Kazakhstan,Deadlines for release of information score,5 Highest 0 Lowest,3.75
KAZ,Kazakhstan,Draft legal instruments,1 Yes 0 No,0.0
KAZ,Kazakhstan,Electronic requests,1 Yes 0 No,1.0
KAZ,Kazakhstan,Enacted legal instruments,1 Yes 0 No,1.0
KAZ,Kazakhstan,Enforcement mechanism score,5 Highest 0 Lowest,0.0
KAZ,Kazakhstan,Exemptions to coverage,1 Yes 0 No,1.0
KAZ,Kazakhstan,Exemptions to disclosure requirements score,5 Highest 0 Lowest,2.5
KAZ,Kazakhstan,Existence of legal right to access,1 Yes 0 No,1.0
KAZ,Kazakhstan,Fines,1 Yes 0 No,1.0
KAZ,Kazakhstan,FOIA contact points,1 Yes 0 No,0.0
KAZ,Kazakhstan,FOIA enforcement body,1 Yes 0 No,0.0
KAZ,Kazakhstan,Harm test,1 Yes 0 No,0.0
KAZ,Kazakhstan,Independent Nonjudicial appeals mechanism,1 Yes 0 No,0.0
KAZ,Kazakhstan,Initial response deadline of no more than 15 days,1 Yes 0 No,1.0
KAZ,Kazakhstan,Judicial appeals mechanism,1 Yes 0 No,1.0
KAZ,Kazakhstan,Legal Framework unweighted average,1 Yes 0 No,1.0
KAZ,Kazakhstan,Legislation governing access to information,1 Yes 0 No,1.0
KAZ,Kazakhstan,Maximum total response time of no more than 40 days,1 Yes 0 No,1.0
KAZ,Kazakhstan,Nominal fees mandated,1 Yes 0 No,0.0
KAZ,Kazakhstan,Oral requests,1 Yes 0 No,1.0
KAZ,Kazakhstan,Procedures for accessing information score,5 Highest 0 Lowest,5.0
KAZ,Kazakhstan,Public Interest test ,1 Yes 0 No,1.0
KAZ,Kazakhstan,Right to Appeal,1 Yes 0 No,1.0
KAZ,Kazakhstan,Right to extend response time,1 Yes 0 No,1.0
KAZ,Kazakhstan,Sanctions for failure to disclose unweighted average,1 Yes 0 No,0.333333333
KAZ,Kazakhstan,Written guidelines for request of info,1 Yes 0 No,1.0
KAZ,Kazakhstan,Written requests,1 Yes 0 No,1.0
KEN,Kenya,Administrative sanctions,1 Yes 0 No,0.0
KEN,Kenya,Annual budgets,1 Yes 0 No,1.0
KEN,Kenya,Annual chart of accounts,1 Yes 0 No,0.0
KEN,Kenya,Annual reports,1 Yes 0 No,0.0
KEN,Kenya,Appeals mechanism score,5 Highest 0 Lowest,0.0
KEN,Kenya,Appeals within public entities,1 Yes 0 No,0.0
KEN,Kenya,Clarity of Harm test,1 Fill Clarity 2 Lacks Clarity,0.0
KEN,Kenya,Clarity of Public Interest test,1 Fill Clarity 2 Lacks Clarity,0.0
KEN,Kenya,Constitutional requirement,1 Yes 0 No,1.0
KEN,Kenya,Coverage of information score,5 Highest 0 Lowest,2.0
KEN,Kenya,Criminal sanctions,1 Yes 0 No,0.0
KEN,Kenya,Deadlines for release of information score,5 Highest 0 Lowest,0.0
KEN,Kenya,Draft legal instruments,1 Yes 0 No,0.0
KEN,Kenya,Electronic requests,1 Yes 0 No,0.0
KEN,Kenya,Enacted legal instruments,1 Yes 0 No,1.0
KEN,Kenya,Enforcement mechanism score,5 Highest 0 Lowest,0.0
KEN,Kenya,Exemptions to coverage,1 Yes 0 No,1.0
KEN,Kenya,Exemptions to disclosure requirements score,5 Highest 0 Lowest,1.666666667
KEN,Kenya,Existence of legal right to access,1 Yes 0 No,1.0
KEN,Kenya,Fines,1 Yes 0 No,0.0
KEN,Kenya,FOIA contact points,1 Yes 0 No,0.0
KEN,Kenya,FOIA enforcement body,1 Yes 0 No,0.0
KEN,Kenya,Harm test,1 Yes 0 No,0.0
KEN,Kenya,Independent Nonjudicial appeals mechanism,1 Yes 0 No,0.0
KEN,Kenya,Initial response deadline of no more than 15 days,1 Yes 0 No,0.0
KEN,Kenya,Judicial appeals mechanism,1 Yes 0 No,0.0
KEN,Kenya,Legal Framework unweighted average,1 Yes 0 No,0.5
KEN,Kenya,Legislation governing access to information,1 Yes 0 No,0.0
KEN,Kenya,Maximum total response time of no more than 40 days,1 Yes 0 No,0.0
KEN,Kenya,Nominal fees mandated,1 Yes 0 No,0.0
KEN,Kenya,Oral requests,1 Yes 0 No,0.0
KEN,Kenya,Procedures for accessing information score,5 Highest 0 Lowest,0.0
KEN,Kenya,Public Interest test ,1 Yes 0 No,0.0
KEN,Kenya,Right to Appeal,1 Yes 0 No,0.0
KEN,Kenya,Right to extend response time,1 Yes 0 No,0.0
KEN,Kenya,Sanctions for failure to disclose unweighted average,1 Yes 0 No,0.0
KEN,Kenya,Written guidelines for request of info,1 Yes 0 No,0.0
KEN,Kenya,Written requests,1 Yes 0 No,0.0
KGZ,Kyrgyz Republic,Administrative sanctions,1 Yes 0 No,0.0
KGZ,Kyrgyz Republic,Annual budgets,1 Yes 0 No,1.0
KGZ,Kyrgyz Republic,Annual chart of accounts,1 Yes 0 No,1.0
KGZ,Kyrgyz Republic,Annual reports,1 Yes 0 No,1.0
KGZ,Kyrgyz Republic,Appeals mechanism score,5 Highest 0 Lowest,5.0
KGZ,Kyrgyz Republic,Appeals within public entities,1 Yes 0 No,1.0
KGZ,Kyrgyz Republic,Clarity of Harm test,1 Fill Clarity 2 Lacks Clarity,0.0
KGZ,Kyrgyz Republic,Clarity of Public Interest test,1 Fill Clarity 2 Lacks Clarity,2.0
KGZ,Kyrgyz Republic,Constitutional requirement,1 Yes 0 No,1.0
KGZ,Kyrgyz Republic,Coverage of information score,5 Highest 0 Lowest,5.0
KGZ,Kyrgyz Republic,Criminal sanctions,1 Yes 0 No,0.0
KGZ,Kyrgyz Republic,Deadlines for release of information score,5 Highest 0 Lowest,5.0
KGZ,Kyrgyz Republic,Draft legal instruments,1 Yes 0 No,1.0
KGZ,Kyrgyz Republic,Electronic requests,1 Yes 0 No,1.0
KGZ,Kyrgyz Republic,Enacted legal instruments,1 Yes 0 No,1.0
KGZ,Kyrgyz Republic,Enforcement mechanism score,5 Highest 0 Lowest,2.5
KGZ,Kyrgyz Republic,Exemptions to coverage,1 Yes 0 No,1.0
KGZ,Kyrgyz Republic,Exemptions to disclosure requirements score,5 Highest 0 Lowest,2.5
KGZ,Kyrgyz Republic,Existence of legal right to access,1 Yes 0 No,1.0
KGZ,Kyrgyz Republic,Fines,1 Yes 0 No,1.0
KGZ,Kyrgyz Republic,FOIA contact points,1 Yes 0 No,1.0
KGZ,Kyrgyz Republic,FOIA enforcement body,1 Yes 0 No,0.0
KGZ,Kyrgyz Republic,Harm test,1 Yes 0 No,0.0
KGZ,Kyrgyz Republic,Independent Nonjudicial appeals mechanism,1 Yes 0 No,1.0
KGZ,Kyrgyz Republic,Initial response deadline of no more than 15 days,1 Yes 0 No,1.0
KGZ,Kyrgyz Republic,Judicial appeals mechanism,1 Yes 0 No,1.0
KGZ,Kyrgyz Republic,Legal Framework unweighted average,1 Yes 0 No,1.0
KGZ,Kyrgyz Republic,Legislation governing access to information,1 Yes 0 No,1.0
KGZ,Kyrgyz Republic,Maximum total response time of no more than 40 days,1 Yes 0 No,1.0
KGZ,Kyrgyz Republic,Nominal fees mandated,1 Yes 0 No,1.0
KGZ,Kyrgyz Republic,Oral requests,1 Yes 0 No,1.0
KGZ,Kyrgyz Republic,Procedures for accessing information score,5 Highest 0 Lowest,5.0
KGZ,Kyrgyz Republic,Public Interest test ,1 Yes 0 No,1.0
KGZ,Kyrgyz Republic,Right to Appeal,1 Yes 0 No,1.0
KGZ,Kyrgyz Republic,Right to extend response time,1 Yes 0 No,1.0
KGZ,Kyrgyz Republic,Sanctions for failure to disclose unweighted average,1 Yes 0 No,0.333333333
KGZ,Kyrgyz Republic,Written guidelines for request of info,1 Yes 0 No,1.0
KGZ,Kyrgyz Republic,Written requests,1 Yes 0 No,1.0
KHM,Cambodia,Administrative sanctions,1 Yes 0 No,0.0
KHM,Cambodia,Annual budgets,1 Yes 0 No,1.0
KHM,Cambodia,Annual chart of accounts,1 Yes 0 No,1.0
KHM,Cambodia,Annual reports,1 Yes 0 No,1.0
KHM,Cambodia,Appeals mechanism score,5 Highest 0 Lowest,1.666666667
KHM,Cambodia,Appeals within public entities,1 Yes 0 No,0.0
KHM,Cambodia,Clarity of Harm test,1 Fill Clarity 2 Lacks Clarity,2.0
KHM,Cambodia,Clarity of Public Interest test,1 Fill Clarity 2 Lacks Clarity,0.0
KHM,Cambodia,Constitutional requirement,1 Yes 0 No,1.0
KHM,Cambodia,Coverage of information score,5 Highest 0 Lowest,4.0
KHM,Cambodia,Criminal sanctions,1 Yes 0 No,0.0
KHM,Cambodia,Deadlines for release of information score,5 Highest 0 Lowest,1.25
KHM,Cambodia,Draft legal instruments,1 Yes 0 No,0.0
KHM,Cambodia,Electronic requests,1 Yes 0 No,0.0
KHM,Cambodia,Enacted legal instruments,1 Yes 0 No,1.0
KHM,Cambodia,Enforcement mechanism score,5 Highest 0 Lowest,0.0
KHM,Cambodia,Exemptions to coverage,1 Yes 0 No,1.0
KHM,Cambodia,Exemptions to disclosure requirements score,5 Highest 0 Lowest,2.5
KHM,Cambodia,Existence of legal right to access,1 Yes 0 No,1.0
KHM,Cambodia,Fines,1 Yes 0 No,0.0
KHM,Cambodia,FOIA contact points,1 Yes 0 No,0.0
KHM,Cambodia,FOIA enforcement body,1 Yes 0 No,0.0
KHM,Cambodia,Harm test,1 Yes 0 No,1.0
KHM,Cambodia,Independent Nonjudicial appeals mechanism,1 Yes 0 No,0.0
KHM,Cambodia,Initial response deadline of no more than 15 days,1 Yes 0 No,0.0
KHM,Cambodia,Judicial appeals mechanism,1 Yes 0 No,1.0
KHM,Cambodia,Legal Framework unweighted average,1 Yes 0 No,1.0
KHM,Cambodia,Legislation governing access to information,1 Yes 0 No,1.0
KHM,Cambodia,Maximum total response time of no more than 40 days,1 Yes 0 No,1.0
KHM,Cambodia,Nominal fees mandated,1 Yes 0 No,0.0
KHM,Cambodia,Oral requests,1 Yes 0 No,0.0
KHM,Cambodia,Procedures for accessing information score,5 Highest 0 Lowest,1.25
KHM,Cambodia,Public Interest test ,1 Yes 0 No,0.0
KHM,Cambodia,Right to Appeal,1 Yes 0 No,1.0
KHM,Cambodia,Right to extend response time,1 Yes 0 No,0.0
KHM,Cambodia,Sanctions for failure to disclose unweighted average,1 Yes 0 No,0.0
KHM,Cambodia,Written guidelines for request of info,1 Yes 0 No,0.0
KHM,Cambodia,Written requests,1 Yes 0 No,1.0
LAO,Lao PDR,Administrative sanctions,1 Yes 0 No,0.0
LAO,Lao PDR,Annual budgets,1 Yes 0 No,1.0
LAO,Lao PDR,Annual chart of accounts,1 Yes 0 No,1.0
LAO,Lao PDR,Annual reports,1 Yes 0 No,0.0
LAO,Lao PDR,Appeals mechanism score,5 Highest 0 Lowest,0.0
LAO,Lao PDR,Appeals within public entities,1 Yes 0 No,0.0
LAO,Lao PDR,Clarity of Harm test,1 Fill Clarity 2 Lacks Clarity,0.0
LAO,Lao PDR,Clarity of Public Interest test,1 Fill Clarity 2 Lacks Clarity,0.0
LAO,Lao PDR,Constitutional requirement,1 Yes 0 No,0.0
LAO,Lao PDR,Coverage of information score,5 Highest 0 Lowest,3.0
LAO,Lao PDR,Criminal sanctions,1 Yes 0 No,0.0
LAO,Lao PDR,Deadlines for release of information score,5 Highest 0 Lowest,0.0
LAO,Lao PDR,Draft legal instruments,1 Yes 0 No,0.0
LAO,Lao PDR,Electronic requests,1 Yes 0 No,0.0
LAO,Lao PDR,Enacted legal instruments,1 Yes 0 No,1.0
LAO,Lao PDR,Enforcement mechanism score,5 Highest 0 Lowest,0.0
LAO,Lao PDR,Exemptions to coverage,1 Yes 0 No,1.0
LAO,Lao PDR,Exemptions to disclosure requirements score,5 Highest 0 Lowest,1.666666667
LAO,Lao PDR,Existence of legal right to access,1 Yes 0 No,1.0
LAO,Lao PDR,Fines,1 Yes 0 No,0.0
LAO,Lao PDR,FOIA contact points,1 Yes 0 No,0.0
LAO,Lao PDR,FOIA enforcement body,1 Yes 0 No,0.0
LAO,Lao PDR,Harm test,1 Yes 0 No,0.0
LAO,Lao PDR,Independent Nonjudicial appeals mechanism,1 Yes 0 No,0.0
LAO,Lao PDR,Initial response deadline of no more than 15 days,1 Yes 0 No,0.0
LAO,Lao PDR,Judicial appeals mechanism,1 Yes 0 No,0.0
LAO,Lao PDR,Legal Framework unweighted average,1 Yes 0 No,0.5
