Property Name,Country,Commodity,Type of Work,Status,Extent of Processing,Best Reserve Available,Reserves Tonnes  (_000) Units,Reserve Grade,Reserve grade Unit,Current Production,Current Production Unit,(Expected) Yearly Production at full capacity ,(Expected) Production at full capacity unit,Life of Mine (years),Project Inception (Year),Project Completion (Year),Company Name,(Expected)  Investment (MM$),Probability to move to investment by 2020 ,Power Sourcing Arrangement or Relationship Between Mine and Grid.,Source of power,Energy Consumption (kwh/t product),Annual Energy Consumption (MWh),Energy needs (MW),Shareholding Code,Mine Location,Location notes,Region,Tariff Public Utility,Cost relativity,Grid Energy Source,Grid Reliability,Source,Notes,Reference,Projects Pre-2000,Projects 2001-2012,Projects 2020
Tenke Fungurume,"Congo, Dem. Rep. of",Cobalt,Open-Pit,Producer,intermediate,Proven Reserves,48774.0,0.36,%,10908.0,tons,13000,tons,15.0,2009.0,2024.0,"Lundin Mining Corporation (25%), Gecamines (17%), Freeport-Mcmoran Copper & Gold Inc (58%)",475.0,high,Mines invest in the grid,On-Grid,6500,84500,8.8,Joint- venture with State Equity,"(-10.6333333, 26.2666667)",,CA,4.7,equal tariff,Mainly Hydro Powered Generation,150 to 200 days,Infomine,TFM has invested US$140 million in the refurbishment of two transformers at the N’Seke Power Station,"Infomine, Company Website",No,Yes,Yes
Akouta,Niger,Uranium,Underground,Producer,refined,Proven Reserves,2367.0,0.0,,1435000.0,kilograms,5060000,lb,45.0,1974.0,2019.0,"Government Of Niger (31%), Gov. Of Spain (10%), Areva (34%), Ourt Canada (25%",,high,Mines invest in the grid,On-Grid,178000,409400,42.65,Joint- venture with State Equity,"(18.6666667, 7.3)",,WA,15.5,equal tariff,Mainly Oil Fuelled Generation,0 to 50 days,Infomine,"Used 2011 resources and reserves and 2009 production to calculate remaining LOM (taken from Infomine); remaining LOM = 7.4 years. The urban community of Arlit, the NGO Droit à l’Énergie and AREVA came together to provide electricity to 4 areas surrounding the city (Areva). All installed capacity is currently thermally fired but Niger has around 230 MW of economic hydro power potential that it could develop. The SOE Coal distribution company (Société Nigerienne du Charbon d’Anou Araren SONICHAR) divides operations into the Zone Interconnectée, Zone Nord and Centres Isolés areas and fuel power plants Niger has two thermal power stations. One station, at Arlit, runs on locally mined coal and supplies the uranium mine as well as Agadez (MBendi)","Infomine, Company Website,  http://www.mbendi.com/indy/powr/af/ni/p0005.htm",Yes,Yes,Yes
Konongo,Ghana,Gold,Surface,Producer,refined,None,,1.95,,110355.0,grams,12000,ounce,14.0,2009.0,2023.0,"Signature Metals Limited (70%), Government Of Ghana (10%), Talos Ghana Limited (20%)",4000.0,high,Grid supply,On-Grid,25000000,8505,0.89,Joint- venture with State Equity,"(6.6166667, -1.1666667)",,WA,11.1,equal tariff,Mainly Hydro Powered Generation,50 to 100 days,Infomine,,"Infomine, http://www.mining-technology.com/projects/konongo-gold-project/",No,Yes,Yes
Syama,Mali,Gold,Open-Pit,Producer,refined,Proven Reserves,10263.0,3.03,grams,4516100.0,grams,270000,ounce,15.0,2010.0,2025.0,"Resolute Mining Limited Of Australia (80%), Mali (20%)",,high,Self-supply,On-Site Diesel,25000000,191359,19.93,Joint- venture with State Equity,"(10.8, -6.0666667)",,WA,18.0,above tariff,Mainly Hydro Powered Generation,0 to 50 days,IM,"Trying to connect to the grid, delayed by coup","Infomine, WB",No,Yes,Yes
Yatela,Mali,Gold,Open-Pit,Producer,refined,Proven Reserves,930.0,0.6,grams,1555172.0,grams,150000,ounce,13.0,2001.0,2014.0,"Iamgold (40%), Anglogold (40%), Mali (20%)",,closed by 2020,Self-supply,On-Site Diesel,25000000,106311,11.07,Joint- venture with State Equity,"(14.0833333, -11.75)",,WA,18.0,above tariff,Mainly Hydro Powered Generation,0 to 50 days,Infomine,,"Infomine, WB, Company Website",No,Yes,No
Saoura Concession,Niger,Gold,Surface,Advanced Exploration,refined,Inferred Resources,11351.0,1.4,grams,,,50000,ounce,,,2023.0,Semafo (100%),,high,Self-supply,On-site Diesel,25000000,35437,3.69,Sole Ownership by a private company,"(13.25, 1.45)",,WA,15.5,above tariff,Mainly Oil Fuelled Generation,0 to 50 days,IM,,"Infomine, Company Website",No,No,Yes
Two Rivers,South Africa,Rhodium,Underground,Producer,refined,None,,,,765000.0,grams,24000,ounce,20.0,2006.0,2026.0,"African Rainbow Minerals Limited( 55%), Impala Platinum Holdings (45%)",250.0,high,Grid supply,On-Grid,69489780,47280,4.93,Join-venture with only private interests,"(-24.9166667, 30.1)",,SA,4.0,equal tariff,Mainly Coal Fuelled Generation,0 to 50 days,Infomine,,,No,Yes,Yes
Freda Rebecca,Zimbabwe,Gold,Underground,Producer,refined,Proven Reserves,2312.0,2.69,grams,1772892.0,grams,75000,ounce,24.0,1995.0,2019.0,Mwana Africa Plc (100%),55.0,high,Grid supply,On-Grid,45000000,95680,9.97,Sole Ownership by a private company,"(-17.3, 31.3)",,SA,9.8,equal tariff,Mainly Coal Fuelled Generation,50 to 100 days,Infomine,,"Infomine, Mining Weekly",Yes,Yes,Yes
Thorncliffe,South Africa,Chromium,Underground,Producer,smelted,Proven Reserves,18128.0,37.31,%,801000.0,tons,1320000,tons,90.0,1997.0,2087.0,"Xstrata (100%), Glencore International (Has 34.5% Interest In Xstrata)",,high,Grid supply,On-Grid,4640,6124800,638.0,Sole Ownership by a private company,"(-24.9666667, 30.1333333)",,SA,4.0,equal tariff,Mainly Coal Fuelled Generation,0 to 50 days,Infomine,"Calculated LOM from 2010 to Year Completion: 77 years
[Ore Reserves + Mineral Resources]/Annual Capacity
Ore Reserves (Mt):
Proved: 26.372
Probabale: 5.76
Mineral Resources (Mt):
Measured: 39.391
Indicated: 11.53
Inferred: 18.7
","Infomine, Company Website",Yes,Yes,Yes
Sese Coal,Botswana,Coal,Surface,Feasibility,crushed,Indicated Reserves,297306.0,55.0,%,,,5000000,tons,98.0,2014.0,2112.0,African Energy Resources Ltd,800.0,high,Self-supply + sell to the grid,On-Site Coal,37,1145,0.12,Sole Ownership by a private company,"(-21.8333333, 27.3)",,SA,6.7,above tariff,Mainly Coal Fuelled Generation,0 to 50 days,Infomine,"The Sese Integrated Power Project has been designed around an initial 300MW power station (2 x 150MW CFB boilers) with a captive 1.5 Mtpa coal mine providing cheap fuel. The power station and enough coal to supply it for 30 years (approximately 50Mt) will be ring-fenced in Sese Power Pty Ltd, a wholly owned Botswana subsidiary of African Energy. Project finance (debt and equity) will be raised for the development of the project and the debt will be non-recourse to African Energy and therefore off balance sheet. Expected Investment includes mine and power project. Long-life strategic asset (100-200 years). 2.5BNt of reserves (measured, indicated and inferred).  2012 completion of pre-feasibility.","Infomine, Company Website",No,No,Yes
Koba - Koumbia Bauxite (Amig),Guinea,Bauxite,Surface,Advanced Exploration,crushed,Indicated Reserves,470400.0,43.9,%,,,3200000,tons,,2016.0,,"Anglo Aluminum Corp (Amc) - 51%, La Societe Amig Mining International - 49%",,low,Self-supply,On-site HFO,4,12800,1.33,Join-venture with only private interests,"(11.3333333, -13.4166667)",,WA,12.6,above tariff,Mainly Hydro Powered Generation,100 to 150 days,Infomine,,"Infomine, Company Website",No,No,Yes
Nkomati,South Africa,Chromium,Open-Pit/Underground,Producer,smelted,Indicated Reserves,2000.0,31.63,%,816000.0,tons,720000,tons,5.0,2007.0,2012.0,"African Rainbow Minerals Limited (50%), Norilsk Nickel Mining And Metallurgical (50%)",,closed by 2020,Grid supply,On-Grid,4640,3340800,348.0,Join-venture with only private interests,"(-25.7166667, 30.6)",,SA,4.0,equal tariff,Mainly Coal Fuelled Generation,0 to 50 days,Infomine,The next phase of the Eskom power supply project is the upgrade of the 132kV overhead distribution lines and we anticipate this to be completed by December 2011. Nkomati’s Eskom Electricity Supply Agreement was concluded in December 2010,"Infomine, Company Website",No,Yes,No
Tilwezembe Mine,"Congo, Dem. Rep. of",Cobalt,Open-Pit,Past Producer,intermediate,Indicated Reserves,9500.0,0.6,%,15000.0,tons,7100,tons,9.0,1999.0,2008.0,"Gécamines (25%), Katanga Mining Limited /  Glencore International Ag (75%)",,closed,Mines invest in the grid,On-Grid,6500,46150,4.81,Joint- venture with State Equity,"(-10.7833333, 25.7)",,CA,4.7,equal tariff,Mainly Hydro Powered Generation,150 to 200 days,USGS,Mine closed after Co and Cu prices fell. LOM calculated using last year of production but production could revamp. Co-invests with Société Nationale d’Electricité (SNEL) to increase power availability as well as refurburish hydroelectric facility in Katanga Province by 2015. Production : Max output before closure with current company,"Infomine, Company Website (sedar filing)",Yes,Yes,No
Boseto / Kalahari / Ophion,Botswana,Copper,Open-Pit/Underground,Development,intermediate,Indicated Reserves,21200.0,1.45,%,,,35000,tons,15.0,2013.0,2028.0,Discovery Metals Ltd (100%),175.0,high,Self-supply,On-Site Coal,7000,245000,25.52,Sole Ownership by a private company,,Muan (Ngamiland district),SA,6.7,above tariff,Mainly Coal Fuelled Generation,0 to 50 days,Infomine,Ore processed to concentrate; 3MM tonnum ore production,"Infomine, Company Website",No,No,Yes
Tazua,Angola,Diamond,Surface,Past Producer,separation,None,,,,375000.0,carat,375000,carat,7.0,1998.0,2005.0,"SDM (Ashton Mining Ltd, Endiama, Odebrecht)- Each 33.33%",,closed,Grid supply,On-Grid,30000000,2250,0.23,Join-venture with only private interests,"(-9.4833333, 18.5666667)",,SA,4.9,equal tariff,Mainly Hydro Powered Generation,50 to 100 days,USGS,Information stopped in 2004-2005. Little information available.,"Mbendi, Mining Journal",Yes,Yes,No
Mada/ Nkamouna,Cameroon,Cobalt,Open-Pit,Feasibility,intermediate,Inferred Resources,145100.0,0.21,%,,,6100,tons,24.0,2014.0,2038.0,Geovic Mining Corp,839.0,high,Self-supply,On-Site Diesel,6500,39650,4.13,Sole Ownership by a private company,"(3.3333333, 13.8333333)",,CA,16.0,above tariff,Mainly Hydro Powered Generation,0 to 50 days,Infomine,"All power will be generated on site with no connection to the utility. It is expected that the power supply for the overall Project will be supplied utilizing high speed diesel powered generators. Based on the mining, processing and related project requirements described, GeoCam envisages production rates during the mining years (years 1 to 11) ramping up to about 15,000 t/y of mixed cobalt-nickel sulfide product (MSP) and 30,000 t/y of manganese carbonate. Cobalt and nickel derived from the MSP will be about 6,100 t/y and 3,200 t/y, respectively. These production rates will gradually drop off during the processing-only phase from years 12 to 24 after the mining phase is completed if additional resources are not identified during that time to supplement the existing resource base","Infomine, Technical Report 2011",No,No,Yes
Kalukundi,"Congo, Dem. Rep. of",Cobalt,Open-Pit/Underground,Feasibility,intermediate,Inferred Resources,15020.0,0.57,%,,,3800,tons,7.0,2013.0,2020.0,"Africo Resources Ltd (75%), Gecamines (25%)",200.0,high,Grid supply,On-Grid,7000,26600,2.77,Joint- venture with State Equity,"(-10.6166667, 25.9)",,CA,4.7,equal tariff,Mainly Hydro Powered Generation,150 to 200 days,Infomine,"As initial ore will be oxide ore, solvent extraction and electro-winning technology will be used to produce final metal with no smelting and refining required.","Infomine, Mining Weekly, Company Website",No,No,Yes
Frontier (Lufua),"Congo, Dem. Rep. of",Copper,Open-Pit,Producer,intermediate,Inferred Resources,81890.0,1.14,%,42164.0,tons,70000,tons,22.0,2007.0,2029.0,"First Quantum Minerals Ltd (Previously), Eurasian Natural Resources Corp.",226.0,high,Grid supply,On-Grid,5000,350000,36.46,Sole Ownership by a private company,"(-12.6, 28.5666667)",,CA,4.7,equal tariff,Mainly Hydro Powered Generation,150 to 200 days,Infomine,"ENRC recently acquired license and will reopen. LOM of 20 years plus 2 years from temporary closing. SNEL Maposa Substation, 220kV (+200 MVA) transmission line (28.5 km) grid routed through Zambia provides power. Production : estimated based on total planned production divided by total LOM","Infomine, Company Website (sedar filing)",No,Yes,Yes
Bisha,Eritrea,Copper,Open-Pit,Producer,intermediate,Indicated Reserves,9561.0,1.85,%,,,80000,tons,13.0,2011.0,2024.0,"Nevsun Resources Ltd. (60%), Government (40%)",400.0,high,Self-supply,On-Site Diesel,5000,400000,41.67,Joint- venture with State Equity,"(15.5166667, 37.5)",,EA,6.3,above tariff,Mainly Oil Fuelled Generation,0 to 50 days,Infomine,Production at full capacity estimated using stated metal production planned and life of mine,"Infomine, Company Website",No,Yes,Yes
Kulu - Mutoshi,"Congo, Dem. Rep. of",Copper,Open-Pit,Past Producer,intermediate,Indicated Reserves,4944.0,0.9,%,7448.0,tons,57000,tons,2.0,2006.0,2008.0,"Minmetals Resources Ltd. (70%), Gecamines (30%)",,closed,Grid supply,On-Grid,5000,285000,29.69,Joint- venture with State Equity,"(-10.5833333, 25.5)",,CA,4.7,equal tariff,Mainly Hydro Powered Generation,150 to 200 days,Infomine,The project area is adjacent to a regional hydro-electrical power line established to supply Kolwezi and the existing copper mining industry,"Infomine, Company Website",No,Yes,No
Tilwezembe Mine,"Congo, Dem. Rep. of",Copper,Open-Pit,Past Producer,intermediate,Indicated Reserves,9500.0,1.89,%,19000.0,tons,8500,tons,9.0,1999.0,2008.0,"Gécamines (25%), Katanga Mining Limited /  Glencore International Ag (75%)",,closed,Mines invest in the grid,On-Grid,5000,42500,4.43,Joint- venture with State Equity,"(-10.7833333, 25.7)",,CA,4.7,equal tariff,Mainly Hydro Powered Generation,150 to 200 days,USGS,Mine closed after Co and Cu prices fell. LOM calculated using last year of production but production could revamp; Co-invests with Société Nationale d’Electricité (SNEL) to increase power availability as well as refurburish hydroelectric facility in Katanga Province by 2015,"Infomine, Company Website (sedar filing)",Yes,Yes,No
Friguia,Guinea,Bauxite,Open-Pit,Producer,refined,Inferred Resources,361000.0,0.0,,2100000.0,tons,2500000,tons,63.0,1960.0,2023.0,"Alumina Co. Of Guinea (Russian Aluminum Group, 85%, 15% Guinea)",300.0,high,Self-supply + CSR,On-site Diesel,620,1550000,161.46,Joint- venture with State Equity,"(10.45, -13.5666667)",,WA,12.6,above tariff,Mainly Hydro Powered Generation,100 to 150 days,Infomine,300 MM$ is the investment by Rusal after it took over,"Infomine, http://siteresources.worldbank.org/EXTOGMC/Resources/336929-1266963339030/eifd13_wa_aluminum.pdf",Yes,Yes,Yes
Kroondal,South Africa,Chromium,Open-Pit/Underground,Producer,smelted,Proven Reserves,4676.0,30.58,%,154000.0,tons,406000,tons,18.0,1999.0,2017.0,"Anglo American Platinum Ltd (50%), Aquarius Platinum Ltd (50%)",,closed by 2020,Grid supply,On-Grid,4640,1883840,196.23,Join-venture with only private interests,"(-25.7, 27.35)",,SA,4.0,equal tariff,Mainly Coal Fuelled Generation,0 to 50 days,Infomine,"Annual production capacity of 1,920kt ferrochrome alloy (FeCr) in the underground and 540 kt FeCr in the opencast mine. Outsourcing of high-cost, high-risk smelting and refining operations have resulted in Kroondal's productivity levels ranking among the highest in the industry","Infomine, Company Website",Yes,Yes,No
Marikana,South Africa,Chromium,Underground,Temporary Suspension,smelted,Proven Reserves,3326.0,29.44,%,129000.0,ounce,129000,tons,,2002.0,,"Anglo American Platinum Ltd (50%), Aquarius Platinum Ltd (50%)",,low,Grid supply,On-Grid,4640,17,0.0,Sole Ownership by a private company,"(-25.7333333, 27.4333333)",,SA,4.0,equal tariff,Mainly Coal Fuelled Generation,0 to 50 days,Infomine,Full production in 2004. Marikana mining and processing operation were suspended in June 2012 due to depressed metal prices and high production costs. (IM),Infomine,No,Yes,Yes
Morupule,Botswana,Coal,Underground,Producer,crushed,Inferred Resources,1408700.0,0.0,tons,1000000.0,tons,3200000,tons,90.0,1973.0,2063.0,Morupule Colliery Limited (50% Debswana; 50% Government Of Botswana) I.E. Effectively 75% Government Of Botswana And 25% De Beers.,,high,Grid supply,On-Grid,55,176000,18.33,Joint- venture with State Equity,"(-22.5333333, 27.0166667)",,SA,6.7,equal tariff,Mainly Coal Fuelled Generation,0 to 50 days,USGS,,,Yes,Yes,Yes
De Wittekrans,South Africa,Coal,Open-Pit/Underground,Feasibility,crushed,Proven Reserves,16150.0,55.0,%,,,2400000,tons,30.0,2013.0,2043.0,Continental Coal Limited (86%),165.0,high,Self-supply + sell to the grid,On-site Coal,55,132000,13.75,Join-venture with only private interests,"(-26.2166667, 29.8)",,SA,4.0,above tariff,Mainly Coal Fuelled Generation,0 to 50 days,Infomine,,"Infomine, http://www.infomine.com/index/pr/PB255760.PDF",No,No,Yes
Minas Moatize,Mozambique,Coal,Open-Pit,Producer,crushed,Proven Reserves,25450.0,0.0,,116940.0,tons,3000000,tons,14.0,2014.0,2028.0,Beacon Hill,,high,Self-supply + sell to the grid,On-Site Coal,37,111000,11.56,Sole Ownership by a private company,"(-16.1166667, 33.6833333)",,SA,4.1,above tariff,Mainly Hydro Powered Generation,50 to 100 days,Infomine,Power Station $13M BOO or BOOT. Additional work is required to determine most suitable power option including  possible construction of coal fired power station,"Infomine, Company Website",No,No,Yes
(Mbalawala Mine) Ngaka Thermal Coal,Tanzania,Coal,Open-Pit,Producer,crushed,Indicated Reserves,66000.0,51.4,%,95326.0,tons,500000,tons,25.0,2011.0,2026.0,"Intra Energy Operates The Ngaka Coal Project Through Joint Venture Tancoal Energy Limited (Tancoal), 70% Owned By Intra Energy And 30% By The National Development Corporation (NDC) Of Tanzania.",,high,Self-supply + sell to the grid,On-site Coal,37,18500,1.93,Joint- venture with State Equity,"(-10.55, 34.9166667)",,EA,5.3,above tariff,Mainly Hydro Powered Generation,50 to 100 days,Infomine,,"http://www.intraenergycorp.com.au/IRM/Company/ShowPage.aspx/PDFs/1074-32201714/UpdatePresentationOctober2010,
http://allafrica.com/stories/201207170195.html?viewall=1",No,Yes,Yes
Lumwana,Zambia,Copper,Open-Pit,Producer,smelted,Proven Reserves,4200.0,0.84,%,108948.0,tons,150000,tons,37.0,2015.0,2052.0,Barrick Gold Corp (100%),,high,Grid supply,On-Grid,6050,907500,94.53,Sole Ownership by a private company,"(-12.3333333, 25.9)",,SA,3.9,equal tariff,Mainly Hydro Powered Generation,0 to 50 days,Infomine,,"Infomine, Mining Weekly, http://www.miningweekly.com/article/equinox-to-announce-lumwana-expansion-decision-early-next-year-2011-03-10",No,No,Yes
Mufulira (Mopani),Zambia,Copper,Underground,Producer,refined,Proven Reserves,8100.0,2.5,%,135000.0,tons,135000,tons,106.0,1937.0,2043.0,Mopani Copper Mines (100%),3500.0,high,Grid supply,On-Grid,8650,1167750,121.64,Sole Ownership by a private company,"(-12.55, 28.2)",,SA,3.9,equal tariff,Mainly Hydro Powered Generation,0 to 50 days,Infomine,,"Infomine, http://www.times.co.zm/?p=7819",Yes,Yes,Yes
