sousDomaine,domaine,departement,nbOffres,nbElevesAyantInteragi,nbElevesInteresses,nbCandidatures,nbConfirmes
commerce-marketing-ventegrande-distribution-et-petits-commerces,commerce-marketing-vente,66,1,1,1,1,0
agriculture-animauxdeveloppement-agricole,agriculture-animaux,66,1,1,1,1,0
informatique-internetsystemes-et-reseaux,informatique-internet,38,3,33,33,8,0
agriculture-animauxpeche,agriculture-animaux,66,1,1,1,1,0
commerce-marketing-ventecommerce-international,commerce-marketing-vente,23,4,1,1,0,0
environnement-energies-propreteproprete,environnement-energies-proprete,72,53,298,243,35,4
agriculture-animauxelevage-aquaculture,agriculture-animaux,66,1,1,1,1,0
agriculture-animauxagriculture-generalites,agriculture-animaux,66,1,1,1,1,0
informatique-internetinformatique-generalites,informatique-internet,41,5,35,28,7,0
banque-assurances-immobilierbanque,banque-assurances-immobilier,67,15,84,67,16,0
commerce-marketing-ventegrande-distribution-et-petits-commerces,commerce-marketing-vente,67,17,84,67,16,0
informatique-internetbases-de-donnees,informatique-internet,67,2,1,0,0,0
informatique-internetinformatique-pour-la-recherche,informatique-internet,67,2,1,0,0,0
informatique-internetinformatique-generalites,informatique-internet,67,2,1,0,0,0
informatique-internetinformatique-de-gestion,informatique-internet,67,2,1,0,0,0
,sante-social-sport,13,19,13,3,2,0
banque-assurances-immobilierbanque,banque-assurances-immobilier,68,10,23,23,6,0
mecaniquemecanique-generalites,mecanique,61,4,2,2,0,0
commerce-marketing-venteachat-approvisionnement,commerce-marketing-vente,68,12,23,23,6,0
commerce-marketing-ventegrande-distribution-et-petits-commerces,commerce-marketing-vente,19,8,4,4,2,0
commerce-marketing-ventecommerce-international,commerce-marketing-vente,68,12,23,23,6,0
matieres-premieres-fabrication-industriesagroalimentaire,matieres-premieres-fabrication-industries,49,31,396,211,36,4
banque-assurances-immobilierbanque,banque-assurances-immobilier,69,5,96,87,18,2
gestion-des-entreprises-comptabilitecomptabilite,gestion-des-entreprises-comptabilite,69,7,119,108,26,1
information-communication-audiovisuelaudiovisuel,information-communication-audiovisuel,69,2,44,44,7,0
logistique-transportlogistique,logistique-transport,87,11,14,14,1,0
informatique-internetinformatique-industrielle-et-technologique,informatique-internet,10,1,2,2,0,0
information-communication-audiovisuelmultimedia,information-communication-audiovisuel,69,2,44,44,7,0
electricite-electronique-robotiqueelectrotechnique,electricite-electronique-robotique,75,3,226,226,45,3
lettres-langues-enseignementenseignement,lettres-langues-enseignement,69,2,56,56,9,0
commerce-marketing-ventegrande-distribution-et-petits-commerces,commerce-marketing-vente,8,46,48,37,3,0
arts-culture-artisanatarts-du-spectacle,arts-culture-artisanat,69,1,19,19,7,0
construction-architecture-travaux-publicsgenie-civil,construction-architecture-travaux-publics,77,18,79,78,12,1
hotellerie-restauration-tourismerestauration,hotellerie-restauration-tourisme,69,11,220,185,50,1
hotellerie-restauration-tourismehotellerie,hotellerie-restauration-tourisme,69,11,220,185,50,1
informatique-internetinformatique-pour-la-recherche,informatique-internet,69,7,216,210,56,0
construction-architecture-travaux-publicsplatrerie,construction-architecture-travaux-publics,38,4,23,16,2,0
informatique-internetinformatique-generalites,informatique-internet,69,7,216,210,56,0
informatique-internetsystemes-et-reseaux,informatique-internet,69,7,216,210,56,0
construction-architecture-travaux-publicsmaconnerie-beton-arme,construction-architecture-travaux-publics,53,57,134,101,12,1
commerce-marketing-ventemarketing-vente,commerce-marketing-vente,69,7,151,143,31,0
information-communication-audiovisuelcommunication,information-communication-audiovisuel,69,12,239,209,40,0
armee-securitesecurite-prevention,armee-securite,86,1,6,6,0,0
information-communication-audiovisuelaudiovisuel,information-communication-audiovisuel,26,2,8,8,2,0
gestion-des-entreprises-comptabilitecomptabilite,gestion-des-entreprises-comptabilite,44,152,2324,1675,437,17
information-communication-audiovisuelbibliotheque-documentation,information-communication-audiovisuel,69,6,84,75,18,0
environnement-energies-propreteproprete,environnement-energies-proprete,69,2,36,31,5,0
agriculture-animauxagriculture-generalites,agriculture-animaux,53,44,115,70,6,1
environnement-energies-propreteprotection-des-espaces-naturels,environnement-energies-proprete,69,2,36,31,5,0
logistique-transporttransport,logistique-transport,31,1,6,5,0,0
environnement-energies-propreteenvironnement-generalites,environnement-energies-proprete,69,2,36,31,5,0
agriculture-animauxelevage-aquaculture,agriculture-animaux,79,2,2,2,0,0
mecaniqueautomobile,mecanique,69,2,28,25,7,0
construction-architecture-travaux-publicsagencement,construction-architecture-travaux-publics,69,2,12,9,4,0
construction-architecture-travaux-publicstravaux-publics,construction-architecture-travaux-publics,41,86,121,51,21,0
construction-architecture-travaux-publicsbureau-detudes-btp,construction-architecture-travaux-publics,69,2,12,9,4,0
gestion-des-entreprises-comptabilitecomptabilite,gestion-des-entreprises-comptabilite,90,3,1,1,0,0
arts-culture-artisanatarts-graphiques,arts-culture-artisanat,69,1,15,13,4,0
arts-culture-artisanatarts-plastiques,arts-culture-artisanat,69,1,15,13,4,0
agriculture-animauxcultures,agriculture-animaux,76,1,1,1,0,0
hotellerie-restauration-tourismetourisme,hotellerie-restauration-tourisme,69,1,19,13,2,1
sante-social-sporttravail-social,sante-social-sport,69,7,84,57,10,0
matieres-premieres-fabrication-industriesagroalimentaire,matieres-premieres-fabrication-industries,69,5,63,54,8,0
mecaniquemachinisme-agricole,mecanique,69,2,4,3,0,0
matieres-premieres-fabrication-industriesverre,matieres-premieres-fabrication-industries,85,14,129,120,20,0
agriculture-animauxcultures,agriculture-animaux,69,1,4,3,0,0
,environnement-energies-proprete,85,20,8,4,2,0
agriculture-animauxelevage-aquaculture,agriculture-animaux,69,1,4,3,0,0
informatique-internetinformatique-industrielle-et-technologique,informatique-internet,50,2,1,1,0,0
construction-architecture-travaux-publicsgenie-civil,construction-architecture-travaux-publics,53,57,134,101,12,1
agriculture-animauxagriculture-generalites,agriculture-animaux,69,1,4,3,0,0
environnement-energies-propreteenergies,environnement-energies-proprete,53,14,100,88,28,0
arts-culture-artisanatarts-appliques,arts-culture-artisanat,13,272,2850,2706,362,56
banque-assurances-immobilierbanque,banque-assurances-immobilier,70,6,3,1,0,0
commerce-marketing-venteachat-approvisionnement,commerce-marketing-vente,70,6,3,1,0,0
logistique-transportlogistique,logistique-transport,61,4,1,1,0,0
commerce-marketing-ventegrande-distribution-et-petits-commerces,commerce-marketing-vente,70,6,3,1,0,0
environnement-energies-propreteurbanisme,environnement-energies-proprete,78,48,84,67,6,0
sante-social-sportsport,sante-social-sport,30,2,15,12,0,0
agriculture-animauxdeveloppement-agricole,agriculture-animaux,54,1,2,0,0,0
commerce-marketing-venteachat-approvisionnement,commerce-marketing-vente,71,13,21,13,2,0
information-communication-audiovisuelmultimedia,information-communication-audiovisuel,75,20,548,547,120,5
hotellerie-restauration-tourismerestauration,hotellerie-restauration-tourisme,72,255,2757,1958,289,45
hotellerie-restauration-tourismehotellerie,hotellerie-restauration-tourisme,72,255,2757,1958,289,45
matieres-premieres-fabrication-industriesceramique-composites,matieres-premieres-fabrication-industries,85,14,129,120,20,0
commerce-marketing-ventecommerce-international,commerce-marketing-vente,72,637,5729,3904,608,57
commerce-marketing-ventemarketing-vente,commerce-marketing-vente,72,104,1894,1491,245,34
sante-social-sportmedical,sante-social-sport,72,39,1344,1008,207,9
environnement-energies-propreteenergies,environnement-energies-proprete,72,40,273,223,61,1
gestion-des-entreprises-comptabiliteressources-humaines,gestion-des-entreprises-comptabilite,72,135,2154,1665,364,27
gestion-des-entreprises-comptabilitecomptabilite,gestion-des-entreprises-comptabilite,72,135,2154,1665,364,27
economie-droit-politiquedroit-generalites,economie-droit-politique,94,6,69,68,10,1
logistique-transporttransport,logistique-transport,50,10,11,11,2,0
banque-assurances-immobilierassurances,banque-assurances-immobilier,72,26,498,373,92,3
arts-culture-artisanatarts-appliques,arts-culture-artisanat,34,32,188,173,24,8
mecaniqueautomobile,mecanique,13,54,690,659,100,8
banque-assurances-immobilierbanque,banque-assurances-immobilier,72,26,498,373,92,3
construction-architecture-travaux-publicsplatrerie,construction-architecture-travaux-publics,8,12,2,0,0,0
economie-droit-politiquedroit-public,economie-droit-politique,72,48,531,429,107,10
economie-droit-politiquedroit-applique,economie-droit-politique,72,48,531,429,107,10
informatique-internetinformatique-de-gestion,informatique-internet,76,2,29,29,11,0
lettres-langues-enseignementenseignement,lettres-langues-enseignement,75,21,648,647,132,6
economie-droit-politiquedroit-prive,economie-droit-politique,72,48,531,429,107,10
logistique-transporttransport,logistique-transport,93,2,48,48,4,0
logistique-transportlogistique,logistique-transport,27,8,15,14,1,1
electricite-electronique-robotiqueelectronique,electricite-electronique-robotique,72,7,125,100,17,1
informatique-internetinformatique-generalites,informatique-internet,34,2,23,23,4,0
informatique-internetsystemes-et-reseaux,informatique-internet,72,28,800,761,183,19
information-communication-audiovisuelmultimedia,information-communication-audiovisuel,72,11,298,280,62,2
information-communication-audiovisuelaudiovisuel,information-communication-audiovisuel,72,10,294,276,61,2
information-communication-audiovisuelbibliotheque-documentation,information-communication-audiovisuel,72,19,597,532,142,4
informatique-internetinformatique-de-gestion,informatique-internet,94,115,157,125,24,0
sante-social-sportsport,sante-social-sport,72,40,482,440,88,6
agriculture-animauxpeche,agriculture-animaux,92,1,11,11,2,0
arts-culture-artisanatarts-du-spectacle,arts-culture-artisanat,72,10,287,274,61,2
armee-securitesecurite-prevention,armee-securite,94,1,61,60,8,0
logistique-transportlogistique,logistique-transport,17,12,8,7,2,0
armee-securitedefense-publique,armee-securite,72,13,416,369,76,6
matieres-premieres-fabrication-industriesmaintenance-qualite,matieres-premieres-fabrication-industries,72,30,395,355,90,10
informatique-internetinformatique-industrielle-et-technologique,informatique-internet,75,539,2603,2441,543,25
banque-assurances-immobilierassurances,banque-assurances-immobilier,93,8,303,288,72,3
construction-architecture-travaux-publicsmaconnerie-beton-arme,construction-architecture-travaux-publics,72,63,450,372,83,9
construction-architecture-travaux-publicsbureau-detudes-btp,construction-architecture-travaux-publics,72,63,450,372,83,9
construction-architecture-travaux-publicsgenie-civil,construction-architecture-travaux-publics,72,63,450,372,83,9
scienceschimie,sciences,72,18,181,158,39,3
logistique-transportlogistique,logistique-transport,72,31,275,243,62,5
arts-culture-artisanatartisanat-dart,arts-culture-artisanat,54,9,27,12,0,0
logistique-transporttransport,logistique-transport,72,31,275,243,62,5
mecaniqueautomobile,mecanique,72,69,447,383,85,3
agriculture-animauxdeveloppement-agricole,agriculture-animaux,69,1,4,3,0,0
matieres-premieres-fabrication-industriesceramique-composites,matieres-premieres-fabrication-industries,72,26,158,135,33,1
agriculture-animauxdeveloppement-agricole,agriculture-animaux,72,87,524,437,67,14
information-communication-audiovisuelcommunication,information-communication-audiovisuel,92,41,100,98,10,3
matieres-premieres-fabrication-industriesagroalimentaire,matieres-premieres-fabrication-industries,34,1,1,1,0,0
agriculture-animauxelevage-aquaculture,agriculture-animaux,72,87,524,437,67,14
environnement-energies-propretedechets-pollutions-et-risques,environnement-energies-proprete,72,53,298,243,35,4
environnement-energies-propreteprotection-des-espaces-naturels,environnement-energies-proprete,72,53,298,243,35,4
environnement-energies-propreteenvironnement-generalites,environnement-energies-proprete,72,53,298,243,35,4
,gestion-des-entreprises-comptabilite,41,25,158,99,14,0
,informatique-internet,72,21,266,144,42,0
banque-assurances-immobilierassurances,banque-assurances-immobilier,41,6,10,9,0,0
informatique-internetinformatique-de-gestion,informatique-internet,75,539,2603,2441,543,25
economie-droit-politiquedroit-international,economie-droit-politique,78,4,160,160,29,1
matieres-premieres-fabrication-industriesverre,matieres-premieres-fabrication-industries,13,1,26,26,3,0
,environnement-energies-proprete,72,40,53,11,0,0
banque-assurances-immobilierassurances,banque-assurances-immobilier,73,1,3,2,0,0
informatique-internetdeveloppement-programmation-logiciel,informatique-internet,75,687,2833,2657,595,28
commerce-marketing-ventecommerce-international,commerce-marketing-vente,17,3,1,1,0,0
banque-assurances-immobilierassurances,banque-assurances-immobilier,74,1,7,6,2,0
commerce-marketing-ventecommerce-international,commerce-marketing-vente,74,2,8,7,2,0
arts-culture-artisanatarts-graphiques,arts-culture-artisanat,45,44,1156,1133,166,26
mecaniquemachinisme-agricole,mecanique,74,3,1,1,0,0
matieres-premieres-fabrication-industriesagroalimentaire,matieres-premieres-fabrication-industries,74,3,1,1,0,0
agriculture-animauxcultures,agriculture-animaux,74,1,1,1,0,0
agriculture-animauxelevage-aquaculture,agriculture-animaux,49,32,129,90,15,0
arts-culture-artisanatarts-appliques,arts-culture-artisanat,75,162,2387,2372,466,23
construction-architecture-travaux-publicsagencement,construction-architecture-travaux-publics,75,7,547,547,99,4
construction-architecture-travaux-publicsmaconnerie-beton-arme,construction-architecture-travaux-publics,75,7,547,547,99,4
environnement-energies-propreteproprete,environnement-energies-proprete,77,72,36,5,0,0
sante-social-sportparamedical,sante-social-sport,77,27,107,105,18,0
construction-architecture-travaux-publicsgenie-civil-construction-generalites,construction-architecture-travaux-publics,75,7,547,547,99,4
lettres-langues-enseignementenseignement,lettres-langues-enseignement,78,7,163,161,22,2
arts-culture-artisanatactivites-culturelles,arts-culture-artisanat,75,18,985,985,159,6
informatique-internetinformatique-pour-la-recherche,informatique-internet,75,539,2603,2441,543,25
informatique-internetinformatique-generalites,informatique-internet,75,539,2603,2441,543,25
informatique-internetsystemes-et-reseaux,informatique-internet,75,539,2603,2441,543,25
economie-droit-politiquedroit-public,economie-droit-politique,75,13,111,105,17,3
sante-social-sportmedical,sante-social-sport,75,15,355,354,68,5
sante-social-sportparamedical,sante-social-sport,75,13,172,171,28,2
environnement-energies-propreteprotection-des-espaces-naturels,environnement-energies-proprete,8,2,2,2,0,0
armee-securitedefense-publique,armee-securite,75,14,177,176,28,2
environnement-energies-propretedechets-pollutions-et-risques,environnement-energies-proprete,75,19,424,421,66,7
environnement-energies-propreteprotection-des-espaces-naturels,environnement-energies-proprete,75,19,424,421,66,7
