$Code Evamed$,$Motif de demande$,$Code CIS$,$Code CIP$,$Dénomination spécialité$,$Date avis définitif$,$ASMR$,$Valeur ASMR$,$Libellé ASMR$
$CT-15070$,$Inscription (CT)$,$65061182$,$3400955016410|3400955016441$,"$BENDAMUSTINE ACCORD 2,5 mg/mL, poudre pour solution à diluer pour perfusion$",$06/04/2016$,$ASMR$,$V$,"$Cette spécialité n’apporte pas d’amélioration du service médical rendu (ASMR V) par rapport au princeps (LEVACT 2,5 mg/mL, poudre pour solution à diluer pour perfusion).$"
$CT-15068$,$Inscription (CT)$,$63324453$,$3400955014171|3400955014218|3400955014195$,"$CISATRACURIUM ACCORD 2 mg/ml, solution injectable/pour perfusion$",$22/06/2016$,$ASMR$,$V$,$Ces spécialités sont des spécialités génériques qui n’apportent pas d’amélioration du service médical rendu (ASMR V) par rapport aux spécialités princeps (NIMBEX).$
$CT-15068$,$Inscription (CT)$,$68405756$,$3400955014256$,"$CISATRACURIUM ACCORD 5 mg/ml, solution injectable/pour perfusion$",$22/06/2016$,$ASMR$,$V$,$Ces spécialités sont des spécialités génériques qui n’apportent pas d’amélioration du service médical rendu (ASMR V) par rapport aux spécialités princeps (NIMBEX).$
$CT-15065$,$Inscription (CT)$,$60658693$,$3400955017011$,"$ONCASPAR 750 U/ml, solution injectable/pour perfusion$",$29/06/2016$,$ASMR$,$V$,"$Considérant que au regard des données fournies :££-	la traduction clinique d’une moindre immunogénicité sur la survie sans événement ou la survie globale n’est pas démontrée,££-	la fréquence globale de toxicité caractérisée par la survenue d’allergies, de pancréatites, thromboses ou saignements, a été comparable à celle de l’asparaginase native,££la commission de la Transparence considère que l’asparaginase pégylée (ONCASPAR) n’apporte pas d’amélioration du service médical rendu (ASMR V), en termes d’efficacité et de tolérance, par rapport à l’asparaginase native (KIDROLASE) dans le traitement de la leucémie lymphoblastique aiguë nouvellement diagnostiquée ou en rechute chez les enfants et adultes n’ayant pas présenté d’hypersensibilité (allergie clinique ou inactivation silencieuse) à l’asparaginase native issue d’E. coli.$"
$CT-15064$,$Inscription (CT)$,$63620349$,$3400930041321$,"$SPIOLTO RESPIMAT 2,5 microgrammes/ 2,5 microgrammes/ dose, solution à inhaler$",$07/09/2016$,$ASMR$,$V$,$SPIOLTO RESPIMAT n’apporte pas d’amélioration du service médical rendu (ASMR V) dans la prise en charge thérapeutique des symptômes de la bronchopneumopathie chronique obstructive.$
$CT-15063$,$Inscription (CT)$,$62264811$,$3400930038215$,"$ROFERON-A 3 millions d¿unités internationales (UI), solution injectable en seringue préremplie$",$20/04/2016$,$ASMR$,$V$,$Ces spécialités sont des compléments de gamme qui n’apportent pas d’amélioration du service médical rendu (ASMR V) par rapport aux présentations déjà inscrites.$
$CT-15063$,$Inscription (CT)$,$68475270$,$3400930038222$,"$ROFERON-A 4,5 millions d¿unités internationales (UI), solution injectable en seringue préremplie$",$20/04/2016$,$ASMR$,$V$,$Ces spécialités sont des compléments de gamme qui n’apportent pas d’amélioration du service médical rendu (ASMR V) par rapport aux présentations déjà inscrites.$
$CT-15063$,$Inscription (CT)$,$68956599$,$3400930038246$,"$ROFERON-A 6 millions d¿unités internationales (UI), solution injectable en seringue préremplie$",$20/04/2016$,$ASMR$,$V$,$Ces spécialités sont des compléments de gamme qui n’apportent pas d’amélioration du service médical rendu (ASMR V) par rapport aux présentations déjà inscrites.$
$CT-15063$,$Inscription (CT)$,$68067895$,$3400930038277$,"$ROFERON-A 9 millions d¿unités internationales (UI), solution injectable en seringue préremplie$",$20/04/2016$,$ASMR$,$V$,$Ces spécialités sont des compléments de gamme qui n’apportent pas d’amélioration du service médical rendu (ASMR V) par rapport aux présentations déjà inscrites.$
$CT-15061$,$Réévaluation SMR et ASMR$,$62362369$,$3400956036196|3400956326150$,"$CAELYX 2 mg/ml, solution à diluer pour perfusion$",$25/05/2016$,$ASMR$,$V$,"$Compte tenu ££- de l’absence de donnée démonstrative versus la daunorubicine liposomale,££- des nombreuses limites méthodologiques des études ayant évalué l’efficacité de la doxorubicine liposomale pégylée,££- des profondes modifications des modalités de prise en charge thérapeutique des malades atteints de la maladie de Kaposi et de la place de la doxorubicine liposomale pégylée désormais restreinte à un stade avancé de l’infection par le VIH en immunodépression avec une maladie de Kaposi cutanéomuqueuse extensive ou viscérale, n’atteignant pas une réponse complète sous ARV adapté au profil de résistance du VIH, ££l’apport thérapeutique de CAELYX ne peut être différentié de celui de la daunorubicine liposomale.££En conséquence, CAELYX n’apporte pas d’amélioration du service médical rendu (ASMR V) par rapport à DAUNOXOME.$"
$CT-15060$,$Réévaluation SMR et ASMR$,$62362369$,$3400956036196|3400956326150$,"$CAELYX 2 mg/ml, solution à diluer pour perfusion$",$25/05/2016$,$ASMR$,$V$,"$Prenant en compte l’absence de donnée dans les situations où CAELYX est le plus susceptible d’être utilisé, notamment chez les patients avec une fonction cardiaque altérée, et sa place désormais restreinte dans la stratégie thérapeutique en raison de la mise à disposition de nouveaux traitements dans cette indication, la Commission considère que CAELYX n’apporte pas d’amélioration du service médical rendu (ASMR V) dans la stratégie thérapeutique de prise en charge du cancer du sein métastatique.$"
$CT-15057$,$Inscription (CT)$,$65621001$,$3400936192201$,"$SULFATE DE MAGNESIUM RENAUDIN 10 %, solution injectable (IV)$",$13/04/2016$,$ASMR$,$V$,"$Cette spécialité n’apporte pas d’amélioration du service médical rendu (ASMR V) par rapport à SULFATE DE MAGNESIUM RENAUDIN 10%, solution injectable en boîte de 100.$"
$CT-15054$,$Inscription (CT)$,$65644772$,$3400955000969$,"$NOXAFIL 300 mg, solution à diluer pour perfusion$",$11/05/2016$,$ASMR$,$V$,"$NOXAFIL 300 mg solution à diluer pour perfusion n’apporte pas d’amélioration du service médical rendu (ASMR V) par rapport à la forme suspension buvable existante, et dans les indications de l’AMM.$"
$CT-15050$,$Inscription (CT)$,$68104411$,$3400926977849$,"$VICTAN 2 mg, comprimé pelliculé sécable$",$22/06/2016$,$ASMR$,$V$,$Cette spécialité est un complément de gamme qui n’apporte pas d’amélioration du service médical rendu (ASMR V) par rapport aux présentations déjà inscrites.$
$CT-15048$,$Nouvel examen suite au dépôt de nouvelles données$,$62714735$,$3400927644405|3400927722219$,"$CHOLIB 145 mg/40 mg, comprimé pelliculé$",$20/04/2016$,$ASMR$,$V$,"$Les spécialités CHOLIB 145 mg/40 mg et 145 mg/20 mg, n’apportent pas d’amélioration du service médical rendu (ASMR V) par rapport à la prise séparée et concomitante des deux principes actifs aux mêmes doses, chez les patients stabilisés par une association libre de simvastatine et de fénofibrate aux mêmes doses.$"
$CT-15048$,$Nouvel examen suite au dépôt de nouvelles données$,$62837225$,$3400927644283|3400927722158$,"$CHOLIB 145 mg/20 mg, comprimé pelliculé$",$20/04/2016$,$ASMR$,$V$,"$Les spécialités CHOLIB 145 mg/40 mg et 145 mg/20 mg, n’apportent pas d’amélioration du service médical rendu (ASMR V) par rapport à la prise séparée et concomitante des deux principes actifs aux mêmes doses, chez les patients stabilisés par une association libre de simvastatine et de fénofibrate aux mêmes doses.$"
$CT-15044$,$Inscription (CT)$,$67611486$,$3400955013150$,"$COPAXONE 40 mg/ml, solution injectable en seringue préremplie$",$06/07/2016$,$ASMR$,$V$,$Cette spécialité est un complément de gamme qui n’apporte pas d’amélioration du service médical rendu (ASMR V) par rapport à la présentation déjà inscrite dosée à 20 mg/ml.$
$CT-15042$,$Inscription (CT)$,$60770621$,$3400930038055$,"$VITAMINE K1 ROCHE 10 mg/1 ml, solution buvable et injectable$",$22/06/2016$,$ASMR$,$V$,$Cette spécialité est un complément de gamme qui n’apporte pas d’amélioration du service médical rendu (ASMR V) par rapport aux présentations déjà inscrites.$
$CT-15040$,$Réévaluation SMR et ASMR$,$65643325$,$3400957215378$,"$BUSILVEX 6 mg/ml, solution à diluer pour perfusion$",$29/06/2016$,$ASMR$,$IV$,"$Dans le protocole d’utilisation de BUSILVEX comme traitement de conditionnement préalable à une greffe de CSH chez le nouveau-né, l’enfant et l’adolescent, et compte tenu :££- des nouvelles données disponibles, reposant essentiellement sur une étude rétrospective de faible niveau de preuve comparative versus l’irradiation corporelle totale, ££- de l’évolution de la stratégie thérapeutique avec l’exclusion de la forme orale de busulfan depuis une dizaine d’années,££- et du besoin thérapeutique dans cette population, ££la Commission considère que BUSILVEX (busulfan) apporte une amélioration du service médical rendu mineure (ASMR IV) par rapport à l’irradiation corporelle totale (ICT).$"
$CT-15040$,$Réévaluation SMR et ASMR$,$65643325$,$3400957215378$,"$BUSILVEX 6 mg/ml, solution à diluer pour perfusion$",$29/06/2016$,$ASMR$,$V$,"$Dans les deux protocoles d’utilisation de BUSILVEX comme traitement de conditionnement préalable à une greffe de CSH chez l’adulte, et compte tenu : ££- des nouvelles données disponibles, essentiellement rétrospectives et de leur faible niveau de preuve, ££- de l’absence de données comparatives, méthodologiquement recevables, versus les protocoles de conditionnement actuellement utilisés, ££- de l’évolution de la stratégie thérapeutique avec l’exclusion de la forme orale de busulfan depuis une dizaine d’années,££la Commission considère que BUSILVEX (busulfan) n’apporte pas d’amélioration du service médical rendu (ASMR V) par rapport aux autres protocoles de conditionnement disponibles (cf. chapitre 6 du présent avis).$"
$CT-15039$,$Inscription (CT)$,$68830091$,$3400938197235$,"$PARACETAMOL EVOLUGEN 1 g, comprimé sécable$",$02/03/2016$,$ASMR$,$V$,$Cette spécialité n’apporte pas d’amélioration du service médical rendu (ASMR V) par rapport aux autres spécialités à base de paracétamol déjà remboursables.$
$CT-15038$,$Extension d'indication$,$60391646$,$3400956620074|3400956620135$,"$AVASTIN 25 mg/ml, solution à diluer pour perfusion$",$06/07/2016$,$ASMR$,$IV$,"$Compte tenu :££- d’un gain modéré en survie globale lié à l’adjonction d’AVASTIN (bevacizumab) à la chimiothérapie chez des patientes ayant majoritairement un carcinome du col de l’utérus persistant ou en rechute, ££- avec cependant des réserves sur la robustesse de ces résultats, ££- de la toxicité accrue, en particulier les fistules recto-vaginales, liée à l’adjonction d’AVASTIN,££la Commission considère que l’ajout d’AVASTIN (bevacizumab) à la chimiothérapie par paclitaxel et cisplatine (ou topotécan en cas d’inéligibilité aux sels de platine) apporte une amélioration mineure du service médical rendu (ASMR IV) par rapport à cette chimiothérapie.$"
$CT-15037$,$Réévaluation SMR et ASMR$,$60391646$,$3400956620074|3400956620135$,"$AVASTIN 25 mg/ml, solution à diluer pour perfusion$",$29/06/2016$,$ASMR$,$IV$,"$Compte tenu : ££- des données cliniques déjà évaluées ayant démontré un bénéfice modeste concernant l’ajout d’AVASTIN à la chimiothérapie (gain en survie sans progression de 4,1 mois sans impact en survie globale) ££- de la stratégie thérapeutique du cancer de l’ovaire à un stade avancé (stade FIGO IIIB à IV) en première ligne de traitement qui n’a pas été modifiée par l’arrivée de nouvelles alternatives, ££la Commission considère qu’AVASTIN d’abord administré simultanément à une chimiothérapie par carboplatine + paclitaxel puis poursuivi en monothérapie, conserve une amélioration du service médical rendu mineure (ASMR IV) dans cette stratégie thérapeutique.$"
$CT-15036$,$Réévaluation SMR et ASMR$,$61276045$,$3400956210374$,"$HERCEPTIN 150 mg, poudre pour solution à diluer pour perfusion$",$11/05/2016$,$ASMR$,$IV$,"$HERCEPTIN conserve une amélioration du service médical rendu mineure (ASMR IV) en termes d’efficacité (niveau de preuve non optimal) dans la stratégie de prise en charge de l’adénocarcinome gastrique ou de la jonction oesogastrique au stade métastatique avec surexpression tumorale de HER2 définie par IHC3+ ou IHC2+ confirmé par un résultat SISH+ ou FISH+, en association à la capécitabine ou au 5-fluoro-uracile et au cisplatine chez les patients n’ayant pas été précédemment traités pour leur maladie métastatique.$"
$CT-15035$,$Réévaluation SMR et ASMR$,$61276045$,$3400956210374$,"$HERCEPTIN 150 mg, poudre pour solution à diluer pour perfusion$",$25/05/2016$,$ASMR$,$IV$,"$Prenant en compte :££-	l’absence de démonstration d’impact du trastuzumab sur la survie globale lorsqu’il est utilisé en néoadjuvant,££-	les nouvelles données ne permettant pas d’évaluer l’apport du trastuzumab dans le cadre d’un traitement néoadjuvant,££-	et le bénéfice potentiel, mais non démontré, du trastuzumab en termes d’accès à la chirurgie conservatrice, ££la Commission considère que HERCEPTIN 150 mg/15 ml (voie intraveineuse), en association à la chimiothérapie néoadjuvante puis poursuivi en traitement adjuvant, apporte une amélioration du service médical rendu mineure (ASMR IV) dans la stratégie de prise en charge du traitement du cancer du sein HER2+.$"
