finess,rs_finess,finess_geo,rs_finess_geo,region,participation,Depot,nb_rep_score_all_rea_ajust,score_all_rea_ajust,classement,evolution,nb_rep_score_accueil_rea_ajust,score_accueil_rea_ajust,nb_rep_score_PECinf_rea_ajust,score_PECinf_rea_ajust,nb_rep_score_PECmed_rea_ajust,score_PECmed_rea_ajust,nb_rep_score_chambre_rea_ajust,score_chambre_rea_ajust,nb_rep_score_repas_rea_ajust,score_repas_rea_ajust,nb_rep_score_sortie_rea_ajust,score_sortie_rea_ajust
380780288,CLINIQUE MEDICO-CHIRURGICALE DE CHARTREUSE A VOIRON,380780288,NOUVELLE CLINIQUE DE CHARTREUSE,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,109,74.67,B,2-Stable,109.0,73.09,109.0,81.18,109.0,81.82,109.0,72.03,109.0,64.3,109.0,66.35
380780080,CHU GRENOBLE,380782722,HOPITAL SUD - CHU38,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,35,70.64,D,4-Non calculable,35.0,73.03,35.0,79.28,35.0,78.21,35.0,65.91,35.0,52.7,35.0,61.1
380785956,CLINIQUE DES CÈDRES,380785956,CLINIQUE DES CEDRES,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,522,77.54,A,2-Stable,522.0,78.36,522.0,82.96,522.0,83.93,522.0,76.3,522.0,65.64,522.0,68.16
380786442,CLINIQUE BELLEDONNE ST-MARTIN-D'HERES,380786442,CLINIQUE BELLEDONNE,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,436,74.68,B,3-Amélioration,436.0,73.08,436.0,81.42,436.0,82.27,436.0,74.02,436.0,57.39,436.0,66.96
390780146,CENTRE HOSPITALIER LONS LE SAUNIER,390000040,CH LONS,Bourgogne-Franche-Comté,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
390780161,CH LOUIS JAILLON SAINT CLAUDE,390000065,CH LOUIS JAILLON SAINT CLAUDE,Bourgogne-Franche-Comté,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
390780609,CENTRE HOSPITALIER L PASTEUR DOLE,390000222,CH LOUIS PASTEUR DOLE,Bourgogne-Franche-Comté,1- Obligatoire,1- Oui,213,72.74,C,2-Stable,213.0,73.83,213.0,80.8,213.0,79.47,213.0,67.83,213.0,66.28,213.0,61.08
390780559,CLINIQUE DU JURA,390780559,CLINIQUE DU JURA,Bourgogne-Franche-Comté,2- Facultatif,1- Oui,36,78.25,A,4-Non calculable,36.0,77.46,36.0,85.1,36.0,85.2,36.0,80.55,36.0,51.58,36.0,72.01
390780575,HOSPITALIA MUTUALITE POLYCLINIQUE DU PARC,390780575,HOSPITALIA MUTUALITE PDP,Bourgogne-Franche-Comté,1- Obligatoire,1- Oui,81,78.87,A,2-Stable,81.0,80.37,81.0,83.46,81.0,82.96,81.0,77.09,81.0,74.12,81.0,70.89
390781193,UNITE DE SOINS PLURIDISCIPLINAIRES DE BLETTERANS,390781193,MAISON SOINS ADLCA BLETTERANS,Bourgogne-Franche-Comté,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
400780193,CENTRE HOSPITALIER DE DAX COTE D'ARGENT,400000105,CENTRE HOSPITALIER DAX,Nouvelle Aquitaine,1- Obligatoire,1- Oui,176,72.47,C,2-Stable,176.0,72.16,176.0,80.37,176.0,77.01,176.0,69.49,176.0,66.41,176.0,62.69
400011177,CENTRE HOSPITALIER DE MONT DE MARSAN,400000139,CENTRE HOSPITALIER DE MONT DE MARSAN,Nouvelle Aquitaine,1- Obligatoire,1- Oui,53,74.75,B,4-Non calculable,53.0,74.6,53.0,82.49,53.0,80.56,53.0,72.55,53.0,63.71,53.0,63.36
400780342,CAPIO CLINIQUE JEAN LE BON,400780342,CAPIO CLINIQUE JEAN LE BON,Nouvelle Aquitaine,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
400780359,CLINIQUE DES LANDES,400780359,CLINIQUE DES LANDES,Nouvelle Aquitaine,1- Obligatoire,1- Oui,154,79.18,A,2-Stable,154.0,81.77,154.0,84.84,154.0,83.42,154.0,80.51,154.0,59.65,154.0,71.18
400782769,POLYCLINIQUE LES CHENES,400782769,POLYCLINIQUE DE L'ADOUR,Nouvelle Aquitaine,1- Obligatoire,2- Non,.,,NR,4-Non calculable,,.,,.,,.,,.,,.,,.
410000087,CH DE BLOIS,410000020,CH BLOIS SIMONE VEIL,Centre-Val de Loire,1- Obligatoire,1- Oui,113,73.28,C,2-Stable,113.0,74.44,113.0,80.43,113.0,78.4,113.0,67.78,113.0,64.28,113.0,65.47
410000095,CH DE VENDOME,410000038,CH VENDOME - MONTOIRE,Centre-Val de Loire,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
410000103,CH DE ROMORANTIN-LANTHENAY,410000046,CH ROMORANTIN-LANTHENAY,Centre-Val de Loire,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
410000111,CH DE ST AIGNAN,410000053,CH SAINT AIGNAN,Centre-Val de Loire,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
410000202,POLYCLINIQUE BLOIS,410000202,POLYCLINIQUE BLOIS,Centre-Val de Loire,1- Obligatoire,1- Oui,283,76.31,B,1-Diminution,283.0,80.38,283.0,80.7,283.0,79.55,283.0,78.77,283.0,62.84,283.0,65.5
410004998,CLINIQUE DU SAINT COEUR - VENDOME,410004998,CLINIQUE DU SAINT COEUR - VENDOME,Centre-Val de Loire,1- Obligatoire,1- Oui,57,75.27,B,4-Non calculable,57.0,78.23,57.0,83,57.0,81.12,57.0,71.26,57.0,61.73,57.0,64.71
420780033,CH DE ROANNE,420000010,CENTRE HOSPITALIER DE ROANNE,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,379,70.54,D,1-Diminution,379.0,72.4,379.0,78.9,379.0,76.22,379.0,67.92,379.0,57.02,379.0,60.06
420000192,CLINIQUE MEDICALE LA BUISSONNIÈRE,420000192,CLINIQUE MÉDICALE LA BUISSONNIÈRE,Auvergne-Rhône-Alpes,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
420013831,CENTRE HOSPITALIER DU FOREZ,420000226,CH DU FOREZ SITE DE MONTBRISON,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
420780652,CH DE FIRMINY,420000234,CH DE FIRMINY,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,30,73.71,C,3-Amélioration,30.0,69.09,30.0,84.03,30.0,80.44,30.0,75.26,30.0,61.19,30.0,62.55
420013831,CENTRE HOSPITALIER DU FOREZ,420000267,CH DU FOREZ SITE DE FEURS,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
420010050,CLINIQUE MUTUALISTE CHIRURGICALE,420010050,CLINIQUE MUTUALISTE MFL SSAM,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,226,76.64,B,1-Diminution,226.0,75.15,226.0,82.29,226.0,83.81,226.0,76.08,226.0,62.37,226.0,69.73
420013492,GCS-ES INSTIT. CANCER. LUCIEN NEUWIRTH,420010241,INSTITUT CANCEROLOGIE LUCIEN NEUWIRTH,Auvergne-Rhône-Alpes,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
420011413,HOPITAL PRIVE DE LA LOIRE,420011413,HÔPITAL PRIVÉ DE LA LOIRE,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,459,71.48,C,2-Stable,459.0,69.46,459.0,78.58,459.0,80.41,459.0,72.22,459.0,56.48,459.0,60.81
420780504,CLINIQUE DU PARC ST PRIEST EN JAREZ,420780504,CLINIQUE DU PARC ST PRIEST EN JAREZ,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,148,75.61,B,4-Non calculable,148.0,76.43,148.0,81.89,148.0,82.28,148.0,76.26,148.0,63.05,148.0,64.68
420002495,HOPITAL DU GIER,420780637,HOPITAL DU GIER - MCO,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,53,75.13,B,4-Non calculable,53.0,73.51,53.0,84.93,53.0,82.11,53.0,74.18,53.0,57.47,53.0,66.44
420782310,CLINIQUE MEDICO CHIRURGICALE DE RENAISON,420782310,CLINIQUE DU RENAISON,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,200,75.15,B,3-Amélioration,200.0,76.47,200.0,82.76,200.0,82.63,200.0,70.11,200.0,62.82,200.0,64.85
420784878,CHU SAINT ETIENNE,420782559,HOPITAL DE BELLEVUE - CHU42,Auvergne-Rhône-Alpes,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
420784878,CHU SAINT ETIENNE,420782567,HOPITAL DE LA CHARITE - CHU42,Auvergne-Rhône-Alpes,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
420784878,CHU SAINT ETIENNE,420785354,HOPITAL NORD - CHU42,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,268,72.31,C,1-Diminution,268.0,72.04,268.0,80.14,268.0,78.81,268.0,71.96,268.0,57.38,268.0,62.54
430000109,CLINIQUE BON SECOURS,430000109,CLINIQUE BON SECOURS,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
430000018,CENTRE HOSPITALIER DU PUY,430000117,CENTRE HOSPITALIER LE PUY - EMILE ROUX,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,169,71.36,C,4-Non calculable,169.0,71.73,169.0,79.29,169.0,75.54,169.0,70.54,169.0,67.01,169.0,59.28
430000034,CENTRE HOSPITALIER SECTEUR DE BRIOUDE,430000190,CTRE HOSPITALIER DE SECTEUR DE BRIOUDE,Auvergne-Rhône-Alpes,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
430007450,CLINIQUE DU CHAMBON,430007450,CLINIQUE KORIAN LE HAUT LIGNON,Auvergne-Rhône-Alpes,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
440000057,CENTRE HOSPITALIER DE SAINT- NAZAIRE,440000016,CENTRE HOSPITALIER DE SAINT- NAZAIRE,Pays de la Loire,1- Obligatoire,1- Oui,87,71.87,C,1-Diminution,87.0,70.55,87.0,80.37,87.0,77.06,87.0,73.77,87.0,61.99,87.0,59.42
440000289,CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE NANTES,440000271,CHU DE NANTES :SITE HÔTEL-DIEU- HME,Pays de la Loire,1- Obligatoire,1- Oui,1004,70.29,D,2-Stable,1004.0,70.7,1004.0,79.91,1004.0,78.65,1004.0,60.55,1004.0,52.8,1004.0,63.07
440053643,CENTRE HOSPITALIER ERDRE ET LOIRE,440000396,CENTRE HOSPITALIER ANCENIS,Pays de la Loire,1- Obligatoire,1- Oui,108,74.01,B,4-Non calculable,108.0,74.51,108.0,83.41,108.0,79.61,108.0,71.26,108.0,57.9,108.0,63.52
440000404,CLINIQUE SAINTE-MARIE - POLE SANTE DE CHOISEL,440000404,CLINIQUE STE-MARIE,Pays de la Loire,1- Obligatoire,1- Oui,64,74.02,B,2-Stable,64.0,75.05,64.0,80.29,64.0,79.18,64.0,75.18,64.0,60.47,64.0,62.52
440000412,CLINIQUE  BRETECHE,440000412,CLINIQUE  BRETECHE,Pays de la Loire,1- Obligatoire,1- Oui,425,76.14,B,3-Amélioration,425.0,74.28,425.0,84.05,425.0,84.72,425.0,72.91,425.0,59.76,425.0,68.66
440000289,CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE NANTES,440000453,CHU DE NANTES :SITE HOPITAL BELLIER,Pays de la Loire,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
440000487,CLINIQUE UROLOGIQUE NANTES ATLANTIS,440000487,CLINIQUE UROLOGIQUE NANTES ATLANTIS,Pays de la Loire,1- Obligatoire,2- Non,.,,NR,4-Non calculable,,.,,.,,.,,.,,.,,.
440000313,CTRE HOSPITALIER  INTERCOMMUNAL CHATEAUBRIANT NOZAY POUANCE,440000503,CENTRE HOSPITALIER CHATEAUBRIANT,Pays de la Loire,1- Obligatoire,1- Oui,44,72.23,C,4-Non calculable,44.0,73.53,44.0,79.12,44.0,74.56,44.0,71.9,44.0,64.63,44.0,61.95
440000511,CLINIQUE JEANNE D'ARC,440000511,CLINIQUE JEANNE D'ARC,Pays de la Loire,1- Obligatoire,1- Oui,44,70.9,C,1-Diminution,44.0,66.1,44.0,79.4,44.0,78.2,44.0,69.86,44.0,64.08,44.0,61.81
850009010,CENTRE HOSPITALIER INTERCOMMUNAL LOIRE VENDEE OCEAN,440000560,CH LVO: SITE DE MACHECOUL,Pays de la Loire,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
440000651,CLINIQUE SOURDILLE,440000651,CLINIQUE SOURDILLE,Pays de la Loire,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
440001113,INSTITUT DE CANCEROLOGIE DE L'OUEST - CENTRE RENE GAUDUCHEAU,440001113,ICO - SITE GAUDUCHEAU,Pays de la Loire,1- Obligatoire,1- Oui,119,78.33,A,2-Stable,119.0,81.8,119.0,85.18,119.0,83.54,119.0,73.88,119.0,67.55,119.0,67.69
440028538,HOPITAL  INTERCOMMUNAL DE LA PRESQU'ILE GUERANDE LE CROISIC,440001253,HI DE LA  PRESQU'ILE :SITE DE GUERANDE,Pays de la Loire,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
440041531,HOPITAL INTERCOMMUNAL  DU PAYS DE RETZ,440001287,HOPITAL DE PORNIC LA CHAUSSEE,Pays de la Loire,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
440002020,POLYCLINIQUE DE L'EUROPE,440002020,POLYCLINIQUE DE L'EUROPE,Pays de la Loire,1- Obligatoire,1- Oui,107,78.9,A,2-Stable,107.0,80.98,107.0,82.26,107.0,82.94,107.0,77.93,107.0,71.09,107.0,71.32
440000289,CENTRE HOSPITALIER REGIONAL UNIVERSITAIRE DE NANTES,440017598,CHU DE NANTES : HOPITAL G. R. LAENNEC,Pays de la Loire,1- Obligatoire,1- Oui,148,71.04,C,2-Stable,148.0,74.44,148.0,80.25,148.0,77.46,148.0,64.12,148.0,54.47,148.0,60.62
440024982,CLINIQUE SAINT-AUGUSTIN,440024982,CLINIQUE SAINT-AUGUSTIN,Pays de la Loire,1- Obligatoire,1- Oui,253,73.95,C,1-Diminution,253.0,74.26,253.0,82.78,253.0,82.87,253.0,69,253.0,47.5,253.0,67.71
440029338,CLINIQUE JULES VERNE - POLE HOSPITALIER MUTUALISTE DE NANTES,440029338,CLINIQUE J.VERNE- POLE HOSP MUTUALISTE,Pays de la Loire,1- Obligatoire,1- Oui,982,73.41,C,2-Stable,982.0,75.56,982.0,82.53,982.0,81.96,982.0,69.27,982.0,56.31,982.0,60.12
440029379,CLINIQUE JULES VERNE,440029379,CLINIQUE JULES VERNE,Pays de la Loire,1- Obligatoire,1- Oui,289,75.83,B,2-Stable,289.0,77.09,289.0,81.6,289.0,82.67,289.0,74.09,289.0,53.4,289.0,69.93
440033819,POLYCLINIQUE DE L'ATLANTIQUE,440033819,POLYCLINIQUE DE L'ATLANTIQUE,Pays de la Loire,1- Obligatoire,1- Oui,662,72.58,C,2-Stable,662.0,70.32,662.0,80.75,662.0,80.41,662.0,72.42,662.0,63.64,662.0,60.25
440041580,NOUVELLES CLINIQUES NANTAISES,440041580,L'HOPITAL PRIVE DU CONFLUENT,Pays de la Loire,1- Obligatoire,1- Oui,1135,74.32,B,2-Stable,1135.0,75.28,1135.0,82.22,1135.0,81.89,1135.0,73.64,1135.0,53.52,1135.0,63.99
440050433,CLINIQUE MUTUALISTE DE L'ESTUAIRE,440050433,CLINIQUE MUTUALISTE DE L'ESTUAIRE,Pays de la Loire,1- Obligatoire,1- Oui,253,75.63,B,2-Stable,253.0,76.18,253.0,81.4,253.0,81.5,253.0,76.35,253.0,57.67,253.0,67.57
450000096,CH DE GIEN,450000047,CH DEZARNAULDS - GIEN,Centre-Val de Loire,1- Obligatoire,1- Oui,73,68.95,D,2-Stable,73.0,67,73.0,81.45,73.0,73.16,73.0,68.87,73.0,56.36,73.0,56.02
450000104,C H AGGLOMERATION MONTARGOISE,450000062,CH AGGLOMERATION MONTARGOISE,Centre-Val de Loire,1- Obligatoire,1- Oui,42,70.88,C,2-Stable,42.0,72.03,42.0,77.88,42.0,74.67,42.0,72.03,42.0,61.48,42.0,60.34
450000112,CH DE PITHIVIERS,450000070,CH PITHIVIERS,Centre-Val de Loire,1- Obligatoire,2- Non,.,,NR,4-Non calculable,,.,,.,,.,,.,,.,,.
450000237,CLINIQUE JEANNE D'ARC - GIEN,450000237,CLINIQUE JEANNE D'ARC - GIEN,Centre-Val de Loire,1- Obligatoire,1- Oui,50,70.57,D,1-Diminution,50.0,69.31,50.0,78.3,50.0,77.9,50.0,74.72,50.0,56.57,50.0,55.44
450000245,CLINIQUE L'ARCHETTE,450000245,CLINIQUE L'ARCHETTE,Centre-Val de Loire,1- Obligatoire,1- Oui,95,77.2,B,2-Stable,95.0,76.67,95.0,82.98,95.0,83.95,95.0,74.34,95.0,64.63,95.0,70.1
450000294,CLINIQUE DE LA REINE BLANCHE (POLE DE SANTE ORELIANCE),450000294,ORELIANCE - REINE BLANCHE,Centre-Val de Loire,1- Obligatoire,1- Oui,452,73.64,C,2-Stable,452.0,78.21,452.0,82.61,452.0,79.22,452.0,76.51,452.0,61.98,452.0,55.35
450000088,CENTRE HOSPITALIER REGIONAL D'ORLEANS,450002613,CHR ORLÉANS - HÔPITAL DE LA SOURCE,Centre-Val de Loire,1- Obligatoire,1- Oui,833,73.45,C,2-Stable,833.0,73.36,833.0,82.09,833.0,78.77,833.0,78.18,833.0,55.58,833.0,60.48
450010079,POLYCLINIQUE LES LONGUES ALLEES (POLE DE SANTE ORELIANCE),450010079,ORELIANCE - LONGUES ALLEES,Centre-Val de Loire,1- Obligatoire,1- Oui,357,75.57,B,2-Stable,357.0,77.06,357.0,81.93,357.0,81.52,357.0,76.13,357.0,58.88,357.0,65.69
450012968,CLINIQUE DE MONTARGIS,450012968,CLINIQUE DE MONTARGIS,Centre-Val de Loire,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
460780083,CENTRE HOSPITALIER FIGEAC,460000045,CH FIGEAC SITE MAQUISARDS,Occitanie,1- Obligatoire,1- Oui,38,73.87,C,4-Non calculable,38.0,71.98,38.0,82.25,38.0,82.94,38.0,69.47,38.0,54.98,38.0,67.65
460780208,CENTRE HOSPITALIER JEAN COULON GOURDON,460000102,CH JEAN COULON GOURDON,Occitanie,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
460780216,CENTRE HOSPITALIER JEAN ROUGIER CAHORS,460000110,CH JEAN ROUGIER CAHORS,Occitanie,1- Obligatoire,1- Oui,50,75.32,B,4-Non calculable,50.0,68.99,50.0,85.18,50.0,80.96,50.0,76.72,50.0,59.23,50.0,71.43
470000027,CLINIQUE ESQUIROL-SAINT-HILAIRE,470000027,CLINIQUE ESQUIROL-SAINT-HILAIRE,Nouvelle Aquitaine,1- Obligatoire,1- Oui,454,72.75,C,2-Stable,454.0,73.51,454.0,79.95,454.0,79.01,454.0,72.66,454.0,53.36,454.0,63.12
470016171,CENTRE HOSPITALIER INTERCOMMUNAL AGEN-NERAC,470000423,CH AGEN NERAC - HOPITAL SAINT-ESPRIT,Nouvelle Aquitaine,1- Obligatoire,1- Oui,281,69.82,D,4-Non calculable,281.0,70.77,281.0,79.17,281.0,76.57,281.0,65.14,281.0,51.19,281.0,60.7
470000324,CENTRE HOSPITALIER DE VILLENEUVE SUR LOT,470000431,CENTRE HOSPITALIER DE VILLENEUVE,Nouvelle Aquitaine,1- Obligatoire,1- Oui,35,74.75,B,4-Non calculable,35.0,74.49,35.0,84.14,35.0,81.43,35.0,73.27,35.0,62.92,35.0,63.7
470001660,CENTRE HOSPITALIER INTERCOMMUNAL MARMANDE - TONNEINS,470000480,CENTRE HOSPITALIER DE MARMANDE - CHIC,Nouvelle Aquitaine,1- Obligatoire,2- Non,.,,NR,4-Non calculable,,.,,.,,.,,.,,.,,.
470016171,CENTRE HOSPITALIER INTERCOMMUNAL AGEN-NERAC,470000522,CH AGEN NERAC - SITE DE NERAC,Nouvelle Aquitaine,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
470016049,POLE DE SANTE DU VILLENEUVOIS (PSV),470016049,POLE DE SANTE DU VILLENEUVOIS,Nouvelle Aquitaine,1- Obligatoire,1- Oui,164,75.0,B,3-Amélioration,164.0,75.41,164.0,81.67,164.0,81.23,164.0,75.38,164.0,55.05,164.0,66.46
480780097,CENTRE HOSPITALIER DE MENDE,480000017,HOPITAL LOZERE SITE VALLEE DU LOT,Occitanie,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
480780097,CENTRE HOSPITALIER DE MENDE,480002948,HOPITAL LOZERE SITE GEVAUDAN,Occitanie,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
490000031,CENTRE HOSPITALIER  UNIVERSITAIRE D'ANGERS,490000049,CHU D' ANGERS :SITE LARREY,Pays de la Loire,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
490000155,INSTITUT DE CANCEROLOGIE DE L'OUEST - SITE CENTRE PAUL PAPIN,490000155,ICO - SITE PAUL PAPIN,Pays de la Loire,1- Obligatoire,1- Oui,107,79.11,A,2-Stable,107.0,78.97,107.0,86.7,107.0,83.9,107.0,79.39,107.0,64.68,107.0,70.16
490000262,CLINIQUE SAINT JOSEPH,490000262,CLINIQUE SAINT JOSEPH,Pays de la Loire,1- Obligatoire,1- Oui,93,77.17,B,2-Stable,93.0,78.43,93.0,84.4,93.0,83.25,93.0,77.17,93.0,59.82,93.0,67.92
490000676,CENTRE HOSPITALIER DE CHOLET,490000635,CENTRE HOSPITALIER DE CHOLET,Pays de la Loire,1- Obligatoire,1- Oui,248,70.71,C,2-Stable,248.0,72.2,248.0,78.71,248.0,74.7,248.0,69.31,248.0,63.38,248.0,59.02
490528452,CENTRE HOSPITALIER DE SAUMUR,490001765,CENTRE HOSPITALIER DE SAUMUR,Pays de la Loire,1- Obligatoire,1- Oui,66,75.93,B,4-Non calculable,66.0,77.42,66.0,84.7,66.0,81,66.0,70,66.0,63.51,66.0,67.93
490002037,POLYCLINIQUE DU PARC,490002037,POLYCLINIQUE DU PARC,Pays de la Loire,1- Obligatoire,1- Oui,434,74.69,B,2-Stable,434.0,74.32,434.0,81.41,434.0,79.18,434.0,75.81,434.0,61.87,434.0,65.94
490007929,CLINIQUE CHIRURGICALE DE LA LOIRE POLE DE SANTE DU SAUMUROIS,490007929,CLINIQUE CHIRURGICALE DE LA LOIRE,Pays de la Loire,1- Obligatoire,1- Oui,54,74.84,B,4-Non calculable,54.0,76.16,54.0,81.75,54.0,82.12,54.0,71.03,54.0,55.2,54.0,68.06
490014909,CLINIQUE DE L'ANJOU,490014909,CLINIQUE DE L'ANJOU,Pays de la Loire,1- Obligatoire,1- Oui,884,74.91,B,2-Stable,884.0,75.94,884.0,82.01,884.0,80.14,884.0,73.65,884.0,65.15,884.0,63.21
490015906,CLINIQUE ST LEONARD,490015906,CLINIQUE ST LEONARD,Pays de la Loire,1- Obligatoire,1- Oui,501,78.14,A,2-Stable,501.0,80.77,501.0,84.63,501.0,84.2,501.0,75.22,501.0,64.9,501.0,67.7
530000025,CENTRE HOSPITALIER INTERCOMMUNAL DU HAUT ANJOU,490020245,CH HAUT ANJOU SITE SEGRE  (RUE CUGNOT),Pays de la Loire,2- Facultatif,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
500000054,CENTRE HOSPITALIER D'AVRANCHES-GRANVILLE,500000021,CHAG - SITE AVRANCHES,Normandie,1- Obligatoire,1- Oui,79,70.17,D,1-Diminution,79.0,72.49,79.0,79.38,79.0,76.32,79.0,69.26,79.0,60.96,79.0,54.17
500000146,POLYCLINIQUE DE LA BAIE-ST MARTIN,500000146,POLYCLINIQUE DE LA BAIE-ST MARTIN,Normandie,1- Obligatoire,1- Oui,78,75.31,B,2-Stable,78.0,79.33,78.0,82.07,78.0,78.69,78.0,74.84,78.0,59.96,78.0,63.2
500000013,CENTRE HOSPITALIER PUBLIC DU COTENTIN,500000187,CHPC - SITE CHERBOURG,Normandie,1- Obligatoire,1- Oui,243,68.47,D,2-Stable,243.0,66.39,243.0,78.45,243.0,74.71,243.0,66.64,243.0,61.22,243.0,55.88
500000203,POLYCLINIQUE DE LA MANCHE - SAINT-LO,500000203,POLYCLINIQUE DE LA MANCHE - SAINT-LO,Normandie,1- Obligatoire,1- Oui,35,79.16,A,4-Non calculable,35.0,80.83,35.0,85.93,35.0,83.13,35.0,75.31,35.0,75.97,35.0,69.63
500000054,CENTRE HOSPITALIER D'AVRANCHES-GRANVILLE,500000260,CHAG - SITE GRANVILLE,Normandie,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
500000401,CLINIQUE HENRI GUILLARD - COUTANCES,500000401,CLINIQUE HENRI GUILLARD - COUTANCES,Normandie,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
500000112,CENTRE HOSPITALIER MEMORIAL FRANCE ETATS - UNIS,500000450,CH MEMORIAL - SAINT-LO,Normandie,1- Obligatoire,1- Oui,104,72.65,C,1-Diminution,104.0,73,104.0,81.12,104.0,77.74,104.0,70.17,104.0,67.11,104.0,60.66
500000013,CENTRE HOSPITALIER PUBLIC DU COTENTIN,500000468,CHPC - SITE VALOGNES,Normandie,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
500000393,CENTRE HOSPITALIER COUTANCES,500000591,CENTRE HOSPITALIER DE COUTANCES,Normandie,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
500002357,POLYCLINIQUE DU COTENTIN,500002357,POLYCLINIQUE DU COTENTIN,Normandie,1- Obligatoire,1- Oui,140,78.28,A,2-Stable,140.0,83.9,140.0,83.14,140.0,82.84,140.0,80.46,140.0,59.43,140.0,65.93
510000037,CENTRE HOSPITALIER DE CHALONS EN CHAMPAGNE,510000169,CENTRE HOSPITALIER DE CHALONS,Grand Est,1- Obligatoire,1- Oui,.,,DI,4-Non calculable,,.,,.,,.,,.,,.,,.
510000185,POLYCLINIQUE DE COURLANCY,510000185,POLYCLINIQUE DE COURLANCY,Grand Est,1- Obligatoire,1- Oui,418,70.13,D,2-Stable,418.0,65.04,418.0,78.92,418.0,79.79,418.0,66.91,418.0,53.28,418.0,63.65
510000193,POLYCLINIQUE SAINT ANDRE,510000193,POLYCLINIQUE SAINT ANDRE,Grand Est,1- Obligatoire,1- Oui,78,72.01,C,4-Non calculable,78.0,65.94,78.0,79.78,78.0,82.38,78.0,69.19,78.0,58.13,78.0,66.21
