nomAttribuant,idAttribuant,dateConvention,referenceDecision,nomBeneficiaire,idBeneficiaire,objet,montant,nature,conditionsVersement,datesPeriode Versement,pourcentageSubvention,type
Département de la Somme,22800001400016,2021/06/08,1.5,DE LA GRAINE A L ASSIETTE,51765861300024,réussite éducative,"24 600,00",aide en numéraire,"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.",2021/06/08_2023/06/07,1,fonctionnement
Département de la Somme,22800001400016,2021/06/09,31,CONSERVATOIRE D ESPACES NATURELS DES HAUTS DE FRANCE,40320217900079,travaux de restauration de zones humides et de pelouses sèches 2021,"32 555,00",aide en numéraire,"une avance unique d’un minimum de 10 000 € peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 5% du montant prévisionnel de la subvention. Cette avance sera versée au vu d’une attestation de commencement des travaux, des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € , le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.",2021/06/09_2025/06/08,1,investissement
Département de la Somme,22800001400016,2021/06/09,31,CONSERVATOIRE D ESPACES NATURELS DES HAUTS DE FRANCE,40320217900079,travaux d'entretien de zones humides et de pelouses sèches 2021,"111 020,00",aide en numéraire,"une avance unique d’un minimum de 10 000 € peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 5% du montant prévisionnel de la subvention. Cette avance sera versée au vu d’une attestation de commencement des travaux , des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € , le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.",2021/06/09_2025/06/08,1,investissement
Département de la Somme,22800001400016,2021/06/09,31,FED DEP CHASSEURS SOMME,78059356200033,mise en place de la dernière tranche 2020-2022 du plan de gestion sur la réserve ornithologique de Grand Laviers,"50 641,00",aide en numéraire,"une avance unique d’un minimum de 10 000 € peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 5% du montant prévisionnel de la subvention. Cette avance sera versée au vu d’une attestation de commencement des travaux ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.",2021/06/09_2025/06/08,1,investissement
Département de la Somme,22800001400016,2021/06/23,2.1,CDEF,26800902400012,SUBVENTION COVID,"65 000,00",aide en numéraire,"L’aide financière sera versée en une fois, dès le retour au Département de la convention signée par le bénéficiaire.",2021/06/23_2023/06/22,1,fonctionnement
Département de la Somme,22800001400016,2021/06/26,22,INITIATIVE SOMME FRANCE ACTIVE PICARDIE,41499173700035,accompagnement des structures de l'ESS,"35 000,00",aide en numéraire,"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.",2021/06/26_2023/06/25,1,fonctionnement
Département de la Somme,22800001400016,2021/07/05,22,ADI 80,37978330100011,ACI,"67 500,00",aide en numéraire,"La participation FSE est versée au bénéficiaire au titre d’une avance de 50% du montant FSE prévisionnel, mise en paiement dès notification de la présente convention, sous réserve d’une attestation de démarrage de l’opération. La subvention FSE est versée au bénéficiaire sur production d’une demande de paiement intermédiaire ou finale. Cette demande de paiement prend la forme d’un bilan d’exécution intermédiaire ou final. Le versement de chaque paiement (intermédiaire ou final) est conditionné à l’acceptation du bilan d’exécution et à la réalisation du contrôle de service fait.",2021/07/05_2023/07/04,1,fonctionnement
Département de la Somme,22800001400016,2021/07/05,22,AMIENS AVENIR JEUNES,32776460100024,ACI,"35 999,49",aide en numéraire,"La participation FSE est versée au bénéficiaire au titre d’une avance de 50% du montant FSE prévisionnel, mise en paiement dès notification de la présente convention, sous réserve d’une attestation de démarrage de l’opération. La subvention FSE est versée au bénéficiaire sur production d’une demande de paiement intermédiaire ou finale. Cette demande de paiement prend la forme d’un bilan d’exécution intermédiaire ou final. Le versement de chaque paiement (intermédiaire ou final) est conditionné à l’acceptation du bilan d’exécution et à la réalisation du contrôle de service fait.",2021/07/05_2023/07/04,1,fonctionnement
Département de la Somme,22800001400016,2021/07/07,22,ASS VIMEU INSERTION FORMA JEUN,32642184900083,ACI 2021,"78 000,00",aide en numéraire,"La participation FSE est versée au bénéficiaire au titre d’une avance de 50% du montant FSE prévisionnel, mise en paiement dès notification de la présente convention, sous réserve d’une attestation de démarrage de l’opération. La subvention FSE est versée au bénéficiaire sur production d’une demande de paiement intermédiaire ou finale. Cette demande de paiement prend la forme d’un bilan d’exécution intermédiaire ou final. Le versement de chaque paiement (intermédiaire ou final) est conditionné à l’acceptation du bilan d’exécution et à la réalisation du contrôle de service fait.",2021/07/07_2023/07/06,1,fonctionnement
Département de la Somme,22800001400016,2021/07/07,22,ASSOCIATION PROMOTION FORMATION EMPLOI,32942741300037,Ateliers Chantiers d'Insertion,"46 500,00",aide en numéraire,"La participation FSE est versée au bénéficiaire au titre d’une avance de 50% du montant FSE prévisionnel, mise en paiement dès notification de la présente convention, sous réserve d’une attestation de démarrage de l’opération. La subvention FSE est versée au bénéficiaire sur production d’une demande de paiement intermédiaire ou finale. Cette demande de paiement prend la forme d’un bilan d’exécution intermédiaire ou final. Le versement de chaque paiement (intermédiaire ou final) est conditionné à l’acceptation du bilan d’exécution et à la réalisation du contrôle de service fait.",2021/07/07_2023/07/06,1,fonctionnement
Département de la Somme,22800001400016,2021/07/07,22,LA MAISONNEE,50474718900026,Accompagnement des salariés en insertion,"24 000,00",aide en numéraire,"La participation FSE est versée au bénéficiaire au titre d’une avance de 50% du montant FSE prévisionnel, mise en paiement dès notification de la présente convention, sous réserve d’une attestation de démarrage de l’opération. La subvention FSE est versée au bénéficiaire sur production d’une demande de paiement intermédiaire ou finale. Cette demande de paiement prend la forme d’un bilan d’exécution intermédiaire ou final. Le versement de chaque paiement (intermédiaire ou final) est conditionné à l’acceptation du bilan d’exécution et à la réalisation du contrôle de service fait.",2021/07/07_2023/07/06,1,fonctionnement
Département de la Somme,22800001400016,2021/07/16,22,SYNAPSE 3I,80328733300022,ateliers du marais,"55 500,00",aide en numéraire,"La participation FSE est versée au bénéficiaire au titre d’une avance de 50.00% du montant FSE prévisionnel, mise en paiement dès notification de la convention, sous réserve d’une attestation de démarrage de l’opération. Le versement de chaque paiement (intermédiaire ou final) est conditionné à l’acceptation du bilan d’exécution et à la réalisation du contrôle de service fait.",2021/07/16_2023/07/15,1,fonctionnement
Département de la Somme,22800001400016,2021/07/19,22,AEFTI PICARDIE,33405661100026,Accompagnement global des bénéficiaires du RSA,"72 000,00",aide en numéraire,"une avance unique peut, sur demande du Bénéficiaire, lui être versée jusqu’à hauteur de 50% du montant prévisionnel de la subvention ; des acomptes peuvent, sur demande du Bénéficiaire, lui être versés au vu de la présentation des états récapitulatifs des dépenses réalisées. Aucun acompte ne peut être inférieur à 500 € ; le solde sur production de l’ensemble des pièces justificatives. Le montant du solde doit être supérieur ou égal à 10% du montant de la subvention.",2021/07/19_2023/07/18,1,fonctionnement
Département de la Somme,22800001400016,2021/07/22,22,RECYCLERIE VIMEU BRESLE,75344620200016,ACI,"25 500,00",aide en numéraire,"La participation FSE est versée au bénéficiaire au titre d’une avance de 50% du montant FSE prévisionnel, mise en paiement dès notification de la présente convention, sous réserve d’une attestation de démarrage de l’opération. La subvention FSE est versée au bénéficiaire sur production d’une demande de paiement intermédiaire ou finale. Cette demande de paiement prend la forme d’un bilan d’exécution intermédiaire ou final. Le versement de chaque paiement (intermédiaire ou final) est conditionné à l’acceptation du bilan d’exécution et à la réalisation du contrôle de service fait.",2021/07/22_2023/07/21,1,fonctionnement
